PointDistanceFollower   Jan 31 2020   mode =  Single Point 
Fol_.21_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   46   CS6Dist  1   LMDist   587
PointDistanceFollower  Jan 31 2020  mode = Single Point
Fol_.21_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -17.44403 -16.08004 -51.90690  22.50399 -47.63049   0.86580     (-6.899,-0.866) (-16.080,-0.891) (-15.712,-22.504)      0  0  0  
1    -17.33751 -16.08004 -51.54130  22.26793 -47.15837   0.62974     (-7.005,-0.630) (-16.080,-1.363) (-16.078,-22.268)      0.692352  0.692352  0.692352  
2    -17.23100 -16.08004 -51.17570  22.03187 -46.68625   0.39368     (-7.112,-0.394) (-16.080,-1.835) (-16.444,-22.032)      1.3847  1.3847  1.3847  
3    -17.12448 -16.08004 -50.81010  21.79581 -46.21414   0.15762     (-7.218,-0.158) (-16.080,-2.307) (-16.809,-21.796)      2.07706  2.07706  2.07706  
4    -17.01797 -16.08004 -50.44450  21.55975 -45.74202  -0.07843     (-7.403,-0.078) (-17.096,-2.701) (-16.002,-21.481)      2.5126  2.5126  2.5126     glitch
5    -16.91145 -16.08004 -50.07890  21.32370 -45.26990  -0.31449     (-7.746,-0.314) (-17.226,-2.937) (-15.766,-21.009)      2.95943  2.95943  2.95943  
6    -16.80493 -16.08004 -49.71329  21.08764 -44.79779  -0.55055     (-8.089,-0.551) (-17.355,-3.173) (-15.529,-20.537)      3.50025  3.50025  3.50025  
7    -16.69842 -16.08004 -49.34769  20.85158 -44.32567  -0.78661     (-8.431,-0.787) (-17.485,-3.409) (-15.293,-20.065)      4.09801  4.09801  4.09801  
8    -16.59190 -16.08004 -48.98209  20.61552 -43.85355  -1.02267     (-8.774,-1.023) (-17.615,-3.645) (-15.057,-19.593)      4.73118  4.73118  4.73118  
9    -16.48538 -16.08004 -48.61649  20.37946 -43.38144  -1.25873     (-9.116,-1.259) (-17.744,-3.881) (-14.821,-19.121)      5.38728  5.38728  5.38728  
10    -16.37887 -16.08004 -48.25089  20.14340 -42.90932  -1.49479     (-9.459,-1.495) (-17.874,-4.117) (-14.585,-18.649)      6.05887  6.05887  6.05887  
11    -16.27235 -16.08004 -47.88529  19.90735 -42.43720  -1.73084     (-9.801,-1.731) (-18.003,-4.353) (-14.349,-18.177)      6.74133  6.74133  6.74133  
12    -16.16584 -16.08004 -47.51969  19.67129 -41.96509  -1.96690     (-10.144,-1.967) (-18.133,-4.589) (-14.113,-17.704)      7.43165  7.43165  7.43165  
13    -16.05932 -16.08004 -47.15409  19.43523 -41.49297  -2.20296     (-10.487,-2.203) (-18.262,-4.825) (-13.877,-17.232)      8.12784  8.12784  8.12784  
14    -15.95280 -16.08004 -46.78849  19.19917 -41.02085  -2.43902     (-10.829,-2.439) (-18.392,-5.062) (-13.641,-16.760)      8.82851  8.82851  8.82851  
15    -15.84629 -16.08004 -46.42289  18.96311 -40.54873  -2.67508     (-11.172,-2.675) (-18.521,-5.298) (-13.405,-16.288)      9.53267  9.53267  9.53267  
16    -15.73977 -16.08004 -46.05729  18.72705 -40.07662  -2.91114     (-11.514,-2.911) (-18.651,-5.534) (-13.169,-15.816)      10.2396  10.2396  10.2396  
17    -15.63325 -16.08004 -45.69169  18.49099 -39.60450  -3.14719     (-11.857,-3.147) (-18.780,-5.770) (-12.933,-15.344)      10.9488  10.9488  10.9488  
18    -15.52674 -16.08004 -45.32609  18.25494 -39.13238  -3.38325     (-12.199,-3.383) (-18.910,-6.006) (-12.697,-14.872)      11.6598  11.6598  11.6598  
19    -15.42022 -16.08004 -44.96049  18.01888 -38.66027  -3.61931     (-12.542,-3.619) (-19.040,-6.242) (-12.461,-14.400)      12.3723  12.3723  12.3723  
20    -15.31371 -16.08004 -44.59489  17.78282 -38.18815  -3.85537     (-12.885,-3.855) (-19.169,-6.478) (-12.225,-13.927)      13.086  13.086  13.086  
21    -15.20719 -16.08004 -44.22928  17.54676 -37.71603  -4.09143     (-13.227,-4.091) (-19.299,-6.714) (-11.989,-13.455)      13.118  13.6971  13.8009  
22    -15.10067 -16.08004 -43.86368  17.31070 -37.24392  -4.32749     (-13.570,-4.327) (-19.428,-6.950) (-11.753,-12.983)      12.9987  13.5583  14.5166  
23    -14.99416 -16.08004 -43.49808  17.07464 -36.77180  -4.56355     (-13.912,-4.564) (-19.558,-7.186) (-11.516,-12.511)      12.9189  13.4597  15.2331  
24    -14.88764 -16.08004 -43.13248  16.83859 -36.29968  -4.79960     (-14.255,-4.800) (-19.687,-7.422) (-11.280,-12.039)      12.8794  13.4023  15.1709  
25    -14.78112 -16.08004 -42.76688  16.60253 -35.82757  -5.03566     (-14.597,-5.036) (-19.817,-7.658) (-11.044,-11.567)      12.8806  13.3866  14.7262  
26    -14.67461 -16.08004 -42.40128  16.36647 -35.35545  -5.27172     (-14.940,-5.272) (-19.946,-7.894) (-10.808,-11.095)      12.9223  13.4129  14.3044  
27    -14.56809 -16.08004 -42.03568  16.13041 -34.88333  -5.50778     (-15.283,-5.508) (-20.076,-8.130) (-10.572,-10.623)      13.0043  13.4808  13.9075  
28    -14.46158 -16.08004 -41.67008  15.89435 -34.41122  -5.74384     (-15.625,-5.744) (-20.205,-8.366) (-10.336,-10.151)      13.1258  13.5376  13.5376  
29    -14.35506 -16.08004 -41.30448  15.65829 -33.93910  -5.97990     (-15.968,-5.980) (-20.335,-8.602) (-10.100,-9.678)      13.1972  13.1972  13.1972  
30    -14.24854 -16.08004 -40.93888  15.42223 -33.46698  -6.21595     (-16.310,-6.216) (-20.464,-8.838) (-9.864,-9.206)      12.8885  12.8885  12.8885  
31    -14.14203 -16.08004 -40.57328  15.18618 -32.99486  -6.45201     (-16.653,-6.452) (-20.594,-9.075) (-9.628,-8.734)      12.6138  12.6138  12.6138  
32    -14.03551 -16.08004 -40.20768  14.95012 -32.52275  -6.68807     (-16.996,-6.688) (-20.724,-9.311) (-9.392,-8.262)      12.3755  12.3755  12.3755  
33    -13.92899 -16.08004 -39.84208  14.71406 -32.05063  -6.92413     (-17.338,-6.924) (-20.853,-9.547) (-9.156,-7.790)      12.1756  12.1756  12.1756  
34    -13.82248 -16.08004 -39.47648  14.47800 -31.57851  -7.16019     (-17.681,-7.160) (-20.983,-9.783) (-8.920,-7.318)      12.016  12.016  12.016  
35    -13.71596 -16.08004 -39.11088  14.24194 -31.10640  -7.39625     (-18.023,-7.396) (-21.112,-10.019) (-8.684,-6.846)      11.8985  11.8985  11.8985  
