PointDistanceFollower   Jan 31 2020   mode =  Single Point 
Fol_.64_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   55   CS6Dist  2   LMDist   2913
PointDistanceFollower  Jan 31 2020  mode = Single Point
Fol_.64_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -26.29634 -22.41213 -39.11674  15.92097   0.67358 -49.22735     (-10.103,-9.430) (-29.687,-15.519) (-6.491,-6.608)      0  0  0  
1    -26.13278 -22.48561 -38.78719  15.66490   0.51001 -48.79685     (-9.354,-8.844) (-29.943,-16.269) (-6.821,-7.603)      1.62126  1.62126  1.62126  
2    -25.96921 -22.55909 -38.45764  15.40883   0.34645 -48.36636     (-8.605,-8.259) (-30.199,-17.018) (-7.150,-8.597)      3.24253  3.24253  3.24253  
3    -25.80565 -22.63258 -38.12809  15.15277   0.18288 -47.93586     (-7.856,-7.673) (-30.455,-17.767) (-7.480,-9.592)      3.55791  3.55791  3.55791  
4    -25.64208 -22.70606 -37.79853  14.89670   0.01932 -47.50537     (-7.107,-7.087) (-30.711,-18.516) (-7.809,-10.586)      3.67315  3.67315  3.67315  
5    -25.47852 -22.77954 -37.46898  14.64063  -0.14425 -47.07487     (-6.357,-6.502) (-30.967,-19.265) (-8.139,-11.580)      4.42519  4.42519  4.42519     glitch
6    -25.31495 -22.85302 -37.13943  14.38456  -0.30781 -46.64438     (-5.608,-5.916) (-31.223,-20.014) (-8.468,-12.575)      5.56144  5.56144  5.56144  
7    -25.15139 -22.92651 -36.80988  14.12849  -0.47138 -46.21389     (-4.859,-5.330) (-31.479,-20.764) (-8.798,-13.569)      6.89448  6.89448  6.89448  
8    -24.98782 -22.99999 -36.48033  13.87242  -0.63494 -45.78339     (-4.110,-4.745) (-31.735,-21.513) (-9.128,-14.564)      8.33037  8.33037  8.33037  
9    -24.82426 -23.07347 -36.15078  13.61635  -0.79851 -45.35290     (-3.361,-4.159) (-31.992,-22.262) (-9.457,-15.558)      9.82412  9.82412  9.82412  
10    -24.66069 -23.14696 -35.82123  13.36029  -0.96207 -44.92240     (-2.612,-3.574) (-32.248,-23.011) (-9.787,-16.552)      11.3529  11.3529  11.3529  
11    -24.49713 -23.22044 -35.49167  13.10422  -1.12564 -44.49191     (-1.862,-2.988) (-32.504,-23.760) (-10.116,-17.547)      12.9043  12.9043  12.9043  
12    -24.33356 -23.29392 -35.16212  12.84815  -1.28920 -44.06142     (-1.113,-2.402) (-32.760,-24.510) (-10.446,-18.541)      14.471  14.471  14.471  
13    -24.17000 -23.36740 -34.83257  12.59208  -1.45277 -43.63092     (-0.364,-1.817) (-33.016,-25.259) (-10.775,-19.536)      16.0486  16.0486  16.0486  
14    -24.00643 -23.44089 -34.50302  12.33601  -1.61633 -43.20043     (-0.385,-1.616) (-32.887,-10.720) (-25.623,-20.145)      16.9554  17.1853  17.634  
15    -23.84287 -23.51437 -34.17347  12.07994  -1.77990 -42.76993     (-1.134,-1.780) (-32.394,-10.300) (-25.623,-20.390)      17.2662  17.9225  19.2255  
16    -23.67930 -23.58785 -33.84392  11.82387  -1.94346 -42.33944     (-1.884,-1.943) (-31.900,-9.880) (-25.623,-20.635)      17.6322  18.6899  20.8216  
17    -23.51574 -23.66134 -33.51437  11.56781  -2.10703 -41.90895     (-2.633,-2.107) (-31.407,-9.461) (-25.623,-20.880)      18.05  19.4873  21.1372  
18    -23.35217 -23.73482 -33.18482  11.31174  -2.27059 -41.47845     (-3.382,-2.271) (-30.914,-9.041) (-25.623,-21.126)      18.5161  20.3144  21.2038  
19    -23.18861 -23.80830 -32.85526  11.05567  -2.43416 -41.04796     (-4.131,-2.434) (-30.421,-8.622) (-25.623,-21.371)      19.0269  20.4764  21.3202  
20    -23.02504 -23.88178 -32.52571  10.79960  -2.59772 -40.61746     (-4.880,-2.598) (-29.928,-8.202) (-25.623,-21.616)      19.1555  20.6491  21.4858  
21    -22.86148 -23.95527 -32.19616  10.54353  -2.76129 -40.18697     (-5.629,-2.761) (-29.435,-7.782) (-25.623,-21.861)      19.2972  20.8793  21.1825  
22    -22.69791 -24.02875 -31.86661  10.28746  -2.92485 -39.75648     (-6.379,-2.925) (-28.942,-7.363) (-25.623,-22.106)      19.4927  20.8001  20.8001  
23    -22.53435 -24.10223 -31.53706  10.03139  -3.08842 -39.32598     (-7.128,-3.088) (-28.449,-6.943) (-25.623,-22.352)      19.7404  20.4628  20.4628  
24    -22.37078 -24.17571 -31.20751   9.77533  -3.25198 -38.89549     (-7.877,-3.252) (-27.956,-6.523) (-25.623,-22.597)      20.0383  20.1728  20.1728  
25    -22.20722 -24.24920 -30.87796   9.51926  -3.41555 -38.46499     (-8.626,-3.416) (-27.462,-6.104) (-25.623,-22.842)      19.9321  19.9321  19.9321  
26    -22.04365 -24.32268 -30.54840   9.26319  -3.57912 -38.03450     (-9.375,-3.579) (-26.969,-5.684) (-25.623,-23.087)      19.7427  19.7427  19.7427  
27    -21.88008 -24.39616 -30.21885   9.00712  -3.74268 -37.60401     (-10.125,-3.743) (-26.476,-5.264) (-25.623,-23.332)      19.606  19.606  19.606  
28    -21.71652 -24.46965 -29.88930   8.75105  -3.90625 -37.17351     (-10.874,-3.906) (-25.983,-4.845) (-25.623,-23.578)      19.523  19.523  19.523  
29    -21.55295 -24.54313 -29.55975   8.49498  -4.06981 -36.74302     (-11.623,-4.070) (-25.490,-4.425) (-25.623,-23.823)      19.4946  19.4946  19.4946  
30    -21.38939 -24.61661 -29.23020   8.23891  -4.23338 -36.31252     (-12.372,-4.233) (-24.997,-4.006) (-25.623,-24.068)      19.5208  19.5208  19.5208  
31    -21.22582 -24.69009 -28.90065   7.98285  -4.39694 -35.88203     (-13.121,-4.397) (-24.504,-3.586) (-25.623,-24.313)      19.6015  19.6015  19.6015  
32    -21.06226 -24.76358 -28.57110   7.72678  -4.56051 -35.45153     (-13.871,-4.561) (-24.011,-3.166) (-25.623,-24.558)      19.7361  19.7361  19.7361  
33    -20.89869 -24.83706 -28.24155   7.47071  -4.72407 -35.02104     (-14.620,-4.724) (-23.517,-2.747) (-25.623,-24.804)      19.9234  19.9234  19.9234  
34    -20.73513 -24.91054 -27.91199   7.21464  -4.88764 -34.59055     (-15.369,-4.888) (-23.024,-2.327) (-25.623,-25.049)      20.162  20.162  20.162  
35    -20.57156 -24.98403 -27.58244   6.95857  -5.05120 -34.16005     (-16.118,-5.051) (-22.531,-1.907) (-25.623,-25.294)      20.45  20.45  20.45  
36    -20.40800 -25.05751 -27.25289   6.70250  -5.21477 -33.72956     (-16.867,-5.215) (-22.038,-1.488) (-25.623,-25.539)      20.7766  20.7766  20.7766  
