Fol_2018-05-06.16_52_49.1_9.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
47      3.72094 -27.66408 -28.69434  -9.01111 -19.48438  -7.09551     (-3.721,-12.732) (-23.943,-24.973) (-15.763,-3.375) 21.857  28.0152  35.5678  27.7791  
48      3.59073 -27.20963 -28.21446  -9.35736 -19.83405  -6.98142     (-3.591,-12.948) (-23.619,-24.624) (-16.243,-3.391) 22.5252  27.8837  36.2143  27.5789  
49      3.46051 -26.75518 -27.73458  -9.70362 -20.18371  -6.86732     (-3.461,-13.164) (-23.295,-24.274) (-16.723,-3.407) 23.1967  27.7903  36.8818  27.3963  
50      3.33030 -26.30072 -27.25471 -10.04987 -20.53338  -6.75323     (-3.330,-13.380) (-22.970,-23.924) (-17.203,-3.423) 23.8711  27.7355  37.5689  27.2316  
51      3.20009 -25.84627 -26.77483 -10.39613 -20.88304  -6.63913     (-3.200,-13.596) (-22.646,-23.575) (-17.683,-3.439) 24.535  27.7194  38.2743  27.0851  
52      3.06987 -25.39182 -26.29495 -10.74238 -21.23271  -6.52504     (-3.070,-13.812) (-22.322,-23.225) (-18.163,-3.455) 25.1908  27.7423  38.8676  26.9572  
53      2.93966 -24.93737 -25.81507 -11.08863 -21.58237  -6.41094     (-2.940,-14.028) (-21.998,-22.875) (-18.643,-3.471) 25.8411  27.8038  39.3423  26.8482  
54      2.80945 -24.48291 -25.33520 -11.43489 -21.93204  -6.29685     (-2.809,-14.244) (-21.673,-22.526) (-19.123,-3.487) 26.4526  27.3227  39.1854  26.7582  
55      2.67924 -24.02846 -24.85532 -11.78114 -22.28170  -6.18275     (-2.679,-14.460) (-21.349,-22.176) (-19.602,-3.504) 26.6874  26.9204  39.0551  26.6874  
56      2.54902 -23.57401 -24.37544 -12.12740 -22.63137  -6.06866     (-2.549,-14.676) (-21.025,-21.826) (-20.082,-3.520) 26.636  26.8681  38.9516  26.636  
57      2.41881 -23.11956 -23.89556 -12.47365 -22.98103  -5.95456     (-2.419,-14.892) (-20.701,-21.477) (-20.562,-3.536) 26.6042  26.8558  38.8751  26.6042  
58      2.28860 -22.66510 -23.41568 -12.81990 -23.33070  -5.84047     (-2.289,-15.109) (-20.377,-21.127) (-21.042,-3.552) 26.5919  26.8836  38.8257  26.5919  
59      2.15839 -22.21065 -22.93581 -13.16616 -23.68036  -5.72637     (-2.158,-15.325) (-20.052,-20.777) (-21.522,-3.568) 26.2995  26.9514  38.7108  26.5993  
60      2.02817 -21.75620 -22.45593 -13.51241 -24.03003  -5.61228     (-2.028,-15.541) (-19.728,-20.428) (-22.002,-3.584) 25.9889  27.0588  38.2934  26.5922  
61      1.89796 -21.30175 -21.97605 -13.85866 -24.37969  -5.49819     (-1.898,-15.757) (-19.404,-20.078) (-22.482,-3.600) 25.695  27.2055  37.845  26.2923  
62      1.76775 -20.84729 -21.49617 -14.20492 -24.72936  -5.38409     (-1.768,-15.973) (-19.080,-19.728) (-22.962,-3.616) 25.4181  27.3907  37.4136  26.0089  
63      1.63754 -20.39284 -21.01630 -14.55117 -25.07902  -5.27000     (-1.638,-16.189) (-18.755,-19.379) (-23.441,-3.632) 25.159  27.1978  37.0057  25.7427  
64      1.50732 -19.93839 -20.53642 -14.89743 -25.42869  -5.15590     (-1.507,-16.405) (-18.431,-19.029) (-23.921,-3.649) 24.9181  26.8692  36.6223  25.4942  
65      1.37711 -19.48394 -20.05654 -15.24368 -25.77835  -5.04181     (-1.377,-16.621) (-18.107,-18.679) (-24.401,-3.665) 24.6959  26.5578  36.2641  25.2639  
66      1.24690 -19.02948 -19.57666 -15.58993 -26.12802  -4.92771     (-1.247,-16.837) (-17.783,-18.330) (-24.881,-3.681) 24.4931  26.2644  35.9318  25.0523  
67      1.11669 -18.57503 -19.09678 -15.93619 -26.47769  -4.81362     (-1.117,-17.053) (-17.458,-17.980) (-25.361,-3.697) 24.31  25.9903  35.6261  24.8599  
68      0.98647 -18.12058 -18.61691 -16.28244 -26.82735  -4.69952     (-0.986,-17.269) (-17.134,-17.630) (-25.841,-3.713) 24.1472  25.7364  35.3478  24.6872  
69      0.85626 -17.66613 -18.13703 -16.62870 -27.17702  -4.58543     (-0.856,-17.485) (-16.810,-17.281) (-26.321,-3.729) 23.8896  25.5038  35.0974  24.5344  
70      0.72605 -17.21167 -17.65715 -16.97495 -27.52668  -4.47133     (-0.726,-17.701) (-16.486,-16.931) (-26.801,-3.745) 23.1941  25.2935  34.4241  24.4021  
71      0.59584 -16.75722 -17.17727 -17.32120 -27.87635  -4.35724     (-0.596,-17.917) (-16.161,-16.581) (-27.281,-3.761) 22.5004  24.6609  33.4197  24.2203  
72      0.46562 -16.30277 -16.69740 -17.66746 -28.22601  -4.24314     (-0.466,-18.133) (-15.837,-16.232) (-27.760,-3.778) 21.8084  23.787  32.417  23.562  
73      0.33541 -15.84832 -16.21752 -18.01371 -28.57568  -4.12905     (-0.335,-18.349) (-15.513,-15.882) (-28.240,-3.794) 21.1185  22.9131  31.4161  22.9075  
74      0.20520 -15.39386 -15.73764 -18.35997 -28.92534  -4.01495     (-0.205,-18.565) (-15.189,-15.532) (-28.720,-3.810) 20.4309  22.0392  30.4173  22.2573  
75      0.07498 -14.93941 -15.25776 -18.70622 -29.27501  -3.90086     (-0.075,-18.781) (-14.864,-15.183) (-29.200,-3.826) 19.7456  21.1653  29.4207  21.6116  
76     -0.05523 -14.48496 -14.77788 -19.05247 -29.62467  -3.78677     (-0.055,-19.052) (-14.485,-29.625) (-14.778,-3.787) 19.3657  20.191  28.3256  19.3657  
77     -0.18544 -14.03051 -14.29801 -19.39873 -29.97434  -3.67267     (-0.185,-19.399) (-14.031,-29.974) (-14.298,-3.673) 18.5237  19.2804  27.094  18.5237  
78     -0.31565 -13.57605 -13.81813 -19.74498 -30.32400  -3.55858     (-0.316,-19.745) (-13.576,-30.324) (-13.818,-3.559) 17.6817  18.3898  25.8625  17.6817  
79     -0.44587 -13.12160 -13.33825 -20.09124 -30.67367  -3.44448     (-0.446,-20.091) (-13.122,-30.674) (-13.338,-3.444) 16.8397  17.5222  24.6309  16.8397  
80     -0.57608 -12.66715 -12.85837 -20.43749 -31.02333  -3.33039     (-0.576,-20.437) (-12.667,-31.023) (-12.858,-3.330) 15.9977  16.6812  23.3994  15.9977  
81     -0.70629 -12.21270 -12.37850 -20.78374 -31.37300  -3.21629     (-0.706,-20.784) (-12.213,-31.373) (-12.378,-3.216) 15.1557  15.8426  22.1679  15.1557  
82     -0.83650 -11.75824 -11.89862 -21.13000 -31.72266  -3.10220     (-0.837,-21.130) (-11.758,-31.723) (-11.899,-3.102) 14.3138  14.9687  20.9363  14.3138  
83     -0.96672 -11.30379 -11.41874 -21.47625 -32.07233  -2.98810     (-0.967,-21.476) (-11.304,-32.072) (-11.419,-2.988) 13.4718  14.0949  19.7048  13.4718  
84     -1.09693 -10.84934 -10.93886 -21.82250 -32.42199  -2.87401     (-1.097,-21.823) (-10.849,-32.422) (-10.939,-2.874) 12.6298  13.2211  18.4732  12.6298  
85     -1.22714 -10.39489 -10.45898 -22.16876 -32.77166  -2.75991     (-1.227,-22.169) (-10.395,-32.772) (-10.459,-2.760) 11.7878  12.3473  17.2417  11.7878  
86     -1.35735  -9.94043  -9.97911 -22.51501 -33.12132  -2.64582     (-1.357,-22.515) (-9.940,-33.121) (-9.979,-2.646) 10.9458  11.4736  16.0101  10.9458  
87     -1.48757  -9.48598  -9.49923 -22.86127 -33.47099  -2.53172     (-1.488,-22.861) (-9.486,-33.471) (-9.499,-2.532) 10.1038  10.5999  14.7786  10.1038  
88     -1.61778  -9.03153  -9.01935 -23.20752 -33.82065  -2.41763     (-1.618,-23.208) (-9.032,-33.821) (-9.019,-2.418) 9.26184  9.72629  13.547  9.26184  
89     -1.74799  -8.57708  -8.53947 -23.55377 -34.17032  -2.30353     (-1.748,-23.554) (-8.577,-34.170) (-8.539,-2.304) 8.41986  8.85273  12.3155  8.41986  
90     -1.87820  -8.12262  -8.05959 -23.90003 -34.51998  -2.18944     (-1.878,-23.900) (-8.123,-34.520) (-8.060,-2.189) 7.57787  7.97926  11.0839  7.57787  
91     -2.00842  -7.66817  -7.57972 -24.24628 -34.86965  -2.07534     (-2.008,-24.246) (-7.668,-34.870) (-7.580,-2.075) 6.73589  7.10593  9.85238  6.73589  
92     -2.13863  -7.21372  -7.09984 -24.59254 -35.21931  -1.96125     (-2.139,-24.593) (-7.214,-35.219) (-7.100,-1.961) 5.8939  6.23278  8.62083  5.8939  
93     -2.26884  -6.75927  -6.61996 -24.93879 -35.56898  -1.84716     (-2.269,-24.939) (-6.759,-35.569) (-6.620,-1.847) 5.05192  5.3599  7.38928  5.05192  
94     -2.39905  -6.30481  -6.14008 -25.28504 -35.91865  -1.73306     (-2.399,-25.285) (-6.305,-35.919) (-6.140,-1.733) 4.20993  4.48747  6.15774  4.20993  
95     -2.52927  -5.85036  -5.66021 -25.63130 -36.26831  -1.61897     (-2.529,-25.631) (-5.850,-36.268) (-5.660,-1.619) 3.36794  3.61578  4.92619  3.36794  
96     -2.65948  -5.39591  -5.18033 -25.97755 -36.61798  -1.50487     (-2.659,-25.978) (-5.396,-36.618) (-5.180,-1.505) 2.52596  2.74557  3.69464  2.52596  
97     -2.78969  -4.94146  -4.70045 -26.32381 -36.96764  -1.39078     (-2.790,-26.324) (-4.941,-36.968) (-4.700,-1.391) 1.68397  1.87887  2.46309  1.68397  
98     -2.91991  -4.48700  -4.22057 -26.67006 -37.31731  -1.27668     (-2.920,-26.670) (-4.487,-37.317) (-4.221,-1.277) 0.841986  1.02464  1.23155  0.841986  
99     -3.05012  -4.03255  -3.74069 -27.01631 -37.66697  -1.16259     (-3.050,-27.016) (-4.033,-37.667) (-3.741,-1.163) 0  4.08176e-14  1.90735e-06  9.53674e-07  
