PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_41.0_8.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   234   NCDist   1528
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_41.0_8.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0      0.43126   1.58901   5.76101 -25.96181 -27.70079 -17.37034     (-1.158,-5.330) (-13.761,-15.748) (-11.693,-0.431)      0  0  
1      0.41521   1.43396   5.58471 -25.75340 -27.58005 -17.19924     (-1.019,-5.169) (-13.916,-15.995) (-12.131,-0.415)      0.568182  0.491702  
2      0.39916   1.27891   5.40840 -25.54500 -27.45931 -17.02814     (-0.880,-5.009) (-14.071,-16.243) (-12.570,-0.399)      1.13636  0.983404  
3      0.38311   1.12386   5.23210 -25.33659 -27.33857 -16.85704     (-0.741,-4.849) (-14.226,-16.491) (-13.008,-0.383)      1.70454  1.47511  
4      0.36706   0.96880   5.05580 -25.12819 -27.21783 -16.68593     (-0.602,-4.689) (-14.381,-16.739) (-13.446,-0.367)      2.27273  1.96681  
5      0.35101   0.81375   4.87949 -24.91979 -27.09709 -16.51483     (-0.463,-4.528) (-14.536,-16.987) (-13.884,-0.351)      2.84091  2.45851  
6      0.33496   0.65870   4.70319 -24.71138 -26.97635 -16.34373     (-0.324,-4.368) (-14.691,-17.235) (-14.323,-0.335)      3.40909  2.95021  
7      0.31891   0.50365   4.52689 -24.50298 -26.85561 -16.17263     (-0.185,-4.208) (-14.846,-17.483) (-14.761,-0.319)      3.97727  3.44191  
8      0.30286   0.34860   4.35058 -24.29457 -26.73487 -16.00153     (-0.046,-4.048) (-15.001,-17.731) (-15.199,-0.303)      4.54545  3.93362  
9      0.28681   0.19355   4.17428 -24.08617 -26.61413 -15.83043     (-17.886,-0.194) (-3.981,-0.093) (-15.544,-15.063)      4.95364  4.42532  
10      0.27075   0.03850   3.99798 -23.87776 -26.49339 -15.65932     (-17.994,-0.038) (-3.959,-0.232) (-15.843,-15.079)      5.26879  4.91702  
11      0.25470  -0.11655   3.82167 -23.66936 -26.37265 -15.48822     (-18.220,-0.117) (-16.026,-0.255) (-3.822,-14.979)      5.49539  5.29608  
12      0.23865  -0.27161   3.64537 -23.46095 -26.25191 -15.31712     (-18.484,-0.272) (-16.170,-0.239) (-3.645,-14.840)      5.72431  5.43658  
13      0.22260  -0.42666   3.46907 -23.25255 -26.13117 -15.14602     (-18.748,-0.427) (-16.314,-0.223) (-3.469,-14.701)      5.97214  5.61675  
14      0.20655  -0.58171   3.29276 -23.04414 -26.01043 -14.97492     (-19.012,-0.582) (-16.459,-0.207) (-3.293,-14.562)      6.23663  5.83292  
15      0.19050  -0.73676   3.11646 -22.83574 -25.88969 -14.80381     (-19.276,-0.737) (-16.603,-0.191) (-3.116,-14.423)      6.51575  6.08124  
16      0.17445  -0.89181   2.94016 -22.62733 -25.76895 -14.63271     (-19.540,-0.892) (-16.747,-0.174) (-2.940,-14.284)      6.8077  6.35795  
17      0.15840  -1.04686   2.76385 -22.41893 -25.64821 -14.46161     (-19.804,-1.047) (-16.891,-0.158) (-2.764,-14.145)      7.11091  6.65952  
18      0.14235  -1.20191   2.58755 -22.21053 -25.52747 -14.29051     (-20.068,-1.202) (-17.035,-0.142) (-2.588,-14.006)      7.42398  6.98272  
19      0.12630  -1.35696   2.41125 -22.00212 -25.40673 -14.11941     (-20.332,-1.357) (-17.180,-0.126) (-2.411,-13.867)      7.74574  7.32469  
20      0.11025  -1.51202   2.23494 -21.79372 -25.28599 -13.94831     (-20.596,-1.512) (-17.324,-0.110) (-2.235,-13.728)      8.07513  7.68293  
21      0.09420  -1.66707   2.05864 -21.58531 -25.16525 -13.77720     (-20.860,-1.667) (-17.468,-0.094) (-2.059,-13.589)      8.41126  8.05526  
22      0.07815  -1.82212   1.88234 -21.37691 -25.04451 -13.60610     (-21.124,-1.822) (-17.612,-0.078) (-1.882,-13.450)      8.75335  8.43982  
23      0.06210  -1.97717   1.70603 -21.16850 -24.92377 -13.43500     (-21.388,-1.977) (-17.756,-0.062) (-1.706,-13.311)      9.04566  8.83501  
24      0.04605  -2.13222   1.52973 -20.96010 -24.80303 -13.26390     (-21.651,-2.132) (-17.901,-0.046) (-1.530,-13.172)      9.18624  9.23947  
25      0.03000  -2.28727   1.35343 -20.75169 -24.68229 -13.09280     (-21.915,-2.287) (-18.045,-0.030) (-1.353,-13.033)      9.34239  9.65204  
26      0.01395  -2.44232   1.17712 -20.54329 -24.56155 -12.92169     (-22.179,-2.442) (-18.189,-0.014) (-1.177,-12.894)      9.51336  10.0717  
27     -0.00211  -2.59737   1.00082 -20.33488 -24.44081 -12.75059     (-0.999,-2.595) (-18.335,-0.002) (-22.441,-12.753)      9.69708  10.4976  
28     -0.01816  -2.75243   0.82452 -20.12648 -24.32007 -12.57949     (-0.806,-2.734) (-18.496,-0.018) (-22.689,-12.598)      9.88599  10.9291  
29     -0.03421  -2.90748   0.64821 -19.91807 -24.19933 -12.40839     (-0.614,-2.873) (-18.656,-0.034) (-22.937,-12.443)      10.088  11.0152  
30     -0.05026  -3.06253   0.47191 -19.70967 -24.07859 -12.23729     (-0.422,-3.012) (-18.816,-0.050) (-23.185,-12.288)      10.3023  10.903  
31     -0.06631  -3.21758   0.29561 -19.50127 -23.95785 -12.06619     (-0.229,-3.151) (-18.976,-0.066) (-23.433,-12.132)      10.5283  10.812  
32     -0.08236  -3.37263   0.11930 -19.29286 -23.83711 -11.89508     (-0.037,-3.290) (-19.137,-0.082) (-23.681,-11.977)      10.7554  10.7427  
33     -0.09841  -3.52768  -0.05700 -19.08446 -23.71637 -11.72398     (-0.098,-19.084) (-3.528,-23.716) (-0.057,-11.724)      10.7169  10.6957  
34     -0.11446  -3.68273  -0.23330 -18.87605 -23.59562 -11.55288     (-0.114,-18.876) (-3.683,-23.596) (-0.233,-11.553)      10.5247  10.6711  
35     -0.13051  -3.83778  -0.40961 -18.66765 -23.47488 -11.38178     (-0.131,-18.668) (-3.838,-23.475) (-0.410,-11.382)      10.3427  10.6691  
36     -0.14656  -3.99284  -0.58591 -18.45924 -23.35414 -11.21068     (-0.147,-18.459) (-3.993,-23.354) (-0.586,-11.211)      10.1714  10.6898  
37     -0.16261  -4.14789  -0.76222 -18.25084 -23.23340 -11.03957     (-0.163,-18.251) (-4.148,-23.233) (-0.762,-11.040)      10.0115  10.733  
38     -0.17866  -4.30294  -0.93852 -18.04243 -23.11266 -10.86847     (-0.179,-18.042) (-4.303,-23.113) (-0.939,-10.868)      9.86348  10.7984  
39     -0.19471  -4.45799  -1.11482 -17.83403 -22.99192 -10.69737     (-0.195,-17.834) (-4.458,-22.992) (-1.115,-10.697)      9.72787  10.8857  
40     -0.21076  -4.61304  -1.29113 -17.62562 -22.87118 -10.52627     (-0.211,-17.626) (-4.613,-22.871) (-1.291,-10.526)      9.60521  10.9943  
41     -0.22681  -4.76809  -1.46743 -17.41722 -22.75044 -10.35517     (-0.227,-17.417) (-4.768,-22.750) (-1.467,-10.355)      9.49599  11.1236  
42     -0.24286  -4.92314  -1.64373 -17.20881 -22.62970 -10.18406     (-0.243,-17.209) (-4.923,-22.630) (-1.644,-10.184)      9.4007  11.2729  
43     -0.25892  -5.07819  -1.82004 -17.00041 -22.50896 -10.01296     (-0.259,-17.000) (-5.078,-22.509) (-1.820,-10.013)      9.31974  11.4413  
44     -0.27497  -5.23325  -1.99634 -16.79201 -22.38822  -9.84186     (-0.275,-16.792) (-5.233,-22.388) (-1.996,-9.842)      9.25351  11.6282  
45     -0.29102  -5.38830  -2.17264 -16.58360 -22.26748  -9.67076     (-0.291,-16.584) (-5.388,-22.267) (-2.173,-9.671)      9.20232  11.8325  
46     -0.30707  -5.54335  -2.34895 -16.37520 -22.14674  -9.49966     (-0.307,-16.375) (-5.543,-22.147) (-2.349,-9.500)      9.16642  12.0534  
47     -0.32312  -5.69840  -2.52525 -16.16679 -22.02600  -9.32856     (-0.323,-16.167) (-5.698,-22.026) (-2.525,-9.329)      9.14599  12.2901  
