Fol_2018-05-05.12_00_21.17_16.txt     Output is probe cell, reduced cell, NCDist distance between
0     -1.41450 -13.07344   5.01811  -0.65670 -15.58815  -9.28654     (-0.220,-0.011) (-2.036,-1.284) (-0.697,-0.142) 0
1     -1.40243 -12.96195   4.96038  -0.65019 -15.44367  -9.19417     (-2.954,-0.133) (-0.282,-0.921) (-0.752,-1.128) 1.21908
2     -1.39036 -12.85047   4.90265  -0.64367 -15.29918  -9.10180     (-2.101,-0.274) (-0.145,-0.409) (-0.845,-3.738) 1.97925
3     -1.37830 -12.73898   4.84493  -0.63715 -15.15469  -9.00942     (-2.791,-0.134) (-0.571,-0.178) (-0.655,-4.240) 2.7509
4     -1.36623 -12.62749   4.78720  -0.63063 -15.01021  -8.91705     (-0.985,-0.053) (-3.375,-0.007) (-0.466,-4.623) 3.37695
5     -1.35416 -12.51600   4.72947  -0.62411 -14.86572  -8.82468     (-1.130,-0.284) (-3.604,-0.147) (-0.277,-4.382) 3.34238
6     -1.34209 -12.40451   4.67174  -0.61760 -14.72124  -8.73231     (-1.276,-0.515) (-3.833,-0.288) (-0.088,-4.142) 3.37874
7     -1.33003 -12.29302   4.61401  -0.61108 -14.57675  -8.63993     (-1.320,-3.960) (-0.644,-0.327) (-0.101,-4.003) 3.41991
8     -1.31796 -12.18154   4.55628  -0.60456 -14.43226  -8.54756     (-1.276,-4.000) (-0.686,-0.278) (-0.290,-3.952) 3.43103
9     -1.30589 -12.07005   4.49855  -0.59804 -14.28778  -8.45519     (-1.233,-4.040) (-0.727,-0.230) (-0.480,-3.901) 3.45545
10     -1.29382 -11.95856   4.44082  -0.59152 -14.14329  -8.36281     (-1.189,-4.079) (-0.769,-0.181) (-0.669,-3.849) 3.49289
11     -1.28176 -11.84707   4.38309  -0.58501 -13.99880  -8.27044     (-1.145,-4.119) (-0.811,-0.132) (-0.858,-3.798) 3.51779
12     -1.26969 -11.73558   4.32536  -0.57849 -13.85432  -8.17807     (-1.102,-4.158) (-0.852,-0.084) (-1.047,-3.747) 3.51831
13     -1.25762 -11.62410   4.26763  -0.57197 -13.70983  -8.08569     (-1.058,-4.198) (-0.894,-0.035) (-1.236,-3.696) 3.53187
14     -1.24555 -11.51261   4.20991  -0.56545 -13.56534  -7.99332     (-3.631,-1.001) (-1.412,-4.224) (-0.014,-0.949) 3.47467
15     -1.23349 -11.40112   4.15218  -0.55893 -13.42086  -7.90095     (-3.531,-0.908) (-1.552,-4.215) (-0.062,-1.040) 3.43336
16     -1.22142 -11.28963   4.09445  -0.55242 -13.27637  -7.80857     (-3.431,-0.816) (-1.693,-4.206) (-0.111,-1.130) 3.40593
17     -1.20935 -11.17814   4.03672  -0.54590 -13.13188  -7.71620     (-3.331,-0.724) (-1.833,-4.197) (-0.160,-1.220) 3.3927
18     -1.19728 -11.06665   3.97899  -0.53938 -12.98740  -7.62383     (-3.231,-0.631) (-1.974,-4.187) (-0.208,-1.311) 3.39384
19     -1.18522 -10.95517   3.92126  -0.53286 -12.84291  -7.53145     (-3.131,-0.539) (-2.114,-4.178) (-0.257,-1.401) 3.40933
20     -1.17315 -10.84368   3.86353  -0.52634 -12.69842  -7.43908     (-3.031,-0.447) (-2.255,-4.169) (-0.306,-1.491) 3.43899
21     -1.16108 -10.73219   3.80580  -0.51983 -12.55394  -7.34671     (-2.932,-0.354) (-2.395,-4.160) (-0.354,-1.581) 3.48245
22     -1.14901 -10.62070   3.74807  -0.51331 -12.40945  -7.25434     (-2.832,-0.262) (-2.536,-4.151) (-0.403,-1.672) 3.5392
23     -1.13695 -10.50921   3.69034  -0.50679 -12.26496  -7.16196     (-2.732,-0.170) (-2.676,-4.142) (-0.452,-1.762) 3.60861
24     -1.12488 -10.39772   3.63261  -0.50027 -12.12048  -7.06959     (-2.632,-0.078) (-2.817,-4.133) (-0.500,-1.852) 3.66043
25     -1.11281 -10.28624   3.57488  -0.49376 -11.97599  -6.97722     (-2.547,-0.015) (-0.534,-4.109) (-2.943,-1.928) 3.69824
26     -1.10075 -10.17475   3.51716  -0.48724 -11.83151  -6.88484     (-2.539,-0.107) (-0.491,-4.008) (-2.991,-1.926) 3.65182
27     -1.08868 -10.06326   3.45943  -0.48072 -11.68702  -6.79247     (-2.532,-0.199) (-0.447,-3.906) (-3.039,-1.924) 3.61119
28     -1.07661  -9.95177   3.40170  -0.47420 -11.54253  -6.70010     (-2.524,-0.292) (-0.403,-3.805) (-3.087,-1.922) 3.57656
29     -1.06454  -9.84028   3.34397  -0.46768 -11.39805  -6.60772     (-2.517,-0.384) (-0.360,-3.704) (-3.135,-1.920) 3.54811
30     -1.05248  -9.72880   3.28624  -0.46117 -11.25356  -6.51535     (-2.509,-0.476) (-0.316,-3.602) (-3.184,-1.918) 3.52598
31     -1.04041  -9.61731   3.22851  -0.45465 -11.10907  -6.42298     (-2.501,-0.569) (-0.272,-3.501) (-3.232,-1.916) 3.5103
32     -1.02834  -9.50582   3.17078  -0.44813 -10.96459  -6.33060     (-2.494,-0.661) (-0.229,-3.400) (-3.280,-1.914) 3.50114
33     -1.01627  -9.39433   3.11305  -0.44161 -10.82010  -6.23823     (-2.486,-0.753) (-0.185,-3.298) (-3.328,-1.912) 3.49857
34     -1.00421  -9.28284   3.05532  -0.43509 -10.67561  -6.14586     (-2.479,-0.846) (-0.142,-3.197) (-3.377,-1.910) 3.50259
35     -0.99214  -9.17135   2.99759  -0.42858 -10.53113  -6.05348     (-2.471,-0.938) (-0.098,-3.095) (-3.425,-1.908) 3.51319
36     -0.98007  -9.05987   2.93986  -0.42206 -10.38664  -5.96111     (-2.464,-1.030) (-0.054,-2.994) (-3.473,-1.906) 3.5119
37     -0.96800  -8.94838   2.88214  -0.41554 -10.24215  -5.86874     (-2.456,-1.122) (-0.011,-2.893) (-3.521,-1.904) 3.50993
38     -0.95594  -8.83689   2.82441  -0.40902 -10.09767  -5.77636     (-1.868,-1.182) (-0.033,-2.824) (-3.536,-2.415) 3.4589
39     -0.94387  -8.72540   2.76668  -0.40250  -9.95318  -5.68399     (-1.823,-1.230) (-0.077,-2.767) (-3.541,-2.364) 3.40093
40     -0.93180  -8.61391   2.70895  -0.39599  -9.80869  -5.59162     (-1.777,-1.279) (-0.120,-2.709) (-3.545,-2.313) 3.34565
41     -0.91973  -8.50242   2.65122  -0.38947  -9.66421  -5.49925     (-1.731,-1.328) (-0.164,-2.651) (-3.550,-2.262) 3.29318
42     -0.90767  -8.39094   2.59349  -0.38295  -9.51972  -5.40687     (-1.686,-1.376) (-0.208,-2.593) (-3.555,-2.211) 3.24367
43     -0.89560  -8.27945   2.53576  -0.37643  -9.37523  -5.31450     (-1.640,-1.425) (-0.251,-2.536) (-3.559,-2.159) 3.19725
44     -0.88353  -8.16796   2.47803  -0.36991  -9.23075  -5.22213     (-1.594,-1.474) (-0.295,-2.478) (-3.564,-2.108) 3.15406
45     -0.87146  -8.05647   2.42030  -0.36340  -9.08626  -5.12975     (-1.549,-1.522) (-0.339,-2.420) (-3.568,-2.057) 3.11423
46     -0.85940  -7.94498   2.36257  -0.35688  -8.94178  -5.03738     (-1.503,-1.571) (-0.382,-2.363) (-3.573,-2.006) 3.07789
47     -0.84733  -7.83350   2.30484  -0.35036  -8.79729  -4.94501     (-1.458,-1.620) (-0.426,-2.305) (-3.577,-1.954) 3.04518
48     -0.83526  -7.72201   2.24712  -0.34384  -8.65280  -4.85263     (-1.412,-1.668) (-0.469,-2.247) (-3.582,-1.903) 3.0162
49     -0.82320  -7.61052   2.18939  -0.33732  -8.50832  -4.76026     (-1.366,-1.717) (-0.513,-2.189) (-3.587,-1.852) 2.99107
50     -0.81113  -7.49903   2.13166  -0.33081  -8.36383  -4.66789     (-1.321,-1.766) (-0.557,-2.132) (-3.591,-1.801) 2.96987
51     -0.79906  -7.38754   2.07393  -0.32429  -8.21934  -4.57551     (-1.275,-1.814) (-0.600,-2.074) (-3.596,-1.750) 2.95271
52     -0.78699  -7.27605   2.01620  -0.31777  -8.07486  -4.48314     (-1.229,-1.863) (-0.644,-2.016) (-3.600,-1.698) 2.93965
53     -0.77493  -7.16457   1.95847  -0.31125  -7.93037  -4.39077     (-1.184,-1.912) (-0.688,-1.958) (-3.605,-1.647) 2.93074
54     -0.76286  -7.05308   1.90074  -0.30473  -7.78588  -4.29839     (-1.138,-1.960) (-0.731,-1.901) (-3.609,-1.596) 2.91628
55     -0.75079  -6.94159   1.84301  -0.29822  -7.64140  -4.20602     (-1.092,-2.009) (-0.775,-1.843) (-3.614,-1.545) 2.89831
56     -0.73872  -6.83010   1.78528  -0.29170  -7.49691  -4.11365     (-1.047,-2.058) (-0.819,-1.785) (-3.619,-1.494) 2.8845
57     -0.72666  -6.71861   1.72755  -0.28518  -7.35242  -4.02128     (-1.001,-2.106) (-0.862,-1.728) (-3.623,-1.442) 2.87491
