Fol_2018-05-05.09_45_48.1_8.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.85092  94.33119 -22.91177 -344.03516 -234.55000 -304.77309     (-4.851,-155.373) (-106.409,-22.912) (-224.848,-94.331) 0
1      4.75292  92.30351 -24.95153 -342.12948 -232.41224 -302.64742     (-4.753,-157.522) (-108.535,-24.952) (-222.906,-92.304) 4.60345
2      4.65492  90.27583 -26.99129 -340.22380 -230.27448 -300.52174     (-4.655,-159.672) (-110.660,-26.991) (-220.965,-90.276) 9.2069
3      4.55692  88.24815 -29.03106 -338.31812 -228.13672 -298.39607     (-4.557,-161.822) (-112.786,-29.031) (-219.023,-88.248) 13.8103
4      4.45892  86.22048 -31.07082 -336.41244 -225.99896 -296.27039     (-4.459,-163.971) (-114.912,-31.071) (-217.081,-86.220) 18.4138
5      4.36093  84.19280 -33.11058 -334.50675 -223.86120 -294.14472     (-4.361,-166.121) (-117.037,-33.111) (-215.139,-84.193) 23.0172
6      4.26293  82.16512 -35.15034 -332.60107 -221.72344 -292.01904     (-4.263,-168.271) (-119.163,-35.150) (-213.198,-82.165) 27.6207
7      4.16493  80.13744 -37.19010 -330.69539 -219.58569 -289.89336     (-4.165,-170.421) (-121.289,-37.190) (-211.256,-80.137) 32.2241
8      4.06693  78.10977 -39.22986 -328.78971 -217.44793 -287.76769     (-4.067,-172.570) (-123.414,-39.230) (-209.314,-78.110) 36.8276
9      3.96893  76.08209 -41.26963 -326.88403 -215.31017 -285.64201     (-3.969,-174.720) (-125.540,-41.270) (-207.372,-76.082) 41.431
10      3.87093  74.05441 -43.30939 -324.97835 -213.17241 -283.51634     (-3.871,-176.870) (-127.666,-43.309) (-205.431,-74.054) 46.0345
11      3.77294  72.02673 -45.34915 -323.07267 -211.03465 -281.39066     (-3.773,-179.019) (-129.791,-45.349) (-203.489,-72.027) 50.6379
12      3.67494  69.99906 -47.38891 -321.16699 -208.89689 -279.26498     (-3.675,-181.169) (-131.917,-47.389) (-201.547,-69.999) 55.2414
13      3.57694  67.97138 -49.42867 -319.26131 -206.75913 -277.13931     (-3.577,-183.319) (-134.043,-49.429) (-199.605,-67.971) 59.8448
14      3.47894  65.94370 -51.46843 -317.35563 -204.62137 -275.01363     (-3.479,-185.468) (-136.168,-51.468) (-197.663,-65.944) 64.4483
15      3.38094  63.91602 -53.50820 -315.44995 -202.48361 -272.88796     (-3.381,-187.618) (-138.294,-53.508) (-195.722,-63.916) 69.0517
16      3.28294  61.88835 -55.54796 -313.54427 -200.34585 -270.76228     (-3.283,-189.768) (-140.420,-55.548) (-193.780,-61.888) 73.6552
17      3.18495  59.86067 -57.58772 -311.63859 -198.20809 -268.63661     (-3.185,-191.917) (-142.545,-57.588) (-191.838,-59.861) 78.2586
18      3.08695  57.83299 -59.62748 -309.73291 -196.07033 -266.51093     (-3.087,-194.067) (-144.671,-59.627) (-189.896,-57.833) 79.6651
19      2.98895  55.80531 -61.66724 -307.82723 -193.93257 -264.38525     (-2.989,-196.217) (-146.797,-61.667) (-187.955,-55.805) 80.9952
20      2.89095  53.77764 -63.70700 -305.92155 -191.79481 -262.25958     (-2.891,-198.366) (-148.922,-63.707) (-186.013,-53.778) 82.5608
21      2.79295  51.74996 -65.74676 -304.01587 -189.65705 -260.13390     (-2.793,-200.516) (-151.048,-65.747) (-184.071,-51.750) 84.3489
22      2.69495  49.72228 -67.78653 -302.11019 -187.51929 -258.00823     (-2.695,-202.666) (-153.174,-67.787) (-182.129,-49.722) 86.3457
23      2.59696  47.69460 -69.82629 -300.20450 -185.38153 -255.88255     (-2.597,-204.815) (-155.299,-69.826) (-180.188,-47.695) 88.5369
24      2.49896  45.66693 -71.86605 -298.29882 -183.24377 -253.75687     (-2.499,-206.965) (-157.425,-71.866) (-178.246,-45.667) 90.9087
25      2.40096  43.63925 -73.90581 -296.39314 -181.10601 -251.63120     (-2.401,-209.115) (-159.551,-73.906) (-176.304,-43.639) 93.4472
26      2.30296  41.61157 -75.94557 -294.48746 -178.96825 -249.50552     (-2.303,-211.264) (-161.676,-75.946) (-174.362,-41.612) 96.1392
27      2.20496  39.58389 -77.98533 -292.58178 -176.83049 -247.37985     (-2.205,-213.414) (-163.802,-77.985) (-172.421,-39.584) 98.9722
28      2.10696  37.55622 -80.02510 -290.67610 -174.69273 -245.25417     (-2.107,-215.564) (-165.928,-80.025) (-170.479,-37.556) 101.934
29      2.00897  35.52854 -82.06486 -288.77042 -172.55497 -243.12850     (-2.009,-217.713) (-168.053,-82.065) (-168.537,-35.529) 105.015
30      1.91097  33.50086 -84.10462 -286.86474 -170.41721 -241.00282     (-1.911,-219.863) (-170.179,-84.105) (-166.595,-33.501) 104.859
31      1.81297  31.47318 -86.14438 -284.95906 -168.27945 -238.87714     (-1.813,-222.013) (-172.305,-86.144) (-164.654,-31.473) 103.652
32      1.71497  29.44551 -88.18414 -283.05338 -166.14169 -236.75147     (-1.715,-224.162) (-174.431,-88.184) (-162.712,-29.446) 102.637
33      1.61697  27.41783 -90.22390 -281.14770 -164.00393 -234.62579     (-1.617,-226.312) (-176.556,-90.224) (-160.770,-27.418) 101.82
34      1.51897  25.39015 -92.26367 -279.24202 -161.86617 -232.50012     (-1.519,-228.462) (-178.682,-92.264) (-158.828,-25.390) 101.206
35      1.42098  23.36247 -94.30343 -277.33634 -159.72841 -230.37444     (-1.421,-230.611) (-180.808,-94.303) (-156.886,-23.362) 100.799
36      1.32298  21.33480 -96.34319 -275.43066 -157.59065 -228.24876     (-1.323,-232.761) (-182.933,-96.343) (-154.945,-21.335) 100.601
37      1.22498  19.30712 -98.38295 -273.52498 -155.45289 -226.12309     (-1.225,-234.911) (-185.059,-98.383) (-153.003,-19.307) 100.613
38      1.12698  17.27944 -100.42271 -271.61930 -153.31513 -223.99741     (-1.127,-237.060) (-187.185,-100.423) (-151.061,-17.279) 100.836
39      1.02898  15.25176 -102.46247 -269.71362 -151.17737 -221.87174     (-1.029,-239.210) (-189.310,-102.462) (-149.119,-15.252) 101.268
40      0.93098  13.22409 -104.50224 -267.80794 -149.03961 -219.74606     (-0.931,-241.360) (-191.436,-104.502) (-147.178,-13.224) 101.906
41      0.83299  11.19641 -106.54200 -265.90226 -146.90185 -217.62039     (-0.833,-243.509) (-193.562,-106.542) (-145.236,-11.196) 102.747
42      0.73499   9.16873 -108.58176 -263.99657 -144.76409 -215.49471     (-0.735,-245.659) (-195.687,-108.582) (-143.294,-9.169) 103.785
43      0.63699   7.14105 -110.62152 -262.09089 -142.62633 -213.36903     (-0.637,-247.809) (-197.813,-110.622) (-141.352,-7.141) 105.015
44      0.53899   5.11338 -112.66128 -260.18521 -140.48857 -211.24336     (-0.539,-249.958) (-199.939,-112.661) (-139.411,-5.113) 106.43
45      0.44099   3.08570 -114.70104 -258.27953 -138.35081 -209.11768     (-0.441,-252.108) (-202.064,-114.701) (-137.469,-3.086) 108.023
46      0.34299   1.05802 -116.74081 -256.37385 -136.21305 -206.99201     (-0.343,-254.258) (-204.190,-116.741) (-135.527,-1.058) 109.786
47      0.24500  -0.96966 -118.78057 -254.46817 -134.07529 -204.86633     (-0.245,-254.713) (-0.725,-118.536) (-133.830,-204.621) 110.153
48      0.14700  -2.99733 -120.82033 -252.56249 -131.93753 -202.74065     (-0.147,-252.709) (-2.850,-120.673) (-131.791,-202.594) 108.329
49      0.04900  -5.02501 -122.86009 -250.65681 -129.79977 -200.61498     (-0.049,-250.706) (-4.976,-122.811) (-129.751,-200.566) 106.675
50     -0.04900  -7.05269 -124.89985 -248.75113 -127.66201 -198.48930     (-0.049,-248.751) (-7.053,-127.662) (-124.900,-198.489) 105.238
51     -0.14700  -9.08037 -126.93961 -246.84545 -125.52425 -196.36363     (-0.147,-246.845) (-9.080,-125.524) (-126.940,-196.364) 103.872
52     -0.24500 -11.10804 -128.97937 -244.93977 -123.38649 -194.23795     (-0.245,-244.940) (-11.108,-123.386) (-128.979,-194.238) 102.363
53     -0.34299 -13.13572 -131.01914 -243.03409 -121.24873 -192.11228     (-0.343,-243.034) (-13.136,-121.249) (-131.019,-192.112) 101.039
54     -0.44099 -15.16340 -133.05890 -241.12841 -119.11097 -189.98660     (-0.441,-241.128) (-15.163,-119.111) (-133.059,-189.987) 99.9083
55     -0.53899 -17.19108 -135.09866 -239.22273 -116.97321 -187.86092     (-0.539,-239.223) (-17.191,-116.973) (-135.099,-187.861) 98.9768
