PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_26_12.1_28.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     10.65072 -60.01046  -1.90901 -11.11197 -63.61609 -14.56679     (-53.276,-8.195) (-39.398,-3.916) (-6.735,-4.826)      0  0  3.8147e-06  0  
1     10.00500 -59.80226  -1.95775 -11.08251 -63.01306 -14.46840     (-54.261,-9.456) (-41.377,-4.463) (-5.542,-3.584)      3.12113  2.31009  5.51447  3.12113  
2      9.35927 -59.59405  -2.00650 -11.05305 -62.41003 -14.37000     (-55.246,-10.717) (-43.356,-5.011) (-4.349,-2.342)      6.24226  4.50075  11.0289  6.24226  
3      8.71355 -59.38584  -2.05524 -11.02359 -61.80700 -14.27160     (-56.230,-11.979) (-45.335,-5.558) (-3.155,-1.100)      9.3634  6.75695  16.5434  9.3634  
4      8.06783 -59.17764  -2.10398 -10.99413 -61.20397 -14.17321     (-47.172,-13.098) (-57.074,-5.964) (-2.104,-0.142)      12.2151  9.02968  21.699  12.2998  
5      7.42211 -58.96943  -2.15273 -10.96466 -60.60094 -14.07481     (-47.909,-13.117) (-56.817,-5.269) (-2.153,-1.383)      13.0608  11.309  24.1228  13.8461  
6      6.77638 -58.76123  -2.20147 -10.93520 -59.99791 -13.97642     (-48.647,-13.137) (-56.560,-4.575) (-2.201,-2.625)      14.044  13.5916  26.4491  14.827  
7      6.13066 -58.55302  -2.25021 -10.90574 -59.39488 -13.87802     (-49.384,-13.156) (-56.303,-3.880) (-2.250,-3.867)      15.1379  15.876  27.929  15.2938  
8      5.48494 -58.34481  -2.29896 -10.87628 -58.79185 -13.77963     (-50.121,-13.175) (-56.046,-3.186) (-2.299,-5.109)      15.9134  18.1616  29.5948  15.9134  
9      4.83921 -58.13661  -2.34770 -10.84682 -58.18882 -13.68123     (-50.858,-13.195) (-55.789,-2.492) (-2.348,-6.351)      16.6686  20.4082  31.4169  16.6686  
10      4.19349 -57.92840  -2.39645 -10.81736 -57.58579 -13.58284     (-51.595,-13.214) (-55.532,-1.797) (-2.396,-7.592)      17.542  21.3973  33.3698  17.542  
11      3.54777 -57.72019  -2.44519 -10.78790 -56.98276 -13.48444     (-52.332,-13.233) (-55.275,-1.103) (-2.445,-8.834)      17.9089  22.0884  34.8011  17.9089  
12      2.90205 -57.51199  -2.49393 -10.75844 -56.37973 -13.38605     (-53.070,-13.252) (-55.018,-0.408) (-2.494,-10.076)      18.0957  21.7297  36.0683  18.0957  
13      2.25632 -57.30378  -2.54268 -10.72898 -55.77670 -13.28765     (-2.256,-12.985) (-55.047,-0.286) (-53.520,-11.031)      18.5509  21.8491  37.3975  18.7744  
14      1.61060 -57.09557  -2.59142 -10.69952 -55.17367 -13.18925     (-1.611,-12.310) (-55.485,-0.981) (-53.563,-11.579)      19.0055  22.6808  38.1886  19.0055  
15      0.96488 -56.88737  -2.64016 -10.67006 -54.57064 -13.09086     (-0.965,-11.635) (-55.922,-1.675) (-53.606,-12.126)      19.3208  23.7051  38.9055  19.3208  
16      0.31916 -56.67916  -2.68891 -10.64059 -53.96761 -12.99246     (-0.319,-10.960) (-56.360,-2.370) (-53.648,-12.673)      19.725  24.6039  39.7108  19.725  
17     -0.32657 -56.47095  -2.73765 -10.61113 -53.36458 -12.89407     (-0.327,-10.611) (-56.471,-53.365) (-2.738,-12.894)      19.9573  25.8756  40.1779  20.0608  
18     -0.97229 -56.26275  -2.78640 -10.58167 -52.76155 -12.79567     (-0.972,-10.582) (-56.263,-52.762) (-2.786,-12.796)      19.7012  27.7293  40.0806  19.9535  
19     -1.61801 -56.05454  -2.83514 -10.55221 -52.15851 -12.69728     (-1.618,-10.552) (-56.055,-52.159) (-2.835,-12.697)      19.4667  27.8  39.9759  19.8821  
20     -2.26373 -55.84634  -2.88388 -10.52275 -51.55548 -12.59888     (-2.264,-10.523) (-55.846,-51.555) (-2.884,-12.599)      19.2728  27.9542  39.9116  19.8498  
21     -2.90946 -55.63813  -2.93263 -10.49329 -50.95245 -12.50049     (-2.909,-10.493) (-55.638,-50.952) (-2.933,-12.500)      19.0432  28.1907  39.8144  19.8602  
22     -3.55518 -55.42992  -2.98137 -10.46383 -50.34942 -12.40209     (-3.555,-10.464) (-55.430,-50.349) (-2.981,-12.402)      18.4603  28.5072  39.044  19.9173  
23     -4.20090 -55.22172  -3.03012 -10.43437 -49.74639 -12.30369     (-4.201,-10.434) (-55.222,-49.746) (-3.030,-12.304)      17.905  28.5859  38.3066  19.4799  
24     -4.84662 -55.01351  -3.07886 -10.40491 -49.14336 -12.20530     (-4.847,-10.405) (-55.014,-49.143) (-3.079,-12.205)      17.3803  28.7256  37.6044  18.9258  
25     -5.49235 -54.80530  -3.12760 -10.37545 -48.54033 -12.10690     (-5.492,-10.375) (-54.805,-48.540) (-3.128,-12.107)      16.8888  28.9443  36.9397  18.4025  
