PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_36.0_4.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   315   NCDist   1009
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_36.0_4.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0     -4.28339   4.70358   4.02161 -27.54282 -23.92962 -23.76122     (-14.354,-4.022) (-4.704,-15.886) (-10.092,-4.283)      0  0  
1     -4.38512   4.60855   3.87904 -27.30523 -23.84838 -23.56448     (-14.347,-3.879) (-4.609,-16.090) (-10.330,-4.385)      0.371167  0.430572  
2     -4.48684   4.51353   3.73648 -27.06764 -23.76713 -23.36773     (-14.341,-3.736) (-4.514,-16.294) (-10.568,-4.487)      0.742335  0.861144  
3     -4.58856   4.41851   3.59391 -26.83006 -23.68589 -23.17099     (-14.334,-3.594) (-4.419,-16.498) (-10.805,-4.589)      1.1135  1.29172  
4     -4.69029   4.32349   3.45134 -26.59247 -23.60464 -22.97424     (-14.327,-3.451) (-4.323,-16.702) (-11.043,-4.690)      1.48467  1.72229  
5     -4.79201   4.22847   3.30878 -26.35488 -23.52340 -22.77749     (-14.321,-3.309) (-4.228,-16.906) (-11.280,-4.792)      1.85584  2.15286  
6     -4.89374   4.13345   3.16621 -26.11729 -23.44215 -22.58075     (-14.314,-3.166) (-4.133,-17.110) (-11.518,-4.894)      2.227  2.58343  
7     -4.99546   4.03842   3.02365 -25.87970 -23.36091 -22.38400     (-14.307,-3.024) (-4.038,-17.314) (-11.756,-4.995)      2.59817  3.014  
8     -5.09718   3.94340   2.88108 -25.64212 -23.27966 -22.18726     (-14.300,-2.881) (-3.943,-17.518) (-11.993,-5.097)      2.96934  3.44457  
9     -5.19891   3.84838   2.73851 -25.40453 -23.19842 -21.99051     (-14.294,-2.739) (-3.848,-17.721) (-12.231,-5.199)      3.34051  3.87515  
10     -5.30063   3.75336   2.59595 -25.16694 -23.11717 -21.79377     (-14.287,-2.596) (-3.753,-17.925) (-12.468,-5.301)      3.71167  4.30572  
11     -5.40236   3.65834   2.45338 -24.92935 -23.03593 -21.59702     (-14.280,-2.453) (-3.658,-18.129) (-12.706,-5.402)      4.08284  4.73629  
12     -5.50408   3.56331   2.31081 -24.69176 -22.95469 -21.40027     (-14.274,-2.311) (-3.563,-18.333) (-12.944,-5.504)      4.45401  5.16686  
13     -5.60580   3.46829   2.16825 -24.45418 -22.87344 -21.20353     (-14.267,-2.168) (-3.468,-18.537) (-13.181,-5.606)      4.82518  5.59743  
14     -5.70753   3.37327   2.02568 -24.21659 -22.79220 -21.00678     (-14.260,-2.026) (-3.373,-18.741) (-13.419,-5.708)      5.19634  6.02801  
15     -5.80925   3.27825   1.88312 -23.97900 -22.71095 -20.81004     (-14.254,-1.883) (-3.278,-18.945) (-13.656,-5.809)      5.56751  6.45858  
16     -5.91098   3.18323   1.74055 -23.74141 -22.62971 -20.61329     (-14.247,-1.741) (-3.183,-19.149) (-13.894,-5.911)      5.93868  6.88915  
17     -6.01270   3.08821   1.59798 -23.50382 -22.54846 -20.41654     (-14.240,-1.598) (-3.088,-19.352) (-14.131,-6.013)      6.30985  7.31972  
18     -6.11442   2.99318   1.45542 -23.26624 -22.46722 -20.21980     (-14.233,-1.455) (-2.993,-19.556) (-14.369,-6.114)      6.68101  7.75029  
19     -6.21615   2.89816   1.31285 -23.02865 -22.38597 -20.02305     (-14.227,-1.313) (-2.898,-19.760) (-14.607,-6.216)      7.00447  8.18086  
20     -6.31787   2.80314   1.17028 -22.79106 -22.30473 -19.82631     (-14.220,-1.170) (-2.803,-19.964) (-14.844,-6.318)      7.24439  8.61144  
21     -6.41960   2.70812   1.02772 -22.55347 -22.22348 -19.62956     (-14.213,-1.028) (-2.708,-20.168) (-15.082,-6.420)      7.49502  9.04201  
22     -6.52132   2.61310   0.88515 -22.31588 -22.14224 -19.43282     (-14.207,-0.885) (-2.613,-20.372) (-15.319,-6.521)      7.75532  9.47258  
23     -6.62304   2.51808   0.74259 -22.07830 -22.06099 -19.23607     (-14.200,-0.743) (-2.518,-20.576) (-15.557,-6.623)      8.02435  9.90315  
24     -6.72477   2.42305   0.60002 -21.84071 -21.97975 -19.03932     (-14.193,-0.600) (-2.423,-20.780) (-15.795,-6.725)      8.30126  10.3337  
25     -6.82649   2.32803   0.45745 -21.60312 -21.89851 -18.84258     (-14.187,-0.457) (-2.328,-20.984) (-16.032,-6.826)      8.58528  10.7643  
26     -6.92822   2.23301   0.31489 -21.36553 -21.81726 -18.64583     (-14.180,-0.315) (-2.233,-21.187) (-16.270,-6.928)      8.87575  11.1949  
27     -7.02994   2.13799   0.17232 -21.12794 -21.73602 -18.44909     (-14.173,-0.172) (-2.138,-21.391) (-16.507,-7.030)      9.17203  11.6254  
28     -7.13166   2.04297   0.02975 -20.89036 -21.65477 -18.25234     (-14.166,-0.030) (-2.043,-21.595) (-16.745,-7.132)      9.4736  12.056  
29     -7.23339   1.94795  -0.11281 -20.65277 -21.57353 -18.05560     (-14.273,-0.113) (-16.870,-21.686) (-1.835,-7.121)      9.72619  12.4866  
30     -7.33511   1.85292  -0.25538 -20.41518 -21.49228 -17.85885     (-14.408,-0.255) (-16.965,-21.748) (-1.598,-7.080)      9.96981  12.9172  
31     -7.43684   1.75790  -0.39794 -20.17759 -21.41104 -17.66210     (-14.544,-0.398) (-17.060,-21.809) (-1.360,-7.039)      10.2184  13.3477  
32     -7.53856   1.66288  -0.54051 -19.94000 -21.32979 -17.46536     (-14.680,-0.541) (-17.155,-21.870) (-1.122,-6.998)      10.4715  13.7783  
33     -7.64029   1.56786  -0.68308 -19.70242 -21.24855 -17.26861     (-14.816,-0.683) (-17.250,-21.932) (-0.885,-6.957)      10.7289  14.2089  
34     -7.74201   1.47284  -0.82564 -19.46483 -21.16730 -17.07187     (-14.952,-0.826) (-17.345,-21.993) (-0.647,-6.916)      10.9902  14.6394  
