Fol_2018-05-05.09_41_59.1_1.txt     Output is probe cell, reduced cell, NCDist distance between
0     53.92163  -7.70135 -33.01340 -244.48073 -208.26441 -286.91977     (-186.778,-252.182) (-46.220,-25.312) (-108.123,-7.701) 0
1     51.49032  -8.09043 -33.77208 -244.55852 -206.41641 -284.09938     (-189.209,-252.649) (-43.400,-25.682) (-111.526,-8.090) 5.09479
2     49.05901  -8.47951 -34.53075 -244.63631 -204.56841 -281.27899     (-191.640,-253.116) (-40.580,-26.051) (-114.930,-8.480) 10.1896
3     46.62770  -8.86859 -35.28943 -244.71410 -202.72040 -278.45860     (-194.072,-253.583) (-37.759,-26.421) (-118.334,-8.869) 15.2844
4     44.19640  -9.25767 -36.04811 -244.79189 -200.87240 -275.63821     (-196.503,-254.050) (-34.939,-26.790) (-121.737,-9.258) 20.3792
5     41.76509  -9.64675 -36.80679 -244.86968 -199.02439 -272.81783     (-198.934,-254.516) (-32.118,-27.160) (-125.141,-9.647) 25.474
6     39.33378 -10.03583 -37.56546 -244.94748 -197.17639 -269.99744     (-201.366,-254.983) (-29.298,-27.530) (-128.545,-10.036) 30.5688
7     36.90247 -10.42491 -38.32414 -245.02527 -195.32839 -267.17705     (-203.797,-255.450) (-26.478,-27.899) (-131.948,-10.425) 35.6636
8     34.47117 -10.81399 -39.08282 -245.10306 -193.48038 -264.35666     (-206.228,-255.917) (-23.657,-28.269) (-135.352,-10.814) 40.7584
9     32.03986 -11.20307 -39.84150 -245.18085 -191.63238 -261.53627     (-208.660,-256.384) (-20.837,-28.638) (-138.756,-11.203) 45.8531
10     29.60855 -11.59215 -40.60018 -245.25864 -189.78438 -258.71589     (-211.091,-256.851) (-18.016,-29.008) (-142.159,-11.592) 50.9479
11     27.17724 -11.98123 -41.35885 -245.33643 -187.93637 -255.89550     (-213.522,-257.318) (-15.196,-29.378) (-145.563,-11.981) 56.0427
12     24.74593 -12.37031 -42.11753 -245.41422 -186.08837 -253.07511     (-215.954,-257.785) (-12.376,-29.747) (-148.967,-12.370) 61.1375
13     22.31463 -12.75939 -42.87621 -245.49202 -184.24037 -250.25472     (-218.385,-258.251) (-9.555,-30.117) (-152.371,-12.759) 66.2323
14     19.88332 -13.14847 -43.63489 -245.56981 -182.39236 -247.43433     (-220.816,-258.718) (-6.735,-30.486) (-155.774,-13.148) 71.3271
15     17.45201 -13.53755 -44.39356 -245.64760 -180.54436 -244.61395     (-223.247,-259.185) (-3.914,-30.856) (-159.178,-13.538) 76.4219
16     15.02070 -13.92663 -45.15224 -245.72539 -178.69635 -241.79356     (-225.679,-259.652) (-1.094,-31.226) (-162.582,-13.927) 81.5167
17     12.58939 -14.31571 -45.91092 -245.80318 -176.84835 -238.97317     (-12.589,-258.393) (-1.726,-33.322) (-164.259,-226.384) 84.5306
18     10.15809 -14.70479 -46.66960 -245.88097 -175.00035 -236.15278     (-10.158,-256.039) (-4.547,-36.512) (-164.842,-225.995) 86.4796
19      7.72678 -15.09387 -47.42828 -245.95876 -173.15234 -233.33239     (-7.727,-253.686) (-7.367,-39.701) (-165.426,-225.606) 88.7252
20      5.29547 -15.48295 -48.18695 -246.03656 -171.30434 -230.51201     (-5.295,-251.332) (-10.187,-42.891) (-166.009,-225.217) 88.3073
21      2.86416 -15.87203 -48.94563 -246.11435 -169.45634 -227.69162     (-2.864,-248.979) (-13.008,-46.081) (-166.592,-224.827) 88.0088
22      0.43285 -16.26111 -49.70431 -246.19214 -167.60833 -224.87123     (-0.433,-246.625) (-15.828,-49.271) (-167.175,-224.438) 88.0515
23     -1.99845 -16.65019 -50.46299 -246.26993 -165.76033 -222.05084     (-1.998,-246.270) (-16.650,-165.760) (-50.463,-222.051) 78.7547
24     -4.42976 -17.03927 -51.22167 -246.34772 -163.91232 -219.23045     (-4.430,-246.348) (-17.039,-163.912) (-51.222,-219.230) 76.6141
25     -6.86107 -17.42835 -51.98034 -246.42551 -162.06432 -216.41006     (-6.861,-246.426) (-17.428,-162.064) (-51.980,-216.410) 74.6536
26     -9.29238 -17.81743 -52.73902 -246.50330 -160.21632 -213.58968     (-9.292,-246.503) (-17.817,-160.216) (-52.739,-213.590) 72.8878
27    -11.72369 -18.20651 -53.49770 -246.58109 -158.36831 -210.76929     (-11.724,-246.581) (-18.207,-158.368) (-53.498,-210.769) 71.3312
28    -14.15499 -18.59559 -54.25638 -246.65889 -156.52031 -207.94890     (-14.155,-246.659) (-18.596,-156.520) (-54.256,-207.949) 69.3232
