Fol_2018-05-05.11_56_19.10_9.txt     Output is probe cell, reduced cell, NCDist distance between
0    -25.33960  13.01787 -14.16021 -21.85903 -40.60389   0.72753     (-0.306,-0.145) (-3.107,-2.070) (-1.365,-1.438) 0
1    -25.08674  12.85500 -14.03096 -21.63969 -40.21466   0.70566     (-1.212,-4.683) (-0.070,-2.931) (-2.151,-3.480) 3.06614
2    -24.83388  12.69212 -13.90171 -21.42036 -39.82543   0.68379     (-2.263,-6.183) (-1.884,-3.808) (-0.889,-2.123) 4.21932
3    -24.58102  12.52924 -13.77247 -21.20103 -39.43619   0.66192     (-3.325,-2.941) (-7.310,-4.312) (-1.139,-0.374) 5.43455
4    -24.32816  12.36636 -13.64322 -20.98169 -39.04696   0.64004     (-3.876,-2.729) (-7.548,-3.927) (-1.045,-1.636) 5.7926
5    -24.07530  12.20349 -13.51398 -20.76236 -38.65773   0.61817     (-4.428,-2.518) (-7.786,-3.541) (-0.950,-2.899) 6.41302
6    -23.82244  12.04061 -13.38473 -20.54303 -38.26849   0.59630     (-4.980,-2.306) (-8.024,-3.156) (-0.855,-4.161) 7.19322
7    -23.56958  11.87773 -13.25549 -20.32370 -37.87926   0.57443     (-5.532,-2.095) (-8.262,-2.771) (-0.760,-5.423) 7.91955
8    -23.31672  11.71485 -13.12624 -20.10436 -37.49003   0.55255     (-6.084,-1.884) (-8.500,-2.386) (-0.666,-6.686) 8.83231
9    -23.06386  11.55198 -12.99700 -19.88503 -37.10080   0.53068     (-6.635,-1.672) (-8.738,-2.001) (-0.571,-7.948) 9.87998
10    -22.81100  11.38910 -12.86775 -19.66570 -36.71156   0.50881     (-7.187,-1.461) (-8.976,-1.616) (-0.476,-9.211) 10.9853
11    -22.55814  11.22622 -12.73851 -19.44636 -36.32233   0.48694     (-0.381,-10.473) (-7.739,-1.249) (-9.214,-1.231) 12.1193
12    -22.30528  11.06334 -12.60926 -19.22703 -35.93310   0.46506     (-0.286,-11.735) (-8.291,-1.038) (-9.452,-0.846) 13.3188
13    -22.05242  10.90047 -12.48001 -19.00770 -35.54386   0.44319     (-0.192,-12.998) (-8.843,-0.827) (-9.690,-0.461) 14.5677
14    -21.79956  10.73759 -12.35077 -18.78836 -35.15463   0.42132     (-0.097,-14.260) (-9.394,-0.615) (-9.929,-0.076) 15.8543
15    -21.54670  10.57471 -12.22152 -18.56903 -34.76540   0.39945     (-0.002,-14.906) (-0.307,-0.402) (-10.169,-9.330) 16.3928
16    -21.29384  10.41183 -12.09228 -18.34970 -34.37616   0.37757     (-0.093,-15.396) (-0.695,-10.219) (-0.192,-8.924) 16.6148
17    -21.04098  10.24895 -11.96303 -18.13036 -33.98693   0.35570     (-0.168,-1.061) (-15.869,-10.249) (-0.019,-8.535) 16.7473
18    -20.78812  10.08608 -11.83379 -17.91103 -33.59770   0.33383     (-0.052,-1.234) (-16.150,-10.086) (-0.230,-8.338) 16.7973
19    -20.53526   9.92320 -11.70454 -17.69170 -33.20847   0.31196     (-0.065,-1.473) (-16.366,-0.377) (-9.858,-8.077) 16.7796
20    -20.28240   9.76032 -11.57530 -17.47237 -32.81923   0.29008     (-0.182,-1.763) (-16.530,-0.472) (-9.579,-7.764) 16.6657
21    -20.02954   9.59744 -11.44605 -17.25303 -32.43000   0.26821     (-0.298,-2.054) (-16.694,-0.566) (-9.299,-7.451) 16.5696
22    -19.77668   9.43457 -11.31681 -17.03370 -32.04077   0.24634     (-0.415,-2.344) (-16.858,-0.661) (-9.020,-7.137) 16.4919
23    -19.52382   9.27169 -11.18756 -16.81437 -31.65153   0.22447     (-0.532,-2.634) (-17.022,-0.756) (-8.740,-6.824) 16.4326
24    -19.27096   9.10881 -11.05831 -16.59503 -31.26230   0.20259     (-0.648,-2.925) (-17.187,-0.851) (-8.461,-6.511) 16.392
25    -19.01810   8.94593 -10.92907 -16.37570 -30.87307   0.18072     (-0.765,-3.215) (-17.351,-0.946) (-8.181,-6.198) 16.3703
26    -18.76524   8.78306 -10.79982 -16.15637 -30.48384   0.15885     (-0.881,-3.505) (-17.515,-1.040) (-7.902,-5.885) 16.3675
27    -18.51238   8.62018 -10.67058 -15.93703 -30.09460   0.13698     (-0.998,-3.796) (-17.679,-1.135) (-7.622,-5.572) 16.3837
28    -18.25952   8.45730 -10.54133 -15.71770 -29.70537   0.11510     (-1.115,-4.086) (-17.843,-1.230) (-7.343,-5.259) 16.4187
29    -18.00666   8.29442 -10.41209 -15.49837 -29.31614   0.09323     (-1.231,-4.376) (-18.008,-1.325) (-7.063,-4.945) 16.4725
30    -17.75380   8.13155 -10.28284 -15.27904 -28.92690   0.07136     (-1.348,-4.667) (-18.172,-1.419) (-6.784,-4.632) 16.5448
31    -17.50094   7.96867 -10.15360 -15.05970 -28.53767   0.04949     (-1.465,-4.957) (-18.336,-1.514) (-6.504,-4.319) 16.6355
32    -17.24808   7.80579 -10.02435 -14.84037 -28.14844   0.02761     (-1.581,-5.247) (-18.500,-1.609) (-6.225,-4.006) 16.7442
33    -16.99522   7.64291  -9.89511 -14.62104 -27.75921   0.00574     (-1.698,-5.538) (-18.664,-1.704) (-5.945,-3.693) 16.8567
34    -16.74236   7.48003  -9.76586 -14.40170 -27.36997  -0.01613     (-1.815,-5.828) (-18.828,-1.798) (-5.665,-3.380) 16.9773
35    -16.48950   7.31716  -9.63661 -14.18237 -26.98074  -0.03800     (-1.931,-6.118) (-18.993,-1.893) (-5.386,-3.067) 17.1152
36    -16.23664   7.15428  -9.50737 -13.96304 -26.59151  -0.05988     (-2.048,-6.408) (-19.157,-1.988) (-5.106,-2.753) 17.27
37    -15.98378   6.99140  -9.37812 -13.74370 -26.20227  -0.08175     (-2.164,-6.699) (-19.321,-2.083) (-4.827,-2.440) 17.4411
38    -15.73092   6.82852  -9.24888 -13.52437 -25.81304  -0.10362     (-2.281,-6.989) (-19.485,-2.177) (-4.547,-2.127) 17.6282
39    -15.47806   6.66565  -9.11963 -13.30504 -25.42381  -0.12549     (-2.398,-7.279) (-19.649,-2.272) (-4.268,-1.814) 17.8307
40    -15.22520   6.50277  -8.99039 -13.08570 -25.03457  -0.14736     (-2.514,-7.570) (-19.813,-2.367) (-3.988,-1.501) 18.0482
41    -14.97234   6.33989  -8.86114 -12.86637 -24.64534  -0.16924     (-2.631,-7.860) (-19.978,-2.462) (-3.709,-1.188) 18.2608
42    -14.71948   6.17701  -8.73190 -12.64704 -24.25611  -0.19111     (-2.748,-8.150) (-20.142,-2.557) (-3.429,-0.874) 18.4555
43    -14.46662   6.01414  -8.60265 -12.42771 -23.86688  -0.21298     (-2.864,-8.441) (-20.306,-2.651) (-3.150,-0.561) 18.6647
44    -14.21376   5.85126  -8.47341 -12.20837 -23.47764  -0.23485     (-2.981,-8.731) (-20.470,-2.746) (-2.870,-0.248) 18.888
45    -13.96090   5.68838  -8.34416 -11.98904 -23.08841  -0.25673     (-20.569,-8.956) (-3.033,-2.776) (-2.656,-0.065) 19.0382
46    -13.70804   5.52550  -8.21491 -11.76971 -22.69918  -0.27860     (-20.420,-8.934) (-2.836,-2.557) (-2.689,-0.378) 18.8683
47    -13.45518   5.36263  -8.08567 -11.55037 -22.30994  -0.30047     (-20.271,-8.911) (-2.640,-2.339) (-2.723,-0.691) 18.7079
48    -13.20232   5.19975  -7.95642 -11.33104 -21.92071  -0.32234     (-20.122,-8.888) (-2.443,-2.121) (-2.757,-1.004) 18.5574
49    -12.94946   5.03687  -7.82718 -11.11171 -21.53148  -0.34422     (-19.973,-8.865) (-2.247,-1.902) (-2.790,-1.318) 18.417
50    -12.69660   4.87399  -7.69793 -10.89237 -21.14225  -0.36609     (-19.824,-8.842) (-2.050,-1.684) (-2.824,-1.631) 18.2443
51    -12.44374   4.71111  -7.56869 -10.67304 -20.75301  -0.38796     (-19.675,-8.819) (-1.854,-1.466) (-2.858,-1.944) 18.0744
52    -12.19088   4.54824  -7.43944 -10.45371 -20.36378  -0.40983     (-19.526,-8.797) (-1.657,-1.247) (-2.891,-2.257) 17.9133
53    -11.93802   4.38536  -7.31020 -10.23437 -19.97455  -0.43171     (-19.377,-8.774) (-1.461,-1.029) (-2.925,-2.570) 17.7623
54    -11.68516   4.22248  -7.18095 -10.01504 -19.58531  -0.45358     (-19.228,-8.751) (-1.264,-0.810) (-2.958,-2.883) 17.6218
55    -11.43230   4.05960  -7.05171  -9.79571 -19.19608  -0.47545     (-19.079,-8.728) (-1.068,-0.592) (-2.992,-3.196) 17.4921
56    -11.17944   3.89673  -6.92246  -9.57638 -18.80685  -0.49732     (-18.931,-8.705) (-0.871,-0.374) (-3.026,-3.510) 17.3734
57    -10.92658   3.73385  -6.79321  -9.35704 -18.41761  -0.51920     (-18.782,-8.683) (-0.674,-0.155) (-3.059,-3.823) 17.266
58    -10.67372   3.57097  -6.66397  -9.13771 -18.02838  -0.54107     (-3.030,-8.597) (-0.541,-0.063) (-18.569,-4.073) 17.0734
59    -10.42086   3.40809  -6.53472  -8.91838 -17.63915  -0.56294     (-2.845,-8.355) (-0.563,-0.281) (-18.202,-4.168) 16.6511
60    -10.16800   3.24522  -6.40548  -8.69904 -17.24992  -0.58481     (-2.660,-8.114) (-0.585,-0.500) (-17.835,-4.262) 16.2355
61     -9.91514   3.08234  -6.27623  -8.47971 -16.86068  -0.60669     (-2.476,-7.873) (-0.607,-0.718) (-17.467,-4.357) 15.8268
62     -9.66228   2.91946  -6.14699  -8.26038 -16.47145  -0.62856     (-2.291,-7.632) (-0.629,-0.937) (-17.100,-4.452) 15.4258
63     -9.40942   2.75658  -6.01774  -8.04104 -16.08222  -0.65043     (-2.106,-7.391) (-0.650,-1.155) (-16.733,-4.547) 15.033
64     -9.15656   2.59371  -5.88850  -7.82171 -15.69298  -0.67230     (-1.921,-7.149) (-0.672,-1.373) (-16.365,-4.641) 14.6491
65     -8.90370   2.43083  -5.75925  -7.60238 -15.30375  -0.69418     (-1.737,-6.908) (-0.694,-1.592) (-15.998,-4.736) 14.2748
66     -8.65085   2.26795  -5.63001  -7.38304 -14.91452  -0.71605     (-1.552,-6.667) (-0.716,-1.810) (-15.631,-4.831) 13.9109
67     -8.39799   2.10507  -5.50076  -7.16371 -14.52529  -0.73792     (-1.367,-6.426) (-0.738,-2.029) (-15.263,-4.926) 13.5251
68     -8.14513   1.94219  -5.37151  -6.94438 -14.13605  -0.75979     (-1.182,-6.185) (-0.760,-2.247) (-14.896,-5.021) 13.1347
69     -7.89227   1.77932  -5.24227  -6.72505 -13.74682  -0.78167     (-0.998,-5.943) (-0.782,-2.465) (-14.528,-5.115) 12.7547
70     -7.63941   1.61644  -5.11302  -6.50571 -13.35759  -0.80354     (-0.813,-5.702) (-0.804,-2.684) (-14.161,-5.210) 12.3859
71     -7.38655   1.45356  -4.98378  -6.28638 -12.96835  -0.82541     (-0.628,-5.461) (-0.825,-2.902) (-13.794,-5.305) 12.0295
72     -7.13369   1.29068  -4.85453  -6.06705 -12.57912  -0.84728     (-0.443,-5.220) (-0.847,-3.120) (-13.426,-5.400) 11.6866
