Fol_2018-05-05.11_39_32.1_5.txt     Output is probe cell, reduced cell, NCDist distance between
0     11.98150 -50.91656 -50.07836   3.53056  -3.36324 -11.16733     (-7.637,-30.149) (-0.167,-29.646) (-8.451,-3.196) 0
1     11.78333 -50.40395 -49.65789   3.19036  -3.62872 -11.08682     (-3.629,-30.466) (-0.438,-29.720) (-8.155,-7.458) 0.88293
2     11.58517 -49.89133 -49.23741   2.85016  -3.89420 -11.00630     (-3.894,-30.615) (-1.044,-29.961) (-7.691,-7.112) 1.76753
3     11.38701 -49.37871 -48.81693   2.50995  -4.15968 -10.92578     (-4.160,-30.764) (-1.650,-30.203) (-7.227,-6.766) 2.6784
4     11.18884 -48.86609 -48.39645   2.16975  -4.42516 -10.84526     (-4.425,-30.914) (-2.255,-30.444) (-6.764,-6.420) 3.59562
5     10.99068 -48.35347 -47.97597   1.82955  -4.69065 -10.76474     (-4.691,-31.063) (-2.861,-30.685) (-6.300,-6.074) 4.51533
6     10.79251 -47.84085 -47.55549   1.48935  -4.95613 -10.68422     (-4.956,-31.212) (-3.467,-30.927) (-5.836,-5.728) 5.43627
7     10.59435 -47.32823 -47.13501   1.14914  -5.22161 -10.60370     (-5.222,-31.361) (-4.072,-31.168) (-5.373,-5.382) 6.25479
8     10.39618 -46.81562 -46.71453   0.80894  -5.48709 -10.52318     (-5.487,-31.510) (-4.678,-31.409) (-4.909,-5.036) 6.77206
9     10.19802 -46.30300 -46.29405   0.46874  -5.75257 -10.44266     (-5.753,-31.660) (-5.284,-31.651) (-4.445,-4.690) 7.36915
10      9.99986 -45.79038 -45.87357   0.12854  -6.01806 -10.36214     (-6.018,-31.809) (-5.890,-31.892) (-3.982,-4.344) 8.02825
11      9.80169 -45.27776 -45.45309  -0.21167  -6.28354 -10.28162     (-6.284,-31.958) (-6.495,-32.133) (-3.518,-3.998) 8.54211
12      9.60353 -44.76514 -45.03262  -0.55187  -6.54902 -10.20110     (-6.549,-32.107) (-7.101,-32.375) (-3.055,-3.652) 9.01949
13      9.40536 -44.25252 -44.61214  -0.89207  -6.81450 -10.12058     (-6.815,-32.256) (-7.707,-32.616) (-2.591,-3.306) 9.56241
14      9.20720 -43.73990 -44.19166  -1.23227  -7.07998 -10.04006     (-7.080,-32.405) (-8.312,-32.857) (-2.127,-2.960) 10.1604
15      9.00903 -43.22728 -43.77118  -1.57248  -7.34546  -9.95954     (-7.345,-32.555) (-8.918,-33.099) (-1.664,-2.614) 10.8043
16      8.81087 -42.71467 -43.35070  -1.91268  -7.61095  -9.87902     (-7.611,-32.704) (-9.524,-33.340) (-1.200,-2.268) 11.4863
17      8.61270 -42.20205 -42.93022  -2.25288  -7.87643  -9.79850     (-7.876,-32.853) (-10.129,-33.581) (-0.736,-1.922) 12.2002
18      8.41454 -41.68943 -42.50974  -2.59308  -8.14191  -9.71799     (-8.142,-33.002) (-10.735,-33.823) (-0.273,-1.576) 12.9406
19      8.21638 -41.17681 -42.08926  -2.93328  -8.40739  -9.63747     (-8.216,-11.150) (-32.960,-33.873) (-0.191,-1.421) 12.7021
20      8.01821 -40.66419 -41.66878  -3.27349  -8.67287  -9.55695     (-8.018,-11.292) (-32.646,-33.651) (-0.655,-1.539) 12.3086
21      7.82005 -40.15157 -41.24830  -3.61369  -8.93835  -9.47643     (-7.820,-11.434) (-32.332,-33.428) (-1.118,-1.656) 11.9386
22      7.62188 -39.63895 -40.82782  -3.95389  -9.20384  -9.39591     (-7.622,-11.576) (-32.017,-33.206) (-1.582,-1.774) 11.5946
23      7.42372 -39.12634 -40.40735  -4.29409  -9.46932  -9.31539     (-7.424,-11.718) (-31.703,-32.984) (-2.046,-1.892) 11.2787
24      7.22555 -38.61372 -39.98687  -4.63430  -9.73480  -9.23487     (-7.226,-11.860) (-31.388,-32.761) (-2.509,-2.009) 10.9936
25      7.02739 -38.10110 -39.56639  -4.97450 -10.00028  -9.15435     (-7.027,-12.002) (-31.074,-32.539) (-2.973,-2.127) 10.7416
26      6.82923 -37.58848 -39.14591  -5.31470 -10.26576  -9.07383     (-6.829,-12.144) (-30.759,-32.317) (-3.437,-2.245) 10.525
27      6.63106 -37.07586 -38.72543  -5.65490 -10.53124  -8.99331     (-6.631,-12.286) (-30.445,-32.094) (-3.900,-2.362) 10.3463
28      6.43290 -36.56324 -38.30495  -5.99511 -10.79673  -8.91279     (-6.433,-12.428) (-30.130,-31.872) (-4.364,-2.480) 10.2072
29      6.23473 -36.05062 -37.88447  -6.33531 -11.06221  -8.83227     (-6.235,-12.570) (-29.816,-31.650) (-4.827,-2.598) 10.1095
30      6.03657 -35.53801 -37.46399  -6.67551 -11.32769  -8.75175     (-6.037,-12.712) (-29.501,-31.427) (-5.291,-2.715) 10.0543
31      5.83840 -35.02539 -37.04351  -7.01571 -11.59317  -8.67123     (-5.838,-12.854) (-29.187,-31.205) (-5.755,-2.833) 10.0424
