Fol_2018-05-14.12_57_31.28_27.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -15.86564 -36.07910 -67.20712 -21.46858 -33.40189  23.74153     (-67.237,-4.462) (-20.327,-1.700) (-3.414,-5.687) 28.7779  28.7779  
1    -15.91707 -36.06333 -67.14326 -21.45156 -33.37016  23.71207     (-67.506,-4.556) (-20.473,-1.898) (-3.239,-5.499) 28.7447  28.7447  
2    -15.96849 -36.04756 -67.07941 -21.43453 -33.33842  23.68261     (-67.774,-4.651) (-20.619,-2.096) (-3.063,-5.311) 28.7116  28.7116  
3    -16.01991 -36.03180 -67.01555 -21.41751 -33.30669  23.65315     (-68.043,-4.745) (-20.765,-2.294) (-2.888,-5.123) 28.6785  28.6785  
4    -16.07133 -36.01603 -66.95169 -21.40049 -33.27496  23.62369     (-68.312,-4.840) (-20.911,-2.492) (-2.712,-4.936) 28.6455  28.6455  
5    -16.12276 -36.00026 -66.88784 -21.38346 -33.24322  23.59424     (-68.581,-4.935) (-21.057,-2.691) (-2.537,-4.748) 28.6125  28.6125  
6    -16.17418 -35.98449 -66.82398 -21.36644 -33.21149  23.56478     (-68.849,-5.029) (-21.203,-2.889) (-2.361,-4.560) 28.5796  28.5796  
7    -16.22560 -35.96873 -66.76012 -21.34941 -33.17976  23.53532     (-69.118,-5.124) (-21.349,-3.087) (-2.186,-4.372) 28.5468  28.5468  
8    -16.27702 -35.95296 -66.69627 -21.33239 -33.14802  23.50586     (-69.387,-5.218) (-21.495,-3.285) (-2.011,-4.184) 28.514  28.514  
9    -16.32845 -35.93719 -66.63241 -21.31537 -33.11629  23.47640     (-69.656,-5.313) (-21.641,-3.483) (-1.835,-3.996) 28.4813  28.4813  
10    -16.37987 -35.92142 -66.56855 -21.29834 -33.08456  23.44694     (-69.924,-5.407) (-21.787,-3.681) (-1.660,-3.808) 28.4487  28.4487  
11    -16.43129 -35.90566 -66.50470 -21.28132 -33.05282  23.41749     (-70.193,-5.502) (-21.933,-3.879) (-1.484,-3.620) 28.4161  28.4161  
12    -16.48271 -35.88989 -66.44084 -21.26429 -33.02109  23.38803     (-70.462,-5.597) (-22.079,-4.077) (-1.309,-3.433) 28.3836  28.3836  
13    -16.53414 -35.87412 -66.37698 -21.24727 -32.98936  23.35857     (-70.731,-5.691) (-22.225,-4.275) (-1.133,-3.245) 28.3511  28.3511  
14    -16.58556 -35.85835 -66.31313 -21.23025 -32.95762  23.32911     (-71.000,-5.786) (-22.371,-4.473) (-0.958,-3.057) 28.3188  28.3188  
15    -16.63698 -35.84258 -66.24927 -21.21322 -32.92589  23.29965     (-71.268,-5.880) (-22.517,-4.671) (-0.782,-2.869) 28.2864  28.2864  
16    -16.68840 -35.82682 -66.18541 -21.19620 -32.89416  23.27020     (-71.537,-5.975) (-22.663,-4.869) (-0.607,-2.681) 28.2542  28.2542  
17    -16.73983 -35.81105 -66.12156 -21.17917 -32.86242  23.24074     (-71.806,-6.069) (-22.809,-5.067) (-0.432,-2.493) 28.222  28.222  
18    -16.79125 -35.79528 -66.05770 -21.16215 -32.83069  23.21128     (-72.075,-6.164) (-22.955,-5.265) (-0.256,-2.305) 28.1899  28.1899  
19    -16.84267 -35.77951 -65.99384 -21.14513 -32.79896  23.18182     (-72.343,-6.259) (-23.101,-5.463) (-0.081,-2.117) 28.1578  28.1578  
20    -16.89409 -35.76375 -65.92999 -21.12810 -32.76722  23.15236     (-23.152,-72.517) (-6.258,-5.566) (-2.024,-0.095) 28.1258  28.1258  
21    -16.94552 -35.74798 -65.86613 -21.11108 -32.73549  23.12291     (-23.123,-72.611) (-6.177,-5.589) (-2.012,-0.270) 28.0939  28.0939  
22    -16.99694 -35.73221 -65.80227 -21.09405 -32.70376  23.09345     (-23.093,-72.704) (-6.097,-5.612) (-1.999,-0.446) 28.0621  28.0621  
23    -17.04836 -35.71644 -65.73841 -21.07703 -32.67202  23.06399     (-23.064,-72.797) (-6.016,-5.634) (-1.987,-0.621) 28.0303  28.0303  
24    -17.09978 -35.70068 -65.67456 -21.06001 -32.64029  23.03453     (-23.035,-72.891) (-5.935,-5.657) (-1.975,-0.797) 27.9986  27.9986  
25    -17.15121 -35.68491 -65.61070 -21.04298 -32.60856  23.00507     (-23.005,-72.984) (-5.854,-5.679) (-1.962,-0.972) 27.9669  27.9669  
26    -17.20263 -35.66914 -65.54684 -21.02596 -32.57682  22.97561     (-22.976,-73.077) (-5.773,-5.702) (-1.950,-1.148) 27.9353  27.9353  
27    -17.25405 -35.65337 -65.48299 -21.00894 -32.54509  22.94616     (-22.946,-73.170) (-5.692,-5.724) (-1.937,-1.323) 27.9038  27.9038  
28    -17.30547 -35.63761 -65.41913 -20.99191 -32.51336  22.91670     (-22.917,-73.264) (-5.611,-5.747) (-1.925,-1.498) 27.8724  27.8724  
29    -17.35690 -35.62184 -65.35527 -20.97489 -32.48162  22.88724     (-22.887,-73.357) (-5.530,-5.770) (-1.912,-1.674) 27.841  27.841  
30    -17.40832 -35.60607 -65.29142 -20.95786 -32.44989  22.85778     (-22.858,-73.450) (-5.449,-5.792) (-1.900,-1.849) 27.8097  27.8097  
31    -17.45974 -35.59030 -65.22756 -20.94084 -32.41816  22.82832     (-22.828,-73.544) (-5.369,-5.815) (-1.887,-2.025) 27.7785  27.7785  
32    -17.51116 -35.57454 -65.16370 -20.92382 -32.38642  22.79887     (-22.799,-73.637) (-5.288,-5.837) (-1.875,-2.200) 27.7473  27.7473  
33    -17.56259 -35.55877 -65.09985 -20.90679 -32.35469  22.76941     (-22.769,-73.730) (-5.207,-5.860) (-1.863,-2.376) 27.7162  27.7162  
34    -17.61401 -35.54300 -65.03599 -20.88977 -32.32296  22.73995     (-22.740,-73.824) (-5.126,-5.883) (-1.850,-2.551) 27.6851  27.6851  
35    -17.66543 -35.52723 -64.97213 -20.87274 -32.29122  22.71049     (-22.710,-73.917) (-5.045,-5.905) (-1.838,-2.727) 27.6542  27.6542  
36    -17.71686 -35.51147 -64.90828 -20.85572 -32.25949  22.68103     (-22.681,-74.010) (-4.964,-5.928) (-1.825,-2.902) 27.6233  27.6233  
37    -17.76828 -35.49570 -64.84442 -20.83870 -32.22776  22.65158     (-22.652,-74.104) (-4.883,-5.950) (-1.813,-3.078) 27.5925  27.5925  
38    -17.81970 -35.47993 -64.78056 -20.82167 -32.19602  22.62212     (-22.622,-74.197) (-4.802,-5.973) (-1.800,-3.253) 27.5617  27.5617  
39    -17.87112 -35.46416 -64.71671 -20.80465 -32.16429  22.59266     (-22.593,-74.290) (-4.722,-5.996) (-1.788,-3.428) 27.531  27.531  
40    -17.92255 -35.44840 -64.65285 -20.78762 -32.13256  22.56320     (-22.563,-74.384) (-4.641,-6.018) (-1.776,-3.604) 27.5004  27.5004  
41    -17.97397 -35.43263 -64.58899 -20.77060 -32.10082  22.53374     (-22.534,-74.477) (-4.560,-6.041) (-1.763,-3.779) 27.4699  27.4699  
42    -18.02539 -35.41686 -64.52514 -20.75358 -32.06909  22.50428     (-22.504,-74.570) (-4.479,-6.063) (-1.751,-3.955) 27.4394  27.4394  
43    -18.07681 -35.40109 -64.46128 -20.73655 -32.03736  22.47483     (-22.475,-74.664) (-4.398,-6.086) (-1.738,-4.130) 27.409  27.409  
44    -18.12824 -35.38533 -64.39742 -20.71953 -32.00562  22.44537     (-22.445,-74.757) (-4.317,-6.109) (-1.726,-4.306) 27.3787  27.3787  
45    -18.17966 -35.36956 -64.33357 -20.70250 -31.97389  22.41591     (-22.416,-74.850) (-4.236,-6.131) (-1.713,-4.481) 27.3485  27.3485  
46    -18.23108 -35.35379 -64.26971 -20.68548 -31.94216  22.38645     (-22.386,-74.943) (-4.155,-6.154) (-1.701,-4.657) 27.3183  27.3183  
47    -18.28250 -35.33802 -64.20585 -20.66846 -31.91042  22.35699     (-22.357,-75.037) (-4.074,-6.176) (-1.689,-4.832) 27.2882  27.2882  
48    -18.33393 -35.32226 -64.14200 -20.65143 -31.87869  22.32754     (-22.328,-75.130) (-3.994,-6.199) (-1.676,-5.008) 27.2581  27.2581  
49    -18.38535 -35.30649 -64.07814 -20.63441 -31.84696  22.29808     (-22.298,-75.223) (-3.913,-6.222) (-1.664,-5.183) 27.2282  27.2282  
50    -18.43677 -35.29072 -64.01428 -20.61739 -31.81522  22.26862     (-22.269,-75.317) (-3.832,-6.244) (-1.651,-5.358) 27.1983  27.1983  
51    -18.48819 -35.27495 -63.95042 -20.60036 -31.78349  22.23916     (-22.239,-75.410) (-3.751,-6.267) (-1.639,-5.534) 27.1685  27.1685  
52    -18.53962 -35.25919 -63.88657 -20.58334 -31.75176  22.20970     (-22.210,-75.503) (-3.670,-6.289) (-1.626,-5.709) 27.1387  27.1387  
53    -18.59104 -35.24342 -63.82271 -20.56631 -31.72002  22.18025     (-22.180,-75.597) (-3.589,-6.312) (-1.614,-5.885) 27.1091  27.1091  
54    -18.64246 -35.22765 -63.75885 -20.54929 -31.68829  22.15079     (-22.151,-75.690) (-3.508,-6.335) (-1.601,-6.060) 27.0795  27.0795  
55    -18.69388 -35.21188 -63.69500 -20.53227 -31.65656  22.12133     (-22.121,-75.783) (-3.427,-6.357) (-1.589,-6.236) 27.05  27.05  
56    -18.74531 -35.19612 -63.63114 -20.51524 -31.62482  22.09187     (-22.092,-75.877) (-3.347,-6.380) (-1.577,-6.411) 27.0205  27.0205  
57    -18.79673 -35.18035 -63.56728 -20.49822 -31.59309  22.06241     (-22.062,-75.970) (-3.266,-6.402) (-1.564,-6.587) 26.9912  26.9912  
58    -18.84815 -35.16458 -63.50343 -20.48119 -31.56136  22.03295     (-22.033,-76.063) (-3.185,-6.425) (-1.552,-6.762) 26.9619  26.9619  
59    -18.89957 -35.14881 -63.43957 -20.46417 -31.52962  22.00350     (-22.003,-76.157) (-3.104,-6.447) (-1.539,-6.937) 26.9327  26.9327  
60    -18.95100 -35.13305 -63.37571 -20.44715 -31.49789  21.97404     (-21.974,-76.250) (-3.023,-6.470) (-1.527,-7.113) 26.9035  26.9035  
61    -19.00242 -35.11728 -63.31186 -20.43012 -31.46616  21.94458     (-21.945,-76.343) (-2.942,-6.493) (-1.514,-7.288) 26.8745  26.8745  
62    -19.05384 -35.10151 -63.24800 -20.41310 -31.43442  21.91512     (-21.915,-76.437) (-2.861,-6.515) (-1.502,-7.464) 26.8455  26.8455  
63    -19.10526 -35.08574 -63.18414 -20.39607 -31.40269  21.88566     (-21.886,-76.530) (-2.780,-6.538) (-1.490,-7.639) 26.8166  26.8166  
64    -19.15669 -35.06998 -63.12029 -20.37905 -31.37096  21.85621     (-21.856,-76.623) (-2.700,-6.560) (-1.477,-7.815) 26.7877  26.7877  
65    -19.20811 -35.05421 -63.05643 -20.36203 -31.33922  21.82675     (-21.827,-76.716) (-2.619,-6.583) (-1.465,-7.990) 26.759  26.759  
66    -19.25953 -35.03844 -62.99257 -20.34500 -31.30749  21.79729     (-21.797,-76.810) (-2.538,-6.606) (-1.452,-8.166) 26.7303  26.7303  
67    -19.31096 -35.02267 -62.92872 -20.32798 -31.27576  21.76783     (-21.768,-76.903) (-2.457,-6.628) (-1.440,-8.341) 26.7017  26.7017  
68    -19.36238 -35.00691 -62.86486 -20.31095 -31.24402  21.73837     (-21.738,-76.996) (-2.376,-6.651) (-1.427,-8.517) 26.6732  26.6732  
69    -19.41380 -34.99114 -62.80100 -20.29393 -31.21229  21.70892     (-21.709,-77.090) (-2.295,-6.673) (-1.415,-8.692) 26.6447  26.6447  
70    -19.46522 -34.97537 -62.73715 -20.27691 -31.18056  21.67946     (-21.679,-77.183) (-2.214,-6.696) (-1.403,-8.867) 26.6164  26.6164  
71    -19.51665 -34.95960 -62.67329 -20.25988 -31.14882  21.65000     (-21.650,-77.276) (-2.133,-6.719) (-1.390,-9.043) 26.5881  26.5881  
72    -19.56807 -34.94384 -62.60943 -20.24286 -31.11709  21.62054     (-21.621,-77.370) (-2.052,-6.741) (-1.378,-9.218) 26.5599  26.5599  
73    -19.61949 -34.92807 -62.54558 -20.22583 -31.08536  21.59108     (-21.591,-77.463) (-1.972,-6.764) (-1.365,-9.394) 26.5317  26.5317  
