Fol_2018-05-05.11_47_19.1_19.txt     Output is probe cell, reduced cell, NCDist distance between
0      2.36618 -41.99692 -49.03707  -1.47173   4.35413 -13.35307     (-3.234,-6.720) (-27.146,-4.354) (-2.882,-31.242) 0
1      2.30962 -41.84691 -48.57086  -1.52474   4.26617 -13.53377     (-3.785,-6.576) (-27.479,-4.266) (-2.741,-31.153) 0.685969
2      2.25305 -41.69689 -48.10466  -1.57776   4.17821 -13.71447     (-4.335,-6.431) (-27.812,-4.178) (-2.600,-31.064) 1.37194
3      2.19648 -41.54688 -47.63845  -1.63078   4.09024 -13.89517     (-4.886,-6.287) (-28.145,-4.090) (-2.459,-30.975) 2.05791
4      2.13991 -41.39687 -47.17224  -1.68379   4.00228 -14.07587     (-5.437,-6.142) (-28.478,-4.002) (-2.318,-30.886) 2.74388
5      2.08334 -41.24685 -46.70603  -1.73681   3.91432 -14.25657     (-5.987,-5.998) (-28.811,-3.914) (-2.178,-30.796) 3.42985
6      2.02677 -41.09684 -46.23982  -1.78982   3.82636 -14.43727     (-6.538,-5.853) (-29.144,-3.826) (-2.037,-30.707) 4.11581
7      1.97020 -40.94683 -45.77361  -1.84284   3.73839 -14.61797     (-7.088,-5.709) (-29.477,-3.738) (-1.896,-30.618) 4.80178
8      1.91363 -40.79681 -45.30740  -1.89586   3.65043 -14.79867     (-7.639,-5.564) (-29.810,-3.650) (-1.755,-30.529) 5.48775
9      1.85706 -40.64680 -44.84119  -1.94887   3.56247 -14.97936     (-8.190,-5.420) (-30.143,-3.562) (-1.614,-30.440) 6.11592
10      1.80050 -40.49679 -44.37498  -2.00189   3.47451 -15.16006     (-8.740,-5.275) (-30.476,-3.475) (-1.473,-30.350) 6.31448
11      1.74393 -40.34677 -43.90878  -2.05490   3.38655 -15.34076     (-9.291,-5.130) (-30.809,-3.387) (-1.332,-30.261) 6.57891
12      1.68736 -40.19676 -43.44257  -2.10792   3.29858 -15.52146     (-9.842,-4.986) (-31.142,-3.299) (-1.191,-30.172) 6.90163
13      1.63079 -40.04675 -42.97636  -2.16094   3.21062 -15.70216     (-10.392,-4.841) (-31.475,-3.211) (-1.050,-30.083) 7.2749
14      1.57422 -39.89673 -42.51015  -2.21395   3.12266 -15.88286     (-10.943,-4.697) (-31.808,-3.123) (-0.909,-29.994) 7.69135
