Fol_2018-05-14.13_11_26.79_78.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      0.31878  -5.61906   2.64279 -34.87349 -17.39932 -51.59391     (-11.476,-5.619) (-29.588,-0.319) (-2.643,-50.956) 51.1384  10.7085  
1      0.30697  -5.64306   2.63750 -34.84421 -17.38223 -51.59327     (-11.493,-5.643) (-29.569,-0.307) (-2.637,-50.979) 51.1387  10.7121  
2      0.29516  -5.66705   2.63221 -34.81492 -17.36513 -51.59263     (-11.510,-5.667) (-29.551,-0.295) (-2.632,-51.002) 51.1391  10.7157  
3      0.28336  -5.69104   2.62692 -34.78564 -17.34803 -51.59199     (-11.527,-5.691) (-29.532,-0.283) (-2.627,-51.025) 51.1395  10.7193  
4      0.27155  -5.71503   2.62163 -34.75636 -17.33093 -51.59136     (-11.545,-5.715) (-29.513,-0.272) (-2.622,-51.048) 51.1398  10.7229  
5      0.25974  -5.73903   2.61634 -34.72707 -17.31384 -51.59072     (-11.562,-5.739) (-29.494,-0.260) (-2.616,-51.071) 51.1402  10.7266  
6      0.24794  -5.76302   2.61105 -34.69779 -17.29674 -51.59008     (-11.579,-5.763) (-29.476,-0.248) (-2.611,-51.094) 51.1406  10.7302  
7      0.23613  -5.78701   2.60575 -34.66851 -17.27964 -51.58944     (-11.596,-5.787) (-29.457,-0.236) (-2.606,-51.117) 51.141  10.7339  
8      0.22432  -5.81101   2.60046 -34.63922 -17.26254 -51.58880     (-11.613,-5.811) (-29.438,-0.224) (-2.600,-51.140) 51.1414  10.7376  
9      0.21252  -5.83500   2.59517 -34.60994 -17.24544 -51.58816     (-11.630,-5.835) (-29.420,-0.213) (-2.595,-51.163) 51.1418  10.7413  
10      0.20071  -5.85899   2.58988 -34.58065 -17.22835 -51.58753     (-11.647,-5.859) (-29.401,-0.201) (-2.590,-51.186) 51.1422  10.745  
11      0.18890  -5.88298   2.58459 -34.55137 -17.21125 -51.58689     (-11.664,-5.883) (-29.382,-0.189) (-2.585,-51.209) 51.1426  10.7488  
12      0.17709  -5.90698   2.57930 -34.52209 -17.19415 -51.58625     (-11.681,-5.907) (-29.363,-0.177) (-2.579,-51.232) 51.1428  10.7525  
13      0.16529  -5.93097   2.57401 -34.49280 -17.17705 -51.58561     (-11.698,-5.931) (-29.345,-0.165) (-2.574,-51.255) 51.1409  10.7563  
14      0.15348  -5.95496   2.56872 -34.46352 -17.15996 -51.58497     (-11.716,-5.955) (-29.326,-0.153) (-2.569,-51.278) 51.139  10.7601  
15      0.14167  -5.97896   2.56343 -34.43424 -17.14286 -51.58434     (-11.733,-5.979) (-29.307,-0.142) (-2.563,-51.301) 51.1371  10.7639  
16      0.12987  -6.00295   2.55814 -34.40495 -17.12576 -51.58370     (-11.750,-6.003) (-29.289,-0.130) (-2.558,-51.324) 51.1352  10.7677  
17      0.11806  -6.02694   2.55285 -34.37567 -17.10866 -51.58306     (-11.767,-6.027) (-29.270,-0.118) (-2.553,-51.347) 51.1333  10.7715  
18      0.10625  -6.05093   2.54755 -34.34638 -17.09157 -51.58242     (-11.784,-6.051) (-29.251,-0.106) (-2.548,-51.370) 51.1314  10.7753  
19      0.09445  -6.07493   2.54226 -34.31710 -17.07447 -51.58178     (-11.801,-6.075) (-29.233,-0.094) (-2.542,-51.393) 51.1295  10.7792  
20      0.08264  -6.09892   2.53697 -34.28782 -17.05737 -51.58114     (-11.818,-6.099) (-29.214,-0.083) (-2.537,-51.416) 51.1276  10.7831  
21      0.07083  -6.12291   2.53168 -34.25853 -17.04027 -51.58051     (-11.835,-6.123) (-29.195,-0.071) (-2.532,-51.439) 51.1257  10.7869  
22      0.05903  -6.14691   2.52639 -34.22925 -17.02318 -51.57987     (-11.852,-6.147) (-29.176,-0.059) (-2.526,-51.462) 51.1238  10.7908  
23      0.04722  -6.17090   2.52110 -34.19997 -17.00608 -51.57923     (-11.869,-6.171) (-29.158,-0.047) (-2.521,-51.485) 51.122  10.7948  
24      0.03541  -6.19489   2.51581 -34.17068 -16.98898 -51.57859     (-11.887,-6.195) (-29.139,-0.035) (-2.516,-51.508) 51.1201  10.7987  
25      0.02361  -6.21888   2.51052 -34.14140 -16.97188 -51.57795     (-11.904,-6.219) (-29.120,-0.024) (-2.511,-51.531) 51.1182  10.8026  
26      0.01180  -6.24288   2.50523 -34.11211 -16.95479 -51.57732     (-11.921,-6.243) (-29.102,-0.012) (-2.505,-51.554) 51.1164  10.8066  
27     -0.00001  -6.26687   2.49994 -34.08283 -16.93769 -51.57668     (-2.500,-6.267) (-29.083,-0.000) (-11.938,-51.577) 51.1145  10.8106  
28     -0.01181  -6.29086   2.49465 -34.05355 -16.92059 -51.57604     (-2.483,-6.279) (-29.076,-0.012) (-11.943,-51.588) 51.1127  10.8146  
29     -0.02362  -6.31486   2.48936 -34.02426 -16.90349 -51.57540     (-2.466,-6.291) (-29.069,-0.024) (-11.948,-51.599) 51.1108  10.8186  
30     -0.03543  -6.33885   2.48406 -33.99498 -16.88639 -51.57476     (-2.449,-6.303) (-29.062,-0.035) (-11.954,-51.610) 51.109  10.8226  
31     -0.04723  -6.36284   2.47877 -33.96570 -16.86930 -51.57412     (-2.432,-6.316) (-29.055,-0.047) (-11.959,-51.621) 51.1071  10.8266  
32     -0.05904  -6.38683   2.47348 -33.93641 -16.85220 -51.57349     (-2.414,-6.328) (-29.048,-0.059) (-11.964,-51.633) 51.1053  10.8307  
33     -0.07085  -6.41083   2.46819 -33.90713 -16.83510 -51.57285     (-2.397,-6.340) (-29.042,-0.071) (-11.970,-51.644) 51.1034  10.8348  
