Fol_2018-05-14.17_25_32.1_99.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      8.17372 -47.83116 -46.58492   6.26058  -1.90898 -10.28075     (-1.909,-26.598) (-1.578,-34.055) (-4.356,-2.443) 0  0  
1      8.07187 -47.36395 -46.15836   5.92867  -2.23369 -10.20158     (-2.234,-28.298) (-2.812,-34.482) (-3.604,-1.461) 2.49496  2.49496  
2      7.97003 -46.89675 -45.73181   5.59676  -2.55840 -10.12241     (-2.558,-29.997) (-4.046,-34.909) (-2.853,-0.480) 4.98993  4.98993  
3      7.86818 -46.42954 -45.30525   5.26485  -2.88311 -10.04323     (-4.778,-31.195) (-2.382,-34.834) (-2.603,-0.501) 6.1196  6.1196  
4      7.76634 -45.96233 -44.87869   4.93294  -3.20782  -9.96406     (-5.031,-31.912) (-1.725,-34.279) (-2.833,-1.483) 6.4262  6.4262  
5      7.66449 -45.49512 -44.45214   4.60103  -3.53253  -9.88489     (-5.284,-32.630) (-1.068,-33.724) (-3.063,-2.464) 7.05767  7.05767  
6      7.56264 -45.02791 -44.02558   4.26912  -3.85725  -9.80571     (-5.537,-33.348) (-0.412,-33.169) (-3.294,-3.445) 7.93683  7.93683  
7      7.46080 -44.56070 -43.59902   3.93721  -4.18196  -9.72654     (-4.182,-33.821) (-0.245,-32.859) (-3.279,-5.545) 7.71936  7.71936  
8      7.35895 -44.09350 -43.17247   3.60530  -4.50667  -9.64737     (-4.507,-33.882) (-0.901,-32.961) (-2.852,-5.141) 7.72333  7.72333  
9      7.25711 -43.62629 -42.74591   3.27340  -4.83138  -9.56820     (-4.831,-33.943) (-1.558,-33.063) (-2.426,-4.737) 7.84236  7.84236  
10      7.15526 -43.15908 -42.31935   2.94149  -5.15609  -9.48902     (-5.156,-34.005) (-2.215,-33.165) (-1.999,-4.333) 8.07137  8.07137  
11      7.05342 -42.69187 -41.89279   2.60958  -5.48080  -9.40985     (-5.481,-34.066) (-2.871,-33.267) (-1.573,-3.929) 8.40137  8.40137  
12      6.95157 -42.22466 -41.46624   2.27767  -5.80552  -9.33068     (-5.806,-34.127) (-3.528,-33.369) (-1.146,-3.525) 8.82103  8.82103  
13      6.84973 -41.75745 -41.03968   1.94576  -6.13023  -9.25150     (-6.130,-34.188) (-4.184,-33.470) (-0.719,-3.121) 9.31824  9.31824  
14      6.74788 -41.29025 -40.61312   1.61385  -6.45494  -9.17233     (-6.455,-34.249) (-4.841,-33.572) (-0.293,-2.717) 9.88131  9.88131  
15      6.64604 -40.82304 -40.18657   1.28194  -6.77965  -9.09316     (-6.646,-5.364) (-34.177,-33.541) (-0.134,-2.447) 10.2951  38.0724     glitch
16      6.54419 -40.35583 -39.76001   0.95003  -7.10436  -9.01398     (-6.544,-5.594) (-33.812,-33.216) (-0.560,-2.470) 10.3085  37.8312  
17      6.44235 -39.88862 -39.33345   0.61812  -7.42908  -8.93481     (-6.442,-5.824) (-33.446,-32.891) (-0.987,-2.492) 10.3686  37.6014  
18      6.34050 -39.42141 -38.90689   0.28621  -7.75379  -8.85564     (-6.341,-6.054) (-33.081,-32.566) (-1.413,-2.515) 10.4749  37.383  
19      6.23865 -38.95420 -38.48034  -0.04570  -8.07850  -8.77647     (-6.239,-6.284) (-32.716,-32.242) (-1.840,-2.538) 10.6257  37.1101  
20      6.13681 -38.48700 -38.05378  -0.37761  -8.40321  -8.69729     (-6.137,-6.514) (-32.350,-31.917) (-2.266,-2.560) 10.8194  36.7136  
21      6.03496 -38.01979 -37.62722  -0.70952  -8.72792  -8.61812     (-6.035,-6.744) (-31.985,-31.592) (-2.693,-2.583) 11.0072  36.326  
22      5.93312 -37.55258 -37.20067  -1.04143  -9.05263  -8.53895     (-5.933,-6.975) (-31.619,-31.268) (-3.120,-2.606) 11.0444  35.9478  
