Fol_2018-05-05.12_19_44.1_1.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3172.31012 2483.56262 -4916.25200 -3894.26381 670.76466 -3921.19791     (-1437.635,-1410.701) (-2483.563,-1812.798) (-2432.689,-688.748) 0
1    -3154.78816 2433.38963 -4891.16550 -3869.17732 645.67817 -3888.54689     (-1455.157,-1435.788) (-2433.390,-1787.711) (-2457.776,-721.399) 76.016
2    -3137.26619 2383.21665 -4866.07901 -3844.09082 620.59168 -3855.89588     (-1472.679,-1460.874) (-2383.217,-1762.625) (-2482.862,-754.050) 152.032
3    -3119.74422 2333.04367 -4840.99252 -3819.00433 595.50519 -3823.24486     (-1490.201,-1485.961) (-2333.044,-1737.538) (-2507.949,-786.701) 228.048
4    -3102.22225 2282.87069 -4815.90603 -3793.91784 570.41870 -3790.59385     (-1507.723,-1511.047) (-2282.871,-1712.452) (-2533.035,-819.352) 304.064
5    -3084.70028 2232.69771 -4790.81954 -3768.83135 545.33221 -3757.94284     (-1525.245,-1536.134) (-2232.698,-1687.365) (-2558.122,-852.003) 380.08
6    -3067.17832 2182.52472 -4765.73305 -3743.74486 520.24572 -3725.29182     (-1542.767,-1561.220) (-2182.525,-1662.279) (-2583.208,-884.654) 456.096
7    -3049.65635 2132.35174 -4740.64656 -3718.65837 495.15922 -3692.64081     (-1560.289,-1586.307) (-2132.352,-1637.193) (-2608.295,-917.305) 532.112
8    -3032.13438 2082.17876 -4715.56007 -3693.57188 470.07273 -3659.98979     (-1577.811,-1611.393) (-2082.179,-1612.106) (-2633.381,-949.956) 608.128
9    -3014.61241 2032.00578 -4690.47358 -3668.48539 444.98624 -3627.33878     (-1595.333,-1636.480) (-2032.006,-1587.020) (-2658.468,-982.607) 684.144
10    -2997.09044 1981.83280 -4665.38708 -3643.39890 419.89975 -3594.68777     (-1612.855,-1661.566) (-1981.833,-1561.933) (-2683.554,-1015.258) 760.16
11    -2979.56848 1931.65981 -4640.30059 -3618.31241 394.81326 -3562.03675     (-1630.377,-1686.653) (-1931.660,-1536.847) (-2708.641,-1047.909) 836.176
12    -2962.04651 1881.48683 -4615.21410 -3593.22591 369.72677 -3529.38574     (-1647.899,-1711.739) (-1881.487,-1511.760) (-2733.727,-1080.560) 912.192
13    -2944.52454 1831.31385 -4590.12761 -3568.13942 344.64028 -3496.73472     (-1665.421,-1736.826) (-1831.314,-1486.674) (-2758.814,-1113.211) 954.868
