Fol_2018-05-06.17_15_18.1_13.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
62      1.57391 -18.03623 -21.47588 -18.81802 -21.44583  -4.26609     (-1.574,-20.392) (-16.462,-19.902) (-19.872,-2.692) 25.1433  27.2545  35.9896  25.1433  
63      1.45892 -17.59598 -21.05822 -19.13659 -21.74849  -4.23902     (-1.459,-20.596) (-16.137,-19.599) (-20.290,-2.780) 24.5299  27.1649  35.1254  24.5299  
64      1.34393 -17.15574 -20.64057 -19.45517 -22.05115  -4.21194     (-1.344,-20.799) (-15.812,-19.297) (-20.707,-2.868) 23.9191  27.0958  34.2648  23.9191  
65      1.22893 -16.71549 -20.22291 -19.77375 -22.35381  -4.18486     (-1.229,-21.003) (-15.487,-18.994) (-21.125,-2.956) 23.3001  26.8746  33.4081  23.3108  
66      1.11394 -16.27524 -19.80526 -20.09232 -22.65647  -4.15778     (-1.114,-21.206) (-15.161,-18.691) (-21.543,-3.044) 22.6751  26.1669  32.5556  22.7053  
67      0.99895 -15.83500 -19.38761 -20.41090 -22.95914  -4.13070     (-0.999,-21.410) (-14.836,-18.389) (-21.960,-3.132) 22.0521  25.4725  31.7076  22.103  
68      0.88395 -15.39475 -18.96995 -20.72948 -23.26180  -4.10362     (-0.884,-21.613) (-14.511,-18.086) (-22.378,-3.220) 21.4313  24.7926  30.8646  21.5039  
69      0.76896 -14.95450 -18.55230 -21.04805 -23.56446  -4.07654     (-0.769,-21.817) (-14.186,-17.783) (-22.795,-3.308) 20.8128  24.1286  30.0268  20.9085  
70      0.65397 -14.51426 -18.13464 -21.36663 -23.86712  -4.04946     (-0.654,-22.021) (-13.860,-17.481) (-23.213,-3.395) 20.1969  23.4818  29.1949  20.3169  
71      0.53897 -14.07401 -17.71699 -21.68521 -24.16978  -4.02238     (-0.539,-22.224) (-13.535,-17.178) (-23.631,-3.483) 19.5838  22.6418  28.3609  19.7236  
72      0.42398 -13.63376 -17.29933 -22.00378 -24.47244  -3.99530     (-0.424,-22.428) (-13.210,-16.875) (-24.048,-3.571) 18.9737  21.7996  27.5239  19.128  
73      0.30899 -13.19352 -16.88168 -22.32236 -24.77510  -3.96822     (-0.309,-22.631) (-12.885,-16.573) (-24.466,-3.659) 18.367  20.9572  26.6933  18.5366  
74      0.19399 -12.75327 -16.46402 -22.64094 -25.07776  -3.94114     (-0.194,-22.835) (-12.559,-16.270) (-24.884,-3.747) 17.7641  20.0932  25.8697  17.9499  
75      0.07900 -12.31302 -16.04637 -22.95951 -25.38042  -3.91406     (-0.079,-23.039) (-12.234,-15.967) (-25.301,-3.835) 17.1652  19.1898  25.0538  17.3684  
76     -0.03600 -11.87278 -15.62872 -23.27809 -25.68308  -3.88699     (-0.036,-23.278) (-11.873,-25.683) (-15.629,-3.887) 16.5277  18.4473  24.1792  17.0891  
77     -0.15099 -11.43253 -15.21106 -23.59667 -25.98575  -3.85991     (-0.151,-23.597) (-11.433,-25.986) (-15.211,-3.860) 15.7987  18.0396  23.1647  16.3438  
78     -0.26598 -10.99228 -14.79341 -23.91524 -26.28841  -3.83283     (-0.266,-23.915) (-10.992,-26.288) (-14.793,-3.833) 15.0726  17.3867  22.1578  15.5999  
79     -0.38098 -10.55204 -14.37575 -24.23382 -26.59107  -3.80575     (-0.381,-24.234) (-10.552,-26.591) (-14.376,-3.806) 14.3499  16.6489  21.1596  14.8573  
80     -0.49597 -10.11179 -13.95810 -24.55240 -26.89373  -3.77867     (-0.496,-24.552) (-10.112,-26.894) (-13.958,-3.779) 13.631  15.9283  20.1712  14.1165  
81     -0.61096  -9.67154 -13.54044 -24.87098 -27.19639  -3.75159     (-0.611,-24.871) (-9.672,-27.196) (-13.540,-3.752) 12.9167  15.2274  19.1944  13.3776  
82     -0.72596  -9.23130 -13.12279 -25.18955 -27.49905  -3.72451     (-0.726,-25.190) (-9.231,-27.499) (-13.123,-3.725) 12.2077  14.5489  18.2179  12.6411  
83     -0.84095  -8.79105 -12.70513 -25.50813 -27.80171  -3.69743     (-0.841,-25.508) (-8.791,-27.802) (-12.705,-3.697) 11.505  13.8962  17.1726  11.9073  
84     -0.95594  -8.35080 -12.28748 -25.82671 -28.10437  -3.67035     (-0.956,-25.827) (-8.351,-28.104) (-12.287,-3.670) 10.7533  13.2732  16.1183  11.1768  
85     -1.07094  -7.91056 -11.86982 -26.14528 -28.40703  -3.64327     (-1.071,-26.145) (-7.911,-28.407) (-11.870,-3.643) 9.99934  12.684  15.0696  10.4504  
86     -1.18593  -7.47031 -11.45217 -26.46386 -28.70970  -3.61619     (-1.186,-26.464) (-7.470,-28.710) (-11.452,-3.616) 9.2461  12.1338  14.0277  9.72875  
87     -1.30092  -7.03006 -11.03452 -26.78244 -29.01236  -3.58911     (-1.301,-26.782) (-7.030,-29.012) (-11.035,-3.589) 8.4938  11.628  12.9942  9.01321  
88     -1.41592  -6.58982 -10.61686 -27.10101 -29.31502  -3.56203     (-1.416,-27.101) (-6.590,-29.315) (-10.617,-3.562) 7.74271  11.1726  11.9712  8.3053  
89     -1.53091  -6.14957 -10.19921 -27.41959 -29.61768  -3.53496     (-1.531,-27.420) (-6.150,-29.618) (-10.199,-3.535) 6.99322  10.6661  10.931  7.58488  
90     -1.64590  -5.70932  -9.78155 -27.73817 -29.92034  -3.50788     (-1.646,-27.738) (-5.709,-29.920) (-9.782,-3.508) 6.2459  10.0626  9.83787  6.82639  
91     -1.76090  -5.26908  -9.36390 -28.05674 -30.22300  -3.48080     (-1.761,-28.057) (-5.269,-30.223) (-9.364,-3.481) 5.50164  9.46178  8.74477  6.0679  
92     -1.87589  -4.82883  -8.94624 -28.37532 -30.52566  -3.45372     (-1.876,-28.375) (-4.829,-30.526) (-8.946,-3.454) 4.76186  8.26285  7.65168  5.30942  
93     -1.99088  -4.38858  -8.52859 -28.69390 -30.82832  -3.42664     (-1.991,-28.694) (-4.389,-30.828) (-8.529,-3.427) 4.02905  7.09908  6.55858  4.55093  
94     -2.10588  -3.94834  -8.11093 -29.01247 -31.13098  -3.39956     (-2.106,-29.012) (-3.948,-31.131) (-8.111,-3.400) 3.30785  6.03332  5.46548  3.79244  
95     -2.22087  -3.50809  -7.69328 -29.33105 -31.43365  -3.37248     (-2.221,-29.331) (-3.508,-31.434) (-7.693,-3.372) 2.60787  5.12707  4.37239  3.03395  
96     -2.33586  -3.06784  -7.27563 -29.64963 -31.73631  -3.34540     (-2.336,-29.650) (-3.068,-31.736) (-7.276,-3.345) 1.95212  4.1795  3.27929  2.27546  
97     -2.45086  -2.62760  -6.85797 -29.96820 -32.03897  -3.31832     (-2.451,-29.968) (-2.628,-32.039) (-6.858,-3.318) 1.40398  2.78633  2.18619  1.51698  
98     -2.56585  -2.18735  -6.44032 -30.28678 -32.34163  -3.29124     (-2.566,-30.287) (-2.187,-32.342) (-6.440,-3.291) 0.758488  1.39317  1.0931  0.758488  
99     -2.68084  -1.74710  -6.02266 -30.60536 -32.64429  -3.26416     (-2.681,-30.605) (-1.747,-32.644) (-6.023,-3.264) 0  1.74047e-14  1.90735e-06  0  
