Fol_2018-05-05.11_59_47.16_15.txt     Output is probe cell, reduced cell, NCDist distance between
0     -5.98287  20.58128 -13.55368 -33.33685  -6.54932 -31.91098     (-1.002,-1.379) (-1.222,-1.264) (-0.193,-5.772) 0
1     -5.93257  20.36104 -13.41872 -33.01404  -6.49593 -31.64695     (-3.059,-0.356) (-9.868,-0.218) (-0.766,-1.994) 4.55603
2     -5.88226  20.14081 -13.28377 -32.69124  -6.44254 -31.38292     (-2.198,-0.290) (-2.464,-0.340) (-11.231,-2.048) 5.851
3     -5.83195  19.92058 -13.14881 -32.36844  -6.38915 -31.11888     (-12.237,-1.745) (-1.694,-0.936) (-3.806,-0.105) 7.03553
4     -5.78165  19.70034 -13.01385 -32.04564  -6.33577 -30.85485     (-1.059,-1.313) (-13.113,-1.452) (-5.279,-0.130) 8.43604
5     -5.73134  19.48011 -12.87890 -31.72284  -6.28238 -30.59082     (-0.320,-0.775) (-13.884,-1.863) (-6.856,-0.365) 9.88486
6     -5.68103  19.25987 -12.74394 -31.40004  -6.22899 -30.32679     (-0.419,-0.657) (-14.236,-8.013) (-1.855,-0.181) 10.846
7     -5.63072  19.03964 -12.60899 -31.07723  -6.17560 -30.06276     (-13.945,-0.536) (-0.835,-8.528) (-1.850,-0.323) 10.9072
8     -5.58042  18.81941 -12.47403 -30.75443  -6.12221 -29.79873     (-13.473,-0.234) (-1.070,-8.861) (-2.026,-0.827) 10.7662
9     -5.53011  18.59917 -12.33907 -30.43163  -6.06882 -29.53470     (-13.069,-0.069) (-2.134,-9.126) (-1.237,-1.263) 10.6834
10     -5.47980  18.37894 -12.20412 -30.10883  -6.01543 -29.27067     (-12.899,-0.371) (-2.007,-9.157) (-1.169,-1.465) 10.5903
11     -5.42950  18.15870 -12.06916 -29.78603  -5.96204 -29.00664     (-12.729,-0.673) (-1.881,-9.188) (-1.102,-1.667) 10.5122
12     -5.37919  17.93847 -11.93420 -29.46322  -5.90865 -28.74260     (-12.559,-0.976) (-1.755,-9.219) (-1.035,-1.869) 10.4486
13     -5.32888  17.71824 -11.79925 -29.14042  -5.85526 -28.47857     (-12.389,-1.278) (-1.629,-9.250) (-0.967,-2.071) 10.3977
14     -5.27857  17.49800 -11.66429 -28.81762  -5.80187 -28.21454     (-12.219,-1.580) (-1.503,-9.281) (-0.900,-2.273) 10.3641
15     -5.22827  17.27777 -11.52934 -28.49482  -5.74848 -27.95051     (-12.050,-1.883) (-1.377,-9.312) (-0.832,-2.475) 10.348
16     -5.17796  17.05753 -11.39438 -28.17202  -5.69509 -27.68648     (-11.880,-2.185) (-1.251,-9.343) (-0.765,-2.677) 10.3496
17     -5.12765  16.83730 -11.25942 -27.84922  -5.64170 -27.42245     (-11.710,-2.487) (-1.124,-9.374) (-0.698,-2.879) 10.3688
18     -5.07735  16.61707 -11.12447 -27.52641  -5.58831 -27.15842     (-11.540,-2.790) (-0.998,-9.405) (-0.630,-3.081) 10.3756
19     -5.02704  16.39683 -10.98951 -27.20361  -5.53492 -26.89439     (-11.370,-3.092) (-0.872,-9.436) (-0.563,-3.283) 10.3674
20     -4.97673  16.17660 -10.85456 -26.88081  -5.48153 -26.63036     (-11.200,-3.394) (-0.746,-9.467) (-0.496,-3.485) 10.3768
21     -4.92643  15.95636 -10.71960 -26.55801  -5.42814 -26.36632     (-11.030,-3.697) (-0.620,-9.498) (-0.428,-3.686) 10.4037
22     -4.87612  15.73613 -10.58464 -26.23521  -5.37475 -26.10229     (-10.860,-3.999) (-0.494,-9.529) (-0.361,-3.888) 10.4481
23     -4.82581  15.51590 -10.44969 -25.91241  -5.32136 -25.83826     (-10.690,-4.301) (-0.368,-9.560) (-0.294,-4.090) 10.5096
24     -4.77550  15.29566 -10.31473 -25.58960  -5.26797 -25.57423     (-10.520,-4.604) (-0.242,-9.591) (-0.226,-4.292) 10.5881
25     -4.72520  15.07543 -10.17978 -25.26680  -5.21459 -25.31020     (-10.350,-4.906) (-0.115,-9.622) (-0.159,-4.494) 10.683
26     -4.67489  14.85519 -10.04482 -24.94400  -5.16120 -25.04617     (-4.686,-5.198) (-0.011,-9.664) (-0.081,-10.170) 10.7906
27     -4.62458  14.63496  -9.90986 -24.62120  -5.10781 -24.78214     (-4.649,-0.024) (-5.261,-9.708) (-0.113,-9.986) 10.7658
28     -4.57428  14.41473  -9.77491 -24.29840  -5.05442 -24.51811     (-4.574,-0.043) (-0.263,-9.629) (-5.201,-9.840) 10.6284
29     -4.52397  14.19449  -9.63995 -23.97559  -5.00103 -24.25408     (-4.524,-0.111) (-0.389,-9.525) (-5.116,-9.671) 10.4516
30     -4.47366  13.97426  -9.50500 -23.65279  -4.94764 -23.99004     (-4.474,-0.178) (-0.515,-9.421) (-5.031,-9.501) 10.2577
