Fol_2018-05-09.10_12_33.1_10.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     -7.70904 -37.88318 -50.53340   0.83990   2.43589 -15.52370     (-36.203,-2.436) (-2.837,-0.840) (-50.533,-8.972) 0  0  2.6974e-06  0  
1     -7.99687 -37.52918 -50.53340   0.80681   2.40280 -15.45752     (-35.916,-2.403) (-3.191,-0.807) (-50.533,-9.038) 0.463385  0.732676  0.661975  0.463385  
2     -8.28469 -37.17518 -50.53340   0.77372   2.36971 -15.39134     (-35.628,-2.370) (-3.545,-0.774) (-50.533,-9.104) 0.92677  1.46535  1.32395  0.92677  
3     -8.57251 -36.82118 -50.53340   0.74063   2.33662 -15.32517     (-35.340,-2.337) (-3.899,-0.741) (-50.533,-9.171) 1.39016  2.19803  1.98592  1.39016  
4     -8.86033 -36.46718 -50.53340   0.70754   2.30353 -15.25899     (-35.052,-2.304) (-4.253,-0.708) (-50.533,-9.237) 1.85354  2.93071  2.6479  1.85354  
5     -9.14815 -36.11318 -50.53340   0.67445   2.27045 -15.19281     (-34.764,-2.270) (-4.607,-0.674) (-50.533,-9.303) 2.31693  3.66338  3.30987  2.31693  
6     -9.43597 -35.75918 -50.53340   0.64136   2.23736 -15.12663     (-34.476,-2.237) (-4.961,-0.641) (-50.533,-9.369) 2.78031  4.39606  3.97185  2.78031  
7     -9.72379 -35.40518 -50.53340   0.60828   2.20427 -15.06046     (-34.189,-2.204) (-5.315,-0.608) (-50.533,-9.435) 3.2437  5.12873  4.63382  3.2437  
8    -10.01162 -35.05118 -50.53340   0.57519   2.17118 -14.99428     (-33.901,-2.171) (-5.669,-0.575) (-50.533,-9.502) 3.70708  5.86141  5.2958  3.70708  
9    -10.29944 -34.69718 -50.53340   0.54210   2.13809 -14.92810     (-33.613,-2.138) (-6.023,-0.542) (-50.533,-9.568) 4.17047  6.59409  5.95777  4.17047  
10    -10.58726 -34.34319 -50.53340   0.50901   2.10500 -14.86192     (-33.325,-2.105) (-6.377,-0.509) (-50.533,-9.634) 4.63385  7.32676  6.61975  4.63385  
11    -10.87508 -33.98919 -50.53340   0.47592   2.07191 -14.79575     (-33.037,-2.072) (-6.731,-0.476) (-50.533,-9.700) 5.09724  8.05944  7.28172  5.09724  
12    -11.16290 -33.63519 -50.53340   0.44283   2.03882 -14.72957     (-32.750,-2.039) (-7.085,-0.443) (-50.533,-9.766) 5.56062  8.79212  7.9437  5.56062  
13    -11.45072 -33.28119 -50.53340   0.40974   2.00574 -14.66339     (-32.462,-2.006) (-7.439,-0.410) (-50.533,-9.832) 6.02401  9.52479  8.60567  6.02401  
14    -11.73855 -32.92719 -50.53340   0.37665   1.97265 -14.59721     (-32.174,-1.973) (-7.793,-0.377) (-50.533,-9.899) 6.48739  10.2575  9.26765  6.48739  
15    -12.02637 -32.57319 -50.53340   0.34357   1.93956 -14.53104     (-31.886,-1.940) (-8.147,-0.344) (-50.533,-9.965) 6.95078  10.9901  9.92962  6.95078  
16    -12.31419 -32.21919 -50.53340   0.31048   1.90647 -14.46486     (-31.598,-1.906) (-8.501,-0.310) (-50.533,-10.031) 7.41416  11.7228  10.5916  7.41416  
17    -12.60201 -31.86519 -50.53340   0.27739   1.87338 -14.39868     (-31.310,-1.873) (-8.855,-0.277) (-50.533,-10.097) 7.87755  12.4555  11.2536  7.87755  
18    -12.88983 -31.51119 -50.53340   0.24430   1.84029 -14.33250     (-31.023,-1.840) (-9.209,-0.244) (-50.533,-10.163) 8.34093  13.1882  11.9155  8.34093  
19    -13.17765 -31.15719 -50.53340   0.21121   1.80720 -14.26633     (-30.735,-1.807) (-9.563,-0.211) (-50.533,-10.229) 8.80432  13.9209  12.5775  8.80432  
20    -13.46548 -30.80319 -50.53340   0.17812   1.77411 -14.20015     (-30.447,-1.774) (-9.917,-0.178) (-50.533,-10.296) 9.2677  14.6535  13.2395  9.2677  
21    -13.75330 -30.44920 -50.53340   0.14503   1.74103 -14.13397     (-30.159,-1.741) (-10.271,-0.145) (-50.533,-10.362) 9.73109  15.3862  13.9015  9.73109  
22    -14.04112 -30.09520 -50.53340   0.11194   1.70794 -14.06779     (-29.871,-1.708) (-10.625,-0.112) (-50.533,-10.428) 10.1945  16.1189  14.5634  10.1945  
23    -14.32894 -29.74120 -50.53340   0.07886   1.67485 -14.00162     (-29.583,-1.675) (-10.979,-0.079) (-50.533,-10.494) 10.6579  16.8516  15.2254  10.6579  
24    -14.61676 -29.38720 -50.53340   0.04577   1.64176 -13.93544     (-29.296,-1.642) (-11.333,-0.046) (-50.533,-10.560) 11.1212  17.5842  15.8874  11.1212  
25    -14.90458 -29.03320 -50.53340   0.01268   1.60867 -13.86926     (-29.008,-1.609) (-11.687,-0.013) (-50.533,-10.627) 11.5846  18.3169  16.5494  11.5846  
26    -15.19241 -28.67920 -50.53340  -0.02041   1.57558 -13.80308     (-50.513,-1.555) (-12.062,-0.020) (-28.700,-10.672) 12.0749  19.0496  17.2731  16.2763  
27    -15.48023 -28.32520 -50.53340  -0.05350   1.54249 -13.73691     (-50.480,-1.489) (-12.449,-0.053) (-28.379,-10.705) 12.5821  19.7823  18.0356  16.6916  
28    -15.76805 -27.97120 -50.53340  -0.08659   1.50940 -13.67073     (-50.447,-1.423) (-12.836,-0.087) (-28.058,-10.739) 13.0895  20.5149  18.7988  17.1121  
29    -16.05587 -27.61720 -50.53340  -0.11968   1.47632 -13.60455     (-50.414,-1.357) (-13.223,-0.120) (-27.737,-10.772) 13.5971  21.2476  19.5624  17.5373  
30    -16.34369 -27.26320 -50.53340  -0.15277   1.44323 -13.53837     (-50.381,-1.290) (-13.610,-0.153) (-27.416,-10.805) 14.1049  21.9803  20.3265  17.9669  
31    -16.63151 -26.90920 -50.53340  -0.18585   1.41014 -13.47220     (-50.348,-1.224) (-13.997,-0.186) (-27.095,-10.838) 14.613  22.713  21.091  18.4007  
32    -16.91933 -26.55521 -50.53340  -0.21894   1.37705 -13.40602     (-50.314,-1.158) (-14.384,-0.219) (-26.774,-10.871) 15.1211  23.4456  21.8558  18.8383  
33    -17.20716 -26.20121 -50.53340  -0.25203   1.34396 -13.33984     (-50.281,-1.092) (-14.771,-0.252) (-26.453,-10.904) 15.6295  24.1783  22.621  19.2795  
34    -17.49498 -25.84721 -50.53340  -0.28512   1.31087 -13.27366     (-50.248,-1.026) (-15.158,-0.285) (-26.132,-10.937) 16.1379  24.911  23.3865  19.7241  
35    -17.78280 -25.49321 -50.53340  -0.31821   1.27778 -13.20749     (-50.215,-0.960) (-15.545,-0.318) (-25.811,-10.970) 16.6465  25.6437  24.1328  20.1717  
36    -18.07062 -25.13921 -50.53340  -0.35130   1.24469 -13.14131     (-50.182,-0.893) (-15.933,-0.351) (-25.491,-11.003) 17.1551  26.3763  24.8551  20.6223  
37    -18.35844 -24.78521 -50.53340  -0.38439   1.21161 -13.07513     (-50.149,-0.827) (-16.320,-0.384) (-25.170,-11.036) 17.6639  27.109  25.5782  21.0756  
38    -18.64626 -24.43121 -50.53340  -0.41748   1.17852 -13.00895     (-50.116,-0.761) (-16.707,-0.417) (-24.849,-11.069) 18.1728  27.8417  26.3019  21.5314  
39    -18.93409 -24.07721 -50.53340  -0.45056   1.14543 -12.94278     (-50.083,-0.695) (-17.094,-0.451) (-24.528,-11.102) 18.6817  28.5744  27.0262  21.9897  
40    -19.22191 -23.72321 -50.53340  -0.48365   1.11234 -12.87660     (-50.050,-0.629) (-17.481,-0.484) (-24.207,-11.136) 19.1907  29.3071  27.7512  22.4502  
41    -19.50973 -23.36921 -50.53340  -0.51674   1.07925 -12.81042     (-50.017,-0.563) (-17.868,-0.517) (-23.886,-11.169) 19.6998  30.0397  28.4767  22.9128  
42    -19.79755 -23.01521 -50.53340  -0.54983   1.04616 -12.74424     (-49.984,-0.496) (-18.255,-0.550) (-23.565,-11.202) 20.209  30.7724  29.2028  23.3774  
43    -20.08537 -22.66121 -50.53340  -0.58292   1.01307 -12.67807     (-49.950,-0.430) (-18.642,-0.583) (-23.244,-11.235) 20.7182  31.5051  29.9295  23.8438  
44    -20.37319 -22.30722 -50.53340  -0.61601   0.97998 -12.61189     (-49.917,-0.364) (-19.029,-0.616) (-22.923,-11.268) 21.2275  32.2378  30.6566  24.3121  
45    -20.66102 -21.95322 -50.53340  -0.64910   0.94690 -12.54571     (-49.884,-0.298) (-19.416,-0.649) (-22.602,-11.301) 21.7368  32.9704  31.3843  24.782  
46    -20.94884 -21.59922 -50.53340  -0.68219   0.91381 -12.47953     (-49.851,-0.232) (-19.803,-0.682) (-22.281,-11.334) 22.2462  33.7031  32.1126  25.2534  
47    -21.23666 -21.24522 -50.53340  -0.71527   0.88072 -12.41336     (-49.818,-0.165) (-20.190,-0.715) (-21.960,-11.367) 22.7556  34.4358  32.8413  25.7264  
48    -21.52448 -20.89122 -50.53340  -0.74836   0.84763 -12.34718     (-49.785,-0.099) (-20.578,-0.748) (-21.640,-11.400) 23.265  35.1685  33.5705  26.2008  
49    -21.81230 -20.53722 -50.53340  -0.78145   0.81454 -12.28100     (-49.752,-0.033) (-20.965,-0.781) (-21.319,-11.433) 23.7745  35.9011  34.3002  26.6764  
50    -22.10012 -20.18322 -50.53340  -0.81454   0.78145 -12.21482     (-49.752,-0.033) (-20.965,-0.781) (-21.319,-11.433) 23.7745  35.9011  34.3002  26.6764  
51    -22.38795 -19.82922 -50.53340  -0.84763   0.74836 -12.14865     (-49.785,-0.099) (-20.578,-0.748) (-21.640,-11.400) 23.265  35.1685  33.5705  26.2008  
52    -22.67577 -19.47522 -50.53340  -0.88072   0.71527 -12.08247     (-49.818,-0.165) (-20.190,-0.715) (-21.960,-11.367) 22.7556  34.4358  32.8413  25.7264  
53    -22.96359 -19.12122 -50.53340  -0.91381   0.68219 -12.01629     (-49.851,-0.232) (-19.803,-0.682) (-22.281,-11.334) 22.2462  33.7031  32.1126  25.2534  
54    -23.25141 -18.76722 -50.53340  -0.94690   0.64910 -11.95011     (-49.884,-0.298) (-19.416,-0.649) (-22.602,-11.301) 21.7368  32.9704  31.3843  24.782  
55    -23.53923 -18.41323 -50.53340  -0.97998   0.61601 -11.88394     (-49.917,-0.364) (-19.029,-0.616) (-22.923,-11.268) 21.2275  32.2378  30.6566  24.3121  
56    -23.82705 -18.05923 -50.53340  -1.01307   0.58292 -11.81776     (-49.950,-0.430) (-18.642,-0.583) (-23.244,-11.235) 20.7182  31.5051  29.9295  23.8438  
57    -24.11487 -17.70523 -50.53340  -1.04616   0.54983 -11.75158     (-49.984,-0.496) (-18.255,-0.550) (-23.565,-11.202) 20.209  30.7724  29.2028  23.3774  
58    -24.40270 -17.35123 -50.53340  -1.07925   0.51674 -11.68540     (-50.017,-0.563) (-17.868,-0.517) (-23.886,-11.169) 19.6998  30.0397  28.4767  22.9128  
