PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_36_20.2_18.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0    -24.44983 -10.35129  18.46115 -28.07716 -31.58194  -7.54881     (-14.099,-8.110) (-10.351,-5.011) (-1.506,-17.900)      0  0  0  0  
1    -24.34527 -10.35129  18.25946 -27.87547 -31.31355  -7.65337     (-13.994,-7.908) (-10.351,-5.146) (-1.708,-18.005)      0.348488  0.673518  0.528517  0.348488  
2    -24.24071 -10.35129  18.05777 -27.67378 -31.04515  -7.75793     (-13.889,-7.706) (-10.351,-5.281) (-1.910,-18.109)      0.696976  1.34704  1.05703  0.696976  
3    -24.13615 -10.35129  17.85608 -27.47209 -30.77676  -7.86249     (-13.785,-7.505) (-10.351,-5.416) (-2.111,-18.214)      1.04546  2.02056  1.58555  1.04546  
4    -24.03159 -10.35129  17.65439 -27.27040 -30.50837  -7.96705     (-13.680,-7.303) (-10.351,-5.551) (-2.313,-18.318)      1.39395  2.69407  2.11407  1.39395  
5    -23.92703 -10.35129  17.45270 -27.06871 -30.23997  -8.07161     (-13.576,-7.101) (-10.351,-5.686) (-2.515,-18.423)      1.74244  3.36759  2.64258  1.74244  
6    -23.82248 -10.35129  17.25101 -26.86702 -29.97158  -8.17616     (-13.471,-6.900) (-10.351,-5.821) (-2.716,-18.527)      2.09093  4.04111  3.1711  2.09093  
7    -23.71792 -10.35129  17.04932 -26.66533 -29.70318  -8.28072     (-13.367,-6.698) (-10.351,-5.956) (-2.918,-18.632)      2.43942  4.71463  3.69962  2.43942  
8    -23.61336 -10.35129  16.84763 -26.46364 -29.43479  -8.38528     (-13.262,-6.496) (-10.351,-6.091) (-3.120,-18.737)      2.7879  5.38815  4.22814  2.7879  
9    -23.50880 -10.35129  16.64594 -26.26195 -29.16640  -8.48984     (-13.158,-6.295) (-10.351,-6.226) (-3.321,-18.841)      3.13639  6.06167  4.75665  3.13639  
10    -23.40424 -10.35129  16.44425 -26.06026 -28.89800  -8.59440     (-13.053,-6.093) (-10.351,-6.361) (-3.523,-18.946)      3.48488  6.52479  5.28517  3.48488  
11    -23.29968 -10.35129  16.24256 -25.85857 -28.62961  -8.69896     (-12.948,-5.891) (-10.351,-6.496) (-3.725,-19.050)      3.83337  6.63727  5.81369  3.83337  
12    -23.19512 -10.35129  16.04087 -25.65688 -28.36121  -8.80352     (-12.844,-5.690) (-10.351,-6.631) (-3.926,-19.155)      4.18186  6.81477  6.3422  4.18186  
13    -23.09057 -10.35129  15.83918 -25.45519 -28.09282  -8.90807     (-12.739,-5.488) (-10.351,-6.766) (-4.128,-19.259)      4.53034  7.05239  6.87072  4.53034  
14    -22.98601 -10.35129  15.63749 -25.25350 -27.82443  -9.01263     (-12.635,-5.286) (-10.351,-6.901) (-4.330,-19.364)      4.87883  7.34428  7.39924  4.87883  
15    -22.88145 -10.35129  15.43580 -25.05181 -27.55603  -9.11719     (-12.530,-5.085) (-10.351,-7.036) (-4.532,-19.468)      5.22732  7.68427  7.92775  5.22732  
16    -22.77689 -10.35129  15.23411 -24.85012 -27.28764  -9.22175     (-12.426,-4.883) (-10.351,-7.171) (-4.733,-19.573)      5.57581  8.06627  8.45627  5.57581  
17    -22.67233 -10.35129  15.03242 -24.64843 -27.01924  -9.32631     (-12.321,-4.681) (-10.351,-7.306) (-4.935,-19.678)      5.79593  8.48462  8.81575  5.79593  
18    -22.56777 -10.35129  14.83073 -24.44674 -26.75085  -9.43087     (-12.216,-4.479) (-10.351,-7.441) (-5.137,-19.782)      5.9138  8.9342  9.04176  5.9138  
19    -22.46322 -10.35129  14.62904 -24.24505 -26.48246  -9.53542     (-12.112,-4.278) (-10.351,-7.576) (-5.338,-19.887)      6.04948  9.41055  9.29237  6.04948  
20    -22.35866 -10.35129  14.42735 -24.04336 -26.21406  -9.63998     (-12.007,-4.076) (-10.351,-7.711) (-5.540,-19.991)      6.2018  9.90981  9.56564  6.2018  
21    -22.25410 -10.35129  14.22566 -23.84167 -25.94567  -9.74454     (-11.903,-3.874) (-10.351,-7.846) (-5.742,-20.096)      6.36955  10.4287  9.85969  6.36955  
22    -22.14954 -10.35129  14.02397 -23.63998 -25.67727  -9.84910     (-11.798,-3.673) (-10.351,-7.981) (-5.943,-20.200)      6.55156  10.9644  10.1727  6.55156  
23    -22.04498 -10.35129  13.82228 -23.43829 -25.40888  -9.95366     (-11.694,-3.471) (-10.351,-8.116) (-6.145,-20.305)      6.74668  11.5146  10.503  6.74668  
24    -21.94042 -10.35129  13.62059 -23.23660 -25.14049 -10.05822     (-11.589,-3.269) (-10.351,-8.251) (-6.347,-20.410)      6.9538  12.0773  10.849  6.9538  
25    -21.83586 -10.35129  13.41890 -23.03491 -24.87209 -10.16278     (-11.485,-3.068) (-10.351,-8.386) (-6.548,-20.514)      7.17187  12.6508  11.2093  7.17187  
26    -21.73131 -10.35129  13.21721 -22.83322 -24.60370 -10.26733     (-11.380,-2.866) (-10.351,-8.521) (-6.750,-20.619)      7.39994  13.2337  11.5825  7.39994  
27    -21.62675 -10.35129  13.01552 -22.63153 -24.33530 -10.37189     (-11.275,-2.664) (-10.351,-8.656) (-6.952,-20.723)      7.63711  13.6011  11.9673  7.63711  
28    -21.52219 -10.35129  12.81383 -22.42984 -24.06691 -10.47645     (-11.171,-2.463) (-10.351,-8.791) (-7.153,-20.828)      7.88255  13.6487  12.3628  7.88255  
29    -21.41763 -10.35129  12.61214 -22.22815 -23.79852 -10.58101     (-11.066,-2.261) (-10.351,-8.926) (-7.355,-20.932)      8.13551  13.7293  12.768  8.13551  
30    -21.31307 -10.35129  12.41045 -22.02646 -23.53012 -10.68557     (-10.962,-2.059) (-10.351,-9.061) (-7.557,-21.037)      8.39532  13.8423  13.1818  8.39532  
31    -21.20851 -10.35129  12.20876 -21.82477 -23.26173 -10.79013     (-10.857,-1.857) (-10.351,-9.196) (-7.759,-21.141)      8.66137  13.9868  13.6037  8.66137  
32    -21.10395 -10.35129  12.00707 -21.62308 -22.99333 -10.89469     (-10.753,-1.656) (-10.351,-9.330) (-7.960,-21.246)      8.93308  14.1618  14.0327  8.93308  
33    -20.99940 -10.35129  11.80538 -21.42139 -22.72494 -10.99924     (-10.648,-1.454) (-10.351,-9.465) (-8.162,-21.351)      9.20997  14.3664  14.4683  9.20997  
34    -20.89484 -10.35129  11.60369 -21.21970 -22.45655 -11.10380     (-10.544,-1.252) (-10.351,-9.600) (-8.364,-21.455)      9.49158  14.5992  14.91  9.49158  
35    -20.79028 -10.35129  11.40200 -21.01801 -22.18815 -11.20836     (-10.439,-1.051) (-10.351,-9.735) (-8.565,-21.560)      9.77749  14.8588  15.3571  9.77749  
36    -20.68572 -10.35129  11.20031 -20.81632 -21.91976 -11.31292     (-10.334,-0.849) (-10.351,-9.870) (-8.767,-21.664)      10.0674  15.1441  15.8093  10.0674  
37    -20.58116 -10.35129  10.99862 -20.61463 -21.65136 -11.41748     (-10.230,-0.647) (-10.351,-10.005) (-8.969,-21.769)      10.3608  15.4534  16.266  10.3608  
38    -20.47660 -10.35129  10.79693 -20.41294 -21.38297 -11.52204     (-10.125,-0.446) (-10.351,-10.140) (-9.170,-21.873)      10.6576  15.7595  16.727  10.6576  
39    -20.37204 -10.35129  10.59524 -20.21125 -21.11458 -11.62660     (-10.021,-0.244) (-10.351,-10.275) (-9.372,-21.978)      10.9574  15.4584  17.1919  10.9574  
40    -20.26749 -10.35129  10.39355 -20.00956 -20.84618 -11.73115     (-9.916,-0.042) (-10.351,-10.410) (-9.574,-22.082)      11.2601  15.1759  17.6603  11.2601  
41    -20.16293 -10.35129  10.19186 -19.80787 -20.57779 -11.83571     (-9.971,-0.159) (-9.616,-10.386) (-10.192,-22.028)      11.4073  15.9304  17.9684  11.4953  
42    -20.05837 -10.35129   9.99017 -19.60618 -20.30939 -11.94027     (-10.068,-0.361) (-9.616,-10.319) (-9.990,-21.930)      11.5201  15.9772  18.0596  11.6145  
43    -19.95381 -10.35129   9.78848 -19.40449 -20.04100 -12.04483     (-10.165,-0.563) (-9.616,-10.253) (-9.788,-21.833)      11.3389  15.6244  17.6661  11.3389  
