Fol_2018-05-06.17_17_45.1_17.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
10      4.14549 -44.49128 -41.58422  -1.28708  -8.10415  -6.85349     (-4.145,-5.433) (-40.346,-37.439) (-3.959,-2.708) 6.0013  16.782  9.80109  48.3498  
11      4.04867 -44.00264 -41.12419  -1.76276  -8.46735  -6.80831     (-4.049,-5.811) (-39.954,-37.076) (-4.419,-2.760) 6.54034  17.457  10.4559  47.8654  
12      3.95184 -43.51401 -40.66416  -2.23844  -8.83055  -6.76314     (-3.952,-6.190) (-39.562,-36.712) (-4.879,-2.811) 7.13034  18.1777  11.2038  47.3899  
13      3.85501 -43.02537 -40.20413  -2.71411  -9.19375  -6.71797     (-3.855,-6.569) (-39.170,-36.349) (-5.339,-2.863) 7.75969  18.9402  12.0245  46.9234  
14      3.75819 -42.53673 -39.74410  -3.18979  -9.55695  -6.67279     (-3.758,-6.948) (-38.779,-35.986) (-5.799,-2.915) 8.41957  19.7405  12.897  46.4664  
15      3.66136 -42.04809 -39.28407  -3.66547  -9.92015  -6.62762     (-3.661,-7.327) (-38.387,-35.623) (-6.259,-2.966) 9.10333  20.5748  13.8081  46.0189  
16      3.56453 -41.55945 -38.82404  -4.14114 -10.28336  -6.58245     (-3.565,-7.706) (-37.995,-35.260) (-6.719,-3.018) 9.80599  21.4397  14.756  45.5814  
17      3.46770 -41.07081 -38.36401  -4.61682 -10.64656  -6.53728     (-3.468,-8.085) (-37.603,-34.896) (-7.179,-3.070) 10.5238  22.3318  15.7331  45.1541  
18      3.37088 -40.58217 -37.90399  -5.09249 -11.00976  -6.49210     (-3.371,-8.463) (-37.211,-34.533) (-7.639,-3.121) 11.2537  23.2483  16.7339  44.7373  
19      3.27405 -40.09354 -37.44396  -5.56817 -11.37296  -6.44693     (-3.274,-8.842) (-36.819,-34.170) (-8.099,-3.173) 11.9937  24.1866  17.7538  44.3313  
20      3.17722 -39.60490 -36.98393  -6.04385 -11.73616  -6.40176     (-3.177,-9.221) (-36.428,-33.807) (-8.559,-3.225) 12.7419  25.1445  18.7896  43.9364  
21      3.08039 -39.11626 -36.52390  -6.51952 -12.09937  -6.35658     (-3.080,-9.600) (-36.036,-33.444) (-9.019,-3.276) 13.497  26.1198  19.8385  43.5529  
22      2.98357 -38.62762 -36.06387  -6.99520 -12.46257  -6.31141     (-2.984,-9.979) (-35.644,-33.080) (-9.479,-3.328) 14.2579  27.0904  20.8985  43.1811  
23      2.88674 -38.13898 -35.60384  -7.47087 -12.82577  -6.26624     (-2.887,-10.358) (-35.252,-32.717) (-9.939,-3.379) 15.0237  28.0715  21.9468  42.8214  
24      2.78991 -37.65034 -35.14381  -7.94655 -13.18897  -6.22106     (-2.790,-10.736) (-34.860,-32.354) (-10.399,-3.431) 15.7937  29.0674  22.9965  42.4739  
25      2.69309 -37.16170 -34.68378  -8.42223 -13.55217  -6.17589     (-2.693,-11.115) (-34.469,-31.991) (-10.859,-3.483) 16.5673  30.0767  24.0552  42.1391  
26      2.59626 -36.67307 -34.22375  -8.89790 -13.91537  -6.13072     (-2.596,-11.494) (-34.077,-31.627) (-11.319,-3.534) 17.344  31.0981  25.1218  41.8172  
27      2.49943 -36.18443 -33.76372  -9.37358 -14.27858  -6.08555     (-2.499,-11.873) (-33.685,-31.264) (-11.779,-3.586) 18.1234  32.1304  26.1953  41.5086  
28      2.40260 -35.69579 -33.30370  -9.84926 -14.64178  -6.04037     (-2.403,-12.252) (-33.293,-30.901) (-12.239,-3.638) 18.9053  33.1726  27.2748  41.2135  
29      2.30578 -35.20715 -32.84367 -10.32493 -15.00498  -5.99520     (-2.306,-12.631) (-32.901,-30.538) (-12.699,-3.689) 19.6892  34.2238  28.3587  40.857  
30      2.20895 -34.71851 -32.38364 -10.80061 -15.36818  -5.95003     (-2.209,-13.010) (-32.510,-30.175) (-13.159,-3.741) 20.475  35.2832  29.4474  40.5127  
31      2.11212 -34.22987 -31.92361 -11.27628 -15.73138  -5.90485     (-2.112,-13.388) (-32.118,-29.811) (-13.619,-3.793) 21.2624  36.3501  30.5402  40.1817  
32      2.01530 -33.74123 -31.46358 -11.75196 -16.09458  -5.85968     (-2.015,-13.767) (-31.726,-29.448) (-14.079,-3.844) 22.0513  37.4238  31.6367  39.8643  
33      1.91847 -33.25260 -31.00355 -12.22764 -16.45779  -5.81451     (-1.918,-14.146) (-31.334,-29.085) (-14.539,-3.896) 22.8416  38.5038  32.7366  39.5609  
34      1.82164 -32.76396 -30.54352 -12.70331 -16.82099  -5.76933     (-1.822,-14.525) (-30.942,-28.722) (-14.999,-3.948) 23.633  38.7657  33.8395  39.2718  
35      1.72481 -32.27532 -30.08349 -13.17899 -17.18419  -5.72416     (-1.725,-14.904) (-30.551,-28.359) (-15.459,-3.999) 24.4255  38.6633  34.9452  38.9972  
36      1.62799 -31.78668 -29.62346 -13.65466 -17.54739  -5.67899     (-1.628,-15.283) (-30.159,-27.995) (-15.919,-4.051) 25.219  38.6639  36.0535  38.7376  
37      1.53116 -31.29804 -29.16344 -14.13034 -17.91059  -5.63382     (-1.531,-15.662) (-29.767,-27.632) (-16.379,-4.103) 26.008  38.6731  37.1641  38.4931  
38      1.43433 -30.80940 -28.70341 -14.60602 -18.27380  -5.58864     (-1.434,-16.040) (-29.375,-27.269) (-16.839,-4.154) 26.7917  38.6842  38.2768  38.2642  
39      1.33750 -30.32076 -28.24338 -15.08169 -18.63700  -5.54347     (-1.338,-16.419) (-28.983,-26.906) (-17.299,-4.206) 27.5768  38.7213  39.3915  38.051  
40      1.24068 -29.83213 -27.78335 -15.55737 -19.00020  -5.49830     (-1.241,-16.798) (-28.591,-26.543) (-17.760,-4.258) 28.3632  38.7984  40.5081  37.8539  
41      1.14385 -29.34349 -27.32332 -16.03305 -19.36340  -5.45312     (-1.144,-17.177) (-28.200,-26.179) (-18.220,-4.309) 29.1508  38.9153  41.626  37.6731  
42      1.04702 -28.85485 -26.86329 -16.50872 -19.72660  -5.40795     (-1.047,-17.556) (-27.808,-25.816) (-18.680,-4.361) 29.9395  39.0715  42.7036  37.5088  
43      0.95020 -28.36621 -26.40326 -16.98440 -20.08980  -5.36278     (-0.950,-17.935) (-27.416,-25.453) (-19.140,-4.413) 30.7291  39.2666  43.7886  37.3613  
44      0.85337 -27.87757 -25.94323 -17.46007 -20.45301  -5.31760     (-0.853,-18.313) (-27.024,-25.090) (-19.600,-4.464) 31.5197  39.5001  44.8804  37.2307  
45      0.75654 -27.38893 -25.48320 -17.93575 -20.81621  -5.27243     (-0.757,-18.692) (-26.632,-24.727) (-20.060,-4.516) 32.3111  39.7711  45.9785  37.1172  
46      0.65971 -26.90029 -25.02317 -18.41143 -21.17941  -5.22726     (-0.660,-19.071) (-26.241,-24.363) (-20.520,-4.568) 33.1033  40.0791  47.0825  37.021  
47      0.56289 -26.41166 -24.56315 -18.88710 -21.54261  -5.18209     (-0.563,-19.450) (-25.849,-24.000) (-20.980,-4.619) 33.8963  40.423  48.1921  36.9423  
48      0.46606 -25.92302 -24.10312 -19.36278 -21.90581  -5.13691     (-0.466,-19.829) (-25.457,-23.637) (-21.440,-4.671) 34.6899  40.8021  49.307  36.881  
49      0.36923 -25.43438 -23.64309 -19.83846 -22.26901  -5.09174     (-0.369,-20.208) (-25.065,-23.274) (-21.900,-4.723) 35.4842  41.2152  50.3844  36.8374  
50      0.27241 -24.94574 -23.18306 -20.31413 -22.63222  -5.04657     (-0.272,-20.587) (-24.673,-22.911) (-22.360,-4.774) 36.2791  41.6615  51.4528  36.8115  
51      0.17558 -24.45710 -22.72303 -20.78981 -22.99542  -5.00139     (-0.176,-20.965) (-24.282,-22.547) (-22.820,-4.826) 36.8033  41.7595  52.1789  36.8033  
52      0.07875 -23.96846 -22.26300 -21.26548 -23.35862  -4.95622     (-0.079,-21.344) (-23.890,-22.184) (-23.280,-4.877) 36.8128  40.8035  52.1963  36.8128  
53     -0.01808 -23.47982 -21.80297 -21.74116 -23.72182  -4.91105     (-0.018,-21.741) (-23.480,-23.722) (-21.803,-4.911) 36.836  39.8136  52.282  38.6831  
54     -0.11490 -22.99119 -21.34294 -22.21684 -24.08502  -4.86587     (-0.115,-22.217) (-22.991,-24.085) (-21.343,-4.866) 36.9004  39.1012  52.584  38.5981  
55     -0.21173 -22.50255 -20.88291 -22.69251 -24.44823  -4.82070     (-0.212,-22.693) (-22.503,-24.448) (-20.883,-4.821) 36.9868  38.2397  52.8184  37.7043  
56     -0.30856 -22.01391 -20.42288 -23.16819 -24.81143  -4.77553     (-0.309,-23.168) (-22.014,-24.811) (-20.423,-4.776) 36.811  37.3834  52.1786  36.811  
57     -0.40539 -21.52527 -19.96286 -23.64386 -25.17463  -4.73036     (-0.405,-23.644) (-21.525,-25.175) (-19.963,-4.730) 35.9184  36.5325  50.9136  35.9184  
58     -0.50221 -21.03663 -19.50283 -24.11954 -25.53783  -4.68518     (-0.502,-24.120) (-21.037,-25.538) (-19.503,-4.685) 35.0265  35.6876  49.6495  35.0265  
59     -0.59904 -20.54799 -19.04280 -24.59522 -25.90103  -4.64001     (-0.599,-24.595) (-20.548,-25.901) (-19.043,-4.640) 34.1353  34.849  48.3865  34.1353  
60     -0.69587 -20.05935 -18.58277 -25.07089 -26.26423  -4.59484     (-0.696,-25.071) (-20.059,-26.264) (-18.583,-4.595) 33.2448  34.0173  47.1245  33.2448  
61     -0.79269 -19.57072 -18.12274 -25.54657 -26.62744  -4.54966     (-0.793,-25.547) (-19.571,-26.627) (-18.123,-4.550) 32.3552  33.1928  45.8637  32.3552  
62     -0.88952 -19.08208 -17.66271 -26.02225 -26.99064  -4.50449     (-0.890,-26.022) (-19.082,-26.991) (-17.663,-4.504) 31.4665  32.3763  44.6042  31.4665  
63     -0.98635 -18.59344 -17.20268 -26.49792 -27.35384  -4.45932     (-0.986,-26.498) (-18.593,-27.354) (-17.203,-4.459) 30.5788  31.5683  43.3461  30.5788  
64     -1.08318 -18.10480 -16.74265 -26.97360 -27.71704  -4.41414     (-1.083,-26.974) (-18.105,-27.717) (-16.743,-4.414) 29.6922  30.7695  42.0896  29.6922  
65     -1.18000 -17.61616 -16.28262 -27.44927 -28.08024  -4.36897     (-1.180,-27.449) (-17.616,-28.080) (-16.283,-4.369) 28.8067  29.9363  40.8346  28.8067  
66     -1.27683 -17.12752 -15.82259 -27.92495 -28.44344  -4.32380     (-1.277,-27.925) (-17.128,-28.443) (-15.823,-4.324) 27.9225  29.0845  39.5815  27.9225  
67     -1.37366 -16.63888 -15.36257 -28.40063 -28.80665  -4.27863     (-1.374,-28.401) (-16.639,-28.807) (-15.363,-4.279) 27.0398  28.2403  38.3304  27.0398  
68     -1.47048 -16.15025 -14.90254 -28.87630 -29.16985  -4.23345     (-1.470,-28.876) (-16.150,-29.170) (-14.903,-4.233) 26.1586  27.4041  37.0815  26.1586  
69     -1.56731 -15.66161 -14.44251 -29.35198 -29.53305  -4.18828     (-1.567,-29.352) (-15.662,-29.533) (-14.443,-4.188) 25.2791  26.5769  35.835  25.2791  
70     -1.66414 -15.17297 -13.98248 -29.82765 -29.89625  -4.14311     (-1.664,-29.828) (-15.173,-29.896) (-13.982,-4.143) 24.4015  25.7595  34.5912  24.4015  
71     -1.76097 -14.68433 -13.52245 -30.30333 -30.25945  -4.09793     (-1.761,-30.303) (-14.684,-30.259) (-13.522,-4.098) 23.5201  24.9528  33.3504  23.5261  
72     -1.85779 -14.19569 -13.06242 -30.77901 -30.62266  -4.05276     (-1.858,-30.779) (-14.196,-30.623) (-13.062,-4.053) 22.6309  24.158  32.1129  22.653  
73     -1.95462 -13.70705 -12.60239 -31.25468 -30.98586  -4.00759     (-1.955,-31.255) (-13.707,-30.986) (-12.602,-4.008) 21.7431  23.3763  30.8792  21.7825  
74     -2.05145 -13.21841 -12.14236 -31.73036 -31.34906  -3.96241     (-2.051,-31.730) (-13.218,-31.349) (-12.142,-3.962) 20.8568  22.6091  29.6497  20.9151  
75     -2.14827 -12.72978 -11.68233 -32.20604 -31.71226  -3.91724     (-2.148,-32.206) (-12.730,-31.712) (-11.682,-3.917) 19.9722  21.858  28.4249  20.051  
76     -2.24510 -12.24114 -11.22230 -32.68171 -32.07546  -3.87207     (-2.245,-32.682) (-12.241,-32.075) (-11.222,-3.872) 19.0895  21.1246  27.2055  19.1907  
77     -2.34193 -11.75250 -10.76228 -33.15739 -32.43866  -3.82690     (-2.342,-33.157) (-11.752,-32.439) (-10.762,-3.827) 18.2092  20.4111  25.9923  18.3348  
78     -2.43876 -11.26386 -10.30225 -33.63306 -32.80187  -3.78172     (-2.439,-33.633) (-11.264,-32.802) (-10.302,-3.782) 17.3314  19.7194  24.7861  17.4839  
79     -2.53558 -10.77522  -9.84222 -34.10874 -33.16507  -3.73655     (-2.536,-34.109) (-10.775,-33.165) (-9.842,-3.737) 16.4566  19.0522  23.5881  16.6387  
80     -2.63241 -10.28658  -9.38219 -34.58442 -33.52827  -3.69138     (-2.632,-34.584) (-10.287,-33.528) (-9.382,-3.691) 15.5853  18.4122  22.3995  15.8002  
81     -2.72924  -9.79794  -8.92216 -35.06009 -33.89147  -3.64620     (-2.729,-35.060) (-9.798,-33.891) (-8.922,-3.646) 14.7182  17.8022  21.2219  14.9696  
82     -2.82607  -9.30931  -8.46213 -35.53577 -34.25467  -3.60103     (-2.826,-35.536) (-9.309,-34.255) (-8.462,-3.601) 13.856  17.2257  20.0573  14.1482  
83     -2.92289  -8.82067  -8.00210 -36.01145 -34.61788  -3.55586     (-2.923,-36.011) (-8.821,-34.618) (-8.002,-3.556) 12.9997  16.6861  18.908  13.3376  
84     -3.01972  -8.33203  -7.54207 -36.48712 -34.98108  -3.51068     (-3.020,-36.487) (-8.332,-34.981) (-7.542,-3.511) 12.1505  16.1873  17.7771  12.54  
85     -3.11655  -7.84339  -7.08204 -36.96280 -35.34428  -3.46551     (-3.117,-36.963) (-7.843,-35.344) (-7.082,-3.466) 11.3101  15.7333  16.6683  11.7581  
86     -3.21337  -7.35475  -6.62201 -37.43847 -35.70748  -3.42034     (-3.213,-37.438) (-7.355,-35.707) (-6.622,-3.420) 10.4805  15.3282  15.5863  10.9952  
87     -3.31020  -6.86611  -6.16199 -37.91415 -36.07068  -3.37517     (-3.310,-37.914) (-6.866,-36.071) (-6.162,-3.375) 9.66454  14.9761  14.5371  10.2556  
88     -3.40703  -6.37747  -5.70196 -38.38983 -36.43388  -3.32999     (-3.407,-38.390) (-6.377,-36.434) (-5.702,-3.330) 8.86602  14.4439  13.5282  9.5445  
89     -3.50386  -5.88884  -5.24193 -38.86550 -36.79709  -3.28482     (-3.504,-38.866) (-5.889,-36.797) (-5.242,-3.285) 8.09007  13.3351  12.5695  8.86898  
90     -3.60068  -5.40020  -4.78190 -39.34118 -37.16029  -3.23965     (-3.601,-39.341) (-5.400,-37.160) (-4.782,-3.240) 7.34384  12.1944  11.5493  8.14982  
91     -3.69751  -4.91156  -4.32187 -39.81685 -37.52349  -3.19447     (-3.698,-39.817) (-4.912,-37.523) (-4.322,-3.194) 6.63739  11.1415  10.2661  7.24428  
92     -3.79434  -4.42292  -3.86184 -40.29253 -37.88669  -3.14930     (-3.794,-40.293) (-4.423,-37.887) (-3.862,-3.149) 5.98479  10.2044  8.98279  6.33875  
93     -3.89116  -3.93428  -3.40181 -40.76821 -38.24989  -3.10413     (-3.891,-40.768) (-3.934,-38.250) (-3.402,-3.104) 5.40561  9.17659  7.69954  5.43321  
94     -3.98799  -3.44564  -2.94178 -41.24388 -38.61309  -3.05895     (-3.988,-41.244) (-3.446,-38.613) (-2.942,-3.059) 4.52768  7.68821  6.41628  4.52768  
95     -4.08482  -2.95700  -2.48175 -41.71956 -38.97630  -3.01378     (-4.085,-41.720) (-2.957,-38.976) (-2.482,-3.014) 3.62214  6.20605  5.13303  3.62214  
96     -4.18165  -2.46837  -2.02173 -42.19524 -39.33950  -2.96861     (-4.182,-42.195) (-2.468,-39.339) (-2.022,-2.969) 2.71661  4.73592  3.84977  2.71661  
97     -4.27847  -1.97973  -1.56170 -42.67091 -39.70270  -2.92344     (-4.278,-42.671) (-1.980,-39.703) (-1.562,-2.923) 1.81107  3.29399  2.56651  1.81107  
98     -4.37530  -1.49109  -1.10167 -43.14659 -40.06590  -2.87826     (-4.375,-43.147) (-1.491,-40.066) (-1.102,-2.878) 0.905535  1.94265  1.28326  0.905535  
99     -4.47213  -1.00245  -0.64164 -43.62226 -40.42910  -2.83309     (-4.472,-43.622) (-1.002,-40.429) (-0.642,-2.833) 0  5.50384e-14  0  0  
