Fol_2018-05-14.12_53_45.14_13.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -41.01840 -23.87956 -12.73715 -19.41158 -14.90448  19.91807     (-3.864,-1.052) (-12.970,-5.014) (-5.520,-25.537) 23.2681  23.2681  
1    -40.98121 -23.86864 -12.72993 -19.39320 -14.89458  19.87257     (-3.980,-0.982) (-13.208,-4.978) (-5.457,-25.661) 23.241  23.241  
2    -40.94402 -23.85772 -12.72271 -19.37482 -14.88468  19.82707     (-4.095,-0.912) (-13.447,-4.942) (-5.395,-25.784) 23.2141  23.2141  
3    -40.90683 -23.84680 -12.71548 -19.35645 -14.87478  19.78157     (-4.211,-0.842) (-13.685,-4.907) (-5.332,-25.907) 23.1874  23.1874  
4    -40.86964 -23.83588 -12.70826 -19.33807 -14.86488  19.73607     (-4.327,-0.771) (-13.924,-4.871) (-5.269,-26.030) 23.161  23.161  
5    -40.83245 -23.82496 -12.70103 -19.31969 -14.85498  19.69057     (-4.442,-0.701) (-14.162,-4.836) (-5.206,-26.154) 23.1347  23.1347  
6    -40.79525 -23.81404 -12.69381 -19.30131 -14.84508  19.64506     (-4.558,-0.631) (-14.401,-4.800) (-5.144,-26.277) 23.1087  23.1087  
7    -40.75806 -23.80312 -12.68658 -19.28294 -14.83518  19.59956     (-4.673,-0.561) (-14.639,-4.764) (-5.081,-26.400) 23.083  23.083  
8    -40.72087 -23.79219 -12.67936 -19.26456 -14.82528  19.55406     (-4.789,-0.491) (-14.878,-4.729) (-5.018,-26.523) 23.0574  23.0574  
9    -40.68368 -23.78127 -12.67214 -19.24618 -14.81537  19.50856     (-4.904,-0.420) (-15.116,-4.693) (-4.956,-26.647) 23.0321  23.0321  
10    -40.64649 -23.77035 -12.66491 -19.22780 -14.80547  19.46306     (-5.020,-0.350) (-15.355,-4.658) (-4.893,-26.770) 23.007  23.007  
11    -40.60930 -23.75943 -12.65769 -19.20942 -14.79557  19.41756     (-5.135,-0.280) (-15.593,-4.622) (-4.830,-26.893) 22.9821  22.9821  
