Fol_2018-05-14.17_24_02.1_43.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     13.01043 -50.73539 -48.55459   4.56973  -6.45009 -12.76183     (-6.450,-31.165) (-1.880,-28.984) (-6.560,-6.312) 0  0  
1     12.81386 -50.24191 -48.13040   4.20878  -6.67770 -12.69667     (-6.678,-31.292) (-2.469,-29.180) (-6.136,-6.019) 0.847762  0.847762  
2     12.61729 -49.74842 -47.70622   3.84783  -6.90531 -12.63152     (-6.905,-31.419) (-3.057,-29.377) (-5.712,-5.726) 1.69552  1.69552  
3     12.42072 -49.25494 -47.28204   3.48687  -7.13293 -12.56637     (-7.133,-31.546) (-3.646,-29.574) (-5.288,-5.433) 2.54329  2.54329  
4     12.22415 -48.76145 -46.85785   3.12592  -7.36054 -12.50122     (-7.361,-31.674) (-4.235,-29.770) (-4.864,-5.141) 3.39105  3.39105  
5     12.02758 -48.26797 -46.43367   2.76497  -7.58816 -12.43606     (-7.588,-31.801) (-4.823,-29.967) (-4.439,-4.848) 4.23881  4.23881  
6     11.83101 -47.77448 -46.00948   2.40401  -7.81577 -12.37091     (-7.816,-31.928) (-5.412,-30.163) (-4.015,-4.555) 5.08657  5.08657  
7     11.63444 -47.28100 -45.58530   2.04306  -8.04338 -12.30576     (-8.043,-32.056) (-6.000,-30.360) (-3.591,-4.262) 5.93433  5.93433  
8     11.43786 -46.78751 -45.16111   1.68211  -8.27100 -12.24061     (-8.271,-32.183) (-6.589,-30.556) (-3.167,-3.970) 6.78209  6.78209  
9     11.24129 -46.29402 -44.73693   1.32115  -8.49861 -12.17545     (-8.499,-32.310) (-7.177,-30.753) (-2.743,-3.677) 7.62986  7.62986  
10     11.04472 -45.80054 -44.31275   0.96020  -8.72622 -12.11030     (-8.726,-32.437) (-7.766,-30.950) (-2.319,-3.384) 8.47762  8.47762  
11     10.84815 -45.30705 -43.88856   0.59925  -8.95384 -12.04515     (-8.954,-32.565) (-8.355,-31.146) (-1.894,-3.091) 9.32538  9.32538  
12     10.65158 -44.81357 -43.46438   0.23830  -9.18145 -11.98000     (-9.181,-32.692) (-8.943,-31.343) (-1.470,-2.799) 10.1731  10.1731  
13     10.45501 -44.32008 -43.04019  -0.12266  -9.40906 -11.91484     (-9.409,-32.819) (-9.532,-31.539) (-1.046,-2.506) 11.0209  11.0209  
14     10.25844 -43.82660 -42.61601  -0.48361  -9.63668 -11.84969     (-9.637,-32.946) (-10.120,-31.736) (-0.622,-2.213) 11.8687  11.8687  
15     10.06187 -43.33311 -42.19182  -0.84456  -9.86429 -11.78454     (-9.864,-33.074) (-10.709,-31.932) (-0.198,-1.920) 12.6082  12.6082  
16      9.86530 -42.83963 -41.76764  -1.20552 -10.09190 -11.71939     (-9.865,-11.071) (-32.974,-31.902) (-0.227,-1.854) 12.9426  33.0893     glitch
17      9.66873 -42.34614 -41.34346  -1.56647 -10.31952 -11.65423     (-9.669,-11.235) (-32.677,-31.675) (-0.651,-1.986) 12.9683  32.6683  
18      9.47216 -41.85266 -40.91927  -1.92742 -10.54713 -11.58908     (-9.472,-11.400) (-32.381,-31.447) (-1.075,-2.117) 13.0248  32.2543  
19      9.27558 -41.35917 -40.49509  -2.28838 -10.77474 -11.52393     (-9.276,-11.564) (-32.084,-31.220) (-1.499,-2.248) 13.1118  31.8475  
20      9.07901 -40.86569 -40.07090  -2.64933 -11.00236 -11.45878     (-9.079,-11.728) (-31.787,-30.992) (-1.923,-2.380) 13.2288  31.4483  
21      8.88244 -40.37220 -39.64672  -3.01028 -11.22997 -11.39362     (-8.882,-11.893) (-31.490,-30.764) (-2.348,-2.511) 13.3748  31.0569  
22      8.68587 -39.87872 -39.22253  -3.37123 -11.45758 -11.32847     (-8.686,-12.057) (-31.193,-30.537) (-2.772,-2.643) 13.3189  30.6736  
23      8.48930 -39.38523 -38.79835  -3.73219 -11.68520 -11.26332     (-8.489,-12.221) (-30.896,-30.309) (-3.196,-2.774) 13.2535  30.2989  
24      8.29273 -38.89175 -38.37417  -4.09314 -11.91281 -11.19817     (-8.293,-12.386) (-30.599,-30.081) (-3.620,-2.905) 13.2183  29.9328  
25      8.09616 -38.39826 -37.94998  -4.45409 -12.14042 -11.13302     (-8.096,-12.550) (-30.302,-29.854) (-4.044,-3.037) 13.2135  29.5759  
26      7.89959 -37.90478 -37.52580  -4.81505 -12.36804 -11.06786     (-7.900,-12.715) (-30.005,-29.626) (-4.468,-3.168) 13.2392  29.2284  
27      7.70302 -37.41129 -37.10161  -5.17600 -12.59565 -11.00271     (-7.703,-12.879) (-29.708,-29.399) (-4.893,-3.300) 13.2952  28.8906  
28      7.50645 -36.91781 -36.67743  -5.53695 -12.82326 -10.93756     (-7.506,-13.043) (-29.411,-29.171) (-5.317,-3.431) 13.3811  28.563  
29      7.30988 -36.42432 -36.25324  -5.89791 -13.05088 -10.87241     (-7.310,-13.208) (-29.114,-28.943) (-5.741,-3.563) 13.4963  28.2458  
30      7.11330 -35.93084 -35.82906  -6.25886 -13.27849 -10.80725     (-7.113,-13.372) (-28.818,-28.716) (-6.165,-3.694) 13.6401  27.9395  
31      6.91673 -35.43735 -35.40488  -6.61981 -13.50610 -10.74210     (-6.917,-13.537) (-28.521,-28.488) (-6.589,-3.825) 13.8116  27.6443  
32      6.72016 -34.94387 -34.98069  -6.98076 -13.73372 -10.67695     (-6.720,-13.701) (-28.224,-28.261) (-7.014,-3.957) 14.0097  27.2996  
33      6.52359 -34.45038 -34.55651  -7.34172 -13.96133 -10.61180     (-6.524,-13.865) (-27.927,-28.033) (-7.438,-4.088) 14.2335  26.9611  
34      6.32702 -33.95689 -34.13232  -7.70267 -14.18894 -10.54664     (-6.327,-14.030) (-27.630,-27.805) (-7.862,-4.220) 14.4816  26.6334  
35      6.13045 -33.46341 -33.70814  -8.06362 -14.41656 -10.48149     (-6.130,-14.194) (-27.333,-27.578) (-8.286,-4.351) 14.7529  26.317  
36      5.93388 -32.96992 -33.28395  -8.42458 -14.64417 -10.41634     (-5.934,-14.358) (-27.036,-27.350) (-8.710,-4.482) 15.0461  26.0122  
37      5.73731 -32.47644 -32.85977  -8.78553 -14.87178 -10.35119     (-5.737,-14.523) (-26.739,-27.122) (-9.134,-4.614) 15.3599  25.7194  
38      5.54074 -31.98295 -32.43559  -9.14648 -15.09940 -10.28603     (-5.541,-14.687) (-26.442,-26.895) (-9.559,-4.745) 15.6931  25.4392  
39      5.34417 -31.48947 -32.01140  -9.50744 -15.32701 -10.22088     (-5.344,-14.852) (-26.145,-26.667) (-9.983,-4.877) 16.0445  25.1718  
40      5.14760 -30.99598 -31.58722  -9.86839 -15.55462 -10.15573     (-5.148,-15.016) (-25.848,-26.440) (-10.407,-5.008) 16.413  24.9177  
41      4.95102 -30.50250 -31.16303 -10.22934 -15.78224 -10.09058     (-4.951,-15.180) (-25.551,-26.212) (-10.831,-5.140) 16.7383  24.6773  
42      4.75445 -30.00901 -30.73885 -10.59029 -16.00985 -10.02542     (-4.754,-15.345) (-25.255,-25.984) (-11.255,-5.271) 16.9745  24.4511  
