Fol_2018-05-14.17_25_28.1_97.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      4.38387 -42.22074 -49.71663  -3.16174   4.37337 -12.40112     (-4.373,-26.656) (-5.604,-8.757) (-27.829,-1.212) 0  0  
1      4.29542 -41.85088 -49.49554  -3.39906   4.24074 -12.28810     (-4.241,-27.336) (-6.364,-8.536) (-28.182,-0.842) 1.16925  1.16925  
2      4.20696 -41.48102 -49.27445  -3.63638   4.10811 -12.17507     (-4.108,-28.016) (-7.124,-8.315) (-28.536,-0.472) 2.33851  2.33851  
3      4.11850 -41.11116 -49.05336  -3.87370   3.97548 -12.06205     (-3.975,-28.695) (-7.883,-8.094) (-28.890,-0.102) 3.50776  3.50776  
4      4.03005 -40.74130 -48.83227  -4.11102   3.84284 -11.94902     (-8.374,-29.107) (-3.575,-7.605) (-29.512,-0.268) 4.54581  5.58414     glitch
5      3.94159 -40.37144 -48.61118  -4.34834   3.71021 -11.83600     (-8.764,-29.416) (-3.072,-7.014) (-30.235,-0.638) 5.61658  6.51674  
6      3.85313 -40.00158 -48.39009  -4.58566   3.57758 -11.72297     (-9.153,-29.726) (-2.569,-6.423) (-30.959,-1.008) 6.7415  7.53482  
7      3.76467 -39.63171 -48.16900  -4.82298   3.44495 -11.60995     (-9.543,-30.035) (-2.067,-5.832) (-31.683,-1.378) 7.89747  8.60809  
8      3.67622 -39.26185 -47.94791  -5.06030   3.31231 -11.49692     (-9.933,-30.345) (-1.564,-5.241) (-32.407,-1.748) 9.07262  9.7183  
9      3.58776 -38.89199 -47.72682  -5.29762   3.17968 -11.38390     (-10.322,-30.655) (-1.062,-4.650) (-33.130,-2.118) 10.2604  10.8541  
10      3.49930 -38.52213 -47.50573  -5.53494   3.04705 -11.27087     (-10.712,-30.964) (-0.559,-4.058) (-33.854,-2.488) 11.4568  12.0083  
11      3.41085 -38.15227 -47.28464  -5.77226   2.91442 -11.15785     (-11.101,-31.274) (-0.057,-3.467) (-34.578,-2.858) 12.6594  13.1759  
12      3.32239 -37.78241 -47.06355  -6.00958   2.78178 -11.04482     (-2.782,-31.138) (-0.446,-3.322) (-34.855,-11.045) 12.9875  13.4644  
13      3.23393 -37.41255 -46.84246  -6.24690   2.64915 -10.93180     (-2.649,-30.945) (-0.949,-3.234) (-35.076,-10.932) 12.889  13.3367  
14      3.14548 -37.04269 -46.62137  -6.48422   2.51652 -10.81877     (-2.517,-30.752) (-1.451,-3.145) (-35.297,-10.819) 12.8191  13.2363  
15      3.05702 -36.67282 -46.40028  -6.72153   2.38389 -10.70575     (-2.384,-30.559) (-1.954,-3.057) (-35.518,-10.706) 12.7784  13.1637  
16      2.96856 -36.30296 -46.17919  -6.95885   2.25125 -10.59272     (-2.251,-30.366) (-2.456,-2.969) (-35.740,-10.593) 12.7671  13.1195  
17      2.88010 -35.93310 -45.95810  -7.19617   2.11862 -10.47970     (-2.119,-30.173) (-2.959,-2.880) (-35.961,-10.480) 12.7853  13.104  
18      2.79165 -35.56324 -45.73701  -7.43349   1.98599 -10.36667     (-1.986,-29.980) (-3.462,-2.792) (-36.182,-10.367) 12.8329  13.1172  
19      2.70319 -35.19338 -45.51592  -7.67081   1.85336 -10.25365     (-1.853,-29.787) (-3.964,-2.703) (-36.403,-10.254) 12.9095  13.159  
20      2.61473 -34.82352 -45.29483  -7.90813   1.72072 -10.14062     (-1.721,-29.594) (-4.467,-2.615) (-36.624,-10.141) 13.0147  13.2293  
21      2.52628 -34.45366 -45.07374  -8.14545   1.58809 -10.02760     (-1.588,-29.401) (-4.969,-2.526) (-36.845,-10.028) 13.1477  13.3275  
22      2.43782 -34.08380 -44.85265  -8.38277   1.45546  -9.91457     (-1.455,-29.208) (-5.472,-2.438) (-37.066,-9.915) 13.3078  13.453  
