Fol_2018-05-09.10_20_17.1_23.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
20      6.16537 -42.47840 -40.99939  -2.09311 -12.40075  -7.78244     (-6.165,-8.258) (-36.313,-34.834) (-6.235,-1.617) 11.039  25.3637  17.8801  45.3818  
21      6.06365 -41.96979 -40.49283  -2.55868 -12.77478  -7.71711     (-6.064,-8.622) (-35.906,-34.429) (-6.711,-1.653) 11.7263  26.2936  18.6957  44.9309  
22      5.96193 -41.46118 -39.98628  -3.02425 -13.14881  -7.65179     (-5.962,-8.986) (-35.499,-34.024) (-7.187,-1.690) 12.432  27.224  19.5538  44.4911  
23      5.86021 -40.95257 -39.47972  -3.48982 -13.52284  -7.58647     (-5.860,-9.350) (-35.092,-33.620) (-7.663,-1.726) 13.153  28.1575  20.4431  44.0628  
24      5.75849 -40.44396 -38.97317  -3.95538 -13.89687  -7.52115     (-5.758,-9.714) (-34.685,-33.215) (-8.138,-1.763) 13.887  29.1121  21.3633  43.6464  
25      5.65677 -39.93535 -38.46661  -4.42095 -14.27090  -7.45583     (-5.657,-10.078) (-34.279,-32.810) (-8.614,-1.799) 14.632  30.0857  22.2789  43.2421  
26      5.55505 -39.42674 -37.96006  -4.88652 -14.64493  -7.39050     (-5.555,-10.442) (-33.872,-32.405) (-9.090,-1.835) 15.3864  31.0767  23.2846  42.8504  
27      5.45332 -38.91813 -37.45350  -5.35209 -15.01896  -7.32518     (-5.453,-10.805) (-33.465,-32.000) (-9.566,-1.872) 16.1489  32.0834  24.2787  42.4715  
28      5.35160 -38.40951 -36.94695  -5.81766 -15.39299  -7.25986     (-5.352,-11.169) (-33.058,-31.595) (-10.041,-1.908) 16.9184  33.1043  25.2913  42.1059  
29      5.24988 -37.90090 -36.44039  -6.28323 -15.76702  -7.19454     (-5.250,-11.533) (-32.651,-31.191) (-10.517,-1.945) 17.694  34.1383  26.3201  41.7538  
30      5.14816 -37.39229 -35.93384  -6.74880 -16.14105  -7.12922     (-5.148,-11.897) (-32.244,-30.786) (-10.993,-1.981) 18.4749  35.184  27.3631  41.4156  
31      5.04644 -36.88368 -35.42728  -7.21437 -16.51509  -7.06390     (-5.046,-12.261) (-31.837,-30.381) (-11.469,-2.017) 19.2605  36.2406  28.4188  41.0916  
32      4.94472 -36.37507 -34.92073  -7.67994 -16.88912  -6.99857     (-4.945,-12.625) (-31.430,-29.976) (-11.944,-2.054) 20.0502  37.3071  29.4856  40.7823  
33      4.84300 -35.86646 -34.41417  -8.14550 -17.26315  -6.93325     (-4.843,-12.989) (-31.023,-29.571) (-12.420,-2.090) 20.8436  38.3827  30.5625  40.4879  
34      4.74128 -35.35785 -33.90762  -8.61107 -17.63718  -6.86793     (-4.741,-13.352) (-30.617,-29.166) (-12.896,-2.127) 21.6402  39.4666  31.6483  40.2087  
35      4.63955 -34.84924 -33.40106  -9.07664 -18.01121  -6.80261     (-4.640,-13.716) (-30.210,-28.762) (-13.372,-2.163) 22.4397  39.6217  32.7423  39.9451  
36      4.53783 -34.34063 -32.89451  -9.54221 -18.38524  -6.73729     (-4.538,-14.080) (-29.803,-28.357) (-13.847,-2.199) 23.2419  39.2174  33.8404  39.6974  
37      4.43611 -33.83201 -32.38795 -10.00778 -18.75927  -6.67196     (-4.436,-14.444) (-29.396,-27.952) (-14.323,-2.236) 24.0463  38.8316  34.9438  39.4658  
38      4.33439 -33.32340 -31.88139 -10.47335 -19.13330  -6.60664     (-4.334,-14.808) (-28.989,-27.547) (-14.799,-2.272) 24.8529  38.5965  36.053  39.2508  
39      4.23267 -32.81479 -31.37484 -10.93892 -19.50733  -6.54132     (-4.233,-15.172) (-28.582,-27.142) (-15.275,-2.309) 25.6615  38.5343  37.1674  39.0005  
40      4.13095 -32.30618 -30.86828 -11.40449 -19.88136  -6.47600     (-4.131,-15.535) (-28.175,-26.737) (-15.750,-2.345) 26.4717  38.5166  38.2866  38.7111  
41      4.02923 -31.79757 -30.36173 -11.87005 -20.25539  -6.41068     (-4.029,-15.899) (-27.768,-26.333) (-16.226,-2.381) 27.2836  38.5432  39.4102  38.4378  
42      3.92751 -31.28896 -29.85517 -12.33562 -20.62942  -6.34536     (-3.928,-16.263) (-27.361,-25.928) (-16.702,-2.418) 28.0969  38.6142  40.5374  38.1808  
43      3.82578 -30.78035 -29.34862 -12.80119 -21.00345  -6.28003     (-3.826,-16.627) (-26.955,-25.523) (-17.178,-2.454) 28.9115  38.7293  41.6671  37.9405  
44      3.72406 -30.27174 -28.84206 -13.26676 -21.37748  -6.21471     (-3.724,-16.991) (-26.548,-25.118) (-17.653,-2.491) 29.7274  38.8881  42.8003  37.7173  
45      3.62234 -29.76313 -28.33551 -13.73233 -21.75151  -6.14939     (-3.622,-17.355) (-26.141,-24.713) (-18.129,-2.527) 30.5443  39.09  43.9127  37.5114  
46      3.52062 -29.25451 -27.82895 -14.19790 -22.12554  -6.08407     (-3.521,-17.719) (-25.734,-24.308) (-18.605,-2.563) 31.3623  39.3345  44.995  37.3231  
47      3.41890 -28.74590 -27.32240 -14.66347 -22.49957  -6.01875     (-3.419,-18.082) (-25.327,-23.903) (-19.081,-2.600) 32.1813  39.5056  46.0846  37.1527  
48      3.31718 -28.23729 -26.81584 -15.12904 -22.87360  -5.95343     (-3.317,-18.446) (-24.920,-23.499) (-19.556,-2.636) 33.0011  39.6957  47.1819  37.0004  
49      3.21546 -27.72868 -26.30929 -15.59460 -23.24763  -5.88810     (-3.215,-18.810) (-24.513,-23.094) (-20.032,-2.673) 33.8218  39.5493  48.287  36.8665  
50      3.11374 -27.22007 -25.80273 -16.06017 -23.62167  -5.82278     (-3.114,-19.174) (-24.106,-22.689) (-20.508,-2.709) 34.6432  39.8064  49.4002  36.7511  
51      3.01201 -26.71146 -25.29618 -16.52574 -23.99570  -5.75746     (-3.012,-19.538) (-23.699,-22.284) (-20.984,-2.745) 35.4654  40.1045  50.515  36.6545  
52      2.91029 -26.20285 -24.78962 -16.99131 -24.36973  -5.69214     (-2.910,-19.902) (-23.293,-21.879) (-21.459,-2.782) 36.2882  40.1175  51.6392  36.5768  
53      2.80857 -25.69424 -24.28307 -17.45688 -24.74376  -5.62682     (-2.809,-20.265) (-22.886,-21.474) (-21.935,-2.818) 36.5181  40.1346  51.8937  36.5181  
54      2.70685 -25.18563 -23.77651 -17.92245 -25.11779  -5.56149     (-2.707,-20.629) (-22.479,-21.070) (-22.411,-2.855) 36.4784  40.0491  51.8328  36.4784  
55      2.60513 -24.67701 -23.26996 -18.38802 -25.49182  -5.49617     (-2.605,-20.993) (-22.072,-20.665) (-22.887,-2.891) 36.4579  39.9352  51.7988  36.4579  
56      2.50341 -24.16840 -22.76340 -18.85359 -25.86585  -5.43085     (-2.503,-21.357) (-21.665,-20.260) (-23.362,-2.927) 36.4567  39.8414  51.792  36.4567  
57      2.40169 -23.65979 -22.25685 -19.31915 -26.23988  -5.36553     (-2.402,-21.721) (-21.258,-19.855) (-23.838,-2.964) 36.4204  39.5747  51.736  36.4204  
58      2.29997 -23.15118 -21.75029 -19.78472 -26.61391  -5.30021     (-2.300,-22.085) (-20.851,-19.450) (-24.314,-3.000) 35.5939  38.6242  50.5673  35.5939  
59      2.19824 -22.64257 -21.24374 -20.25029 -26.98794  -5.23489     (-2.198,-22.449) (-20.444,-19.045) (-24.790,-3.037) 34.7679  37.6778  49.3994  34.7679  
60      2.09652 -22.13396 -20.73718 -20.71586 -27.36197  -5.16956     (-2.097,-22.812) (-20.037,-18.641) (-25.265,-3.073) 33.9424  36.7357  48.2324  33.9424  
61      1.99480 -21.62535 -20.23063 -21.18143 -27.73600  -5.10424     (-1.995,-23.176) (-19.631,-18.236) (-25.741,-3.109) 33.1174  35.7983  47.0661  33.1174  
62      1.89308 -21.11674 -19.72407 -21.64700 -28.11003  -5.03892     (-1.893,-23.540) (-19.224,-17.831) (-26.217,-3.146) 32.293  34.8661  45.9008  32.293  
63      1.79136 -20.60813 -19.21752 -22.11257 -28.48406  -4.97360     (-1.791,-23.904) (-18.817,-17.426) (-26.693,-3.182) 31.4693  33.9394  44.7365  31.4693  
64      1.68964 -20.09951 -18.71096 -22.57814 -28.85809  -4.90828     (-1.690,-24.268) (-18.410,-17.021) (-27.168,-3.219) 30.6463  33.0188  43.5733  30.6463  
65      1.58792 -19.59090 -18.20441 -23.04370 -29.23212  -4.84295     (-1.588,-24.632) (-18.003,-16.616) (-27.644,-3.255) 29.824  32.1048  42.4112  29.824  
66      1.48620 -19.08229 -17.69785 -23.50927 -29.60615  -4.77763     (-1.486,-24.995) (-17.596,-16.212) (-28.120,-3.291) 29.0026  31.1981  41.2504  29.0026  
67      1.38447 -18.57368 -17.19130 -23.97484 -29.98018  -4.71231     (-1.384,-25.359) (-17.189,-15.807) (-28.596,-3.328) 28.182  30.2992  40.091  28.182  
68      1.28275 -18.06507 -16.68474 -24.44041 -30.35421  -4.64699     (-1.283,-25.723) (-16.782,-15.402) (-29.071,-3.364) 27.3624  29.409  38.933  27.3624  
69      1.18103 -17.55646 -16.17819 -24.90598 -30.72824  -4.58167     (-1.181,-26.087) (-16.375,-14.997) (-29.547,-3.401) 26.5439  28.5283  37.7767  26.5439  
70      1.07931 -17.04785 -15.67163 -25.37155 -31.10228  -4.51635     (-1.079,-26.451) (-15.969,-14.592) (-30.023,-3.437) 25.7265  27.6581  36.6222  25.7265  
71      0.97759 -16.53924 -15.16508 -25.83712 -31.47631  -4.45102     (-0.978,-26.815) (-15.562,-14.187) (-30.499,-3.473) 24.9104  26.7995  35.4696  24.9104  
72      0.87587 -16.03063 -14.65852 -26.30269 -31.85034  -4.38570     (-0.876,-27.179) (-15.155,-13.783) (-30.974,-3.510) 24.0957  25.9537  34.3192  24.0957  
73      0.77415 -15.52201 -14.15197 -26.76826 -32.22437  -4.32038     (-0.774,-27.542) (-14.748,-13.378) (-31.450,-3.546) 23.2825  25.122  33.1712  23.2825  
74      0.67243 -15.01340 -13.64541 -27.23382 -32.59840  -4.25506     (-0.672,-27.906) (-14.341,-12.973) (-31.926,-3.583) 22.4711  24.3061  32.0258  22.4711  
75      0.57070 -14.50479 -13.13886 -27.69939 -32.97243  -4.18974     (-0.571,-28.270) (-13.934,-12.568) (-32.402,-3.619) 21.6616  23.3778  30.8834  21.6616  
76      0.46898 -13.99618 -12.63230 -28.16496 -33.34646  -4.12441     (-0.469,-28.634) (-13.527,-12.163) (-32.877,-3.655) 20.8542  22.3692  29.7442  20.8542  
77      0.36726 -13.48757 -12.12574 -28.63053 -33.72049  -4.05909     (-0.367,-28.998) (-13.120,-11.758) (-33.353,-3.692) 20.0492  21.3617  28.6087  20.0492  
78      0.26554 -12.97896 -11.61919 -29.09610 -34.09452  -3.99377     (-0.266,-29.362) (-12.713,-11.354) (-33.829,-3.728) 19.2469  20.3561  27.4774  19.2469  
79      0.16382 -12.47035 -11.11263 -29.56167 -34.46855  -3.92845     (-0.164,-29.725) (-12.307,-10.949) (-34.305,-3.765) 18.4476  19.3172  26.3506  18.4476  
80      0.06210 -11.96174 -10.60608 -30.02724 -34.84258  -3.86313     (-0.062,-30.089) (-11.900,-10.544) (-34.780,-3.801) 17.6518  18.2648  25.2291  17.6518  
81     -0.03962 -11.45313 -10.09952 -30.49281 -35.21661  -3.79781     (-0.040,-30.493) (-11.453,-35.217) (-10.100,-3.798) 16.8101  17.3874  24.0378  16.9482  
82     -0.14134 -10.94451  -9.59297 -30.95837 -35.59064  -3.73248     (-0.141,-30.958) (-10.945,-35.591) (-9.593,-3.732) 15.8934  16.6025  22.7327  16.0067  
83     -0.24307 -10.43590  -9.08641 -31.42394 -35.96467  -3.66716     (-0.243,-31.424) (-10.436,-35.965) (-9.086,-3.667) 14.9797  15.7088  21.4325  15.0651  
84     -0.34479  -9.92729  -8.57986 -31.88951 -36.33870  -3.60184     (-0.345,-31.890) (-9.927,-36.339) (-8.580,-3.602) 14.0697  14.8321  20.1385  14.1235  
85     -0.44651  -9.41868  -8.07330 -32.35508 -36.71273  -3.53652     (-0.447,-32.355) (-9.419,-36.713) (-8.073,-3.537) 13.1641  13.9754  18.8446  13.182  
86     -0.54823  -8.91007  -7.56675 -32.82065 -37.08676  -3.47120     (-0.548,-32.821) (-8.910,-37.087) (-7.567,-3.471) 12.2404  13.1427  17.4986  12.2404  
87     -0.64995  -8.40146  -7.06019 -33.28622 -37.46079  -3.40587     (-0.650,-33.286) (-8.401,-37.461) (-7.060,-3.406) 11.2988  12.3389  16.1525  11.2988  
88     -0.75167  -7.89285  -6.55364 -33.75179 -37.83482  -3.34055     (-0.752,-33.752) (-7.893,-37.835) (-6.554,-3.341) 10.3572  11.5701  14.8065  10.3572  
89     -0.85339  -7.38424  -6.04708 -34.21736 -38.20886  -3.27523     (-0.853,-34.217) (-7.384,-38.209) (-6.047,-3.275) 9.41568  10.8436  13.4604  9.41568  
90     -0.95511  -6.87563  -5.54053 -34.68292 -38.58289  -3.20991     (-0.955,-34.683) (-6.876,-38.583) (-5.541,-3.210) 8.47411  10.1685  12.1144  8.47411  
91     -1.05684  -6.36702  -5.03397 -35.14849 -38.95692  -3.14459     (-1.057,-35.148) (-6.367,-38.957) (-5.034,-3.145) 7.53255  9.37601  10.7684  7.53255  
92     -1.15856  -5.85840  -4.52742 -35.61406 -39.33095  -3.07927     (-1.159,-35.614) (-5.858,-39.331) (-4.527,-3.079) 6.59098  8.49961  9.42231  6.59098  
93     -1.26028  -5.34979  -4.02086 -36.07963 -39.70498  -3.01394     (-1.260,-36.080) (-5.350,-39.705) (-4.021,-3.014) 5.64941  7.64393  8.07627  5.64941  
94     -1.36200  -4.84118  -3.51431 -36.54520 -40.07901  -2.94862     (-1.362,-36.545) (-4.841,-40.079) (-3.514,-2.949) 4.70784  6.81676  6.73022  4.70784  
95     -1.46372  -4.33257  -3.00775 -37.01077 -40.45304  -2.88330     (-1.464,-37.011) (-4.333,-40.453) (-3.008,-2.883) 3.76627  6.02308  5.38418  3.76627  
96     -1.56544  -3.82396  -2.50120 -37.47634 -40.82707  -2.81798     (-1.565,-37.476) (-3.824,-40.827) (-2.501,-2.818) 2.8247  4.86381  4.03813  2.8247  
97     -1.66716  -3.31535  -1.99464 -37.94191 -41.20110  -2.75266     (-1.667,-37.942) (-3.315,-41.201) (-1.995,-2.753) 1.88314  3.24254  2.69209  1.88314  
98     -1.76888  -2.80674  -1.48809 -38.40747 -41.57513  -2.68734     (-1.769,-38.407) (-2.807,-41.575) (-1.488,-2.687) 0.941568  1.62127  1.34604  0.941568  
99     -1.87061  -2.29813  -0.98153 -38.87304 -41.94916  -2.62201     (-1.871,-38.873) (-2.298,-41.949) (-0.982,-2.622) 0  8.14029e-15  3.8147e-06  9.53674e-07  
