Fol_2018-05-05.11_56_55.11_10.txt     Output is probe cell, reduced cell, NCDist distance between
0     -4.13888 -15.51401 -31.09501 -19.77921   9.95962   3.86325     (-1.796,-0.555) (-0.730,-2.292) (-0.036,-1.070) 0
1     -4.11521 -15.36468 -30.78128 -19.58502   9.83586   3.81343     (-0.382,-0.867) (-0.135,-5.517) (-0.640,-3.505) 3.70394
2     -4.09155 -15.21534 -30.46755 -19.39083   9.71211   3.76360     (-7.227,-1.645) (-3.797,-0.005) (-0.473,-0.314) 5.47058
3     -4.06788 -15.06601 -30.15381 -19.19664   9.58835   3.71377     (-0.124,-0.688) (-1.513,-7.533) (-3.694,-0.650) 5.64306
4     -4.04422 -14.91667 -29.84008 -19.00245   9.46460   3.66395     (-0.066,-0.968) (-1.315,-3.525) (-7.774,-1.229) 5.81853
5     -4.02055 -14.76733 -29.52635 -18.80826   9.34084   3.61412     (-0.255,-1.373) (-0.993,-3.232) (-7.890,-1.684) 5.88574
6     -3.99689 -14.61800 -29.21262 -18.61408   9.21709   3.56429     (-0.445,-1.778) (-0.671,-2.939) (-8.007,-2.138) 6.0521
7     -3.97322 -14.46866 -28.89889 -18.41989   9.09333   3.51447     (-0.635,-2.182) (-0.348,-2.646) (-8.123,-2.593) 6.27165
8     -3.94956 -14.31932 -28.58516 -18.22570   8.96958   3.46464     (-0.825,-2.587) (-0.026,-2.353) (-8.239,-3.048) 6.48905
9     -3.92590 -14.16999 -28.27143 -18.03151   8.84582   3.41481     (-3.207,-2.696) (-0.296,-2.356) (-8.060,-0.719) 6.39619
10     -3.90223 -14.02065 -27.95770 -17.83732   8.72207   3.36499     (-3.339,-2.778) (-0.618,-2.385) (-7.854,-0.587) 6.29839
11     -3.87857 -13.87132 -27.64397 -17.64314   8.59831   3.31516     (-3.472,-2.861) (-0.941,-2.415) (-7.648,-0.454) 6.22945
12     -3.85490 -13.72198 -27.33024 -17.44895   8.47456   3.26534     (-3.604,-2.944) (-1.263,-2.444) (-7.442,-0.322) 6.19035
13     -3.83124 -13.57264 -27.01651 -17.25476   8.35080   3.21551     (-3.737,-3.026) (-1.585,-2.473) (-7.236,-0.189) 6.18165
14     -3.80757 -13.42331 -26.70278 -17.06057   8.22705   3.16568     (-3.869,-3.109) (-1.908,-2.502) (-7.030,-0.057) 6.20348
15     -3.78391 -13.27397 -26.38905 -16.86638   8.10329   3.11586     (-2.155,-3.116) (-3.926,-2.456) (-6.900,-0.075) 6.16136
16     -3.76024 -13.12464 -26.07532 -16.67219   7.97953   3.06603     (-2.344,-3.066) (-3.927,-2.353) (-6.826,-0.208) 6.12395
17     -3.73658 -12.97530 -25.76158 -16.47801   7.85578   3.01620     (-2.534,-3.016) (-3.927,-2.250) (-6.753,-0.340) 6.08928
18     -3.71291 -12.82596 -25.44785 -16.28382   7.73202   2.96638     (-2.724,-2.966) (-3.927,-2.147) (-6.679,-0.472) 6.02466
19     -3.68925 -12.67663 -25.13412 -16.08963   7.60827   2.91655     (-2.914,-2.917) (-3.927,-2.043) (-6.606,-0.605) 5.97144
20     -3.66558 -12.52729 -24.82039 -15.89544   7.48451   2.86672     (-3.104,-2.867) (-3.927,-1.940) (-6.532,-0.737) 5.92991
21     -3.64192 -12.37795 -24.50666 -15.70125   7.36076   2.81690     (-3.294,-2.817) (-3.927,-1.837) (-6.459,-0.870) 5.90032
22     -3.61825 -12.22862 -24.19293 -15.50707   7.23700   2.76707     (-3.484,-2.767) (-3.927,-1.734) (-6.385,-1.002) 5.88285
23     -3.59459 -12.07928 -23.87920 -15.31288   7.11325   2.71724     (-3.674,-2.717) (-3.928,-1.631) (-6.312,-1.134) 5.87761
24     -3.57092 -11.92995 -23.56547 -15.11869   6.98949   2.66742     (-3.864,-2.667) (-3.928,-1.528) (-6.238,-1.267) 5.88463
25     -3.54726 -11.78061 -23.25174 -14.92450   6.86574   2.61759     (-4.054,-2.618) (-3.928,-1.425) (-6.165,-1.399) 5.88838
26     -3.52359 -11.63127 -22.93801 -14.73031   6.74198   2.56776     (-4.243,-2.568) (-3.928,-1.321) (-6.091,-1.531) 5.89647
27     -3.49993 -11.48194 -22.62428 -14.53612   6.61823   2.51794     (-4.433,-2.518) (-3.928,-1.218) (-6.018,-1.664) 5.91675
28     -3.47626 -11.33260 -22.31055 -14.34194   6.49447   2.46811     (-4.623,-2.468) (-3.928,-1.115) (-5.944,-1.796) 5.94909
29     -3.45260 -11.18326 -21.99682 -14.14775   6.37072   2.41828     (-4.813,-2.418) (-3.928,-1.012) (-5.871,-1.929) 5.9933
30     -3.42893 -11.03393 -21.68308 -13.95356   6.24696   2.36846     (-5.003,-2.368) (-3.929,-0.909) (-5.797,-2.061) 6.0473
31     -3.40527 -10.88459 -21.36935 -13.75937   6.12320   2.31863     (-5.193,-2.319) (-3.929,-0.806) (-5.724,-2.193) 6.11042
32     -3.38160 -10.73526 -21.05562 -13.56518   5.99945   2.26880     (-5.383,-2.269) (-3.929,-0.703) (-5.650,-2.326) 6.18455
33     -3.35794 -10.58592 -20.74189 -13.37100   5.87569   2.21898     (-5.573,-2.219) (-3.929,-0.599) (-5.577,-2.458) 6.26932
34     -3.33427 -10.43658 -20.42816 -13.17681   5.75194   2.16915     (-5.763,-2.169) (-3.929,-0.496) (-5.503,-2.590) 6.34964
35     -3.31061 -10.28725 -20.11443 -12.98262   5.62818   2.11932     (-5.953,-2.119) (-3.929,-0.393) (-5.430,-2.723) 6.4332
36     -3.28694 -10.13791 -19.80070 -12.78843   5.50443   2.06950     (-6.143,-2.069) (-3.929,-0.290) (-5.356,-2.855) 6.52674
37     -3.26328  -9.98857 -19.48697 -12.59424   5.38067   2.01967     (-6.332,-2.020) (-3.930,-0.187) (-5.283,-2.987) 6.62985
38     -3.23961  -9.83924 -19.17324 -12.40006   5.25692   1.96984     (-6.522,-1.970) (-3.930,-0.084) (-5.209,-3.120) 6.74208
39     -3.21595  -9.68990 -18.85951 -12.20587   5.13316   1.92002     (-5.116,-1.900) (-3.949,-0.020) (-6.693,-3.233) 6.83808
40     -3.19228  -9.54057 -18.54578 -12.01168   5.00941   1.87019     (-4.940,-1.748) (-4.053,-0.123) (-6.779,-3.262) 6.83815
41     -3.16862  -9.39123 -18.23205 -11.81749   4.88565   1.82036     (-4.763,-1.595) (-4.156,-0.226) (-6.866,-3.291) 6.85053
42     -3.14495  -9.24189 -17.91832 -11.62330   4.76190   1.77054     (-4.587,-1.442) (-4.259,-0.329) (-6.953,-3.320) 6.87516
43     -3.12129  -9.09256 -17.60459 -11.42911   4.63814   1.72071     (-4.410,-1.289) (-4.363,-0.432) (-7.040,-3.350) 6.91191
44     -3.09762  -8.94322 -17.29085 -11.23493   4.51439   1.67088     (-4.233,-1.136) (-4.466,-0.535) (-7.126,-3.379) 6.93626
45     -3.07396  -8.79389 -16.97712 -11.04074   4.39063   1.62106     (-4.057,-0.983) (-4.569,-0.638) (-7.213,-3.408) 6.9677
46     -3.05029  -8.64455 -16.66339 -10.84655   4.26687   1.57123     (-3.880,-0.830) (-4.672,-0.742) (-7.300,-3.437) 7.01103
