Fol_2018-05-05.09_57_31.1_29.txt     Output is probe cell, reduced cell, NCDist distance between
0    -58.06295 -20.87004  77.36289 -357.55786 -358.23232 -130.98852     (-37.193,-56.493) (-20.870,-224.377) (-223.702,-151.859) 0
1    -57.85214 -20.87004  74.32183 -354.51679 -356.88024 -131.19933     (-36.982,-53.452) (-20.870,-229.107) (-226.743,-152.069) 6.39987
2    -57.64133 -20.87004  71.28077 -351.47573 -355.52816 -131.41014     (-36.771,-50.411) (-20.870,-233.837) (-229.784,-152.280) 12.7997
3    -57.43052 -20.87004  68.23971 -348.43467 -354.17608 -131.62095     (-36.560,-47.370) (-20.870,-238.567) (-232.825,-152.491) 19.1996
4    -57.21971 -20.87004  65.19865 -345.39361 -352.82400 -131.83176     (-36.350,-44.329) (-20.870,-243.297) (-235.866,-152.702) 25.5995
5    -57.00890 -20.87004  62.15759 -342.35255 -351.47193 -132.04256     (-36.139,-41.288) (-20.870,-248.027) (-238.907,-152.913) 31.9993
6    -56.79809 -20.87004  59.11652 -339.31149 -350.11985 -132.25337     (-35.928,-38.246) (-20.870,-252.757) (-241.948,-153.123) 38.3992
7    -56.58729 -20.87004  56.07546 -336.27043 -348.76777 -132.46418     (-35.717,-35.205) (-20.870,-257.487) (-244.990,-153.334) 44.7991
8    -56.37648 -20.87004  53.03440 -333.22937 -347.41569 -132.67499     (-35.506,-32.164) (-20.870,-262.217) (-248.031,-153.545) 51.1989
9    -56.16567 -20.87004  49.99334 -330.18831 -346.06361 -132.88580     (-35.296,-29.123) (-20.870,-266.947) (-251.072,-153.756) 57.5988
10    -55.95486 -20.87004  46.95228 -327.14725 -344.71154 -133.09661     (-35.085,-26.082) (-20.870,-271.677) (-254.113,-153.967) 63.9987
11    -55.74405 -20.87004  43.91122 -324.10619 -343.35946 -133.30742     (-34.874,-23.041) (-20.870,-276.407) (-257.154,-154.177) 70.3985
12    -55.53324 -20.87004  40.87016 -321.06513 -342.00738 -133.51822     (-34.663,-20.000) (-20.870,-281.137) (-260.195,-154.388) 76.7984
13    -55.32244 -20.87004  37.82910 -318.02407 -340.65530 -133.72903     (-34.452,-16.959) (-20.870,-285.867) (-263.236,-154.599) 83.1983
14    -55.11163 -20.87004  34.78804 -314.98301 -339.30322 -133.93984     (-34.242,-13.918) (-20.870,-290.597) (-266.277,-154.810) 89.5981
15    -54.90082 -20.87004  31.74698 -311.94195 -337.95114 -134.15065     (-34.031,-10.877) (-20.870,-295.327) (-269.318,-155.021) 95.998
16    -54.69001 -20.87004  28.70592 -308.90089 -336.59907 -134.36146     (-33.820,-7.836) (-20.870,-300.057) (-272.359,-155.231) 102.398
17    -54.47920 -20.87004  25.66486 -305.85982 -335.24699 -134.57227     (-33.609,-4.795) (-20.870,-304.787) (-275.400,-155.442) 108.798
18    -54.26839 -20.87004  22.62380 -302.81876 -333.89491 -134.78307     (-33.398,-1.754) (-20.870,-309.517) (-278.441,-155.653) 115.198
19    -54.05758 -20.87004  19.58274 -299.77770 -332.54283 -134.99388     (-34.475,-1.287) (-280.195,-312.960) (-19.583,-154.577) 119.973
20    -53.84678 -20.87004  16.54168 -296.73664 -331.19075 -135.20469     (-37.305,-4.328) (-280.195,-314.649) (-16.542,-151.746) 122.713
21    -53.63597 -20.87004  13.50062 -293.69558 -329.83867 -135.41550     (-40.135,-7.369) (-280.195,-316.338) (-13.501,-148.916) 125.692
22    -53.42516 -20.87004  10.45955 -290.65452 -328.48660 -135.62631     (-42.966,-10.410) (-280.195,-318.027) (-10.460,-146.086) 128.891
23    -53.21435 -20.87004   7.41849 -287.61346 -327.13452 -135.83712     (-45.796,-13.452) (-280.195,-319.716) (-7.418,-143.256) 132.296
24    -53.00354 -20.87004   4.37743 -284.57240 -325.78244 -136.04793     (-48.626,-16.493) (-280.195,-321.405) (-4.377,-140.425) 135.891
25    -52.79273 -20.87004   1.33637 -281.53134 -324.43036 -136.25873     (-51.456,-19.534) (-280.195,-323.094) (-1.336,-137.595) 139.661
26    -52.58193 -20.87004  -1.70469 -278.49028 -323.07828 -136.46954     (-52.582,-278.490) (-20.870,-323.078) (-1.705,-136.470) 134.02
27    -52.37112 -20.87004  -4.74575 -275.44922 -321.72621 -136.68035     (-52.371,-275.449) (-20.870,-321.726) (-4.746,-136.680) 130.52
28    -52.16031 -20.87004  -7.78681 -272.40816 -320.37413 -136.89116     (-52.160,-272.408) (-20.870,-320.374) (-7.787,-136.891) 127.084
29    -51.94950 -20.87004 -10.82787 -269.36710 -319.02205 -137.10197     (-51.950,-269.367) (-20.870,-319.022) (-10.828,-137.102) 123.718
30    -51.73869 -20.87004 -13.86893 -266.32604 -317.66997 -137.31278     (-51.739,-266.326) (-20.870,-317.670) (-13.869,-137.313) 120.427
31    -51.52788 -20.87004 -16.90999 -263.28498 -316.31789 -137.52358     (-51.528,-263.285) (-20.870,-316.318) (-16.910,-137.524) 117.218
32    -51.31707 -20.87004 -19.95105 -260.24392 -314.96581 -137.73439     (-51.317,-260.244) (-20.870,-314.966) (-19.951,-137.734) 114.097
33    -51.10627 -20.87004 -22.99211 -257.20285 -313.61374 -137.94520     (-51.106,-257.203) (-20.870,-313.614) (-22.992,-137.945) 111.073
34    -50.89546 -20.87004 -26.03317 -254.16179 -312.26166 -138.15601     (-50.895,-254.162) (-20.870,-312.262) (-26.033,-138.156) 108.153
35    -50.68465 -20.87004 -29.07423 -251.12073 -310.90958 -138.36682     (-50.685,-251.121) (-20.870,-310.910) (-29.074,-138.367) 105.346
36    -50.47384 -20.87004 -32.11529 -248.07967 -309.55750 -138.57763     (-50.474,-248.080) (-20.870,-309.558) (-32.115,-138.578) 102.661
37    -50.26303 -20.87004 -35.15636 -245.03861 -308.20542 -138.78843     (-50.263,-245.039) (-20.870,-308.205) (-35.156,-138.788) 100.108
38    -50.05222 -20.87004 -38.19742 -241.99755 -306.85335 -138.99924     (-50.052,-241.998) (-20.870,-306.853) (-38.197,-138.999) 97.6976
