Fol_2018-05-14.13_12_29.83_82.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -33.68113  18.50657 -30.10511 -10.09949 -10.51894 -47.19612     (-37.097,-8.407) (-3.191,-20.618) (-10.099,-6.767) 22.4905  22.4905  
1    -33.68455  18.48485 -30.08509 -10.09780 -10.52905 -47.15565     (-37.058,-8.387) (-3.213,-20.627) (-10.098,-6.813) 22.4912  22.4912  
2    -33.68797  18.46313 -30.06506 -10.09610 -10.53916 -47.11518     (-37.019,-8.367) (-3.235,-20.635) (-10.096,-6.858) 22.4919  22.4919  
3    -33.69139  18.44141 -30.04504 -10.09441 -10.54927 -47.07471     (-36.980,-8.347) (-3.257,-20.644) (-10.094,-6.903) 22.4927  22.4927  
4    -33.69480  18.41969 -30.02501 -10.09271 -10.55938 -47.03424     (-36.942,-8.327) (-3.278,-20.652) (-10.093,-6.948) 22.4935  22.4935  
5    -33.69822  18.39797 -30.00498 -10.09102 -10.56949 -46.99377     (-36.903,-8.307) (-3.300,-20.661) (-10.091,-6.993) 22.4945  22.4945  
6    -33.70164  18.37625 -29.98496 -10.08932 -10.57960 -46.95330     (-36.864,-8.287) (-3.322,-20.669) (-10.089,-7.038) 22.4954  22.4954  
7    -33.70506  18.35453 -29.96493 -10.08763 -10.58971 -46.91283     (-36.825,-8.267) (-3.344,-20.677) (-10.088,-7.084) 22.4965  22.4965  
8    -33.70848  18.33281 -29.94491 -10.08594 -10.59982 -46.87236     (-36.786,-8.247) (-3.365,-20.686) (-10.086,-7.129) 22.4976  22.4976  
9    -33.71190  18.31109 -29.92488 -10.08424 -10.60993 -46.83189     (-36.748,-8.227) (-3.387,-20.694) (-10.084,-7.174) 22.4987  22.4987  
10    -33.71532  18.28937 -29.90486 -10.08255 -10.62004 -46.79143     (-36.709,-8.207) (-3.409,-20.703) (-10.083,-7.219) 22.5  22.5  
11    -33.71874  18.26765 -29.88483 -10.08085 -10.63015 -46.75096     (-36.670,-8.187) (-3.430,-20.711) (-10.081,-7.264) 22.5013  22.5013  
12    -33.72216  18.24593 -29.86481 -10.07916 -10.64026 -46.71049     (-36.631,-8.167) (-3.452,-20.719) (-10.079,-7.309) 22.5026  22.5026  
13    -33.72557  18.22421 -29.84478 -10.07747 -10.65037 -46.67002     (-36.593,-8.147) (-3.474,-20.728) (-10.077,-7.355) 22.504  22.504  
14    -33.72899  18.20249 -29.82475 -10.07577 -10.66048 -46.62955     (-36.554,-8.127) (-3.496,-20.736) (-10.076,-7.400) 22.5055  22.5055  
15    -33.73241  18.18077 -29.80473 -10.07408 -10.67059 -46.58908     (-36.515,-8.107) (-3.517,-20.745) (-10.074,-7.445) 22.5071  22.5071  
16    -33.73583  18.15905 -29.78470 -10.07238 -10.68070 -46.54861     (-36.476,-8.087) (-3.539,-20.753) (-10.072,-7.490) 22.5087  22.5087  
17    -33.73925  18.13733 -29.76468 -10.07069 -10.69081 -46.50814     (-36.437,-8.067) (-3.561,-20.761) (-10.071,-7.535) 22.5104  22.5104  
18    -33.74267  18.11561 -29.74465 -10.06900 -10.70092 -46.46767     (-36.399,-8.047) (-3.582,-20.770) (-10.069,-7.580) 22.5121  22.5121  
19    -33.74609  18.09389 -29.72463 -10.06730 -10.71103 -46.42720     (-36.360,-8.027) (-3.604,-20.778) (-10.067,-7.626) 22.5139  22.5139  
20    -33.74951  18.07217 -29.70460 -10.06561 -10.72114 -46.38673     (-36.321,-8.007) (-3.626,-20.787) (-10.066,-7.671) 22.5158  22.5158  
21    -33.75293  18.05045 -29.68457 -10.06391 -10.73125 -46.34627     (-36.282,-7.987) (-3.648,-20.795) (-10.064,-7.716) 22.5177  22.5177  
22    -33.75634  18.02873 -29.66455 -10.06222 -10.74136 -46.30580     (-36.244,-7.967) (-3.669,-20.804) (-10.062,-7.761) 22.5197  22.5197  
23    -33.75976  18.00701 -29.64452 -10.06052 -10.75147 -46.26533     (-36.205,-7.946) (-3.691,-20.812) (-10.061,-7.806) 22.5217  22.5217  
24    -33.76318  17.98529 -29.62450 -10.05883 -10.76157 -46.22486     (-36.166,-7.926) (-3.713,-20.820) (-10.059,-7.851) 22.5239  22.5239  
25    -33.76660  17.96357 -29.60447 -10.05714 -10.77168 -46.18439     (-36.127,-7.906) (-3.734,-20.829) (-10.057,-7.897) 22.526  22.526  
26    -33.77002  17.94185 -29.58445 -10.05544 -10.78179 -46.14392     (-36.088,-7.886) (-3.756,-20.837) (-10.055,-7.942) 22.5283  22.5283  
27    -33.77344  17.92013 -29.56442 -10.05375 -10.79190 -46.10345     (-36.050,-7.866) (-3.778,-20.846) (-10.054,-7.987) 22.5306  22.5306  
28    -33.77686  17.89841 -29.54439 -10.05205 -10.80201 -46.06298     (-36.011,-7.846) (-3.800,-20.854) (-10.052,-8.032) 22.533  22.533  
29    -33.78028  17.87669 -29.52437 -10.05036 -10.81212 -46.02251     (-35.972,-7.826) (-3.821,-20.862) (-10.050,-8.077) 22.5354  22.5354  
30    -33.78370  17.85497 -29.50434 -10.04867 -10.82223 -45.98204     (-35.933,-7.806) (-3.843,-20.871) (-10.049,-8.122) 22.5379  22.5379  
31    -33.78712  17.83325 -29.48432 -10.04697 -10.83234 -45.94157     (-35.895,-7.786) (-3.865,-20.879) (-10.047,-8.168) 22.5405  22.5405  
32    -33.79053  17.81153 -29.46429 -10.04528 -10.84245 -45.90111     (-35.856,-7.766) (-3.887,-20.888) (-10.045,-8.213) 22.5431  22.5431  
33    -33.79395  17.78981 -29.44427 -10.04358 -10.85256 -45.86064     (-35.817,-7.746) (-3.908,-20.896) (-10.044,-8.258) 22.5458  22.5458  
34    -33.79737  17.76809 -29.42424 -10.04189 -10.86267 -45.82017     (-35.778,-7.726) (-3.930,-20.905) (-10.042,-8.303) 22.5485  22.5485  
35    -33.80079  17.74637 -29.40422 -10.04020 -10.87278 -45.77970     (-35.740,-7.706) (-3.952,-20.913) (-10.040,-8.348) 22.5513  22.5513  
36    -33.80421  17.72465 -29.38419 -10.03850 -10.88289 -45.73923     (-35.701,-7.686) (-3.973,-20.921) (-10.039,-8.393) 22.5542  22.5542  
37    -33.80763  17.70293 -29.36416 -10.03681 -10.89300 -45.69876     (-35.662,-7.666) (-3.995,-20.930) (-10.037,-8.439) 22.5572  22.5572  
38    -33.81105  17.68122 -29.34414 -10.03511 -10.90311 -45.65829     (-35.623,-7.646) (-4.017,-20.938) (-10.035,-8.484) 22.5602  22.5602  
39    -33.81447  17.65950 -29.32411 -10.03342 -10.91322 -45.61782     (-35.584,-7.626) (-4.039,-20.947) (-10.033,-8.529) 22.5632  22.5632  
40    -33.81789  17.63778 -29.30409 -10.03173 -10.92333 -45.57735     (-35.546,-7.606) (-4.060,-20.955) (-10.032,-8.574) 22.5664  22.5664  
41    -33.82130  17.61606 -29.28406 -10.03003 -10.93344 -45.53688     (-35.507,-7.586) (-4.082,-20.963) (-10.030,-8.619) 22.5695  22.5695  
42    -33.82472  17.59434 -29.26404 -10.02834 -10.94355 -45.49641     (-35.468,-7.566) (-4.104,-20.972) (-10.028,-8.664) 22.5728  22.5728  
43    -33.82814  17.57262 -29.24401 -10.02664 -10.95366 -45.45595     (-35.429,-7.546) (-4.125,-20.980) (-10.027,-8.710) 22.5761  22.5761  
44    -33.83156  17.55090 -29.22398 -10.02495 -10.96377 -45.41548     (-35.391,-7.526) (-4.147,-20.989) (-10.025,-8.755) 22.5795  22.5795  
45    -33.83498  17.52918 -29.20396 -10.02325 -10.97388 -45.37501     (-35.352,-7.506) (-4.169,-20.997) (-10.023,-8.800) 22.5829  22.5829  
46    -33.83840  17.50746 -29.18393 -10.02156 -10.98399 -45.33454     (-35.313,-7.486) (-4.191,-21.006) (-10.022,-8.845) 22.5864  22.5864  
47    -33.84182  17.48574 -29.16391 -10.01987 -10.99410 -45.29407     (-35.274,-7.466) (-4.212,-21.014) (-10.020,-8.890) 22.59  22.59  
48    -33.84524  17.46402 -29.14388 -10.01817 -11.00421 -45.25360     (-35.235,-7.446) (-4.234,-21.022) (-10.018,-8.935) 22.5936  22.5936  
49    -33.84866  17.44230 -29.12386 -10.01648 -11.01431 -45.21313     (-35.197,-7.426) (-4.256,-21.031) (-10.016,-8.981) 22.5973  22.5973  
50    -33.85207  17.42058 -29.10383 -10.01478 -11.02442 -45.17266     (-35.158,-7.406) (-4.277,-21.039) (-10.015,-9.026) 22.6011  22.6011  
51    -33.85549  17.39886 -29.08380 -10.01309 -11.03453 -45.13219     (-35.119,-7.386) (-4.299,-21.048) (-10.013,-9.071) 22.6049  22.6049  
52    -33.85891  17.37714 -29.06378 -10.01140 -11.04464 -45.09172     (-35.080,-7.366) (-4.321,-21.056) (-10.011,-9.116) 22.6088  22.6088  
53    -33.86233  17.35542 -29.04375 -10.00970 -11.05475 -45.05125     (-35.042,-7.346) (-4.343,-21.064) (-10.010,-9.161) 22.6127  22.6127  
54    -33.86575  17.33370 -29.02373 -10.00801 -11.06486 -45.01079     (-35.003,-7.326) (-4.364,-21.073) (-10.008,-9.206) 22.6167  22.6167  
55    -33.86917  17.31198 -29.00370 -10.00631 -11.07497 -44.97032     (-34.964,-7.306) (-4.386,-21.081) (-10.006,-9.252) 22.6208  22.6208  
56    -33.87259  17.29026 -28.98368 -10.00462 -11.08508 -44.92985     (-34.925,-7.286) (-4.408,-21.090) (-10.005,-9.297) 22.6249  22.6249  
57    -33.87601  17.26854 -28.96365 -10.00293 -11.09519 -44.88938     (-34.886,-7.266) (-4.429,-21.098) (-10.003,-9.342) 22.6291  22.6291  
58    -33.87943  17.24682 -28.94363 -10.00123 -11.10530 -44.84891     (-34.848,-7.246) (-4.451,-21.107) (-10.001,-9.387) 22.6334  22.6334  
59    -33.88284  17.22510 -28.92360  -9.99954 -11.11541 -44.80844     (-34.809,-7.226) (-4.473,-21.115) (-10.000,-9.432) 22.6377  22.6377  
60    -33.88626  17.20338 -28.90357  -9.99784 -11.12552 -44.76797     (-34.770,-7.206) (-4.495,-21.123) (-9.998,-9.477) 22.6421  22.6421  
61    -33.88968  17.18166 -28.88355  -9.99615 -11.13563 -44.72750     (-34.731,-7.186) (-4.516,-21.132) (-9.996,-9.523) 22.6465  22.6465  
62    -33.89310  17.15994 -28.86352  -9.99445 -11.14574 -44.68703     (-34.693,-7.165) (-4.538,-21.140) (-9.994,-9.568) 22.651  22.651  
63    -33.89652  17.13822 -28.84350  -9.99276 -11.15585 -44.64656     (-34.654,-7.145) (-4.560,-21.149) (-9.993,-9.613) 22.6556  22.6556  
64    -33.89994  17.11650 -28.82347  -9.99107 -11.16596 -44.60609     (-34.615,-7.125) (-4.582,-21.157) (-9.991,-9.658) 22.6602  22.6602  
65    -33.90336  17.09478 -28.80345  -9.98937 -11.17607 -44.56563     (-34.576,-7.105) (-4.603,-21.165) (-9.989,-9.703) 22.6649  22.6649  
66    -33.90678  17.07306 -28.78342  -9.98768 -11.18618 -44.52516     (-34.537,-7.085) (-4.625,-21.174) (-9.988,-9.748) 22.6697  22.6697  
67    -33.91020  17.05134 -28.76339  -9.98598 -11.19629 -44.48469     (-34.499,-7.065) (-4.647,-21.182) (-9.986,-9.793) 22.6745  22.6745  
68    -33.91361  17.02962 -28.74337  -9.98429 -11.20640 -44.44422     (-34.460,-7.045) (-4.668,-21.191) (-9.984,-9.839) 22.6794  22.6794  
69    -33.91703  17.00790 -28.72334  -9.98260 -11.21651 -44.40375     (-34.421,-7.025) (-4.690,-21.199) (-9.983,-9.884) 22.6843  22.6843  
