Fol_2018-05-14.17_25_05.1_83.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      4.69467 -44.84774 -47.13203   1.43734  -0.66830  -9.23930     (-0.668,-35.257) (-7.701,-39.079) (-3.358,-0.101) 0  0  
1      4.64050 -44.47253 -46.68987   1.06669  -1.05629  -9.14699     (-8.080,-36.237) (-0.010,-38.476) (-3.574,-1.046) 1.80657  4.46681  
2      4.58632 -44.09731 -46.24771   0.69604  -1.44428  -9.05469     (-1.444,-36.369) (-0.748,-38.519) (-3.142,-7.610) 2.54701  10.3411  
3      4.53215 -43.72209 -45.80555   0.32539  -1.83227  -8.96238     (-1.832,-36.490) (-1.507,-38.574) (-2.700,-7.130) 3.28113  9.55753  
4      4.47798 -43.34687 -45.36339  -0.04526  -2.22025  -8.87007     (-2.220,-36.611) (-2.266,-38.628) (-2.258,-6.650) 4.16942  8.8371     glitch
5      4.42381 -42.97166 -44.92123  -0.41590  -2.60824  -8.77776     (-2.608,-36.732) (-3.024,-38.682) (-1.816,-6.170) 5.13245  8.19648  
6      4.36964 -42.59644 -44.47906  -0.78655  -2.99623  -8.68545     (-2.996,-36.853) (-3.783,-38.736) (-1.373,-5.689) 6.13513  7.65571  
7      4.31547 -42.22122 -44.03690  -1.15720  -3.38422  -8.59314     (-3.384,-36.975) (-4.541,-38.790) (-0.931,-5.209) 7.16082  7.23721  
8      4.26130 -41.84600 -43.59474  -1.52785  -3.77221  -8.50083     (-3.772,-37.096) (-5.300,-38.844) (-0.489,-4.729) 6.96306  6.96306  
9      4.20712 -41.47079 -43.15258  -1.89850  -4.16020  -8.40853     (-4.160,-37.217) (-6.059,-38.899) (-0.047,-4.248) 6.85062  6.85062  
10      4.15295 -41.09557 -42.71042  -2.26915  -4.54819  -8.31622     (-4.153,-6.422) (-36.943,-38.557) (-0.395,-4.163) 6.89088  41.5235     glitch
11      4.09878 -40.72035 -42.26826  -2.63980  -4.93618  -8.22391     (-4.099,-6.739) (-36.622,-38.169) (-0.837,-4.125) 7.01303  41.0467  
12      4.04461 -40.34513 -41.82610  -3.01045  -5.32417  -8.13160     (-4.045,-7.055) (-36.301,-37.781) (-1.280,-4.087) 7.21029  40.5778  
13      3.99044 -39.96992 -41.38394  -3.38110  -5.71216  -8.03929     (-3.990,-7.372) (-35.979,-37.393) (-1.722,-4.049) 7.47671  40.1173  
14      3.93627 -39.59470 -40.94178  -3.75175  -6.10015  -7.94698     (-3.936,-7.688) (-35.658,-37.006) (-2.164,-4.011) 7.80522  39.6654  
15      3.88210 -39.21948 -40.49961  -4.12239  -6.48814  -7.85467     (-3.882,-8.004) (-35.337,-36.618) (-2.606,-3.973) 8.18835  39.2224  
16      3.82793 -38.84426 -40.05745  -4.49304  -6.87613  -7.76237     (-3.828,-8.321) (-35.016,-36.230) (-3.048,-3.934) 8.61882  38.7886  
17      3.77375 -38.46905 -39.61529  -4.86369  -7.26412  -7.67006     (-3.774,-8.637) (-34.695,-35.842) (-3.490,-3.896) 9.0899  38.3644  
18      3.71958 -38.09383 -39.17313  -5.23434  -7.65211  -7.57775     (-3.720,-8.954) (-34.374,-35.454) (-3.933,-3.858) 9.59562  37.95  
19      3.66541 -37.71861 -38.73097  -5.60499  -8.04010  -7.48544     (-3.665,-9.270) (-34.053,-35.066) (-4.375,-3.820) 10.1308  37.5458  
20      3.61124 -37.34339 -38.28881  -5.97564  -8.42809  -7.39313     (-3.611,-9.587) (-33.732,-34.678) (-4.817,-3.782) 10.691  37.1521  
21      3.55707 -36.96818 -37.84665  -6.34629  -8.81608  -7.30082     (-3.557,-9.903) (-33.411,-34.290) (-5.259,-3.744) 11.1041  36.7692  
22      3.50290 -36.59296 -37.40449  -6.71694  -9.20407  -7.20851     (-3.503,-10.220) (-33.090,-33.902) (-5.701,-3.706) 11.5476  36.3975  
23      3.44873 -36.21774 -36.96232  -7.08759  -9.59206  -7.11621     (-3.449,-10.536) (-32.769,-33.514) (-6.143,-3.667) 12.0208  36.0373  
24      3.39455 -35.84252 -36.52016  -7.45824  -9.98005  -7.02390     (-3.395,-10.853) (-32.448,-33.126) (-6.585,-3.629) 12.5203  35.6891  
25      3.34038 -35.46731 -36.07800  -7.82888 -10.36804  -6.93159     (-3.340,-11.169) (-32.127,-32.738) (-7.028,-3.591) 13.0432  35.353  
26      3.28621 -35.09209 -35.63584  -8.19953 -10.75603  -6.83928     (-3.286,-11.486) (-31.806,-32.350) (-7.470,-3.553) 13.5867  35.0296  
27      3.23204 -34.71687 -35.19368  -8.57018 -11.14402  -6.74697     (-3.232,-11.802) (-31.485,-31.962) (-7.912,-3.515) 14.1485  34.719  
28      3.17787 -34.34165 -34.75152  -8.94083 -11.53201  -6.65466     (-3.178,-12.119) (-31.164,-31.574) (-8.354,-3.477) 14.7264  34.4218  
29      3.12370 -33.96644 -34.30936  -9.31148 -11.92000  -6.56235     (-3.124,-12.435) (-30.843,-31.186) (-8.796,-3.439) 15.3187  34.1382  
30      3.06953 -33.59122 -33.86720  -9.68213 -12.30799  -6.47004     (-3.070,-12.752) (-30.522,-30.798) (-9.238,-3.401) 15.9238  33.8686  
31      3.01536 -33.21600 -33.42504 -10.05278 -12.69598  -6.37774     (-3.015,-13.068) (-30.201,-30.410) (-9.681,-3.362) 16.5402  33.6132  
32      2.96118 -32.84078 -32.98287 -10.42343 -13.08397  -6.28543     (-2.961,-13.385) (-29.880,-30.022) (-10.123,-3.324) 17.1667  33.3726  
33      2.90701 -32.46557 -32.54071 -10.79408 -13.47196  -6.19312     (-2.907,-13.701) (-29.559,-29.634) (-10.565,-3.286) 17.8022  33.1468  
34      2.85284 -32.09035 -32.09855 -11.16473 -13.85995  -6.10081     (-2.853,-14.018) (-29.238,-29.246) (-11.007,-3.248) 18.4459  32.9364  
35      2.79867 -31.71513 -31.65639 -11.53537 -14.24794  -6.00850     (-2.799,-14.334) (-28.916,-28.858) (-11.449,-3.210) 19.0969  32.7415  
36      2.74450 -31.33991 -31.21423 -11.90602 -14.63593  -5.91619     (-2.744,-14.651) (-28.595,-28.470) (-11.891,-3.172) 19.7545  32.5625  
37      2.69033 -30.96470 -30.77207 -12.27667 -15.02392  -5.82388     (-2.690,-14.967) (-28.274,-28.082) (-12.334,-3.134) 20.418  32.3995  
38      2.63616 -30.58948 -30.32991 -12.64732 -15.41191  -5.73158     (-2.636,-15.283) (-27.953,-27.694) (-12.776,-3.095) 21.0868  32.2529  
39      2.58198 -30.21426 -29.88775 -13.01797 -15.79990  -5.63927     (-2.582,-15.600) (-27.632,-27.306) (-13.218,-3.057) 21.7606  32.1229  
40      2.52781 -29.83904 -29.44558 -13.38862 -16.18789  -5.54696     (-2.528,-15.916) (-27.311,-26.918) (-13.660,-3.019) 22.4388  32.0096  
41      2.47364 -29.46383 -29.00342 -13.75927 -16.57588  -5.45465     (-2.474,-16.233) (-26.990,-26.530) (-14.102,-2.981) 23.1211  31.9133  
