Fol_2018-05-05.09_43_05.1_3.txt     Output is probe cell, reduced cell, NCDist distance between
0    -121.12949 105.01267 -120.75411 -295.66637 -110.91342 -331.99561     (-226.983,-190.654) (-105.013,-215.926) (-15.741,-16.117) 0
1    -122.19872 102.89120 -119.69338 -294.60564 -111.97415 -328.80491     (-225.914,-191.714) (-102.891,-214.865) (-16.802,-19.308) 4.38177
2    -123.26794 100.76973 -118.63264 -293.54490 -113.03489 -325.61422     (-224.844,-192.775) (-100.770,-213.805) (-17.863,-22.498) 8.76353
3    -124.33717  98.64826 -117.57191 -292.48417 -114.09562 -322.42352     (-223.775,-193.836) (-98.648,-212.744) (-18.924,-25.689) 13.1453
4    -125.40640  96.52679 -116.51118 -291.42344 -115.15635 -319.23283     (-222.706,-194.897) (-96.527,-211.683) (-19.984,-28.880) 17.5271
5    -126.47562  94.40533 -115.45044 -290.36270 -116.21709 -316.04213     (-221.637,-195.957) (-94.405,-210.622) (-21.045,-32.070) 21.9088
6    -127.54485  92.28386 -114.38971 -289.30197 -117.27782 -312.85144     (-220.568,-197.018) (-92.284,-209.562) (-22.106,-35.261) 26.2906
7    -128.61408  90.16239 -113.32897 -288.24123 -118.33856 -309.66074     (-219.498,-198.079) (-90.162,-208.501) (-23.167,-38.452) 30.6724
8    -129.68330  88.04092 -112.26824 -287.18050 -119.39929 -306.47005     (-218.429,-199.140) (-88.041,-207.440) (-24.227,-41.642) 35.0541
9    -130.75253  85.91945 -111.20751 -286.11977 -120.46002 -303.27935     (-217.360,-200.200) (-85.919,-206.379) (-25.288,-44.833) 39.4359
10    -131.82176  83.79799 -110.14677 -285.05903 -121.52076 -300.08866     (-216.291,-201.261) (-83.798,-205.319) (-26.349,-48.024) 43.8177
11    -132.89098  81.67652 -109.08604 -283.99830 -122.58149 -296.89796     (-215.221,-202.322) (-81.677,-204.258) (-27.410,-51.214) 48.1994
12    -133.96021  79.55505 -108.02530 -282.93756 -123.64223 -293.70727     (-214.152,-203.383) (-79.555,-203.197) (-28.470,-54.405) 52.5812
13    -135.02944  77.43358 -106.96457 -281.87683 -124.70296 -290.51657     (-213.083,-204.443) (-77.434,-202.137) (-29.531,-57.596) 56.963
