Fol_2018-05-05.12_27_50.2_17.txt     Output is probe cell, reduced cell, NCDist distance between
33    -1081.56813 237.00844 -1345.55368 -1709.68394 182.44586 -653.85924     (-416.851,-1472.675) (-237.008,-54.563) (-1108.545,-844.560) 491.378
34    -1084.03903 231.47978 -1332.02545 -1704.15527 171.38853 -648.33058     (-416.851,-1472.675) (-231.480,-60.091) (-1100.546,-852.559) 502.673
35    -1086.50993 225.95111 -1318.49723 -1698.62661 160.33121 -642.80191     (-416.851,-1472.675) (-225.951,-65.620) (-1092.546,-860.559) 514.088
36    -1088.98083 220.42245 -1304.96900 -1693.09795 149.27388 -637.27325     (-416.851,-1472.675) (-220.422,-71.149) (-1084.547,-868.558) 525.615
37    -1091.45173 214.89379 -1291.44078 -1687.56929 138.21656 -631.74459     (-416.851,-1472.675) (-214.894,-76.677) (-1076.547,-876.558) 537.247
38    -1093.92263 209.36513 -1277.91255 -1682.04062 127.15923 -626.21593     (-416.851,-1472.675) (-209.365,-82.206) (-1068.547,-884.557) 548.976
39    -1096.39353 203.83647 -1264.38433 -1676.51196 116.10191 -620.68727     (-416.851,-1472.675) (-203.836,-87.735) (-1060.548,-892.557) 560.798
40    -1098.86443 198.30780 -1250.85610 -1670.98330 105.04458 -615.15860     (-416.851,-1472.675) (-198.308,-93.263) (-1052.548,-900.557) 572.706
41    -1101.33533 192.77914 -1237.32788 -1665.45464  93.98726 -609.62994     (-416.851,-1472.675) (-192.779,-98.792) (-1044.549,-908.556) 584.694
42    -1103.80623 187.25048 -1223.79966 -1659.92597  82.92994 -604.10128     (-416.851,-1472.675) (-187.250,-104.321) (-1036.549,-916.556) 596.209
43    -1106.27712 181.72182 -1210.27143 -1654.39731  71.87261 -598.57262     (-416.851,-1472.675) (-181.722,-109.849) (-1028.550,-924.555) 607.111
44    -1108.74802 176.19315 -1196.74321 -1648.86865  60.81529 -593.04395     (-416.851,-1472.675) (-176.193,-115.378) (-1020.550,-932.555) 618.126
45    -1111.21892 170.66449 -1183.21498 -1643.33999  49.75796 -587.51529     (-416.851,-1472.675) (-170.664,-120.907) (-1012.550,-940.554) 629.249
46    -1113.68982 165.13583 -1169.68676 -1637.81132  38.70064 -581.98663     (-416.851,-1472.675) (-165.136,-126.435) (-1004.551,-948.554) 640.474
47    -1116.16072 159.60717 -1156.15853 -1632.28266  27.64331 -576.45797     (-416.851,-1472.675) (-159.607,-131.964) (-996.551,-956.554) 651.796
48    -1118.63162 154.07850 -1142.63031 -1626.75400  16.58599 -570.92930     (-416.851,-1472.675) (-154.079,-137.493) (-988.552,-964.553) 663.209
49    -1121.10252 148.54984 -1129.10208 -1621.22534   5.52866 -565.40064     (-416.851,-1472.675) (-148.550,-143.021) (-980.552,-972.553) 674.71
50    -1123.57342 143.02118 -1115.57386 -1615.69668  -5.52866 -559.87198     (-416.851,-1472.675) (-143.021,-148.550) (-972.553,-980.552) 681.332
51    -1126.04432 137.49252 -1102.04564 -1610.16801 -16.58599 -554.34332     (-416.851,-1472.675) (-137.493,-154.079) (-964.553,-988.552) 672.03
52    -1128.51522 131.96385 -1088.51741 -1604.63935 -27.64331 -548.81465     (-416.851,-1472.675) (-131.964,-159.607) (-956.554,-996.551) 662.883
53    -1130.98612 126.43519 -1074.98919 -1599.11069 -38.70064 -543.28599     (-416.851,-1472.675) (-126.435,-165.136) (-948.554,-1004.551) 653.898
54    -1133.45702 120.90653 -1061.46096 -1593.58203 -49.75796 -537.75733     (-416.851,-1472.675) (-120.907,-170.664) (-940.554,-1012.550) 645.08
55    -1135.92792 115.37787 -1047.93274 -1588.05336 -60.81529 -532.22867     (-416.851,-1472.675) (-115.378,-176.193) (-932.555,-1020.550) 636.438
56    -1138.39882 109.84921 -1034.40451 -1582.52470 -71.87261 -526.70001     (-416.851,-1472.675) (-109.849,-181.722) (-924.555,-1028.550) 627.977
57    -1140.86972 104.32054 -1020.87629 -1576.99604 -82.92994 -521.17134     (-416.851,-1472.675) (-104.321,-187.250) (-916.556,-1036.549) 619.707
58    -1143.34062  98.79188 -1007.34807 -1571.46738 -93.98726 -515.64268     (-416.851,-1472.675) (-98.792,-192.779) (-908.556,-1044.549) 611.634
59    -1145.81152  93.26322 -993.81984 -1565.93871 -105.04458 -510.11402     (-416.851,-1472.675) (-93.263,-198.308) (-900.557,-1052.548) 603.766
60    -1148.28242  87.73456 -980.29162 -1560.41005 -116.10191 -504.58536     (-416.851,-1472.675) (-87.735,-203.836) (-892.557,-1060.548) 596.111
61    -1150.75332  82.20589 -966.76339 -1554.88139 -127.15923 -499.05669     (-416.851,-1472.675) (-82.206,-209.365) (-884.557,-1068.547) 588.679
62    -1153.22422  76.67723 -953.23517 -1549.35273 -138.21656 -493.52803     (-416.851,-1472.675) (-76.677,-214.894) (-876.558,-1076.547) 581.476
63    -1155.69512  71.14857 -939.70694 -1543.82406 -149.27388 -487.99937     (-416.851,-1472.675) (-71.149,-220.422) (-868.558,-1084.547) 574.513
64    -1158.16602  65.61991 -926.17872 -1538.29540 -160.33121 -482.47071     (-416.851,-1472.675) (-65.620,-225.951) (-860.559,-1092.546) 567.797
65    -1160.63692  60.09124 -912.65049 -1532.76674 -171.38853 -476.94204     (-416.851,-1472.675) (-60.091,-231.480) (-852.559,-1100.546) 561.338
66    -1163.10782  54.56258 -899.12227 -1527.23808 -182.44586 -471.41338     (-416.851,-1472.675) (-54.563,-237.008) (-844.560,-1108.545) 555.145
67    -1165.57872  49.03392 -885.59405 -1521.70942 -193.50318 -465.88472     (-416.851,-1472.675) (-49.034,-242.537) (-836.560,-1116.545) 549.226
68    -1168.04962  43.50526 -872.06582 -1516.18075 -204.56051 -460.35606     (-416.851,-1472.675) (-43.505,-248.066) (-828.561,-1124.544) 543.591
69    -1170.52052  37.97659 -858.53760 -1510.65209 -215.61783 -454.82739     (-416.851,-1472.675) (-37.977,-253.594) (-820.561,-1132.544) 538.248
70    -1172.99142  32.44793 -845.00937 -1505.12343 -226.67516 -449.29873     (-416.851,-1472.675) (-32.448,-259.123) (-812.561,-1140.543) 530.873
71    -1175.46232  26.91927 -831.48115 -1499.59477 -237.73248 -443.77007     (-416.851,-1472.675) (-26.919,-264.652) (-804.562,-1148.543) 519.262
72    -1177.93322  21.39061 -817.95292 -1494.06610 -248.78981 -438.24141     (-416.851,-1472.675) (-21.391,-270.180) (-796.562,-1156.543) 507.757
73    -1180.40412  15.86195 -804.42470 -1488.53744 -259.84713 -432.71275     (-416.851,-1472.675) (-15.862,-275.709) (-788.563,-1164.542) 496.367
74    -1182.87502  10.33328 -790.89648 -1483.00878 -270.90446 -427.18408     (-416.851,-1472.675) (-10.333,-281.238) (-780.563,-1172.542) 485.099
75    -1185.34591   4.80462 -777.36825 -1477.48012 -281.96178 -421.65542     (-416.851,-1472.675) (-4.805,-286.766) (-772.564,-1180.541) 473.962
76    -1187.81681  -0.72404 -763.84003 -1471.95145 -293.01910 -416.12676     (-1187.817,-1471.951) (-0.724,-293.019) (-763.840,-416.127) 352.813
77    -1190.28771  -6.25270 -750.31180 -1466.42279 -304.07643 -410.59810     (-1190.288,-1466.423) (-6.253,-304.076) (-750.312,-410.598) 337.373
78    -1192.75861 -11.78137 -736.78358 -1460.89413 -315.13375 -405.06943     (-1192.759,-1460.894) (-11.781,-315.134) (-736.784,-405.069) 322.443
79    -1195.22951 -17.31003 -723.25535 -1455.36547 -326.19108 -399.54077     (-1195.230,-1455.365) (-17.310,-326.191) (-723.255,-399.541) 308.1
80    -1197.70041 -22.83869 -709.72713 -1449.83680 -337.24840 -394.01211     (-1197.700,-1449.837) (-22.839,-337.248) (-709.727,-394.012) 294.427
81    -1200.17131 -28.36735 -696.19890 -1444.30814 -348.30573 -388.48345     (-1200.171,-1444.308) (-28.367,-348.306) (-696.199,-388.483) 281.523
82    -1202.64221 -33.89602 -682.67068 -1438.77948 -359.36305 -382.95478     (-1202.642,-1438.779) (-33.896,-359.363) (-682.671,-382.955) 269.498
83    -1205.11311 -39.42468 -669.14246 -1433.25082 -370.42038 -377.42612     (-1205.113,-1433.251) (-39.425,-370.420) (-669.142,-377.426) 258.476
84    -1207.58401 -44.95334 -655.61423 -1427.72216 -381.47770 -371.89746     (-1207.584,-1427.722) (-44.953,-381.478) (-655.614,-371.897) 248.588
85    -1210.05491 -50.48200 -642.08601 -1422.19349 -392.53503 -366.36880     (-1210.055,-1422.193) (-50.482,-392.535) (-642.086,-366.369) 239.977
86    -1212.52581 -56.01067 -628.55778 -1416.66483 -403.59235 -360.84013     (-1212.526,-1416.665) (-56.011,-403.592) (-628.558,-360.840) 232.782
87    -1214.99671 -61.53933 -615.02956 -1411.13617 -414.64968 -355.31147     (-1214.997,-1411.136) (-61.539,-414.650) (-615.030,-355.311) 227.14
88    -1217.46761 -67.06799 -601.50133 -1405.60751 -425.70700 -349.78281     (-1217.468,-1405.608) (-67.068,-425.707) (-601.501,-349.783) 220.846
89    -1219.93851 -72.59665 -587.97311 -1400.07884 -436.76433 -344.25415     (-1219.939,-1400.079) (-72.597,-436.764) (-587.973,-344.254) 200.769
90    -1222.40941 -78.12531 -574.44488 -1394.55018 -447.82165 -338.72549     (-1222.409,-1394.550) (-78.125,-447.822) (-574.445,-338.725) 180.692
91    -1224.88031 -83.65398 -560.91666 -1389.02152 -458.87898 -333.19682     (-1224.880,-1389.022) (-83.654,-458.879) (-560.917,-333.197) 160.615
92    -1227.35121 -89.18264 -547.38844 -1383.49286 -469.93630 -327.66816     (-1227.351,-1383.493) (-89.183,-469.936) (-547.388,-327.668) 140.538
93    -1229.82211 -94.71130 -533.86021 -1377.96419 -480.99362 -322.13950     (-1229.822,-1377.964) (-94.711,-480.994) (-533.860,-322.139) 120.461
94    -1232.29301 -100.23996 -520.33199 -1372.43553 -492.05095 -316.61084     (-1232.293,-1372.436) (-100.240,-492.051) (-520.332,-316.611) 100.384
95    -1234.76391 -105.76863 -506.80376 -1366.90687 -503.10827 -311.08217     (-1234.764,-1366.907) (-105.769,-503.108) (-506.804,-311.082) 80.3075
96    -1237.23481 -111.29729 -493.27554 -1361.37821 -514.16560 -305.55351     (-1237.235,-1361.378) (-111.297,-514.166) (-493.276,-305.554) 60.2306
97    -1239.70571 -116.82595 -479.74731 -1355.84954 -525.22292 -300.02485     (-1239.706,-1355.850) (-116.826,-525.223) (-479.747,-300.025) 40.1538
98    -1242.17661 -122.35461 -466.21909 -1350.32088 -536.28025 -294.49619     (-1242.177,-1350.321) (-122.355,-536.280) (-466.219,-294.496) 20.0769
99    -1244.64751 -127.88328 -452.69087 -1344.79222 -547.33757 -288.96752     (-1244.648,-1344.792) (-127.883,-547.338) (-452.691,-288.968) 0
