Fol_2018-05-06.17_17_10.1_16.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
52      3.44949 -21.56636 -38.43117  -9.94123  -4.30978  -5.47515     (-3.449,-13.391) (-18.117,-34.982) (-0.860,-2.026) 14.0702  23.6486  25.8453  19.6001  
53      3.35948 -21.12171 -38.24326 -10.17981  -4.40768  -5.42773     (-3.359,-13.539) (-17.762,-34.884) (-1.048,-2.068) 14.2055  24.0909  26.1831  19.159  
54      3.26947 -20.67705 -38.05535 -10.41840  -4.50558  -5.38031     (-3.269,-13.688) (-17.408,-34.786) (-1.236,-2.111) 14.3536  24.5385  26.5377  18.7184  
55      3.17946 -20.23239 -37.86744 -10.65699  -4.60348  -5.33288     (-3.179,-13.836) (-17.053,-34.688) (-1.424,-2.153) 14.5142  24.9911  26.9088  18.2782  
56      3.08945 -19.78773 -37.67952 -10.89558  -4.70138  -5.28546     (-3.089,-13.985) (-16.698,-34.590) (-1.612,-2.196) 14.6869  24.4777  27.2959  17.8385  
57      2.99944 -19.34307 -37.49161 -11.13416  -4.79928  -5.23804     (-2.999,-14.134) (-16.344,-34.492) (-1.800,-2.239) 14.8711  23.8261  26.8782  17.3993  
58      2.90943 -18.89841 -37.30370 -11.37275  -4.89718  -5.19062     (-2.909,-14.282) (-15.989,-34.394) (-1.988,-2.281) 15.0666  23.2149  26.2173  16.9607  
59      2.81942 -18.45375 -37.11579 -11.61134  -4.99508  -5.14320     (-2.819,-14.431) (-15.634,-34.296) (-2.176,-2.324) 15.2728  22.6601  25.5574  16.5228  
60      2.72940 -18.00909 -36.92788 -11.84993  -5.09298  -5.09578     (-2.729,-14.579) (-15.280,-34.198) (-2.364,-2.366) 15.4894  22.1061  24.8983  16.0855  
61      2.63939 -17.56443 -36.73997 -12.08851  -5.19088  -5.04836     (-2.639,-14.728) (-14.925,-34.101) (-2.551,-2.409) 15.6489  21.5529  24.2403  15.6489  
62      2.54938 -17.11977 -36.55206 -12.32710  -5.28878  -5.00093     (-2.549,-14.876) (-14.570,-34.003) (-2.739,-2.452) 15.2132  21.0006  23.5834  15.2132  
63      2.45937 -16.67511 -36.36415 -12.56569  -5.38668  -4.95351     (-2.459,-15.025) (-14.216,-33.905) (-2.927,-2.494) 14.778  20.4493  22.9277  14.7783  
64      2.36936 -16.23045 -36.17624 -12.80427  -5.48458  -4.90609     (-2.369,-15.174) (-13.861,-33.807) (-3.115,-2.537) 14.343  19.8991  22.2732  14.3443  
65      2.27935 -15.78579 -35.98832 -13.04286  -5.58248  -4.85867     (-2.279,-15.322) (-13.506,-33.709) (-3.303,-2.579) 13.909  19.35  21.6202  13.9114  
66      2.18934 -15.34113 -35.80041 -13.28145  -5.68038  -4.81125     (-2.189,-15.471) (-13.152,-33.611) (-3.491,-2.622) 13.476  18.8021  20.9687  13.4796  
67      2.09933 -14.89647 -35.61250 -13.52004  -5.77828  -4.76383     (-2.099,-15.619) (-12.797,-33.513) (-3.679,-2.664) 13.0442  18.2556  20.3189  13.0491  
68      2.00932 -14.45181 -35.42459 -13.75862  -5.87618  -4.71640     (-2.009,-15.768) (-12.442,-33.415) (-3.867,-2.707) 12.6136  17.7106  19.671  12.6199  
69      1.91931 -14.00716 -35.23668 -13.99721  -5.97408  -4.66898     (-1.919,-15.917) (-12.088,-33.317) (-4.055,-2.750) 12.1845  17.1672  19.0251  12.1923  
70      1.82929 -13.56250 -35.04877 -14.23580  -6.07198  -4.62156     (-1.829,-16.065) (-11.733,-33.219) (-4.243,-2.792) 11.757  16.6256  18.3814  11.7663  
71      1.73928 -13.11784 -34.86086 -14.47439  -6.16988  -4.57414     (-1.739,-16.214) (-11.379,-33.122) (-4.431,-2.835) 11.3312  16.086  17.7403  11.3422  
72      1.64927 -12.67318 -34.67295 -14.71297  -6.26778  -4.52672     (-1.649,-16.362) (-11.024,-33.024) (-4.619,-2.877) 10.9074  15.5485  17.102  10.9202  
73      1.55926 -12.22852 -34.48504 -14.95156  -6.36568  -4.47930     (-1.559,-16.511) (-10.669,-32.926) (-4.806,-2.920) 10.4857  15.0135  16.4667  10.5005  
74      1.46925 -11.78386 -34.29713 -15.19015  -6.46358  -4.43188     (-1.469,-16.659) (-10.315,-32.828) (-4.994,-2.963) 10.0666  14.4811  15.835  10.0834  
75      1.37924 -11.33920 -34.10921 -15.42873  -6.56148  -4.38445     (-1.379,-16.808) (-9.960,-32.730) (-5.182,-3.005) 9.65022  13.9517  15.2072  9.66935  
76      1.28923 -10.89454 -33.92130 -15.66732  -6.65938  -4.33703     (-1.289,-16.957) (-9.605,-32.632) (-5.370,-3.048) 9.23703  13.4256  14.5838  9.25864  
77      1.19922 -10.44988 -33.73339 -15.90591  -6.75728  -4.28961     (-1.199,-17.105) (-9.251,-32.534) (-5.558,-3.090) 8.82746  12.9032  13.9655  8.85177  
78      1.10921 -10.00522 -33.54548 -16.14450  -6.85518  -4.24219     (-1.109,-17.254) (-8.896,-32.436) (-5.746,-3.133) 8.42203  12.3851  13.3529  8.4493  
79      1.01920  -9.56056 -33.35757 -16.38308  -6.95308  -4.19477     (-1.019,-17.402) (-8.541,-32.338) (-5.934,-3.176) 8.02138  11.8717  12.7468  8.05188  
80      0.92919  -9.11590 -33.16966 -16.62167  -7.05098  -4.14735     (-0.929,-17.551) (-8.187,-32.240) (-6.122,-3.218) 7.62626  11.3637  12.1483  7.66029  
81      0.83917  -8.67124 -32.98175 -16.86026  -7.14888  -4.09992     (-0.839,-17.699) (-7.832,-32.143) (-6.310,-3.261) 7.23757  10.8619  11.5584  7.2755  
82      0.74916  -8.22658 -32.79384 -17.09885  -7.24678  -4.05250     (-0.749,-17.848) (-7.477,-32.045) (-6.498,-3.303) 6.85641  10.3672  10.9787  6.89862  
83      0.65915  -7.78192 -32.60593 -17.33743  -7.34468  -4.00508     (-0.659,-17.997) (-7.123,-31.947) (-6.686,-3.346) 6.4841  9.88054  10.4108  6.53102  
84      0.56914  -7.33726 -32.41801 -17.57602  -7.44258  -3.95766     (-0.569,-18.145) (-6.768,-31.849) (-6.873,-3.389) 6.12226  9.40329  9.85667  6.17438  
85      0.47913  -6.89261 -32.23010 -17.81461  -7.54048  -3.91024     (-0.479,-18.294) (-6.413,-31.751) (-7.061,-3.431) 5.77287  8.93692  9.31885  5.83069  
86      0.38912  -6.44795 -32.04219 -18.05320  -7.63838  -3.86282     (-0.389,-18.442) (-6.059,-31.653) (-7.249,-3.474) 5.43831  8.48322  8.80033  5.50239  
87      0.29911  -6.00329 -31.85428 -18.29178  -7.73628  -3.81539     (-0.299,-18.591) (-5.704,-31.555) (-7.437,-3.516) 5.1215  8.04434  8.3047  5.1924  
88      0.20910  -5.55863 -31.66637 -18.53037  -7.83418  -3.76797     (-0.209,-18.739) (-5.350,-31.457) (-7.625,-3.559) 4.82593  7.62285  7.83631  4.90418  
89      0.11909  -5.11397 -31.47846 -18.76896  -7.93209  -3.72055     (-0.119,-18.888) (-4.995,-31.359) (-7.813,-3.601) 4.55574  7.22178  7.40035  4.6418  
90      0.02908  -4.66931 -31.29055 -19.00754  -8.02999  -3.67313     (-0.029,-19.037) (-4.640,-31.261) (-8.001,-3.644) 4.31569  6.58203  7.00286  4.40986  
91     -0.06094  -4.22465 -31.10264 -19.24613  -8.12789  -3.62571     (-0.061,-19.246) (-4.225,-8.128) (-31.103,-3.626) 4.012  6.0394  6.56416  4.45343  
92     -0.15095  -3.77999 -30.91473 -19.48472  -8.22579  -3.57829     (-0.151,-19.485) (-3.780,-8.226) (-30.915,-3.578) 3.71056  5.55451  6.03902  3.89675  
93     -0.24096  -3.33533 -30.72682 -19.72331  -8.32369  -3.53087     (-0.241,-19.723) (-3.335,-8.324) (-30.727,-3.531) 3.23307  5.0873  5.19026  3.34007  
94     -0.33097  -2.89067 -30.53890 -19.96189  -8.42159  -3.48344     (-0.331,-19.962) (-2.891,-8.422) (-30.539,-3.483) 2.67684  4.52475  4.32522  2.7834  
95     -0.42098  -2.44601 -30.35099 -20.20048  -8.51949  -3.43602     (-0.421,-20.200) (-2.446,-8.519) (-30.351,-3.436) 2.12084  3.66331  3.46018  2.22672  
96     -0.51099  -2.00135 -30.16308 -20.43907  -8.61739  -3.38860     (-0.511,-20.439) (-2.001,-8.617) (-30.163,-3.389) 1.56533  2.74749  2.59513  1.67004  
97     -0.60100  -1.55669 -29.97517 -20.67766  -8.71529  -3.34118     (-0.601,-20.678) (-1.557,-8.715) (-29.975,-3.341) 1.01111  1.83166  1.73009  1.11336  
98     -0.69101  -1.11203 -29.78726 -20.91624  -8.81319  -3.29376     (-0.691,-20.916) (-1.112,-8.813) (-29.787,-3.294) 0.462812  0.915829  0.865044  0.556679  
99     -0.78102  -0.66737 -29.59935 -21.15483  -8.91109  -3.24634     (-0.781,-21.155) (-0.667,-8.911) (-29.599,-3.246) 0  8.16351e-14  1.90735e-06  0  
