Fol_2018-05-05.09_55_20.1_25.txt     Output is probe cell, reduced cell, NCDist distance between
34    -67.52126 -11.92662 -38.91700 -221.42726 -265.83770 -163.66704     (-67.521,-221.427) (-11.927,-265.838) (-38.917,-163.667) 97.4398
35    -68.28990 -14.67683 -39.03786 -218.55619 -266.18930 -161.25031     (-68.290,-218.556) (-14.677,-266.189) (-39.038,-161.250) 95.8134
36    -69.05853 -17.42704 -39.15871 -215.68513 -266.54089 -158.83358     (-69.059,-215.685) (-17.427,-266.541) (-39.159,-158.834) 94.3964
37    -69.82716 -20.17725 -39.27957 -212.81406 -266.89249 -156.41685     (-69.827,-212.814) (-20.177,-266.892) (-39.280,-156.417) 93.1981
38    -70.59580 -22.92746 -39.40043 -209.94299 -267.24408 -154.00013     (-70.596,-209.943) (-22.927,-267.244) (-39.400,-154.000) 92.2272
39    -71.36443 -25.67767 -39.52128 -207.07192 -267.59568 -151.58340     (-71.364,-207.072) (-25.678,-267.596) (-39.521,-151.583) 91.4908
40    -72.13307 -28.42788 -39.64214 -204.20086 -267.94727 -149.16667     (-72.133,-204.201) (-28.428,-267.947) (-39.642,-149.167) 90.9947
41    -72.90170 -31.17809 -39.76300 -201.32979 -268.29887 -146.74995     (-72.902,-201.330) (-31.178,-268.299) (-39.763,-146.750) 90.7428
42    -73.67034 -33.92831 -39.88385 -198.45872 -268.65046 -144.33322     (-73.670,-198.459) (-33.928,-268.650) (-39.884,-144.333) 90.7371
43    -74.43897 -36.67852 -40.00471 -195.58765 -269.00206 -141.91649     (-74.439,-195.588) (-36.679,-269.002) (-40.005,-141.916) 90.9778
44    -75.20761 -39.42873 -40.12557 -192.71659 -269.35365 -139.49977     (-75.208,-192.717) (-39.429,-269.354) (-40.126,-139.500) 91.4627
45    -75.97624 -42.17894 -40.24642 -189.84552 -269.70525 -137.08304     (-75.976,-189.846) (-42.179,-269.705) (-40.246,-137.083) 92.1882
46    -76.74488 -44.92915 -40.36728 -186.97445 -270.05684 -134.66631     (-76.745,-186.974) (-44.929,-270.057) (-40.367,-134.666) 93.1485
47    -77.51351 -47.67936 -40.48814 -184.10338 -270.40844 -132.24959     (-77.514,-184.103) (-47.679,-270.408) (-40.488,-132.250) 94.3365
48    -78.28215 -50.42957 -40.60899 -181.23232 -270.76003 -129.83286     (-78.282,-181.232) (-50.430,-270.760) (-40.609,-129.833) 95.7438
49    -79.05078 -53.17978 -40.72985 -178.36125 -271.11162 -127.41613     (-79.051,-178.361) (-53.180,-271.112) (-40.730,-127.416) 97.3607
50    -79.81942 -55.92999 -40.85070 -175.49018 -271.46322 -124.99941     (-79.819,-175.490) (-55.930,-271.463) (-40.851,-124.999) 99.1772
51    -80.58805 -58.68020 -40.97156 -172.61912 -271.81481 -122.58268     (-80.588,-172.619) (-58.680,-271.815) (-40.972,-122.583) 101.182
52    -81.35669 -61.43041 -41.09242 -169.74805 -272.16641 -120.16595     (-81.357,-169.748) (-61.430,-272.166) (-41.092,-120.166) 101.905
53    -82.12532 -64.18063 -41.21327 -166.87698 -272.51800 -117.74923     (-82.125,-166.877) (-64.181,-272.518) (-41.213,-117.749) 101.308
54    -82.89396 -66.93084 -41.33413 -164.00591 -272.86960 -115.33250     (-82.894,-164.006) (-66.931,-272.870) (-41.334,-115.332) 100.93
55    -83.66259 -69.68105 -41.45499 -161.13485 -273.22119 -112.91577     (-83.663,-161.135) (-69.681,-273.221) (-41.455,-112.916) 100.772
56    -84.43123 -72.43126 -41.57584 -158.26378 -273.57279 -110.49904     (-84.431,-158.264) (-72.431,-273.573) (-41.576,-110.499) 100.836
57    -85.19986 -75.18147 -41.69670 -155.39271 -273.92438 -108.08232     (-85.200,-155.393) (-75.181,-273.924) (-41.697,-108.082) 101.122
58    -85.96850 -77.93168 -41.81756 -152.52164 -274.27598 -105.66559     (-85.968,-152.522) (-77.932,-274.276) (-41.818,-105.666) 101.627
59    -86.73713 -80.68189 -41.93841 -149.65058 -274.62757 -103.24886     (-86.737,-149.651) (-80.682,-274.628) (-41.938,-103.249) 101.847
60    -87.50577 -83.43210 -42.05927 -146.77951 -274.97917 -100.83214     (-87.506,-146.780) (-83.432,-274.979) (-42.059,-100.832) 101.163
61    -88.27440 -86.18231 -42.18013 -143.90844 -275.33076 -98.41541     (-88.274,-143.908) (-86.182,-275.331) (-42.180,-98.415) 100.696
62    -89.04304 -88.93252 -42.30098 -141.03737 -275.68236 -95.99868     (-89.043,-141.037) (-88.933,-275.682) (-42.301,-95.999) 100.451
63    -89.81167 -91.68273 -42.42184 -138.16631 -276.03395 -93.58196     (-89.812,-138.166) (-91.683,-276.034) (-42.422,-93.582) 100.428
64    -90.58031 -94.43295 -42.54269 -135.29524 -276.38555 -91.16523     (-90.580,-135.295) (-94.433,-276.386) (-42.543,-91.165) 100.628
65    -91.34894 -97.18316 -42.66355 -132.42417 -276.73714 -88.74850     (-91.349,-132.424) (-97.183,-276.737) (-42.664,-88.749) 101.049
66    -92.11758 -99.93337 -42.78441 -129.55311 -277.08874 -86.33178     (-92.118,-129.553) (-99.933,-277.089) (-42.784,-86.332) 101.688
67    -92.88621 -102.68358 -42.90526 -126.68204 -277.44033 -83.91505     (-92.886,-126.682) (-102.684,-277.440) (-42.905,-83.915) 102.542
68    -93.65485 -105.43379 -43.02612 -123.81097 -277.79193 -81.49832     (-93.655,-123.811) (-105.434,-277.792) (-43.026,-81.498) 103.605
69    -94.42348 -108.18400 -43.14698 -120.93990 -278.14352 -79.08160     (-94.423,-120.940) (-108.184,-278.144) (-43.147,-79.082) 104.871
70    -95.19212 -110.93421 -43.26783 -118.06884 -278.49512 -76.66487     (-95.192,-118.069) (-110.934,-278.495) (-43.268,-76.665) 106.332
71    -95.96075 -113.68442 -43.38869 -115.19777 -278.84671 -74.24814     (-95.961,-115.198) (-113.684,-278.847) (-43.389,-74.248) 107.981
72    -96.72939 -116.43463 -43.50955 -112.32670 -279.19831 -71.83142     (-96.729,-112.327) (-116.435,-279.198) (-43.510,-71.831) 107.036
73    -97.49802 -119.18484 -43.63040 -109.45563 -279.54990 -69.41469     (-97.498,-109.456) (-119.185,-279.550) (-43.630,-69.415) 105.245
74    -98.26666 -121.93505 -43.75126 -106.58457 -279.90149 -66.99796     (-98.267,-106.585) (-121.935,-279.901) (-43.751,-66.998) 103.639
75    -99.03529 -124.68527 -43.87211 -103.71350 -280.25309 -64.58123     (-99.035,-103.713) (-124.685,-280.253) (-43.872,-64.581) 102.228
76    -99.80392 -127.43548 -43.99297 -100.84243 -280.60468 -62.16451     (-99.804,-100.842) (-127.435,-280.605) (-43.993,-62.165) 101.018
77    -100.57256 -130.18569 -44.11383 -97.97137 -280.95628 -59.74778     (-100.573,-97.971) (-130.186,-280.956) (-44.114,-59.748) 100.017
78    -101.34119 -132.93590 -44.23468 -95.10030 -281.30787 -57.33105     (-101.341,-95.100) (-132.936,-281.308) (-44.235,-57.331) 99.2326
79    -102.10983 -135.68611 -44.35554 -92.22923 -281.65947 -54.91433     (-102.110,-92.229) (-135.686,-281.659) (-44.356,-54.914) 94.6071
80    -102.87846 -138.43632 -44.47640 -89.35816 -282.01106 -52.49760     (-102.878,-89.358) (-138.436,-282.011) (-44.476,-52.498) 89.8768
81    -103.64710 -141.18653 -44.59725 -86.48710 -282.36266 -50.08087     (-103.647,-86.487) (-141.187,-282.363) (-44.597,-50.081) 85.1464
82    -104.41573 -143.93674 -44.71811 -83.61603 -282.71425 -47.66415     (-104.416,-83.616) (-143.937,-282.714) (-44.718,-47.664) 80.4161
83    -105.18437 -146.68695 -44.83897 -80.74496 -283.06585 -45.24742     (-105.184,-80.745) (-146.687,-283.066) (-44.839,-45.247) 75.6857
84    -105.95300 -149.43716 -44.95982 -77.87389 -283.41744 -42.83069     (-105.953,-77.874) (-149.437,-283.417) (-44.960,-42.831) 70.9554
85    -106.72164 -152.18737 -45.08068 -75.00283 -283.76904 -40.41397     (-106.722,-75.003) (-152.187,-283.769) (-45.081,-40.414) 66.225
86    -107.49027 -154.93759 -45.20154 -72.13176 -284.12063 -37.99724     (-107.490,-72.132) (-154.938,-284.121) (-45.202,-37.997) 61.4946
87    -108.25891 -157.68780 -45.32239 -69.26069 -284.47223 -35.58051     (-108.259,-69.261) (-157.688,-284.472) (-45.322,-35.581) 56.7643
88    -109.02754 -160.43801 -45.44325 -66.38962 -284.82382 -33.16379     (-109.028,-66.390) (-160.438,-284.824) (-45.443,-33.164) 52.0339
89    -109.79618 -163.18822 -45.56410 -63.51856 -285.17542 -30.74706     (-109.796,-63.519) (-163.188,-285.175) (-45.564,-30.747) 47.3036
90    -110.56481 -165.93843 -45.68496 -60.64749 -285.52701 -28.33033     (-110.565,-60.647) (-165.938,-285.527) (-45.685,-28.330) 42.5732
91    -111.33345 -168.68864 -45.80582 -57.77642 -285.87861 -25.91361     (-111.333,-57.776) (-168.689,-285.879) (-45.806,-25.914) 37.8429
92    -112.10208 -171.43885 -45.92667 -54.90536 -286.23020 -23.49688     (-112.102,-54.905) (-171.439,-286.230) (-45.927,-23.497) 33.1125
93    -112.87072 -174.18906 -46.04753 -52.03429 -286.58180 -21.08015     (-112.871,-52.034) (-174.189,-286.582) (-46.048,-21.080) 28.3821
94    -113.63935 -176.93927 -46.16839 -49.16322 -286.93339 -18.66342     (-113.639,-49.163) (-176.939,-286.933) (-46.168,-18.663) 23.6518
95    -114.40799 -179.68948 -46.28924 -46.29215 -287.28499 -16.24670     (-114.408,-46.292) (-179.689,-287.285) (-46.289,-16.247) 18.9214
96    -115.17662 -182.43969 -46.41010 -43.42109 -287.63658 -13.82997     (-115.177,-43.421) (-182.440,-287.637) (-46.410,-13.830) 14.1911
97    -115.94526 -185.18991 -46.53096 -40.55002 -287.98817 -11.41324     (-115.945,-40.550) (-185.190,-287.988) (-46.531,-11.413) 9.46071
98    -116.71389 -187.94012 -46.65181 -37.67895 -288.33977  -8.99652     (-116.714,-37.679) (-187.940,-288.340) (-46.652,-8.997) 4.73036
99    -117.48253 -190.69033 -46.77267 -34.80788 -288.69136  -6.57979     (-117.483,-34.808) (-190.690,-288.691) (-46.773,-6.580) 0
