Fol_2018-05-14.13_09_05.71_70.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      7.55890 -12.64609 -10.60068   6.94755 -31.45399 -18.73734     (-7.559,-0.611) (-5.087,-3.042) (-23.895,-11.178) 26.8351  28.2915  
1      7.54377 -12.63852 -10.61399   6.93999 -31.42555 -18.72978     (-7.544,-0.604) (-5.095,-3.070) (-23.882,-11.186) 26.8359  28.2905  
2      7.52864 -12.63095 -10.62730   6.93242 -31.39711 -18.72221     (-7.529,-0.596) (-5.102,-3.099) (-23.868,-11.194) 26.8367  28.2896  
3      7.51351 -12.62339 -10.64060   6.92485 -31.36867 -18.71464     (-7.514,-0.589) (-5.110,-3.127) (-23.855,-11.201) 26.8375  28.2888  
4      7.49837 -12.61582 -10.65391   6.91729 -31.34023 -18.70708     (-7.498,-0.581) (-5.117,-3.156) (-23.842,-11.209) 26.8384  28.288  
5      7.48324 -12.60825 -10.66722   6.90972 -31.31179 -18.69951     (-7.483,-0.574) (-5.125,-3.184) (-23.829,-11.216) 26.8394  28.2872  
6      7.46811 -12.60069 -10.68053   6.90215 -31.28335 -18.69194     (-7.468,-0.566) (-5.133,-3.212) (-23.815,-11.224) 26.8404  28.2865  
7      7.45297 -12.59312 -10.69383   6.89459 -31.25490 -18.68438     (-7.453,-0.558) (-5.140,-3.241) (-23.802,-11.231) 26.8414  28.2859  
8      7.43784 -12.58556 -10.70714   6.88702 -31.22646 -18.67681     (-7.438,-0.551) (-5.148,-3.269) (-23.789,-11.239) 26.8426  28.2853  
9      7.42271 -12.57799 -10.72045   6.87945 -31.19802 -18.66925     (-7.423,-0.543) (-5.155,-3.298) (-23.775,-11.247) 26.8437  28.2848  
10      7.40758 -12.57042 -10.73376   6.87189 -31.16958 -18.66168     (-7.408,-0.536) (-5.163,-3.326) (-23.762,-11.254) 26.845  28.2843  
11      7.39244 -12.56286 -10.74707   6.86432 -31.14114 -18.65411     (-7.392,-0.528) (-5.170,-3.355) (-23.749,-11.262) 26.8463  28.2839  
12      7.37731 -12.55529 -10.76037   6.85675 -31.11270 -18.64655     (-7.377,-0.521) (-5.178,-3.383) (-23.735,-11.269) 26.8476  28.2835  
13      7.36218 -12.54772 -10.77368   6.84919 -31.08426 -18.63898     (-7.362,-0.513) (-5.186,-3.412) (-23.722,-11.277) 26.849  28.2832  
14      7.34704 -12.54016 -10.78699   6.84162 -31.05582 -18.63141     (-7.347,-0.505) (-5.193,-3.440) (-23.709,-11.284) 26.8505  28.2829  
15      7.33191 -12.53259 -10.80030   6.83406 -31.02738 -18.62385     (-7.332,-0.498) (-5.201,-3.468) (-23.695,-11.292) 26.852  28.2827  
16      7.31678 -12.52502 -10.81360   6.82649 -30.99894 -18.61628     (-7.317,-0.490) (-5.208,-3.497) (-23.682,-11.300) 26.8535  28.2826  
17      7.30164 -12.51746 -10.82691   6.81892 -30.97050 -18.60871     (-7.302,-0.483) (-5.216,-3.525) (-23.669,-11.307) 26.8552  28.2824  
18      7.28651 -12.50989 -10.84022   6.81136 -30.94206 -18.60115     (-7.287,-0.475) (-5.223,-3.554) (-23.656,-11.315) 26.8568  28.2824  
19      7.27138 -12.50232 -10.85353   6.80379 -30.91362 -18.59358     (-7.271,-0.468) (-5.231,-3.582) (-23.642,-11.322) 26.8586  28.2824  
20      7.25625 -12.49476 -10.86683   6.79622 -30.88518 -18.58601     (-7.256,-0.460) (-5.239,-3.611) (-23.629,-11.330) 26.8604  28.2824  
21      7.24111 -12.48719 -10.88014   6.78866 -30.85674 -18.57845     (-7.241,-0.452) (-5.246,-3.639) (-23.616,-11.337) 26.8622  28.2825  
22      7.22598 -12.47962 -10.89345   6.78109 -30.82829 -18.57088     (-7.226,-0.445) (-5.254,-3.667) (-23.602,-11.345) 26.8641  28.2827  
23      7.21085 -12.47206 -10.90676   6.77352 -30.79985 -18.56331     (-7.211,-0.437) (-5.261,-3.696) (-23.589,-11.352) 26.8661  28.2829  
24      7.19571 -12.46449 -10.92007   6.76596 -30.77141 -18.55575     (-7.196,-0.430) (-5.269,-3.724) (-23.576,-11.360) 26.8681  28.2832  
25      7.18058 -12.45693 -10.93337   6.75839 -30.74297 -18.54818     (-7.181,-0.422) (-5.276,-3.753) (-23.562,-11.368) 26.8702  28.2835  
26      7.16545 -12.44936 -10.94668   6.75082 -30.71453 -18.54062     (-7.165,-0.415) (-5.284,-3.781) (-23.549,-11.375) 26.8723  28.2839  
27      7.15032 -12.44179 -10.95999   6.74326 -30.68609 -18.53305     (-7.150,-0.407) (-5.291,-3.810) (-23.536,-11.383) 26.8745  28.2843  
