Fol_2018-05-05.12_21_52.1_5.txt     Output is probe cell, reduced cell, NCDist distance between
63    -1490.52348 -1713.61502 -349.32007 -1249.51935 -852.63261 -331.17389     (-1490.523,-1249.519) (-1713.615,-852.633) (-349.320,-331.174) 699.925
64    -1469.99513 -1709.61197 -361.58577 -1237.25365 -840.36691 -355.70529     (-1469.995,-1237.254) (-1709.612,-840.367) (-361.586,-355.705) 666.639
65    -1449.46678 -1705.60892 -373.85147 -1224.98795 -828.10121 -380.23669     (-1449.467,-1224.988) (-1705.609,-828.101) (-373.851,-380.237) 633.956
66    -1428.93843 -1701.60587 -386.11717 -1212.72225 -815.83551 -404.76809     (-1428.938,-1212.722) (-1701.606,-815.836) (-386.117,-404.768) 601.976
67    -1408.41008 -1697.60282 -398.38287 -1200.45655 -803.56981 -429.29949     (-1408.410,-1200.457) (-1697.603,-803.570) (-398.383,-429.299) 570.815
68    -1387.88173 -1693.59977 -410.64857 -1188.19085 -791.30411 -453.83089     (-1387.882,-1188.191) (-1693.600,-791.304) (-410.649,-453.831) 540.617
69    -1367.35338 -1689.59672 -422.91427 -1175.92515 -779.03841 -478.36229     (-1367.353,-1175.925) (-1689.597,-779.038) (-422.914,-478.362) 511.551
70    -1346.82504 -1685.59367 -435.17997 -1163.65945 -766.77271 -502.89369     (-1346.825,-1163.659) (-1685.594,-766.773) (-435.180,-502.894) 483.821
71    -1326.29669 -1681.59062 -447.44567 -1151.39375 -754.50701 -527.42509     (-1326.297,-1151.394) (-1681.591,-754.507) (-447.446,-527.425) 457.671
72    -1305.76834 -1677.58757 -459.71137 -1139.12805 -742.24131 -551.95649     (-1305.768,-1139.128) (-1677.588,-742.241) (-459.711,-551.956) 433.386
73    -1285.23999 -1673.58452 -471.97707 -1126.86235 -729.97561 -576.48789     (-1285.240,-1126.862) (-1673.585,-729.976) (-471.977,-576.488) 411.298
74    -1264.71164 -1669.58147 -484.24277 -1114.59665 -717.70991 -601.01929     (-1264.712,-1114.597) (-1669.581,-717.710) (-484.243,-601.019) 391.777
75    -1244.18329 -1665.57842 -496.50847 -1102.33095 -705.44421 -625.55069     (-1244.183,-1102.331) (-1665.578,-705.444) (-496.508,-625.551) 375.225
76    -1223.65494 -1661.57537 -508.77417 -1090.06525 -693.17851 -650.08209     (-1223.655,-1090.065) (-1661.575,-693.179) (-508.774,-650.082) 362.049
77    -1203.12659 -1657.57232 -521.03987 -1077.79955 -680.91281 -674.61349     (-1203.127,-1077.800) (-1657.572,-680.913) (-521.040,-674.613) 352.627
78    -1182.59824 -1653.56927 -533.30557 -1065.53385 -668.64711 -699.14489     (-1182.598,-1065.534) (-1653.569,-668.647) (-533.306,-699.145) 347.266
79    -1162.06989 -1649.56622 -545.57127 -1053.26816 -656.38141 -723.67629     (-1162.070,-1053.268) (-1649.566,-656.381) (-545.571,-723.676) 346.154
80    -1141.54154 -1645.56317 -557.83697 -1041.00246 -644.11571 -748.20769     (-1141.542,-1041.002) (-1645.563,-644.116) (-557.837,-748.208) 349.332
81    -1121.01319 -1641.56012 -570.10266 -1028.73676 -631.85001 -772.73908     (-1121.013,-1028.737) (-1641.560,-631.850) (-570.103,-772.739) 356.685
82    -1100.48484 -1637.55707 -582.36836 -1016.47106 -619.58431 -797.27048     (-1100.485,-1016.471) (-1637.557,-619.584) (-582.368,-797.270) 367.963
83    -1079.95649 -1633.55402 -594.63406 -1004.20536 -607.31862 -821.80188     (-1079.956,-1004.205) (-1633.554,-607.319) (-594.634,-821.802) 382.819
84    -1059.42814 -1629.55097 -606.89976 -991.93966 -595.05292 -846.33328     (-1059.428,-991.940) (-1629.551,-595.053) (-606.900,-846.333) 388.949
85    -1038.89979 -1625.54792 -619.16546 -979.67396 -582.78722 -870.86468     (-1038.900,-979.674) (-1625.548,-582.787) (-619.165,-870.865) 385.908
86    -1018.37144 -1621.54487 -631.43116 -967.40826 -570.52152 -895.39608     (-1018.371,-967.408) (-1621.545,-570.522) (-631.431,-895.396) 386.716
87    -997.84309 -1617.54182 -643.69686 -955.14256 -558.25582 -919.92748     (-997.843,-955.143) (-1617.542,-558.256) (-643.697,-919.927) 391.35
88    -977.31474 -1613.53877 -655.96256 -942.87686 -545.99012 -944.45888     (-977.315,-942.877) (-1613.539,-545.990) (-655.963,-944.459) 395.39
89    -956.78640 -1609.53572 -668.22826 -930.61116 -533.72442 -968.99028     (-956.786,-930.611) (-1609.536,-533.724) (-668.228,-968.990) 386.079
90    -936.25805 -1605.53267 -680.49396 -918.34546 -521.45872 -993.52168     (-936.258,-918.345) (-1605.533,-521.459) (-680.494,-993.522) 347.471
91    -915.72970 -1601.52962 -692.75966 -906.07976 -509.19302 -1018.05308     (-915.730,-906.080) (-1601.530,-509.193) (-692.760,-1018.053) 308.863
92    -895.20135 -1597.52657 -705.02536 -893.81406 -496.92732 -1042.58448     (-895.201,-893.814) (-1597.527,-496.927) (-705.025,-1042.584) 270.255
93    -874.67300 -1593.52352 -717.29106 -881.54836 -484.66162 -1067.11588     (-874.673,-881.548) (-1593.524,-484.662) (-717.291,-1067.116) 231.647
94    -854.14465 -1589.52047 -729.55676 -869.28266 -472.39592 -1091.64728     (-854.145,-869.283) (-1589.520,-472.396) (-729.557,-1091.647) 193.039
95    -833.61630 -1585.51742 -741.82246 -857.01696 -460.13022 -1116.17868     (-833.616,-857.017) (-1585.517,-460.130) (-741.822,-1116.179) 154.432
96    -813.08795 -1581.51437 -754.08816 -844.75126 -447.86452 -1140.71008     (-813.088,-844.751) (-1581.514,-447.865) (-754.088,-1140.710) 115.824
97    -792.55960 -1577.51132 -766.35386 -832.48556 -435.59882 -1165.24148     (-792.560,-832.486) (-1577.511,-435.599) (-766.354,-1165.241) 77.2158
98    -772.03125 -1573.50827 -778.61956 -820.21986 -423.33312 -1189.77288     (-772.031,-820.220) (-1573.508,-423.333) (-778.620,-1189.773) 38.6079
99    -751.50290 -1569.50522 -790.88526 -807.95416 -411.06742 -1214.30428     (-751.503,-807.954) (-1569.505,-411.067) (-790.885,-1214.304) 0
