Fol_2018-05-05.12_24_31.2_10.txt     Output is probe cell, reduced cell, NCDist distance between
0      6.54830  21.18775 -42.58782 -33.78145 -21.14596 -57.47273     (-0.142,-6.540) (-0.828,-3.935) (-0.391,-0.486) 0
1      6.48072  20.96537 -42.16159 -33.50628 -20.97211 -56.89711     (-9.532,-0.055) (-0.235,-1.067) (-16.035,-0.469) 11.0277
2      6.41315  20.74298 -41.73536 -33.23111 -20.79826 -56.32149     (-0.377,-15.517) (-3.383,-0.283) (-1.067,-11.074) 11.8121
3      6.34557  20.52060 -41.30912 -32.95594 -20.62441 -55.74587     (-1.222,-14.887) (-6.532,-0.152) (-0.487,-11.675) 12.7807
4      6.27800  20.29822 -40.88289 -32.68077 -20.45056 -55.17025     (-0.021,-9.518) (-14.236,-0.071) (-1.904,-12.298) 14.4278
5      6.21042  20.07584 -40.45666 -32.40560 -20.27672 -54.59463     (-0.110,-11.488) (-13.627,-1.350) (-0.672,-12.659) 15.5411
6      6.14285  19.85346 -40.03043 -32.13043 -20.10287 -54.01901     (-0.241,-13.478) (-12.997,-0.775) (-1.251,-12.999) 16.7646
7      6.07527  19.63108 -39.60420 -31.85526 -19.92902 -53.44338     (-0.372,-15.469) (-12.367,-0.200) (-1.831,-13.339) 17.454
8      6.00770  19.40869 -39.17796 -31.58009 -19.75517 -52.86776     (-2.035,-17.084) (-12.113,-0.375) (-0.127,-13.304) 18.1589
9      5.94012  19.18631 -38.75173 -31.30492 -19.58132 -52.29214     (-1.722,-11.741) (-18.182,-0.633) (-0.317,-13.385) 18.6796
10      5.87254  18.96393 -38.32550 -31.02975 -19.40747 -51.71652     (-1.282,-11.242) (-19.153,-0.764) (-0.761,-13.594) 19.0924
11      5.80497  18.74155 -37.89927 -30.75458 -19.23362 -51.14090     (-0.842,-10.743) (-20.125,-0.895) (-1.205,-13.803) 19.5806
12      5.73739  18.51917 -37.47303 -30.47941 -19.05977 -50.56528     (-0.402,-10.244) (-21.096,-1.026) (-1.650,-14.012) 20.1386
13      5.66982  18.29678 -37.04680 -30.20424 -18.88592 -49.98966     (-0.037,-9.783) (-22.029,-2.056) (-1.119,-14.184) 20.7162
14      5.60224  18.07440 -36.62057 -29.92907 -18.71207 -49.41403     (-0.477,-9.724) (-22.560,-2.061) (-0.810,-13.953) 20.9839
15      5.53467  17.85202 -36.19434 -29.65390 -18.53822 -48.83841     (-0.917,-9.665) (-23.091,-2.065) (-0.501,-13.722) 21.2777
16      5.46709  17.62964 -35.76811 -29.37873 -18.36437 -48.26279     (-1.357,-9.606) (-23.623,-2.069) (-0.192,-13.491) 21.5966
17      5.39951  17.40726 -35.34187 -29.10356 -18.19052 -47.68717     (-1.681,-24.037) (-9.430,-1.957) (-0.117,-13.377) 21.8387
18      5.33194  17.18488 -34.91564 -28.82839 -18.01667 -47.11155     (-1.811,-24.259) (-9.062,-1.652) (-0.426,-13.455) 21.8877
19      5.26436  16.96249 -34.48941 -28.55321 -17.84282 -46.53593     (-1.942,-24.481) (-8.694,-1.347) (-0.735,-13.533) 21.9546
20      5.19679  16.74011 -34.06318 -28.27804 -17.66897 -45.96031     (-2.073,-24.703) (-8.326,-1.042) (-1.044,-13.611) 22.0393
21      5.12921  16.51773 -33.63694 -28.00287 -17.49512 -45.38468     (-2.204,-24.925) (-7.958,-0.738) (-1.353,-13.689) 22.1417
22      5.06164  16.29535 -33.21071 -27.72770 -17.32127 -44.80906     (-2.335,-25.147) (-7.590,-0.433) (-1.662,-13.767) 22.2613
23      4.99406  16.07297 -32.78448 -27.45253 -17.14743 -44.23344     (-2.466,-25.369) (-7.222,-0.128) (-1.971,-13.845) 22.3981
24      4.92649  15.85058 -32.35825 -27.17736 -16.97358 -43.65782     (-2.104,-25.414) (-7.030,-0.177) (-2.420,-13.747) 22.3509
25      4.85891  15.62820 -31.93202 -26.90219 -16.79973 -43.08220     (-2.108,-25.332) (-6.967,-0.481) (-2.246,-13.520) 22.1589
26      4.79133  15.40582 -31.50578 -26.62702 -16.62588 -42.50658     (-2.112,-25.249) (-6.904,-0.786) (-2.072,-13.294) 21.9737
27      4.72376  15.18344 -31.07955 -26.35185 -16.45203 -41.93096     (-2.117,-25.166) (-6.840,-1.091) (-1.898,-13.067) 21.7954
