Fol_2018-05-09.12_43_48.1_9.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      3.75935 -41.62475 -48.05606  -3.57567   2.26178  -9.21888     (-8.271,-33.158) (-0.948,-4.707) (-35.066,-1.314) 0  0  2.6974e-06  1.3487e-06  
1      3.74731 -41.58403 -48.04305  -3.60529   2.25481  -9.21097     (-8.307,-33.185) (-0.904,-4.652) (-35.134,-1.350) 0.114151  0.088979  0.188341  0.114151  
2      3.73527 -41.54331 -48.03005  -3.63490   2.24783  -9.20305     (-8.342,-33.212) (-0.861,-4.596) (-35.203,-1.387) 0.228303  0.177958  0.376682  0.228303  
3      3.72323 -41.50259 -48.01705  -3.66451   2.24085  -9.19514     (-8.378,-33.239) (-0.817,-4.540) (-35.272,-1.424) 0.342454  0.266937  0.565023  0.342454  
4      3.71118 -41.46188 -48.00404  -3.69412   2.23388  -9.18723     (-8.414,-33.266) (-0.774,-4.485) (-35.340,-1.460) 0.456606  0.355916  0.753364  0.456606  
5      3.69914 -41.42116 -47.99104  -3.72373   2.22690  -9.17932     (-8.449,-33.293) (-0.730,-4.429) (-35.409,-1.497) 0.570757  0.444895  0.941706  0.570757  
6      3.68710 -41.38044 -47.97804  -3.75335   2.21993  -9.17140     (-8.485,-33.320) (-0.687,-4.374) (-35.477,-1.533) 0.684908  0.533874  1.13005  0.684908  
7      3.67506 -41.33972 -47.96503  -3.78296   2.21295  -9.16349     (-8.521,-33.347) (-0.643,-4.318) (-35.546,-1.570) 0.79906  0.622853  1.31839  0.79906  
8      3.66302 -41.29901 -47.95203  -3.81257   2.20597  -9.15558     (-8.556,-33.374) (-0.599,-4.262) (-35.615,-1.607) 0.913211  0.711832  1.50673  0.913211  
9      3.65097 -41.25829 -47.93903  -3.84218   2.19900  -9.14766     (-8.592,-33.401) (-0.556,-4.207) (-35.683,-1.643) 1.02736  0.800811  1.69507  1.02736  
10      3.63893 -41.21757 -47.92602  -3.87179   2.19202  -9.13975     (-8.628,-33.427) (-0.512,-4.151) (-35.752,-1.680) 1.14151  0.88979  1.88341  1.14151  
11      3.62689 -41.17685 -47.91302  -3.90141   2.18505  -9.13184     (-8.663,-33.454) (-0.469,-4.096) (-35.820,-1.716) 1.25567  0.97877  2.07175  1.25567  
12      3.61485 -41.13613 -47.90002  -3.93102   2.17807  -9.12393     (-8.699,-33.481) (-0.425,-4.040) (-35.889,-1.753) 1.36982  1.06775  2.26009  1.36982  
13      3.60280 -41.09542 -47.88701  -3.96063   2.17109  -9.11601     (-8.734,-33.508) (-0.382,-3.984) (-35.958,-1.790) 1.48397  1.15673  2.44843  1.48397  
14      3.59076 -41.05470 -47.87401  -3.99024   2.16412  -9.10810     (-8.770,-33.535) (-0.338,-3.929) (-36.026,-1.826) 1.59812  1.24571  2.63678  1.59812  
15      3.57872 -41.01398 -47.86101  -4.01985   2.15714  -9.10019     (-8.806,-33.562) (-0.294,-3.873) (-36.095,-1.863) 1.71227  1.33469  2.82512  1.71227  
16      3.56668 -40.97326 -47.84800  -4.04947   2.15017  -9.09227     (-8.841,-33.589) (-0.251,-3.818) (-36.163,-1.899) 1.82642  1.42366  3.01346  1.82642  
17      3.55463 -40.93255 -47.83500  -4.07908   2.14319  -9.08436     (-8.877,-33.616) (-0.207,-3.762) (-36.232,-1.936) 1.94057  1.51264  3.2018  1.94057  
18      3.54259 -40.89183 -47.82200  -4.10869   2.13621  -9.07645     (-8.913,-33.643) (-0.164,-3.706) (-36.301,-1.972) 2.05473  1.60162  3.39014  2.05473  
19      3.53055 -40.85111 -47.80900  -4.13830   2.12924  -9.06854     (-8.948,-33.670) (-0.120,-3.651) (-36.369,-2.009) 2.16888  1.6906  3.57848  2.16888  
20      3.51851 -40.81039 -47.79599  -4.16792   2.12226  -9.06062     (-8.984,-33.697) (-0.077,-3.595) (-36.438,-2.046) 2.28303  1.77958  3.76682  2.28303  
21      3.50646 -40.76968 -47.78299  -4.19753   2.11529  -9.05271     (-9.020,-33.724) (-0.033,-3.540) (-36.506,-2.082) 2.39718  1.86856  3.95516  2.39718  
22      3.49442 -40.72896 -47.76999  -4.22714   2.10831  -9.04480     (-2.108,-33.740) (-0.011,-3.494) (-36.565,-9.045) 2.49077  1.95754  4.11972  4.11589  
23      3.48238 -40.68824 -47.75698  -4.25675   2.10133  -9.03688     (-2.101,-33.723) (-0.054,-3.482) (-36.590,-9.037) 2.52033  2.04652  4.20964  4.13309  
24      3.47034 -40.64752 -47.74398  -4.28636   2.09436  -9.02897     (-2.094,-33.707) (-0.098,-3.470) (-36.615,-9.029) 2.55074  2.1355  4.29966  4.15096  
25      3.45829 -40.60681 -47.73098  -4.31598   2.08738  -9.02106     (-2.087,-33.690) (-0.141,-3.458) (-36.640,-9.021) 2.58198  2.22448  4.38977  4.16949  
26      3.44625 -40.56609 -47.71797  -4.34559   2.08041  -9.01314     (-2.080,-33.674) (-0.185,-3.446) (-36.665,-9.013) 2.61402  2.31346  4.47999  4.18867  
27      3.43421 -40.52537 -47.70497  -4.37520   2.07343  -9.00523     (-2.073,-33.657) (-0.228,-3.434) (-36.690,-9.005) 2.64682  2.40243  4.57031  4.20848  
28      3.42217 -40.48465 -47.69197  -4.40481   2.06645  -8.99732     (-2.066,-33.640) (-0.272,-3.422) (-36.715,-8.997) 2.68036  2.49141  4.66073  4.22892  
29      3.41013 -40.44394 -47.67896  -4.43442   2.05948  -8.98941     (-2.059,-33.624) (-0.315,-3.410) (-36.740,-8.989) 2.71462  2.58039  4.75124  4.24999  
30      3.39808 -40.40322 -47.66596  -4.46404   2.05250  -8.98149     (-2.053,-33.607) (-0.359,-3.398) (-36.765,-8.981) 2.74956  2.66937  4.84185  4.27166  
31      3.38604 -40.36250 -47.65296  -4.49365   2.04553  -8.97358     (-2.046,-33.590) (-0.403,-3.386) (-36.790,-8.974) 2.78516  2.75835  4.93255  4.29394  
32      3.37400 -40.32178 -47.63995  -4.52326   2.03855  -8.96567     (-2.039,-33.574) (-0.446,-3.374) (-36.815,-8.966) 2.82139  2.84733  5.02335  4.31682  
