PointDistanceFollower   Apr 16 2020   mode =  LINE3 
Fol_2020-04-16.14_52_51.32_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist  43   CS6Dist 3   LMDist  26406
PointDistanceFollower  Apr 16 2020  mode = LINE3
Fol_2020-04-16.14_52_51.32_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -16.32240 -53.25620 -15.59903  -9.61374  -8.27934   7.57154     (-45.685,-2.042) (-8.751,-0.708) (-23.171,-7.572)      0  0  0  
1    -16.46138 -53.19778 -15.43220  -9.57887  -8.25860   7.48457     (-45.713,-2.094) (-8.977,-0.774) (-22.917,-7.485)      0.361865  0.361865  0.361865  
2    -16.60037 -53.13936 -15.26537  -9.54400  -8.23786   7.39761     (-45.742,-2.146) (-9.203,-0.840) (-22.663,-7.398)      0.72373  0.72373  0.72373  
3    -16.73935 -53.08094 -15.09854  -9.50914  -8.21712   7.31064     (-45.770,-2.198) (-9.429,-0.906) (-22.409,-7.311)      1.0856  1.0856  1.0856  
4    -16.87834 -53.02252 -14.93171  -9.47427  -8.19638   7.22367     (-45.799,-2.251) (-9.655,-0.973) (-22.155,-7.224)      1.44746  1.44746  1.44746  
5    -17.01732 -52.96410 -14.76489  -9.43940  -8.17564   7.13670     (-45.827,-2.303) (-9.881,-1.039) (-21.902,-7.137)      1.80933  1.80933  1.80933  
6    -17.15631 -52.90568 -14.59806  -9.40453  -8.15490   7.04973     (-45.856,-2.355) (-10.107,-1.105) (-21.648,-7.050)      2.17119  2.17119  2.17119  
7    -17.29529 -52.84727 -14.43123  -9.36966  -8.13417   6.96277     (-45.884,-2.407) (-10.333,-1.171) (-21.394,-6.963)      2.53306  2.53306  2.53306  
8    -17.43428 -52.78885 -14.26440  -9.33479  -8.11343   6.87580     (-45.913,-2.459) (-10.558,-1.238) (-21.140,-6.876)      2.89492  2.89492  2.89492  
9    -17.57326 -52.73043 -14.09757  -9.29993  -8.09269   6.78883     (-45.942,-2.511) (-10.784,-1.304) (-20.886,-6.789)      3.25679  3.25679  3.25679  
10    -17.71225 -52.67201 -13.93074  -9.26506  -8.07195   6.70186     (-45.970,-2.563) (-11.010,-1.370) (-20.633,-6.702)      3.61865  3.61865  3.61865  
11    -17.85123 -52.61359 -13.76391  -9.23019  -8.05121   6.61490     (-45.999,-2.615) (-11.236,-1.436) (-20.379,-6.615)      3.98052  3.98052  3.98052  
12    -17.99022 -52.55517 -13.59708  -9.19532  -8.03047   6.52793     (-46.027,-2.667) (-11.462,-1.503) (-20.125,-6.528)      4.34238  4.34238  4.34238  
13    -18.12920 -52.49675 -13.43026  -9.16045  -8.00973   6.44096     (-46.056,-2.719) (-11.688,-1.569) (-19.871,-6.441)      4.70425  4.70425  4.70425  
14    -18.26819 -52.43833 -13.26343  -9.12559  -7.98899   6.35399     (-46.084,-2.772) (-11.914,-1.635) (-19.617,-6.354)      5.06611  5.01975  5.06611  
15    -18.40717 -52.37991 -13.09660  -9.09072  -7.96825   6.26702     (-46.113,-2.824) (-12.140,-1.701) (-19.364,-6.267)      5.42798  5.29405  5.42798  
16    -18.54616 -52.32149 -12.92977  -9.05585  -7.94751   6.18006     (-46.141,-2.876) (-12.366,-1.767) (-19.110,-6.180)      5.78984  5.57107  5.78984  
17    -18.68514 -52.26308 -12.76294  -9.02098  -7.92678   6.09309     (-46.170,-2.928) (-12.592,-1.834) (-18.856,-6.093)      6.15171  5.85038  6.15171  
18    -18.82413 -52.20466 -12.59611  -8.98611  -7.90604   6.00612     (-46.199,-2.980) (-12.818,-1.900) (-18.602,-6.006)      6.51357  6.13163  6.51357  
19    -18.96311 -52.14624 -12.42928  -8.95125  -7.88530   5.91915     (-46.227,-3.032) (-13.044,-1.966) (-18.348,-5.919)      6.87544  6.41452  6.87544  
20    -19.10210 -52.08782 -12.26245  -8.91638  -7.86456   5.83219     (-46.256,-3.084) (-13.270,-2.032) (-18.095,-5.832)      7.2373  6.69882  7.2373  
21    -19.24108 -52.02940 -12.09563  -8.88151  -7.84382   5.74522     (-46.284,-3.136) (-13.496,-2.099) (-17.841,-5.745)      7.59917  6.98435  7.59917  
22    -19.38007 -51.97098 -11.92880  -8.84664  -7.82308   5.65825     (-46.313,-3.188) (-13.722,-2.165) (-17.587,-5.658)      7.96103  7.27093  7.96103  
23    -19.51905 -51.91256 -11.76197  -8.81177  -7.80234   5.57128     (-46.341,-3.240) (-13.948,-2.231) (-17.333,-5.571)      8.3229  7.55845  8.3229  
24    -19.65804 -51.85414 -11.59514  -8.77690  -7.78160   5.48432     (-46.370,-3.293) (-14.174,-2.297) (-17.079,-5.484)      8.68476  7.84678  8.68476  
25    -19.79702 -51.79572 -11.42831  -8.74204  -7.76086   5.39735     (-46.398,-3.345) (-14.400,-2.364) (-16.826,-5.397)      9.04663  8.13584  9.04003  
26    -19.93601 -51.73731 -11.26148  -8.70717  -7.74013   5.31038     (-46.427,-3.397) (-14.626,-2.430) (-16.572,-5.310)      9.40849  8.42553  9.2014  
27    -20.07499 -51.67889 -11.09465  -8.67230  -7.71939   5.22341     (-46.455,-3.449) (-14.852,-2.496) (-16.318,-5.223)      9.77036  8.7158  9.36943  
28    -20.21398 -51.62047 -10.92782  -8.63743  -7.69865   5.13644     (-46.484,-3.501) (-15.078,-2.562) (-16.064,-5.136)      10.1322  9.00657  9.54378  
29    -20.35296 -51.56205 -10.76100  -8.60256  -7.67791   5.04948     (-46.513,-3.553) (-15.303,-2.628) (-15.810,-5.049)      10.4941  9.29781  9.7241  
30    -20.49195 -51.50363 -10.59417  -8.56770  -7.65717   4.96251     (-46.541,-3.605) (-15.529,-2.695) (-15.557,-4.963)      10.856  9.58946  9.91007  
31    -20.63093 -51.44521 -10.42734  -8.53283  -7.63643   4.87554     (-46.570,-3.657) (-15.755,-2.761) (-15.303,-4.876)      11.2178  9.88148  10.1014  
32    -20.76992 -51.38679 -10.26051  -8.49796  -7.61569   4.78857     (-46.598,-3.709) (-15.981,-2.827) (-15.049,-4.789)      11.5797  10.1738  10.1335  
33    -20.90890 -51.32837 -10.09368  -8.46309  -7.59495   4.70161     (-46.627,-3.761) (-16.207,-2.893) (-14.795,-4.702)      11.2562  10.3256  9.98296  
34    -21.04789 -51.26995  -9.92685  -8.42822  -7.57421   4.61464     (-46.655,-3.814) (-16.433,-2.960) (-14.541,-4.615)      10.9333  10.1797  9.83614  
35    -21.18687 -51.21154  -9.76002  -8.39336  -7.55347   4.52767     (-46.684,-3.866) (-16.659,-3.026) (-14.288,-4.528)      10.6129  10.0378  9.69327  
36    -21.32586 -51.15312  -9.59319  -8.35849  -7.53274   4.44070     (-46.712,-3.918) (-16.885,-3.092) (-14.034,-4.441)      10.2952  9.90028  9.55452  
37    -21.46484 -51.09470  -9.42637  -8.32362  -7.51200   4.35373     (-46.741,-3.970) (-17.111,-3.158) (-13.780,-4.354)      9.98058  9.76725  9.42007  
38    -21.60383 -51.03628  -9.25954  -8.28875  -7.49126   4.26677     (-46.770,-4.022) (-17.337,-3.224) (-13.526,-4.267)      9.66925  9.63894  9.29011  
39    -21.74281 -50.97786  -9.09271  -8.25388  -7.47052   4.17980     (-46.798,-4.074) (-17.563,-3.291) (-13.273,-4.180)      9.36154  9.36154  9.16484  
40    -21.88179 -50.91944  -8.92588  -8.21901  -7.44978   4.09283     (-46.827,-4.126) (-17.789,-3.357) (-13.019,-4.093)      9.05785  9.05785  9.04443  
41    -22.02078 -50.86102  -8.75905  -8.18415  -7.42904   4.00586     (-46.855,-4.178) (-18.015,-3.423) (-12.765,-4.006)      8.75857  8.75857  8.75857  
42    -22.15976 -50.80260  -8.59222  -8.14928  -7.40830   3.91890     (-46.884,-4.230) (-18.241,-3.489) (-12.511,-3.919)      8.46418  8.46418  8.46418  
43    -22.29875 -50.74418  -8.42539  -8.11441  -7.38756   3.83193     (-46.912,-4.282) (-18.467,-3.556) (-12.257,-3.832)      8.17521  8.17521  8.17521  
44    -22.43773 -50.68577  -8.25856  -8.07954  -7.36682   3.74496     (-46.941,-4.335) (-18.693,-3.622) (-12.004,-3.745)      7.89226  7.89226  7.89226  
45    -22.57672 -50.62735  -8.09174  -8.04467  -7.34608   3.65799     (-46.969,-4.387) (-18.919,-3.688) (-11.750,-3.658)      7.61599  7.61599  7.61599  
46    -22.71570 -50.56893  -7.92491  -8.00981  -7.32535   3.57102     (-46.998,-4.439) (-19.145,-3.754) (-11.496,-3.571)      7.34716  7.34716  7.34716  
47    -22.85469 -50.51051  -7.75808  -7.97494  -7.30461   3.48406     (-47.026,-4.491) (-19.371,-3.821) (-11.242,-3.484)      7.08661  7.08661  7.08661  
48    -22.99367 -50.45209  -7.59125  -7.94007  -7.28387   3.39709     (-47.055,-4.543) (-19.597,-3.887) (-10.988,-3.397)      6.83529  6.83529  6.83529  
49    -23.13266 -50.39367  -7.42442  -7.90520  -7.26313   3.31012     (-47.084,-4.595) (-19.823,-3.953) (-10.735,-3.310)      6.59426  6.59426  6.59426  
50    -23.27164 -50.33525  -7.25759  -7.87033  -7.24239   3.22315     (-47.112,-4.647) (-20.048,-4.019) (-10.481,-3.223)      6.36469  6.36469  6.36469  
51    -23.41063 -50.27683  -7.09076  -7.83546  -7.22165   3.13619     (-47.141,-4.699) (-20.274,-4.085) (-10.227,-3.136)      6.14786  6.14786  6.14786  
52    -23.54961 -50.21841  -6.92393  -7.80060  -7.20091   3.04922     (-47.169,-4.751) (-20.500,-4.152) (-9.973,-3.049)      5.94516  5.94516  5.94516  
53    -23.68860 -50.16000  -6.75711  -7.76573  -7.18017   2.96225     (-47.198,-4.803) (-20.726,-4.218) (-9.719,-2.962)      5.75809  5.75809  5.75809  
54    -23.82758 -50.10158  -6.59028  -7.73086  -7.15943   2.87528     (-47.226,-4.856) (-20.952,-4.284) (-9.466,-2.875)      5.58822  5.58822  5.58822  
55    -23.96657 -50.04316  -6.42345  -7.69599  -7.13869   2.78832     (-47.255,-4.908) (-21.178,-4.350) (-9.212,-2.788)      5.43715  5.43715  5.43715  
56    -24.10555 -49.98474  -6.25662  -7.66112  -7.11796   2.70135     (-47.283,-4.960) (-21.404,-4.417) (-8.958,-2.701)      5.3065  5.3065  5.3065  
57    -24.24454 -49.92632  -6.08979  -7.62626  -7.09722   2.61438     (-47.312,-5.012) (-21.630,-4.483) (-8.704,-2.614)      5.19781  5.19781  5.19781  
58    -24.38352 -49.86790  -5.92296  -7.59139  -7.07648   2.52741     (-47.340,-5.064) (-21.856,-4.549) (-8.450,-2.527)      5.11247  5.11247  5.11247  
59    -24.52251 -49.80948  -5.75613  -7.55652  -7.05574   2.44044     (-47.369,-5.116) (-22.082,-4.615) (-8.197,-2.440)      5.05167  5.05167  5.05167  
60    -24.66149 -49.75106  -5.58930  -7.52165  -7.03500   2.35348     (-47.398,-5.168) (-22.308,-4.682) (-7.943,-2.353)      5.0163  5.0163  5.0163  
61    -24.80048 -49.69264  -5.42248  -7.48678  -7.01426   2.26651     (-47.426,-5.220) (-22.534,-4.748) (-7.689,-2.267)      5.00691  5.00691  5.00691  
62    -24.93946 -49.63422  -5.25565  -7.45192  -6.99352   2.17954     (-47.455,-5.272) (-22.760,-4.814) (-7.435,-2.180)      5.02362  5.02362  5.02362  
63    -25.07845 -49.57581  -5.08882  -7.41705  -6.97278   2.09257     (-47.483,-5.324) (-22.986,-4.880) (-7.181,-2.093)      5.0662  5.0662  5.0662  
