Fol_2018-05-14.12_51_11.5_4.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     17.69400 -17.17831 -53.32520 -57.35596 -38.66641 -12.41203     (-6.099,-75.050) (-5.282,-19.941) (-25.067,-0.516) 41.8108  43.7576  
1     17.67018 -17.16641 -53.29691 -57.37367 -38.64767 -12.40012     (-6.123,-75.044) (-5.270,-19.970) (-25.087,-0.504) 41.8185  43.7687  
2     17.64636 -17.15450 -53.26862 -57.39138 -38.62892 -12.38822     (-6.146,-75.038) (-5.258,-19.999) (-25.106,-0.492) 41.8262  43.7799  
3     17.62255 -17.14259 -53.24034 -57.40909 -38.61018 -12.37631     (-6.170,-75.032) (-5.246,-20.028) (-25.125,-0.480) 41.8339  43.7912  
4     17.59873 -17.13068 -53.21205 -57.42680 -38.59143 -12.36440     (-6.194,-75.026) (-5.234,-20.057) (-25.145,-0.468) 41.8418  43.8026  
5     17.57491 -17.11877 -53.18377 -57.44452 -38.57269 -12.35249     (-6.218,-75.019) (-5.222,-20.085) (-25.164,-0.456) 41.8497  43.814  
6     17.55110 -17.10686 -53.15548 -57.46223 -38.55394 -12.34058     (-6.242,-75.013) (-5.211,-20.114) (-25.183,-0.444) 41.8577  43.8255  
7     17.52728 -17.09496 -53.12719 -57.47994 -38.53520 -12.32867     (-6.265,-75.007) (-5.199,-20.143) (-25.203,-0.432) 41.8658  43.8371  
8     17.50346 -17.08305 -53.09891 -57.49765 -38.51646 -12.31677     (-6.289,-75.001) (-5.187,-20.172) (-25.222,-0.420) 41.874  43.8488  
9     17.47965 -17.07114 -53.07062 -57.51536 -38.49771 -12.30486     (-6.313,-74.995) (-5.175,-20.201) (-25.241,-0.409) 41.8823  43.8605  
10     17.45583 -17.05923 -53.04234 -57.53307 -38.47897 -12.29295     (-6.337,-74.989) (-5.163,-20.230) (-25.261,-0.397) 41.8906  43.8724  
11     17.43201 -17.04732 -53.01405 -57.55079 -38.46022 -12.28104     (-6.361,-74.983) (-5.151,-20.259) (-25.280,-0.385) 41.8991  43.8843  
12     17.40820 -17.03541 -52.98576 -57.56850 -38.44148 -12.26913     (-6.385,-74.977) (-5.139,-20.288) (-25.299,-0.373) 41.9076  43.8962  
13     17.38438 -17.02351 -52.95748 -57.58621 -38.42274 -12.25723     (-6.408,-74.971) (-5.127,-20.317) (-25.319,-0.361) 41.9162  43.9083  
14     17.36056 -17.01160 -52.92919 -57.60392 -38.40399 -12.24532     (-6.432,-74.964) (-5.115,-20.345) (-25.338,-0.349) 41.9248  43.9204  
15     17.33675 -16.99969 -52.90090 -57.62163 -38.38525 -12.23341     (-6.456,-74.958) (-5.103,-20.374) (-25.357,-0.337) 41.9336  43.9326  
16     17.31293 -16.98778 -52.87262 -57.63934 -38.36650 -12.22150     (-6.480,-74.952) (-5.091,-20.403) (-25.377,-0.325) 41.9424  43.9449  
17     17.28912 -16.97587 -52.84433 -57.65706 -38.34776 -12.20959     (-6.504,-74.946) (-5.080,-20.432) (-25.396,-0.313) 41.9513  43.9572  
18     17.26530 -16.96397 -52.81605 -57.67477 -38.32902 -12.19768     (-6.527,-74.940) (-5.068,-20.461) (-25.416,-0.301) 41.9603  43.9696  
19     17.24148 -16.95206 -52.78776 -57.69248 -38.31027 -12.18578     (-6.551,-74.934) (-5.056,-20.490) (-25.435,-0.289) 41.9694  43.9821  
20     17.21767 -16.94015 -52.75947 -57.71019 -38.29153 -12.17387     (-6.575,-74.928) (-5.044,-20.519) (-25.454,-0.278) 41.9785  43.9947  
21     17.19385 -16.92824 -52.73119 -57.72790 -38.27278 -12.16196     (-6.599,-74.922) (-5.032,-20.548) (-25.474,-0.266) 41.9878  44.0074  
22     17.17003 -16.91633 -52.70290 -57.74561 -38.25404 -12.15005     (-6.623,-74.916) (-5.020,-20.577) (-25.493,-0.254) 41.9971  44.0201  
23     17.14622 -16.90442 -52.67461 -57.76333 -38.23529 -12.13814     (-6.646,-74.910) (-5.008,-20.605) (-25.512,-0.242) 42.0065  44.0329  
24     17.12240 -16.89252 -52.64633 -57.78104 -38.21655 -12.12623     (-6.670,-74.903) (-4.996,-20.634) (-25.532,-0.230) 42.016  44.0458  
25     17.09858 -16.88061 -52.61804 -57.79875 -38.19781 -12.11433     (-6.694,-74.897) (-4.984,-20.663) (-25.551,-0.218) 42.0255  44.0587  
26     17.07477 -16.86870 -52.58976 -57.81646 -38.17906 -12.10242     (-6.718,-74.891) (-4.972,-20.692) (-25.570,-0.206) 42.0352  44.0718  
