Fol_2018-05-05.11_55_07.8_7.txt     Output is probe cell, reduced cell, NCDist distance between
12     -7.71350 -29.88465  -1.21363 -47.10234   7.35647 -24.76650     (-0.140,-18.400) (-11.317,-0.934) (-0.497,-13.039) 12.7476
13     -7.62485 -29.59784  -1.20709 -46.78092   7.26129 -24.49918     (-0.228,-19.415) (-10.665,-0.750) (-0.592,-13.846) 12.7848
14     -7.53621 -29.31102  -1.20056 -46.45949   7.16611 -24.23186     (-0.317,-20.430) (-10.013,-0.566) (-0.687,-14.653) 12.9863
15     -7.44756 -29.02421  -1.19403 -46.13807   7.07094 -23.96454     (-0.406,-21.445) (-0.782,-15.460) (-9.362,-0.383) 13.344
16     -7.35892 -28.73740  -1.18750 -45.81664   6.97576 -23.69722     (-0.494,-22.460) (-0.878,-16.267) (-8.710,-0.199) 13.849
17     -7.27027 -28.45058  -1.18096 -45.49522   6.88058 -23.42990     (-0.583,-23.474) (-0.973,-17.073) (-8.058,-0.015) 14.4858
18     -7.18163 -28.16377  -1.17443 -45.17379   6.78540 -23.16258     (-0.899,-24.320) (-0.503,-17.711) (-7.575,-0.169) 15.081
19     -7.09298 -27.87696  -1.16790 -44.85237   6.69023 -22.89526     (-0.810,-25.151) (-0.408,-18.334) (-7.107,-0.353) 15.7283
20     -7.00434 -27.59014  -1.16137 -44.53095   6.59505 -22.62794     (-0.722,-25.982) (-0.312,-18.957) (-6.639,-0.537) 16.4322
21     -6.91569 -27.30333  -1.15484 -44.20952   6.49987 -22.36062     (-0.633,-26.813) (-0.217,-19.580) (-6.171,-0.720) 17.1844
22     -6.82705 -27.01652  -1.14830 -43.88810   6.40469 -22.09330     (-0.544,-27.644) (-0.122,-20.203) (-5.703,-0.904) 17.9773
23     -6.73840 -26.72970  -1.14177 -43.56667   6.30952 -21.82598     (-0.456,-28.475) (-0.027,-20.826) (-5.235,-1.088) 18.8084
24     -6.64976 -26.44289  -1.13524 -43.24525   6.21434 -21.55866     (-1.204,-29.238) (-0.068,-21.518) (-4.699,-0.299) 19.6842
25     -6.56111 -26.15608  -1.12871 -42.92383   6.11916 -21.29134     (-1.292,-29.974) (-0.163,-22.236) (-4.136,-0.115) 20.5955
26     -6.47247 -25.86926  -1.12217 -42.60240   6.02399 -21.02402     (-0.190,-30.641) (-1.312,-22.885) (-3.641,-0.069) 21.4405
27     -6.38382 -25.58245  -1.11564 -42.28098   5.92881 -20.75670     (-0.101,-31.193) (-1.217,-23.420) (-3.262,-0.253) 22.1456
28     -6.29518 -25.29563  -1.10911 -41.95955   5.83363 -20.48937     (-0.013,-31.745) (-1.122,-23.954) (-2.883,-0.436) 22.8633
29     -6.20653 -25.00882  -1.10258 -41.63813   5.73845 -20.22205     (-0.076,-32.373) (-0.950,-2.427) (-24.412,-0.544) 23.569
30     -6.11789 -24.72201  -1.09604 -41.31670   5.64328 -19.95473     (-0.165,-33.014) (-0.767,-1.959) (-24.858,-0.639) 24.2863
31     -6.02924 -24.43519  -1.08951 -40.99528   5.54810 -19.68741     (-0.253,-33.654) (-0.583,-1.491) (-25.304,-0.735) 25.0164
32     -5.94060 -24.14838  -1.08298 -40.67386   5.45292 -19.42009     (-0.342,-34.295) (-1.023,-0.399) (-0.830,-25.749) 25.7586
33     -5.85195 -23.86157  -1.07645 -40.35243   5.35774 -19.15277     (-0.431,-34.936) (-0.556,-0.215) (-0.925,-26.195) 26.5132
34     -5.76331 -23.57475  -1.06992 -40.03101   5.26257 -18.88545     (-0.519,-35.576) (-0.088,-0.031) (-1.020,-26.641) 27.2535
35     -5.67466 -23.28794  -1.06338 -39.70958   5.16739 -18.61813     (-26.706,-35.836) (-0.380,-0.228) (-0.735,-0.228) 27.4601
36     -5.58602 -23.00113  -1.05685 -39.38816   5.07221 -18.35081     (-0.697,-35.857) (-26.532,-0.360) (-0.514,-0.152) 27.3316
37     -5.49737 -22.71431  -1.05032 -39.06673   4.97703 -18.08349     (-0.785,-35.651) (-26.130,-0.265) (-0.520,-0.531) 26.8914
38     -5.40873 -22.42750  -1.04379 -38.74531   4.88186 -17.81617     (-0.874,-35.444) (-25.729,-0.170) (-0.527,-0.910) 26.4555
39     -5.32008 -22.14069  -1.03725 -38.42389   4.78668 -17.54885     (-0.963,-35.237) (-25.327,-0.075) (-0.533,-1.290) 26.011
40     -5.23144 -21.85387  -1.03072 -38.10246   4.69150 -17.28153     (-0.519,-35.010) (-24.946,-0.020) (-1.031,-1.649) 25.5573
41     -5.14279 -21.56706  -1.02419 -37.78104   4.59633 -17.01421     (-0.431,-34.708) (-24.640,-0.116) (-1.024,-1.933) 25.1292
42     -5.05415 -21.28024  -1.01766 -37.45961   4.50115 -16.74689     (-0.342,-34.407) (-24.333,-0.211) (-1.018,-2.217) 24.7052
43     -4.96550 -20.99343  -1.01113 -37.13819   4.40597 -16.47957     (-0.254,-34.105) (-24.027,-0.306) (-1.011,-2.501) 24.2854
44     -4.87686 -20.70662  -1.00459 -36.81676   4.31079 -16.21225     (-0.165,-33.803) (-23.720,-0.401) (-1.005,-2.785) 23.87
45     -4.78821 -20.41980  -0.99806 -36.49534   4.21562 -15.94493     (-0.076,-33.501) (-23.414,-0.496) (-0.998,-3.069) 23.4594
46     -4.69957 -20.13299  -0.99153 -36.17392   4.12044 -15.67761     (-0.012,-33.212) (-23.095,-0.979) (-0.579,-3.341) 23.0505
47     -4.61092 -19.84618  -0.98500 -35.85249   4.02526 -15.41029     (-0.101,-32.999) (-22.700,-0.884) (-0.586,-3.537) 22.626
48     -4.52228 -19.55936  -0.97846 -35.53107   3.93008 -15.14297     (-0.190,-32.785) (-22.305,-0.789) (-0.592,-3.732) 22.205
49     -4.43363 -19.27255  -0.97193 -35.20964   3.83491 -14.87564     (-0.278,-32.572) (-21.910,-0.694) (-0.599,-3.928) 21.7876
50     -4.34499 -18.98574  -0.96540 -34.88822   3.73973 -14.60832     (-0.367,-32.359) (-21.515,-0.598) (-0.605,-4.123) 21.3741
51     -4.25634 -18.69892  -0.95887 -34.56679   3.64455 -14.34100     (-0.456,-32.146) (-21.120,-0.503) (-0.612,-4.319) 20.9633
52     -4.16770 -18.41211  -0.95233 -34.24537   3.54937 -14.07368     (-0.544,-31.933) (-20.725,-0.408) (-0.618,-4.514) 20.5568
53     -4.07905 -18.12530  -0.94580 -33.92395   3.45420 -13.80636     (-0.633,-31.719) (-20.330,-0.313) (-0.625,-4.710) 20.1549
54     -3.99041 -17.83848  -0.93927 -33.60252   3.35902 -13.53904     (-0.722,-31.506) (-19.935,-0.218) (-0.631,-4.905) 19.7578
55     -3.90176 -17.55167  -0.93274 -33.28110   3.26384 -13.27172     (-0.810,-31.293) (-19.540,-0.123) (-0.638,-5.101) 19.3658
56     -3.81312 -17.26485  -0.92621 -32.95967   3.16867 -13.00440     (-0.899,-31.080) (-19.145,-0.027) (-0.644,-5.296) 18.9792
57     -3.72447 -16.97804  -0.91967 -32.63825   3.07349 -12.73708     (-0.583,-30.799) (-18.817,-0.068) (-0.920,-5.424) 18.568
58     -3.63583 -16.69123  -0.91314 -32.31682   2.97831 -12.46976     (-0.495,-30.491) (-18.518,-0.163) (-0.913,-5.524) 18.1669
59     -3.54718 -16.40441  -0.90661 -31.99540   2.88313 -12.20244     (-0.406,-30.182) (-18.218,-0.258) (-0.907,-5.624) 17.7686
60     -3.45854 -16.11760  -0.90008 -31.67398   2.78796 -11.93512     (-0.317,-29.874) (-17.918,-0.353) (-0.900,-5.725) 17.3734
61     -3.36989 -15.83079  -0.89354 -31.35255   2.69278 -11.66780     (-0.229,-29.565) (-17.618,-0.449) (-0.894,-5.825) 16.9816
62     -3.28125 -15.54397  -0.88701 -31.03113   2.59760 -11.40048     (-0.140,-29.257) (-17.318,-0.544) (-0.887,-5.925) 16.5932
63     -3.19260 -15.25716  -0.88048 -30.70970   2.50242 -11.13316     (-0.051,-28.949) (-17.018,-0.639) (-0.880,-6.026) 16.2086
64     -3.10396 -14.97035  -0.87395 -30.38828   2.40725 -10.86584     (-0.037,-28.678) (-16.681,-0.837) (-0.697,-6.089) 15.8119
65     -3.01531 -14.68353  -0.86742 -30.06685   2.31207 -10.59852     (-0.126,-28.458) (-16.292,-0.741) (-0.703,-6.100) 15.3962
66     -2.92666 -14.39672  -0.86088 -29.74543   2.21689 -10.33120     (-0.215,-28.238) (-15.904,-0.646) (-0.710,-6.112) 14.9822
67     -2.83802 -14.10990  -0.85435 -29.42401   2.12171 -10.06388     (-0.303,-28.019) (-15.515,-0.551) (-0.716,-6.124) 14.5706
68     -2.74937 -13.82309  -0.84782 -29.10258   2.02654  -9.79656     (-0.392,-27.799) (-15.127,-0.456) (-0.723,-6.135) 14.1622
69     -2.66073 -13.53628  -0.84129 -28.78116   1.93136  -9.52924     (-0.481,-27.579) (-14.738,-0.361) (-0.729,-6.147) 13.7575
70     -2.57208 -13.24946  -0.83475 -28.45973   1.83618  -9.26192     (-0.569,-27.359) (-14.350,-0.266) (-0.736,-6.159) 13.3567
71     -2.48344 -12.96265  -0.82822 -28.13831   1.74101  -8.99459     (-0.658,-27.140) (-13.961,-0.170) (-0.742,-6.170) 12.9602
72     -2.39479 -12.67584  -0.82169 -27.81688   1.64583  -8.72727     (-0.747,-26.920) (-13.573,-0.075) (-0.749,-6.182) 12.5684
73     -2.30615 -12.38902  -0.81516 -27.49546   1.55065  -8.45995     (-0.735,-26.680) (-13.204,-0.020) (-0.815,-6.174) 12.166
74     -2.21750 -12.10221  -0.80862 -27.17404   1.45547  -8.19263     (-0.647,-26.365) (-12.911,-0.115) (-0.809,-6.090) 11.7299
75     -2.12886 -11.81540  -0.80209 -26.85261   1.36030  -7.92531     (-0.558,-26.051) (-12.617,-0.210) (-0.802,-6.007) 11.2955
76     -2.04021 -11.52858  -0.79556 -26.53119   1.26512  -7.65799     (-0.470,-25.736) (-12.324,-0.306) (-0.796,-5.923) 10.8629
77     -1.95157 -11.24177  -0.78903 -26.20976   1.16994  -7.39067     (-0.381,-25.421) (-12.031,-0.401) (-0.789,-5.840) 10.4325
78     -1.86292 -10.95496  -0.78250 -25.88834   1.07476  -7.12335     (-0.292,-25.106) (-11.737,-0.496) (-0.782,-5.756) 10.0044
79     -1.77428 -10.66814  -0.77596 -25.56692   0.97959  -6.85603     (-0.204,-24.791) (-11.444,-0.591) (-0.776,-5.673) 9.57911
80     -1.68563 -10.38133  -0.76943 -25.24549   0.88441  -6.58871     (-0.115,-24.476) (-11.151,-0.686) (-0.769,-5.589) 9.15685
81     -1.59699 -10.09451  -0.76290 -24.92407   0.78923  -6.32139     (-0.026,-24.161) (-10.857,-0.781) (-0.763,-5.506) 8.73753
82     -1.50834  -9.80770  -0.75637 -24.60264   0.69405  -6.05407     (-0.062,-23.909) (-10.502,-0.694) (-0.814,-5.360) 8.28384
83     -1.41970  -9.52089  -0.74983 -24.28122   0.59888  -5.78675     (-0.151,-23.682) (-10.120,-0.599) (-0.821,-5.188) 7.81837
84     -1.33105  -9.23407  -0.74330 -23.95979   0.50370  -5.51943     (-0.240,-23.456) (-9.738,-0.504) (-0.827,-5.016) 7.35657
85     -1.24241  -8.94726  -0.73677 -23.63837   0.40852  -5.25211     (-0.328,-23.230) (-9.356,-0.409) (-0.834,-4.844) 6.89919
86     -1.15376  -8.66045  -0.73024 -23.31695   0.31335  -4.98479     (-0.417,-23.004) (-8.974,-0.313) (-0.840,-4.671) 6.44716
87     -1.06512  -8.37363  -0.72370 -22.99552   0.21817  -4.71747     (-0.506,-22.777) (-8.592,-0.218) (-0.847,-4.499) 6.0017
88     -0.97647  -8.08682  -0.71717 -22.67410   0.12299  -4.45015     (-0.594,-22.551) (-8.210,-0.123) (-0.853,-4.327) 5.56437
89     -0.88783  -7.80001  -0.71064 -22.35267   0.02781  -4.18283     (-0.683,-22.325) (-7.828,-0.028) (-0.860,-4.155) 5.13726
90     -0.79918  -7.51319  -0.70411 -22.03125  -0.06736  -3.91551     (-0.799,-22.031) (-7.513,-0.067) (-0.704,-3.916) 4.67367
91     -0.71054  -7.22638  -0.69758 -21.70982  -0.16254  -3.64819     (-0.711,-21.710) (-7.226,-0.163) (-0.698,-3.648) 4.15228
92     -0.62189  -6.93957  -0.69104 -21.38840  -0.25772  -3.38086     (-0.622,-21.388) (-6.940,-0.258) (-0.691,-3.381) 3.63149
93     -0.53325  -6.65275  -0.68451 -21.06698  -0.35290  -3.11354     (-0.533,-21.067) (-6.653,-0.353) (-0.685,-3.114) 3.11159
94     -0.44460  -6.36594  -0.67798 -20.74555  -0.44807  -2.84622     (-0.445,-20.746) (-6.366,-0.448) (-0.678,-2.846) 2.59311
95     -0.35596  -6.07912  -0.67145 -20.42413  -0.54325  -2.57890     (-0.356,-20.424) (-6.079,-0.543) (-0.671,-2.579) 2.07712
96     -0.26731  -5.79231  -0.66491 -20.10270  -0.63843  -2.31158     (-0.267,-20.103) (-5.792,-0.638) (-0.665,-2.312) 1.5661
97     -0.17867  -5.50550  -0.65838 -19.78128  -0.73361  -2.04426     (-0.179,-19.781) (-5.505,-0.734) (-0.658,-2.044) 1.04689
98     -0.09002  -5.21868  -0.65185 -19.45985  -0.82878  -1.77694     (-0.090,-19.460) (-5.219,-0.829) (-0.652,-1.777) 0.523445
99     -0.00138  -4.93187  -0.64532 -19.13843  -0.92396  -1.50962     (-0.001,-19.138) (-4.932,-0.924) (-0.645,-1.510) 0
