Fol_2018-05-05.11_34_04.1_0.txt     Output is probe cell, reduced cell, NCDist distance between
0     50.00000  50.00000  50.00000 -200.00000 -200.00000 -200.00000     (-50.000,-50.000) (-50.000,-50.000) (0.000,0.000) 0
1     48.98990  48.98990  49.49495 -198.48485 -198.48485 -197.97980     (-50.505,-48.990) (-0.505,0.000) (-50.505,-51.010) 1.67506
2     47.97980  47.97980  48.98990 -196.96970 -196.96970 -195.95960     (-51.010,-47.980) (-1.010,0.000) (-51.010,-52.020) 3.35013
3     46.96970  46.96970  48.48485 -195.45455 -195.45455 -193.93939     (-51.515,-46.970) (-1.515,0.000) (-51.515,-53.030) 5.02519
4     45.95960  45.95960  47.97980 -193.93939 -193.93939 -191.91919     (-52.020,-45.960) (-2.020,0.000) (-52.020,-54.040) 6.70025
5     44.94949  44.94949  47.47475 -192.42424 -192.42424 -189.89899     (-52.525,-44.949) (-2.525,0.000) (-52.525,-55.051) 8.37532
6     43.93939  43.93939  46.96970 -190.90909 -190.90909 -187.87879     (-53.030,-43.939) (-3.030,0.000) (-53.030,-56.061) 10.0504
7     42.92929  42.92929  46.46465 -189.39394 -189.39394 -185.85859     (-53.535,-42.929) (-3.535,0.000) (-53.535,-57.071) 11.7254
8     41.91919  41.91919  45.95960 -187.87879 -187.87879 -183.83838     (-54.040,-41.919) (-4.040,0.000) (-54.040,-58.081) 13.4005
9     40.90909  40.90909  45.45455 -186.36364 -186.36364 -181.81818     (-54.545,-40.909) (-4.545,0.000) (-54.545,-59.091) 15.0756
10     39.89899  39.89899  44.94949 -184.84848 -184.84848 -179.79798     (-55.051,-39.899) (-5.051,0.000) (-55.051,-60.101) 16.7506
11     38.88889  38.88889  44.44444 -183.33333 -183.33333 -177.77778     (-55.556,-38.889) (-5.556,0.000) (-55.556,-61.111) 18.4257
12     37.87879  37.87879  43.93939 -181.81818 -181.81818 -175.75758     (-56.061,-37.879) (-6.061,0.000) (-56.061,-62.121) 20.1008
13     36.86869  36.86869  43.43434 -180.30303 -180.30303 -173.73737     (-56.566,-36.869) (-6.566,0.000) (-56.566,-63.131) 21.7758
14     35.85859  35.85859  42.92929 -178.78788 -178.78788 -171.71717     (-57.071,-35.859) (-7.071,0.000) (-57.071,-64.141) 23.4509
15     34.84848  34.84848  42.42424 -177.27273 -177.27273 -169.69697     (-57.576,-34.848) (-7.576,0.000) (-57.576,-65.152) 25.1259
16     33.83838  33.83838  41.91919 -175.75758 -175.75758 -167.67677     (-58.081,-33.838) (-8.081,0.000) (-58.081,-66.162) 26.801
17     32.82828  32.82828  41.41414 -174.24242 -174.24242 -165.65657     (-58.586,-32.828) (-8.586,0.000) (-58.586,-67.172) 28.4761
18     31.81818  31.81818  40.90909 -172.72727 -172.72727 -163.63636     (-59.091,-31.818) (-9.091,0.000) (-59.091,-68.182) 30.1511
19     30.80808  30.80808  40.40404 -171.21212 -171.21212 -161.61616     (-59.596,-30.808) (-9.596,0.000) (-59.596,-69.192) 31.8262
20     29.79798  29.79798  39.89899 -169.69697 -169.69697 -159.59596     (-60.101,-29.798) (-10.101,0.000) (-60.101,-70.202) 33.5013
21     28.78788  28.78788  39.39394 -168.18182 -168.18182 -157.57576     (-60.606,-28.788) (-10.606,0.000) (-60.606,-71.212) 35.1763
22     27.77778  27.77778  38.88889 -166.66667 -166.66667 -155.55556     (-61.111,-27.778) (-11.111,0.000) (-61.111,-72.222) 36.8514
23     26.76768  26.76768  38.38384 -165.15152 -165.15152 -153.53535     (-61.616,-26.768) (-11.616,0.000) (-61.616,-73.232) 38.5264
24     25.75758  25.75758  37.87879 -163.63636 -163.63636 -151.51515     (-62.121,-25.758) (-12.121,0.000) (-62.121,-74.242) 40.2015
25     24.74747  24.74747  37.37374 -162.12121 -162.12121 -149.49495     (-62.626,-24.747) (-12.626,0.000) (-62.626,-75.253) 41.8766
26     23.73737  23.73737  36.86869 -160.60606 -160.60606 -147.47475     (-63.131,-23.737) (-13.131,0.000) (-63.131,-76.263) 43.5516
27     22.72727  22.72727  36.36364 -159.09091 -159.09091 -145.45455     (-63.636,-22.727) (-13.636,0.000) (-63.636,-77.273) 45.2267
28     21.71717  21.71717  35.85859 -157.57576 -157.57576 -143.43434     (-64.141,-21.717) (-14.141,0.000) (-64.141,-78.283) 46.9018
29     20.70707  20.70707  35.35354 -156.06061 -156.06061 -141.41414     (-64.646,-20.707) (-14.646,0.000) (-64.646,-79.293) 48.5768
30     19.69697  19.69697  34.84848 -154.54545 -154.54545 -139.39394     (-65.152,-19.697) (-15.152,0.000) (-65.152,-80.303) 50.2519
31     18.68687  18.68687  34.34343 -153.03030 -153.03030 -137.37374     (-65.657,-18.687) (-15.657,0.000) (-65.657,-81.313) 51.927
32     17.67677  17.67677  33.83838 -151.51515 -151.51515 -135.35354     (-66.162,-17.677) (-16.162,0.000) (-66.162,-82.323) 53.602
33     16.66667  16.66667  33.33333 -150.00000 -150.00000 -133.33333     (-66.667,-16.667) (-16.667,0.000) (-66.667,-83.333) 55.2771
34     15.65657  15.65657  32.82828 -148.48485 -148.48485 -131.31313     (-67.172,-15.657) (-17.172,0.000) (-67.172,-84.343) 56.9521
35     14.64646  14.64646  32.32323 -146.96970 -146.96970 -129.29293     (-67.677,-14.646) (-17.677,0.000) (-67.677,-85.354) 58.6272
36     13.63636  13.63636  31.81818 -145.45455 -145.45455 -127.27273     (-68.182,-13.636) (-18.182,0.000) (-68.182,-86.364) 60.3023
37     12.62626  12.62626  31.31313 -143.93939 -143.93939 -125.25253     (-68.687,-12.626) (-18.687,0.000) (-68.687,-87.374) 61.9773
38     11.61616  11.61616  30.80808 -142.42424 -142.42424 -123.23232     (-69.192,-11.616) (-19.192,0.000) (-69.192,-88.384) 63.6524
39     10.60606  10.60606  30.30303 -140.90909 -140.90909 -121.21212     (-69.697,-10.606) (-19.697,0.000) (-69.697,-89.394) 65.3275
40      9.59596   9.59596  29.79798 -139.39394 -139.39394 -119.19192     (-70.202,-9.596) (-20.202,0.000) (-70.202,-90.404) 67.0025
41      8.58586   8.58586  29.29293 -137.87879 -137.87879 -117.17172     (-70.707,-8.586) (-20.707,0.000) (-70.707,-91.414) 68.6776
42      7.57576   7.57576  28.78788 -136.36364 -136.36364 -115.15152     (-71.212,-7.576) (-21.212,0.000) (-71.212,-92.424) 70.3526
43      6.56566   6.56566  28.28283 -134.84848 -134.84848 -113.13131     (-71.717,-6.566) (-21.717,0.000) (-71.717,-93.434) 72.0277
44      5.55556   5.55556  27.77778 -133.33333 -133.33333 -111.11111     (-72.222,-5.556) (-22.222,0.000) (-72.222,-94.444) 73.7028
45      4.54545   4.54545  27.27273 -131.81818 -131.81818 -109.09091     (-72.727,-4.545) (-22.727,0.000) (-72.727,-95.455) 75.3778
46      3.53535   3.53535  26.76768 -130.30303 -130.30303 -107.07071     (-73.232,-3.535) (-23.232,0.000) (-73.232,-96.465) 77.0529
47      2.52525   2.52525  26.26263 -128.78788 -128.78788 -105.05051     (-73.737,-2.525) (-23.737,0.000) (-73.737,-97.475) 78.728
48      1.51515   1.51515  25.75758 -127.27273 -127.27273 -103.03030     (-74.242,-1.515) (-24.242,0.000) (-74.242,-98.485) 80.403
49      0.50505   0.50505  25.25253 -125.75758 -125.75758 -101.01010     (-74.747,-0.505) (-24.747,0.000) (-74.747,-99.495) 82.0781
50     -0.50505  -0.50505  24.74747 -124.24242 -124.24242 -98.98990     (-24.242,0.000) (-75.253,-0.505) (-75.253,-99.495) 82.2349
51     -1.51515  -1.51515  24.24242 -122.72727 -122.72727 -96.96970     (-22.727,0.000) (-75.758,-1.515) (-75.758,-98.485) 80.9011
52     -2.52525  -2.52525  23.73737 -121.21212 -121.21212 -94.94949     (-21.212,0.000) (-76.263,-2.525) (-76.263,-97.475) 79.606
53     -3.53535  -3.53535  23.23232 -119.69697 -119.69697 -92.92929     (-19.697,0.000) (-76.768,-3.535) (-76.768,-96.465) 78.3512
54     -4.54545  -4.54545  22.72727 -118.18182 -118.18182 -90.90909     (-18.182,0.000) (-77.273,-4.545) (-77.273,-95.455) 77.1389
55     -5.55556  -5.55556  22.22222 -116.66667 -116.66667 -88.88889     (-16.667,0.000) (-77.778,-5.556) (-77.778,-94.444) 75.9711
56     -6.56566  -6.56566  21.71717 -115.15152 -115.15152 -86.86869     (-15.152,0.000) (-78.283,-6.566) (-78.283,-93.434) 74.8498
57     -7.57576  -7.57576  21.21212 -113.63636 -113.63636 -84.84848     (-13.636,0.000) (-78.788,-7.576) (-78.788,-92.424) 73.7771
58     -8.58586  -8.58586  20.70707 -112.12121 -112.12121 -82.82828     (-12.121,0.000) (-79.293,-8.586) (-79.293,-91.414) 72.7553
59     -9.59596  -9.59596  20.20202 -110.60606 -110.60606 -80.80808     (-10.606,0.000) (-79.798,-9.596) (-79.798,-90.404) 71.7865
60    -10.60606 -10.60606  19.69697 -109.09091 -109.09091 -78.78788     (-9.091,0.000) (-80.303,-10.606) (-80.303,-89.394) 70.8728
61    -11.61616 -11.61616  19.19192 -107.57576 -107.57576 -76.76768     (-7.576,0.000) (-80.808,-11.616) (-80.808,-88.384) 70.0165
62    -12.62626 -12.62626  18.68687 -106.06061 -106.06061 -74.74747     (-6.061,0.000) (-81.313,-12.626) (-81.313,-87.374) 69.2196
63    -13.63636 -13.63636  18.18182 -104.54545 -104.54545 -72.72727     (-4.545,0.000) (-81.818,-13.636) (-81.818,-86.364) 68.4842
