Fol_2018-05-14.17_24_28.1_59.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      4.31204 -41.98069 -50.12544  -1.96295   2.78541  -8.45892     (-2.785,-28.926) (-4.029,-7.097) (-33.145,-0.822) 0  0  
1      4.24034 -41.59733 -49.95392  -2.23530   2.68558  -8.38178     (-2.686,-29.531) (-4.796,-6.926) (-33.416,-0.450) 1.09772  1.09772  
2      4.16865 -41.21398 -49.78241  -2.50766   2.58575  -8.30465     (-2.586,-30.135) (-5.563,-6.754) (-33.688,-0.078) 2.19545  2.19545  
3      4.09696 -40.83063 -49.61089  -2.78002   2.48593  -8.22751     (-6.036,-30.445) (-2.192,-6.289) (-34.253,-0.294) 3.13294  4.2901  
4      4.02527 -40.44727 -49.43937  -3.05237   2.38610  -8.15037     (-6.431,-30.677) (-1.720,-5.745) (-34.897,-0.666) 4.13316  5.15786     glitch
5      3.95358 -40.06392 -49.26785  -3.32473   2.28627  -8.07324     (-6.825,-30.909) (-1.248,-5.201) (-35.540,-1.038) 5.18771  6.11259  
6      3.88189 -39.68056 -49.09633  -3.59709   2.18645  -7.99610     (-7.220,-31.141) (-0.776,-4.658) (-36.184,-1.411) 6.26923  7.11939  
7      3.81020 -39.29721 -48.92482  -3.86944   2.08662  -7.91897     (-7.615,-31.373) (-0.304,-4.114) (-36.827,-1.783) 7.36586  8.159  
8      3.73850 -38.91385 -48.75330  -4.14180   1.98679  -7.84183     (-1.987,-31.437) (-0.168,-3.739) (-37.303,-7.842) 8.52135  9.98411     glitch
9      3.66681 -38.53050 -48.58178  -4.41416   1.88697  -7.76469     (-1.887,-31.197) (-0.640,-3.667) (-37.474,-7.765) 8.45509  9.80553  
10      3.59512 -38.14714 -48.41026  -4.68652   1.78714  -7.68756     (-1.787,-30.957) (-1.112,-3.595) (-37.646,-7.688) 8.42765  9.65796  
11      3.52343 -37.76379 -48.23874  -4.95887   1.68731  -7.61042     (-1.687,-30.717) (-1.584,-3.523) (-37.817,-7.610) 8.43941  9.54283  
12      3.45174 -37.38043 -48.06722  -5.23123   1.58749  -7.53329     (-1.587,-30.477) (-2.056,-3.452) (-37.989,-7.533) 8.49022  9.46133  
13      3.38005 -36.99708 -47.89571  -5.50359   1.48766  -7.45615     (-1.488,-30.237) (-2.528,-3.380) (-38.160,-7.456) 8.57938  9.41433  
14      3.30836 -36.61372 -47.72419  -5.77594   1.38783  -7.37901     (-1.388,-29.997) (-3.000,-3.308) (-38.332,-7.379) 8.70571  9.40235  
15      3.23667 -36.23037 -47.55267  -6.04830   1.28801  -7.30188     (-1.288,-29.757) (-3.472,-3.237) (-38.503,-7.302) 8.86762  9.42552  
16      3.16497 -35.84702 -47.38115  -6.32066   1.18818  -7.22474     (-1.188,-29.517) (-3.944,-3.165) (-38.675,-7.225) 9.0632  9.48358  
17      3.09328 -35.46366 -47.20963  -6.59301   1.08835  -7.14761     (-1.088,-29.277) (-4.416,-3.093) (-38.846,-7.148) 9.29033  9.57591  
18      3.02159 -35.08031 -47.03812  -6.86537   0.98853  -7.07047     (-0.989,-29.037) (-4.888,-3.022) (-39.018,-7.070) 9.54676  9.70152  
19      2.94990 -34.69695 -46.86660  -7.13773   0.88870  -6.99334     (-0.889,-28.797) (-5.360,-2.950) (-39.189,-6.993) 9.8302  9.85913  
20      2.87821 -34.31360 -46.69508  -7.41008   0.78887  -6.91620     (-0.789,-28.557) (-5.832,-2.878) (-39.361,-6.916) 10.0473  10.0473  
21      2.80652 -33.93024 -46.52356  -7.68244   0.68905  -6.83906     (-0.689,-28.317) (-6.304,-2.807) (-39.532,-6.839) 10.2642  10.2642  
22      2.73483 -33.54689 -46.35204  -7.95480   0.58922  -6.76193     (-0.589,-28.077) (-6.776,-2.735) (-39.704,-6.762) 10.5082  10.5082  
23      2.66313 -33.16353 -46.18052  -8.22716   0.48939  -6.68479     (-0.489,-27.837) (-7.248,-2.663) (-39.875,-6.685) 10.7774  10.7774  
24      2.59144 -32.78018 -46.00901  -8.49951   0.38957  -6.60766     (-0.390,-27.597) (-7.720,-2.591) (-40.047,-6.608) 11.0699  11.0699  
25      2.51975 -32.39682 -45.83749  -8.77187   0.28974  -6.53052     (-0.290,-27.357) (-8.192,-2.520) (-40.219,-6.531) 11.3841  11.3841  
26      2.44806 -32.01347 -45.66597  -9.04423   0.18991  -6.45338     (-0.190,-27.117) (-8.664,-2.448) (-40.390,-6.453) 11.718  11.718  
27      2.37637 -31.63011 -45.49445  -9.31658   0.09008  -6.37625     (-0.090,-26.877) (-9.136,-2.376) (-40.562,-6.376) 12.0702  12.0702  
28      2.30468 -31.24676 -45.32293  -9.58894  -0.00974  -6.29911     (-0.010,-26.647) (-9.599,-40.723) (-2.295,-6.289) 12.4263  13.2486  
29      2.23299 -30.86341 -45.15142  -9.86130  -0.10957  -6.22198     (-0.110,-26.507) (-9.971,-40.795) (-2.123,-6.112) 12.6803  13.5761  
30      2.16129 -30.48005 -44.97990 -10.13365  -0.20940  -6.14484     (-0.209,-26.367) (-10.343,-40.867) (-1.952,-5.935) 12.9473  13.9127  
31      2.08960 -30.09670 -44.80838 -10.40601  -0.30922  -6.06770     (-0.309,-26.227) (-10.715,-40.938) (-1.780,-5.758) 13.2267  14.2578  
32      2.01791 -29.71334 -44.63686 -10.67837  -0.40905  -5.99057     (-0.409,-26.087) (-11.087,-41.010) (-1.609,-5.582) 13.5176  14.6107  
33      1.94622 -29.32999 -44.46534 -10.95073  -0.50888  -5.91343     (-0.509,-25.946) (-11.460,-41.082) (-1.437,-5.405) 13.8193  14.971  
34      1.87453 -28.94663 -44.29383 -11.22308  -0.60870  -5.83630     (-0.609,-25.806) (-11.832,-41.153) (-1.266,-5.228) 14.1312  15.3381  
35      1.80284 -28.56328 -44.12231 -11.49544  -0.70853  -5.75916     (-0.709,-25.666) (-12.204,-41.225) (-1.094,-5.051) 14.4525  15.7114  
36      1.73115 -28.17992 -43.95079 -11.76780  -0.80836  -5.68202     (-0.808,-25.526) (-12.576,-41.297) (-0.923,-4.874) 14.7827  16.0907  
37      1.65946 -27.79657 -43.77927 -12.04015  -0.90818  -5.60489     (-0.908,-25.386) (-12.948,-41.369) (-0.751,-4.697) 15.1211  16.4754  
38      1.58776 -27.41321 -43.60775 -12.31251  -1.00801  -5.52775     (-1.008,-25.246) (-13.321,-41.440) (-0.580,-4.520) 15.4672  16.8653  
39      1.51607 -27.02986 -43.43623 -12.58487  -1.10784  -5.45062     (-1.108,-25.106) (-13.693,-41.512) (-0.408,-4.343) 15.8206  17.2599  
