Fol_2018-05-05.09_55_55.1_26.txt     Output is probe cell, reduced cell, NCDist distance between
89    -40.69270 -53.86364 -48.75019 -117.71760 -126.83636 -211.90442     (-40.693,-117.718) (-53.864,-126.836) (-48.750,-211.904) 40.758
90    -40.14862 -53.86364 -50.97576 -115.49203 -124.36375 -212.44850     (-40.149,-115.492) (-53.864,-124.364) (-50.976,-212.448) 36.6822
91    -39.60455 -53.86364 -53.20133 -113.26646 -121.89115 -212.99257     (-39.605,-113.266) (-53.864,-121.891) (-53.201,-212.993) 32.6064
92    -39.06047 -53.86364 -55.42690 -111.04089 -119.41855 -213.53665     (-39.060,-111.041) (-53.864,-119.419) (-55.427,-213.537) 28.5306
93    -38.51639 -53.86364 -57.65247 -108.81532 -116.94595 -214.08073     (-38.516,-108.815) (-53.864,-116.946) (-57.652,-214.081) 24.4548
94    -37.97232 -53.86364 -59.87804 -106.58975 -114.47335 -214.62481     (-37.972,-106.590) (-53.864,-114.473) (-59.878,-214.625) 20.379
95    -37.42824 -53.86364 -62.10361 -104.36418 -112.00075 -215.16888     (-37.428,-104.364) (-53.864,-112.001) (-62.104,-215.169) 16.3032
96    -36.88416 -53.86364 -64.32918 -102.13861 -109.52815 -215.71296     (-36.884,-102.139) (-53.864,-109.528) (-64.329,-215.713) 12.2274
97    -36.34008 -53.86364 -66.55475 -99.91304 -107.05555 -216.25704     (-36.340,-99.913) (-53.864,-107.056) (-66.555,-216.257) 8.15159
98    -35.79601 -53.86364 -68.78032 -97.68747 -104.58295 -216.80111     (-35.796,-97.687) (-53.864,-104.583) (-68.780,-216.801) 4.0758
99    -35.25193 -53.86364 -71.00589 -95.46190 -102.11035 -217.34519     (-35.252,-95.462) (-53.864,-102.110) (-71.006,-217.345) 0
