Fol_2018-05-05.09_50_14.1_16.txt     Output is probe cell, reduced cell, NCDist distance between
40    -99.57655 -11.65130 -111.89080 -161.64320 -168.36199 -200.53398     (-99.577,-161.643) (-11.651,-168.362) (-111.891,-200.534) 139.609
41    -102.72566 -11.81368 -113.47896 -161.69528 -166.24073 -197.22249     (-102.726,-161.695) (-11.814,-166.241) (-113.479,-197.222) 144.748
42    -105.87477 -11.97606 -115.06713 -161.74736 -164.11948 -193.91100     (-105.875,-161.747) (-11.976,-164.119) (-115.067,-193.911) 149.897
43    -109.02388 -12.13844 -116.65529 -161.79944 -161.99823 -190.59951     (-109.024,-161.799) (-12.138,-161.998) (-116.655,-190.600) 155.054
44    -112.17299 -12.30082 -118.24346 -161.85152 -159.87698 -187.28802     (-112.173,-161.852) (-12.301,-159.877) (-118.243,-187.288) 160.221
45    -115.32210 -12.46320 -119.83162 -161.90361 -157.75572 -183.97653     (-115.322,-161.904) (-12.463,-157.756) (-119.832,-183.977) 165.146
46    -118.47120 -12.62558 -121.41979 -161.95569 -155.63447 -180.66504     (-118.471,-161.956) (-12.626,-155.634) (-121.420,-180.665) 169.822
47    -121.62031 -12.78796 -123.00795 -162.00777 -153.51322 -177.35356     (-121.620,-162.008) (-12.788,-153.513) (-123.008,-177.354) 174.532
48    -124.76942 -12.95034 -124.59612 -162.05985 -151.39197 -174.04207     (-124.769,-162.060) (-12.950,-151.392) (-124.596,-174.042) 179.274
49    -127.91853 -13.11272 -126.18428 -162.11193 -149.27072 -170.73058     (-127.919,-162.112) (-13.113,-149.271) (-126.184,-170.731) 184.046
50    -131.06764 -13.27510 -127.77244 -162.16402 -147.14946 -167.41909     (-131.068,-162.164) (-13.275,-147.149) (-127.772,-167.419) 188.846
51    -134.21675 -13.43748 -129.36061 -162.21610 -145.02821 -164.10760     (-134.217,-162.216) (-13.437,-145.028) (-129.361,-164.108) 193.67
52    -137.36586 -13.59986 -130.94877 -162.26818 -142.90696 -160.79611     (-137.366,-162.268) (-13.600,-142.907) (-130.949,-160.796) 198.519
53    -140.51497 -13.76224 -132.53694 -162.32026 -140.78571 -157.48462     (-140.515,-162.320) (-13.762,-140.786) (-132.537,-157.485) 203.288
54    -143.66408 -13.92462 -134.12510 -162.37234 -138.66445 -154.17313     (-143.664,-162.372) (-13.925,-138.664) (-134.125,-154.173) 206.478
55    -146.81319 -14.08700 -135.71327 -162.42442 -136.54320 -150.86164     (-146.813,-162.424) (-14.087,-136.543) (-135.713,-150.862) 209.753
56    -149.96230 -14.24938 -137.30143 -162.47651 -134.42195 -147.55015     (-149.962,-162.477) (-14.249,-134.422) (-137.301,-147.550) 211.001
57    -153.11141 -14.41176 -138.88960 -162.52859 -132.30070 -144.23866     (-153.111,-162.529) (-14.412,-132.301) (-138.890,-144.239) 208.485
58    -156.26052 -14.57415 -140.47776 -162.58067 -130.17945 -140.92717     (-156.261,-162.581) (-14.574,-130.179) (-140.478,-140.927) 203.441
59    -159.40963 -14.73653 -142.06593 -162.63275 -128.05819 -137.61568     (-159.410,-162.633) (-14.737,-128.058) (-142.066,-137.616) 198.409
60    -162.55874 -14.89891 -143.65409 -162.68483 -125.93694 -134.30419     (-162.559,-162.685) (-14.899,-125.937) (-143.654,-134.304) 193.391
61    -165.70785 -15.06129 -145.24226 -162.73692 -123.81569 -130.99270     (-165.708,-162.737) (-15.061,-123.816) (-145.242,-130.993) 188.387
62    -168.85696 -15.22367 -146.83042 -162.78900 -121.69444 -127.68121     (-168.857,-162.789) (-15.224,-121.694) (-146.830,-127.681) 183.399
63    -172.00606 -15.38605 -148.41859 -162.84108 -119.57318 -124.36972     (-172.006,-162.841) (-15.386,-119.573) (-148.419,-124.370) 178.428
64    -175.15517 -15.54843 -150.00675 -162.89316 -117.45193 -121.05823     (-175.155,-162.893) (-15.548,-117.452) (-150.007,-121.058) 173.476
65    -178.30428 -15.71081 -151.59492 -162.94524 -115.33068 -117.74674     (-178.304,-162.945) (-15.711,-115.331) (-151.595,-117.747) 168.544
66    -181.45339 -15.87319 -153.18308 -162.99732 -113.20943 -114.43525     (-181.453,-162.997) (-15.873,-113.209) (-153.183,-114.435) 163.634
67    -184.60250 -16.03557 -154.77125 -163.04941 -111.08818 -111.12377     (-184.603,-163.049) (-16.036,-111.088) (-154.771,-111.124) 158.748
68    -187.75161 -16.19795 -156.35941 -163.10149 -108.96692 -107.81228     (-187.752,-163.101) (-16.198,-108.967) (-156.359,-107.812) 153.889
69    -190.90072 -16.36033 -157.94757 -163.15357 -106.84567 -104.50079     (-190.901,-163.154) (-16.360,-106.846) (-157.948,-104.501) 149.059
70    -194.04983 -16.52271 -159.53574 -163.20565 -104.72442 -101.18930     (-194.050,-163.206) (-16.523,-104.724) (-159.536,-101.189) 144.26
71    -197.19894 -16.68509 -161.12390 -163.25773 -102.60317 -97.87781     (-197.199,-163.258) (-16.685,-102.603) (-161.124,-97.878) 139.497
72    -200.34805 -16.84747 -162.71207 -163.30982 -100.48192 -94.56632     (-200.348,-163.310) (-16.847,-100.482) (-162.712,-94.566) 134.773
73    -203.49716 -17.00985 -164.30023 -163.36190 -98.36066 -91.25483     (-203.497,-163.362) (-17.010,-98.361) (-164.300,-91.255) 130.091
74    -206.64627 -17.17223 -165.88840 -163.41398 -96.23941 -87.94334     (-206.646,-163.414) (-17.172,-96.239) (-165.888,-87.943) 125.458
75    -209.79538 -17.33461 -167.47656 -163.46606 -94.11816 -84.63185     (-209.795,-163.466) (-17.335,-94.118) (-167.477,-84.632) 120.879
76    -212.94449 -17.49699 -169.06473 -163.51814 -91.99691 -81.32036     (-212.944,-163.518) (-17.497,-91.997) (-169.065,-81.320) 116.359
77    -216.09360 -17.65937 -170.65289 -163.57022 -89.87565 -78.00887     (-216.094,-163.570) (-17.659,-89.876) (-170.653,-78.009) 111.906
78    -219.24271 -17.82175 -172.24106 -163.62231 -87.75440 -74.69738     (-219.243,-163.622) (-17.822,-87.754) (-172.241,-74.697) 107.529
79    -222.39182 -17.98413 -173.82922 -163.67439 -85.63315 -71.38589     (-222.392,-163.674) (-17.984,-85.633) (-173.829,-71.386) 103.236
80    -225.54093 -18.14651 -175.41739 -163.72647 -83.51190 -68.07440     (-225.541,-163.726) (-18.147,-83.512) (-175.417,-68.074) 99.04
81    -228.69003 -18.30889 -177.00555 -163.77855 -81.39065 -64.76291     (-228.690,-163.779) (-18.309,-81.391) (-177.006,-64.763) 94.9526
82    -231.83914 -18.47127 -178.59372 -163.83063 -79.26939 -61.45142     (-231.839,-163.831) (-18.471,-79.269) (-178.594,-61.451) 89.8493
83    -234.98825 -18.63365 -180.18188 -163.88272 -77.14814 -58.13993     (-234.988,-163.883) (-18.634,-77.148) (-180.182,-58.140) 84.5641
84    -238.13736 -18.79603 -181.77005 -163.93480 -75.02689 -54.82844     (-238.137,-163.935) (-18.796,-75.027) (-181.770,-54.828) 79.2788
85    -241.28647 -18.95841 -183.35821 -163.98688 -72.90564 -51.51695     (-241.286,-163.987) (-18.958,-72.906) (-183.358,-51.517) 73.9936
86    -244.43558 -19.12079 -184.94638 -164.03896 -70.78438 -48.20547     (-244.436,-164.039) (-19.121,-70.784) (-184.946,-48.205) 68.7083
87    -247.58469 -19.28317 -186.53454 -164.09104 -68.66313 -44.89398     (-247.585,-164.091) (-19.283,-68.663) (-186.535,-44.894) 63.423
88    -250.73380 -19.44555 -188.12270 -164.14313 -66.54188 -41.58249     (-250.734,-164.143) (-19.446,-66.542) (-188.123,-41.582) 58.1378
89    -253.88291 -19.60793 -189.71087 -164.19521 -64.42063 -38.27100     (-253.883,-164.195) (-19.608,-64.421) (-189.711,-38.271) 52.8525
90    -257.03202 -19.77031 -191.29903 -164.24729 -62.29938 -34.95951     (-257.032,-164.247) (-19.770,-62.299) (-191.299,-34.960) 47.5673
91    -260.18113 -19.93269 -192.88720 -164.29937 -60.17812 -31.64802     (-260.181,-164.299) (-19.933,-60.178) (-192.887,-31.648) 42.282
92    -263.33024 -20.09507 -194.47536 -164.35145 -58.05687 -28.33653     (-263.330,-164.351) (-20.095,-58.057) (-194.475,-28.337) 36.9968
93    -266.47935 -20.25745 -196.06353 -164.40353 -55.93562 -25.02504     (-266.479,-164.404) (-20.257,-55.936) (-196.064,-25.025) 31.7115
94    -269.62846 -20.41983 -197.65169 -164.45562 -53.81437 -21.71355     (-269.628,-164.456) (-20.420,-53.814) (-197.652,-21.714) 26.4263
95    -272.77757 -20.58221 -199.23986 -164.50770 -51.69311 -18.40206     (-272.778,-164.508) (-20.582,-51.693) (-199.240,-18.402) 21.141
96    -275.92668 -20.74459 -200.82802 -164.55978 -49.57186 -15.09057     (-275.927,-164.560) (-20.745,-49.572) (-200.828,-15.091) 15.8558
97    -279.07579 -20.90697 -202.41619 -164.61186 -47.45061 -11.77908     (-279.076,-164.612) (-20.907,-47.451) (-202.416,-11.779) 10.5705
98    -282.22489 -21.06935 -204.00435 -164.66394 -45.32936  -8.46759     (-282.225,-164.664) (-21.069,-45.329) (-204.004,-8.468) 5.28525
99    -285.37400 -21.23173 -205.59252 -164.71603 -43.20811  -5.15610     (-285.374,-164.716) (-21.232,-43.208) (-205.593,-5.156) 0
