Fol_2018-05-05.11_52_36.4_3.txt     Output is probe cell, reduced cell, NCDist distance between
22      1.76759  15.50772   1.98076 -30.67760 -16.51236 -40.56212     (-0.213,-8.890) (-2.319,-10.570) (-1.981,-2.929) 9.80651
23      1.73218  15.28170   1.90830 -30.30883 -16.31088 -40.03579     (-0.176,-9.048) (-2.163,-10.586) (-1.908,-3.238) 9.93423
24      1.69677  15.05568   1.83583 -29.94005 -16.10940 -39.50946     (-0.139,-9.206) (-2.007,-10.602) (-1.836,-3.548) 10.0754
25      1.66136  14.82966   1.76337 -29.57128 -15.90792 -38.98313     (-0.102,-9.363) (-1.851,-10.618) (-1.763,-3.858) 10.2295
26      1.62594  14.60364   1.69090 -29.20251 -15.70644 -38.45680     (-0.065,-9.521) (-1.696,-10.634) (-1.691,-4.167) 10.396
27      1.59053  14.37761   1.61843 -28.83373 -15.50496 -37.93046     (-0.028,-9.679) (-1.540,-10.650) (-1.618,-4.477) 10.5742
28      1.55512  14.15159   1.54597 -28.46496 -15.30348 -37.40413     (-9.846,-0.009) (-1.375,-1.537) (-4.777,-10.656) 10.8593
29      1.51970  13.92557   1.47350 -28.09619 -15.10200 -36.87780     (-10.041,-0.046) (-1.182,-1.427) (-5.050,-10.635) 11.021
30      1.48429  13.69955   1.40104 -27.72742 -14.90052 -36.35147     (-10.236,-0.083) (-0.989,-1.318) (-5.323,-10.614) 11.1948
31      1.44888  13.47353   1.32857 -27.35864 -14.69904 -35.82514     (-10.431,-0.120) (-0.797,-1.208) (-5.595,-10.593) 11.3804
32      1.41346  13.24751   1.25610 -26.98987 -14.49756 -35.29880     (-10.626,-0.157) (-0.604,-1.099) (-5.868,-10.572) 11.5771
33      1.37805  13.02149   1.18364 -26.62110 -14.29608 -34.77247     (-10.821,-0.194) (-0.411,-0.989) (-6.140,-10.551) 11.7844
34      1.34264  12.79547   1.11117 -26.25232 -14.09460 -34.24614     (-11.016,-0.231) (-0.218,-0.880) (-6.413,-10.530) 12.0017
35      1.30722  12.56945   1.03871 -25.88355 -13.89312 -33.71981     (-11.211,-0.269) (-0.026,-0.770) (-6.686,-10.508) 12.2285
36      1.27181  12.34343   0.96624 -25.51478 -13.69164 -33.19347     (-10.320,-0.138) (-0.167,-0.828) (-6.791,-11.239) 12.1733
37      1.23640  12.11741   0.89378 -25.14600 -13.49016 -32.66714     (-10.124,-0.017) (-6.853,-0.894) (-0.343,-11.224) 12.0496
38      1.20098  11.89139   0.82131 -24.77723 -13.28868 -32.14081     (-10.065,-0.173) (-6.777,-0.821) (-0.380,-11.070) 11.8741
39      1.16557  11.66537   0.74884 -24.40846 -13.08720 -31.61448     (-10.007,-0.329) (-6.701,-0.749) (-0.417,-10.917) 11.7014
40      1.13016  11.43934   0.67638 -24.03969 -12.88572 -31.08815     (-9.949,-0.485) (-6.626,-0.676) (-0.454,-10.763) 11.5316
41      1.09474  11.21332   0.60391 -23.67091 -12.68424 -30.56181     (-9.891,-0.640) (-6.550,-0.604) (-0.491,-10.609) 11.3647
42      1.05933  10.98730   0.53145 -23.30214 -12.48276 -30.03548     (-9.833,-0.796) (-6.474,-0.531) (-0.528,-10.456) 11.2004
43      1.02392  10.76128   0.45898 -22.93337 -12.28128 -29.50915     (-9.774,-0.952) (-6.398,-0.459) (-0.565,-10.302) 11.0394
44      0.98850  10.53526   0.38652 -22.56459 -12.07980 -28.98282     (-9.716,-1.108) (-6.322,-0.387) (-0.602,-10.149) 10.8819
45      0.95309  10.30924   0.31405 -22.19582 -11.87832 -28.45649     (-9.658,-1.263) (-6.246,-0.314) (-0.639,-9.995) 10.728
46      0.91768  10.08322   0.24158 -21.82705 -11.67684 -27.93015     (-9.600,-1.419) (-6.170,-0.242) (-0.676,-9.842) 10.57
47      0.88226   9.85720   0.16912 -21.45827 -11.47536 -27.40382     (-9.542,-1.575) (-6.094,-0.169) (-0.713,-9.688) 10.4019
48      0.84685   9.63118   0.09665 -21.08950 -11.27388 -26.87749     (-9.484,-1.730) (-6.018,-0.097) (-0.750,-9.535) 10.2372
49      0.81144   9.40516   0.02419 -20.72073 -11.07240 -26.35116     (-9.425,-1.886) (-5.942,-0.024) (-0.787,-9.381) 10.0762
50      0.77603   9.17914  -0.04828 -20.35195 -10.87092 -25.82483     (-0.776,-1.994) (-5.914,-0.048) (-9.319,-9.179) 9.97587
51      0.74061   8.95312  -0.12074 -19.98318 -10.66944 -25.29849     (-0.741,-2.077) (-5.911,-0.121) (-9.188,-8.953) 9.7715
52      0.70520   8.72710  -0.19321 -19.61441 -10.46796 -24.77216     (-0.705,-2.160) (-5.908,-0.193) (-9.058,-8.727) 9.57128
53      0.66979   8.50108  -0.26568 -19.24564 -10.26648 -24.24583     (-0.670,-2.243) (-5.904,-0.266) (-8.927,-8.501) 9.37549
54      0.63437   8.27505  -0.33814 -18.87686 -10.06500 -23.71950     (-0.634,-2.327) (-5.901,-0.338) (-8.796,-8.275) 9.18442
55      0.59896   8.04903  -0.41061 -18.50809  -9.86352 -23.19316     (-0.599,-2.410) (-5.897,-0.411) (-8.666,-8.049) 8.99836
56      0.56355   7.82301  -0.48307 -18.13932  -9.66204 -22.66683     (-0.564,-2.493) (-5.894,-0.483) (-8.535,-7.823) 8.81763
57      0.52813   7.59699  -0.55554 -17.77054  -9.46056 -22.14050     (-0.528,-2.577) (-5.890,-0.556) (-8.404,-7.597) 8.63929
58      0.49272   7.37097  -0.62800 -17.40177  -9.25908 -21.61417     (-0.493,-2.660) (-5.887,-0.628) (-8.274,-7.371) 8.45701
59      0.45731   7.14495  -0.70047 -17.03300  -9.05760 -21.08784     (-0.457,-2.743) (-5.883,-0.700) (-8.143,-7.145) 8.28057
60      0.42189   6.91893  -0.77294 -16.66422  -8.85612 -20.56150     (-0.422,-2.826) (-5.880,-0.773) (-8.012,-6.919) 8.11036
61      0.38648   6.69291  -0.84540 -16.29545  -8.65464 -20.03517     (-0.386,-2.910) (-5.876,-0.845) (-7.882,-6.693) 7.94678
62      0.35107   6.46689  -0.91787 -15.92668  -8.45316 -19.50884     (-0.351,-2.993) (-5.873,-0.918) (-7.751,-6.467) 7.79024
63      0.31565   6.24087  -0.99033 -15.55791  -8.25168 -18.98251     (-0.316,-3.076) (-5.869,-0.990) (-7.620,-6.241) 7.64117
64      0.28024   6.01485  -1.06280 -15.18913  -8.05020 -18.45618     (-0.280,-3.159) (-5.866,-1.063) (-7.490,-6.015) 7.45911
65      0.24483   5.78883  -1.13526 -14.82036  -7.84872 -17.92984     (-0.245,-3.243) (-5.863,-1.135) (-7.359,-5.789) 7.28339
66      0.20941   5.56281  -1.20773 -14.45159  -7.64724 -17.40351     (-0.209,-3.326) (-5.859,-1.208) (-7.228,-5.563) 7.11481
67      0.17400   5.33679  -1.28020 -14.08281  -7.44576 -16.87718     (-0.174,-3.409) (-5.856,-1.280) (-7.098,-5.337) 6.95387
68      0.13859   5.11076  -1.35266 -13.71404  -7.24428 -16.35085     (-0.139,-3.493) (-5.852,-1.353) (-6.967,-5.111) 6.80114
69      0.10317   4.88474  -1.42513 -13.34527  -7.04280 -15.82451     (-0.103,-3.576) (-5.849,-1.425) (-6.836,-4.885) 6.65716
70      0.06776   4.65872  -1.49759 -12.97649  -6.84132 -15.29818     (-0.068,-3.659) (-5.845,-1.498) (-6.706,-4.659) 6.52252
71      0.03235   4.43270  -1.57006 -12.60772  -6.63984 -14.77185     (-0.032,-3.742) (-5.842,-1.570) (-6.575,-4.433) 6.39782
72     -0.00307   4.20668  -1.64252 -12.23895  -6.43836 -14.24552     (-0.003,-3.829) (-5.835,-6.441) (-1.639,-4.204) 5.931
73     -0.03848   3.98066  -1.71499 -11.87017  -6.23688 -13.71919     (-0.038,-3.947) (-5.796,-6.275) (-1.677,-3.942) 5.73643
74     -0.07389   3.75464  -1.78746 -11.50140  -6.03540 -13.19285     (-0.074,-4.066) (-5.757,-6.109) (-1.714,-3.681) 5.5556
75     -0.10930   3.52862  -1.85992 -11.13263  -5.83392 -12.66652     (-0.109,-4.185) (-5.719,-5.943) (-1.751,-3.419) 5.3899
76     -0.14472   3.30260  -1.93239 -10.76386  -5.63244 -12.14019     (-0.145,-4.303) (-5.680,-5.777) (-1.788,-3.158) 5.24078
77     -0.18013   3.07658  -2.00485 -10.39508  -5.43096 -11.61386     (-0.180,-4.422) (-5.641,-5.611) (-1.825,-2.896) 5.10967
78     -0.21554   2.85056  -2.07732 -10.02631  -5.22948 -11.08753     (-0.216,-4.541) (-5.602,-5.445) (-1.862,-2.635) 4.998
79     -0.25096   2.62454  -2.14979  -9.65754  -5.02800 -10.56119     (-0.251,-4.659) (-5.563,-5.279) (-1.899,-2.374) 4.90709
80     -0.28637   2.39852  -2.22225  -9.28876  -4.82652 -10.03486     (-0.286,-4.778) (-5.524,-5.113) (-1.936,-2.112) 4.83812
81     -0.32178   2.17250  -2.29472  -8.91999  -4.62504  -9.50853     (-0.322,-4.897) (-5.485,-4.947) (-1.973,-1.851) 4.79204
82     -0.35720   1.94647  -2.36718  -8.55122  -4.42356  -8.98220     (-0.357,-5.015) (-5.446,-4.781) (-2.010,-1.589) 4.67966
83     -0.39261   1.72045  -2.43965  -8.18244  -4.22208  -8.45586     (-0.393,-5.134) (-5.408,-4.615) (-2.047,-1.328) 4.57571
84     -0.42802   1.49443  -2.51211  -7.81367  -4.02060  -7.92953     (-0.428,-5.253) (-5.369,-4.449) (-2.084,-1.066) 4.49481
85     -0.46344   1.26841  -2.58458  -7.44490  -3.81912  -7.40320     (-0.463,-5.372) (-5.330,-4.283) (-2.121,-0.805) 4.43822
86     -0.49885   1.04239  -2.65705  -7.07612  -3.61764  -6.87687     (-0.499,-5.490) (-5.291,-4.116) (-2.158,-0.544) 4.40688
87     -0.53426   0.81637  -2.72951  -6.70735  -3.41616  -6.35054     (-0.534,-5.609) (-5.252,-3.950) (-2.195,-0.282) 4.40133
88     -0.56968   0.59035  -2.80198  -6.33858  -3.21468  -5.82420     (-0.570,-5.728) (-5.213,-3.784) (-2.232,-0.021) 4.42166
89     -0.60509   0.36433  -2.87444  -5.96981  -3.01320  -5.29787     (-4.934,-5.605) (-0.364,-3.378) (-2.510,-0.241) 4.0484
90     -0.64050   0.13831  -2.94691  -5.60103  -2.81172  -4.77154     (-4.633,-5.463) (-0.138,-2.950) (-2.809,-0.502) 3.71599
91     -0.67592  -0.08771  -3.01937  -5.23226  -2.61024  -4.24521     (-0.676,-5.232) (-0.088,-2.610) (-3.019,-4.245) 3.26009
92     -0.71133  -0.31373  -3.09184  -4.86349  -2.40876  -3.71888     (-0.711,-4.863) (-0.314,-2.409) (-3.092,-3.719) 2.71998
93     -0.74674  -0.53975  -3.16431  -4.49471  -2.20728  -3.19254     (-0.747,-4.495) (-0.540,-2.207) (-3.164,-3.193) 2.25791
94     -0.78216  -0.76577  -3.23677  -4.12594  -2.00580  -2.66621     (-0.782,-4.126) (-0.766,-2.006) (-3.237,-2.666) 1.84218
95     -0.81757  -0.99179  -3.30924  -3.75717  -1.80432  -2.13988     (-0.818,-3.757) (-0.992,-1.804) (-3.309,-2.140) 1.55025
96     -0.85298  -1.21782  -3.38170  -3.38839  -1.60284  -1.61355     (-0.853,-3.388) (-1.218,-1.603) (-3.382,-1.614) 1.56056
97     -0.88840  -1.44384  -3.45417  -3.01962  -1.40136  -1.08722     (-0.888,-3.020) (-1.444,-1.401) (-3.454,-1.087) 1.42997
98     -0.92381  -1.66986  -3.52663  -2.65085  -1.19988  -0.56088     (-0.924,-2.651) (-1.670,-1.200) (-3.527,-0.561) 0.714985
99     -0.95922  -1.89588  -3.59910  -2.28208  -0.99840  -0.03455     (-0.959,-2.282) (-1.896,-0.998) (-3.599,-0.035) 0
