Fol_2018-05-05.12_20_14.1_2.txt     Output is probe cell, reduced cell, NCDist distance between
0    1514.34108 -2146.17157 -3770.81604 2077.75072 -2536.65439 -2551.90868     (-563.410,-2077.751) (-1693.065,-458.904) (-68.421,-474.158) 0
1    1493.35370 -2141.59474 -3733.41811 2035.77596 -2515.66701 -2530.92130     (-542.422,-2035.776) (-1697.642,-479.891) (-105.819,-495.145) 67.1032
2    1472.36632 -2137.01791 -3696.02018 1993.80120 -2494.67963 -2509.93392     (-521.435,-1993.801) (-1702.219,-500.878) (-143.217,-516.133) 134.206
3    1451.37894 -2132.44107 -3658.62224 1951.82643 -2473.69224 -2488.94654     (-500.447,-1951.826) (-1706.796,-521.866) (-180.615,-537.120) 201.31
4    1430.39155 -2127.86424 -3621.22431 1909.85167 -2452.70486 -2467.95916     (-479.460,-1909.852) (-1711.373,-542.853) (-218.013,-558.107) 268.413
5    1409.40417 -2123.28741 -3583.82638 1867.87691 -2431.71748 -2446.97178     (-458.473,-1867.877) (-1715.949,-563.841) (-255.411,-579.095) 335.516
6    1388.41679 -2118.71058 -3546.42845 1825.90215 -2410.73010 -2425.98440     (-437.485,-1825.902) (-1720.526,-584.828) (-292.808,-600.082) 402.619
7    1367.42941 -2114.13375 -3509.03052 1783.92739 -2389.74272 -2404.99702     (-416.498,-1783.927) (-1725.103,-605.815) (-330.206,-621.070) 469.723
8    1346.44203 -2109.55692 -3471.63259 1741.95262 -2368.75534 -2384.00963     (-395.511,-1741.953) (-1729.680,-626.803) (-367.604,-642.057) 499.281
9    1325.45465 -2104.98009 -3434.23466 1699.97786 -2347.76796 -2363.02225     (-374.523,-1699.978) (-1734.257,-647.790) (-405.002,-663.044) 530.322
10    1304.46727 -2100.40326 -3396.83673 1658.00310 -2326.78058 -2342.03487     (-353.536,-1658.003) (-1738.834,-668.777) (-442.400,-684.032) 567.632
11    1283.47989 -2095.82643 -3359.43879 1616.02834 -2305.79320 -2321.04749     (-332.548,-1616.028) (-1743.410,-689.765) (-479.798,-705.019) 610.064
12    1262.49251 -2091.24960 -3322.04086 1574.05358 -2284.80582 -2300.06011     (-311.561,-1574.054) (-1747.987,-710.752) (-517.196,-726.007) 656.623
13    1241.50513 -2086.67277 -3284.64293 1532.07881 -2263.81843 -2279.07273     (-290.574,-1532.079) (-1752.564,-731.740) (-554.594,-746.994) 706.496
14    1220.51774 -2082.09594 -3247.24500 1490.10405 -2242.83105 -2258.08535     (-269.586,-1490.104) (-1757.141,-752.727) (-591.992,-767.981) 759.029
15    1199.53036 -2077.51911 -3209.84707 1448.12929 -2221.84367 -2237.09797     (-248.599,-1448.129) (-1761.718,-773.714) (-629.390,-788.969) 813.707
16    1178.54298 -2072.94227 -3172.44914 1406.15453 -2200.85629 -2216.11059     (-227.612,-1406.155) (-1766.295,-794.702) (-666.788,-809.956) 870.125
17    1157.55560 -2068.36544 -3135.05121 1364.17977 -2179.86891 -2195.12321     (-206.624,-1364.180) (-1770.871,-815.689) (-704.186,-830.943) 927.967
18    1136.56822 -2063.78861 -3097.65328 1322.20500 -2158.88153 -2174.13582     (-185.637,-1322.205) (-1775.448,-836.677) (-741.584,-851.931) 986.982
19    1115.58084 -2059.21178 -3060.25535 1280.23024 -2137.89415 -2153.14844     (-164.649,-1280.230) (-1780.025,-857.664) (-778.982,-872.918) 1046.97
20    1094.59346 -2054.63495 -3022.85741 1238.25548 -2116.90677 -2132.16106     (-143.662,-1238.255) (-1784.602,-878.651) (-816.379,-893.906) 1107.78
21    1073.60608 -2050.05812 -2985.45948 1196.28072 -2095.91939 -2111.17368     (-122.675,-1196.281) (-1789.179,-899.639) (-853.777,-914.893) 1169.27
22    1052.61870 -2045.48129 -2948.06155 1154.30596 -2074.93201 -2090.18630     (-101.687,-1154.306) (-1793.756,-920.626) (-891.175,-935.880) 1179.17
23    1031.63132 -2040.90446 -2910.66362 1112.33119 -2053.94462 -2069.19892     (-80.700,-1112.331) (-1798.332,-941.613) (-928.573,-956.868) 1166.46
24    1010.64393 -2036.32763 -2873.26569 1070.35643 -2032.95724 -2048.21154     (-59.712,-1070.356) (-1802.909,-962.601) (-965.971,-977.855) 1157.51
25    989.65655 -2031.75080 -2835.86776 1028.38167 -2011.96986 -2027.22416     (-38.725,-1028.382) (-1807.486,-983.588) (-1003.369,-998.842) 1152.4
26    968.66917 -2027.17397 -2798.46983 986.40691 -1990.98248 -2006.23678     (-17.738,-986.407) (-1812.063,-1004.576) (-1040.767,-1019.830) 1127.82
27    947.68179 -2022.59714 -2761.07190 944.43215 -1969.99510 -1985.24940     (-947.682,-3.250) (-1074.915,-1813.390) (-1022.313,-1037.568) 1105.77
28    926.69441 -2018.02030 -2723.67396 902.45738 -1949.00772 -1964.26201     (-926.694,-24.237) (-1091.326,-1796.980) (-1022.313,-1037.568) 1090.83
29    905.70703 -2013.44347 -2686.27603 860.48262 -1928.02034 -1943.27463     (-905.707,-45.224) (-1107.736,-1780.569) (-1022.313,-1037.568) 1077.01
30    884.71965 -2008.86664 -2648.87810 818.50786 -1907.03296 -1922.28725     (-884.720,-66.212) (-1124.147,-1764.158) (-1022.313,-1037.568) 1064.34
