Fol_2018-05-06.16_50_41.1_5.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      6.24997 -42.18308 -47.20779  -3.26149  -1.31606 -10.33677     (-1.316,-30.999) (-4.578,-36.024) (-4.934,-9.021) 0  0  0  0  
1      6.17355 -41.80323 -46.78078  -3.54166  -1.66664 -10.32348     (-1.667,-31.123) (-5.208,-36.100) (-4.507,-8.657) 0.925542  1.81682  1.42063  0.925542  
2      6.09712 -41.42337 -46.35378  -3.82184  -2.01722 -10.31019     (-2.017,-31.246) (-5.839,-36.177) (-4.080,-8.293) 1.85108  3.63365  2.84125  1.85108  
3      6.02070 -41.04352 -45.92677  -4.10202  -2.36781 -10.29689     (-2.368,-31.370) (-6.470,-36.253) (-3.653,-7.929) 2.77663  5.45047  4.26188  2.77663  
4      5.94427 -40.66367 -45.49976  -4.38220  -2.71839 -10.28360     (-2.718,-31.494) (-7.101,-36.330) (-3.226,-7.565) 3.70217  7.2673  5.68251  3.70217  
5      5.86785 -40.28381 -45.07275  -4.66238  -3.06898 -10.27031     (-3.069,-31.617) (-7.731,-36.406) (-2.799,-7.201) 4.62771  9.08412  7.10314  4.62771  
6      5.79142 -39.90396 -44.64574  -4.94256  -3.41956 -10.25701     (-3.420,-31.741) (-8.362,-36.482) (-2.372,-6.837) 5.55325  10.9009  8.52376  5.55325  
7      5.71500 -39.52410 -44.21873  -5.22274  -3.77015 -10.24372     (-3.770,-31.864) (-8.993,-36.559) (-1.945,-6.474) 6.27966  12.4417  9.94439  6.47879  
8      5.63857 -39.14425 -43.79172  -5.50292  -4.12073 -10.23043     (-4.121,-31.988) (-9.624,-36.635) (-1.518,-6.110) 6.72982  13.4437  11.3044  7.40434  
9      5.56215 -38.76440 -43.36471  -5.78310  -4.47132 -10.21713     (-4.471,-32.111) (-10.254,-36.712) (-1.091,-5.746) 7.27048  15.1638  12.2573  8.32988  
