Fol_2018-05-14.13_00_35.40_39.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     -2.92500 -20.66054 -21.00103  16.61552 -12.34672 -28.40624     (-0.224,-12.571) (-8.431,-15.048) (-4.045,-7.298) 40.823  23.1248  
1     -2.92229 -20.64829 -20.98406  16.58630 -12.34942 -28.38511     (-0.175,-12.524) (-8.460,-15.097) (-4.062,-7.387) 40.8068  23.1266  
2     -2.91959 -20.63605 -20.96708  16.55709 -12.35213 -28.36398     (-0.126,-12.478) (-8.489,-15.146) (-4.079,-7.476) 40.7907  23.1285  
3     -2.91689 -20.62381 -20.95011  16.52787 -12.35483 -28.34285     (-0.077,-12.432) (-8.518,-15.195) (-4.096,-7.565) 40.7747  23.1303  
4     -2.91418 -20.61157 -20.93314  16.49866 -12.35754 -28.32173     (-0.028,-12.386) (-8.547,-15.244) (-4.113,-7.654) 40.7588  23.1321  
5     -2.91148 -20.59933 -20.91617  16.46944 -12.36024 -28.30060     (-0.021,-12.360) (-8.556,-4.109) (-15.272,-7.722) 40.743  23.1339  
6     -2.90877 -20.58708 -20.89919  16.44023 -12.36294 -28.27947     (-0.070,-12.363) (-8.536,-4.077) (-15.272,-7.762) 40.7273  23.1357  
7     -2.90607 -20.57484 -20.88222  16.41101 -12.36565 -28.25834     (-0.118,-12.366) (-8.517,-4.045) (-15.272,-7.802) 40.7117  23.1376  
8     -2.90337 -20.56260 -20.86525  16.38180 -12.36835 -28.23721     (-0.167,-12.368) (-8.497,-4.013) (-15.272,-7.842) 40.6962  23.1394  
9     -2.90066 -20.55036 -20.84827  16.35258 -12.37106 -28.21608     (-0.216,-12.371) (-8.477,-3.982) (-15.272,-7.882) 40.6807  23.1412  
10     -2.89796 -20.53811 -20.83130  16.32337 -12.37376 -28.19495     (-0.265,-12.374) (-8.458,-3.950) (-15.272,-7.922) 40.6654  23.143  
11     -2.89525 -20.52587 -20.81433  16.29415 -12.37646 -28.17382     (-0.314,-12.376) (-8.438,-3.918) (-15.272,-7.962) 40.6502  23.1449  
12     -2.89255 -20.51363 -20.79735  16.26494 -12.37917 -28.15269     (-0.363,-12.379) (-8.418,-3.886) (-15.272,-8.002) 40.635  23.1467  
13     -2.88985 -20.50139 -20.78038  16.23572 -12.38187 -28.13156     (-0.412,-12.382) (-8.399,-3.854) (-15.272,-8.042) 40.62  23.1485  
14     -2.88714 -20.48914 -20.76341  16.20650 -12.38458 -28.11043     (-0.461,-12.385) (-8.379,-3.822) (-15.272,-8.082) 40.605  23.1504  
15     -2.88444 -20.47690 -20.74644  16.17729 -12.38728 -28.08930     (-0.510,-12.387) (-8.359,-3.790) (-15.272,-8.122) 40.5901  23.1522  
16     -2.88173 -20.46466 -20.72946  16.14807 -12.38998 -28.06817     (-0.558,-12.390) (-8.339,-3.758) (-15.272,-8.162) 40.5754  23.154  
17     -2.87903 -20.45242 -20.71249  16.11886 -12.39269 -28.04705     (-0.607,-12.393) (-8.320,-3.726) (-15.272,-8.202) 40.5607  23.1558  
18     -2.87633 -20.44018 -20.69552  16.08964 -12.39539 -28.02592     (-0.656,-12.395) (-8.300,-3.694) (-15.272,-8.242) 40.5461  23.1577  
19     -2.87362 -20.42793 -20.67854  16.06043 -12.39810 -28.00479     (-0.705,-12.398) (-8.280,-3.662) (-15.272,-8.282) 40.5317  23.1595  
20     -2.87092 -20.41569 -20.66157  16.03121 -12.40080 -27.98366     (-0.754,-12.401) (-8.261,-3.630) (-15.272,-8.322) 40.5173  23.1613  
21     -2.86822 -20.40345 -20.64460  16.00200 -12.40350 -27.96253     (-0.803,-12.404) (-8.241,-3.598) (-15.272,-8.362) 40.503  23.1632  
22     -2.86551 -20.39121 -20.62762  15.97278 -12.40621 -27.94140     (-0.852,-12.406) (-8.221,-3.567) (-15.272,-8.402) 40.4888  23.165  
23     -2.86281 -20.37896 -20.61065  15.94357 -12.40891 -27.92027     (-0.901,-12.409) (-8.202,-3.535) (-15.272,-8.442) 40.4747  23.1668  
24     -2.86010 -20.36672 -20.59368  15.91435 -12.41161 -27.89914     (-0.950,-12.412) (-8.182,-3.503) (-15.272,-8.482) 40.4607  23.1687  
25     -2.85740 -20.35448 -20.57671  15.88514 -12.41432 -27.87801     (-0.999,-12.414) (-8.162,-3.471) (-15.272,-8.522) 40.4468  23.1705  
26     -2.85470 -20.34224 -20.55973  15.85592 -12.41702 -27.85688     (-1.047,-12.417) (-8.143,-3.439) (-15.272,-8.562) 40.433  23.1724  
27     -2.85199 -20.33000 -20.54276  15.82671 -12.41973 -27.83575     (-1.096,-12.420) (-8.123,-3.407) (-15.272,-8.602) 40.4193  23.1742  
28     -2.84929 -20.31775 -20.52579  15.79749 -12.42243 -27.81462     (-1.145,-12.422) (-8.103,-3.375) (-15.272,-8.642) 40.4057  23.176  
29     -2.84658 -20.30551 -20.50881  15.76828 -12.42513 -27.79349     (-1.194,-12.425) (-8.084,-3.343) (-15.272,-8.682) 40.3922  23.1779  
30     -2.84388 -20.29327 -20.49184  15.73906 -12.42784 -27.77237     (-1.243,-12.428) (-8.064,-3.311) (-15.272,-8.722) 40.3788  23.1797  
31     -2.84118 -20.28103 -20.47487  15.70985 -12.43054 -27.75124     (-1.292,-12.431) (-8.044,-3.279) (-15.272,-8.762) 40.3655  23.1815  
32     -2.83847 -20.26878 -20.45789  15.68063 -12.43325 -27.73011     (-1.341,-12.433) (-8.025,-3.247) (-15.272,-8.802) 40.3523  23.1834  
33     -2.83577 -20.25654 -20.44092  15.65142 -12.43595 -27.70898     (-1.390,-12.436) (-8.005,-3.215) (-15.272,-8.842) 40.3391  23.1852  
34     -2.83306 -20.24430 -20.42395  15.62220 -12.43865 -27.68785     (-1.439,-12.439) (-7.985,-3.184) (-15.272,-8.882) 40.3261  23.1871  
35     -2.83036 -20.23206 -20.40698  15.59299 -12.44136 -27.66672     (-1.487,-12.441) (-7.966,-3.152) (-15.272,-8.922) 40.3132  23.1889  
36     -2.82766 -20.21982 -20.39000  15.56377 -12.44406 -27.64559     (-1.536,-12.444) (-7.946,-3.120) (-15.272,-8.962) 40.3003  23.1908  
37     -2.82495 -20.20757 -20.37303  15.53455 -12.44677 -27.62446     (-1.585,-12.447) (-7.926,-3.088) (-15.272,-9.002) 40.2876  23.1926  
38     -2.82225 -20.19533 -20.35606  15.50534 -12.44947 -27.60333     (-1.634,-12.449) (-7.907,-3.056) (-15.272,-9.042) 40.275  23.1944  
39     -2.81954 -20.18309 -20.33908  15.47612 -12.45217 -27.58220     (-1.683,-12.452) (-7.887,-3.024) (-15.272,-9.082) 40.2624  23.1963  
40     -2.81684 -20.17085 -20.32211  15.44691 -12.45488 -27.56107     (-1.732,-12.455) (-7.867,-2.992) (-15.272,-9.122) 40.25  23.1981  
41     -2.81414 -20.15860 -20.30514  15.41769 -12.45758 -27.53994     (-1.781,-12.458) (-7.848,-2.960) (-15.272,-9.162) 40.2377  23.2  
42     -2.81143 -20.14636 -20.28817  15.38848 -12.46029 -27.51881     (-1.830,-12.460) (-7.828,-2.928) (-15.272,-9.202) 40.2254  23.2018  
43     -2.80873 -20.13412 -20.27119  15.35926 -12.46299 -27.49769     (-1.879,-12.463) (-7.808,-2.896) (-15.272,-9.242) 40.2133  23.2037  
44     -2.80603 -20.12188 -20.25422  15.33005 -12.46569 -27.47656     (-1.927,-12.466) (-7.789,-2.864) (-15.272,-9.282) 40.2012  23.2055  
45     -2.80332 -20.10964 -20.23725  15.30083 -12.46840 -27.45543     (-1.976,-12.468) (-7.769,-2.832) (-15.272,-9.322) 40.1893  23.2074  
46     -2.80062 -20.09739 -20.22027  15.27162 -12.47110 -27.43430     (-2.025,-12.471) (-7.749,-2.801) (-15.272,-9.362) 40.1774  23.2092  
47     -2.79791 -20.08515 -20.20330  15.24240 -12.47381 -27.41317     (-2.074,-12.474) (-7.729,-2.769) (-15.272,-9.402) 40.1657  23.2111  
48     -2.79521 -20.07291 -20.18633  15.21319 -12.47651 -27.39204     (-2.123,-12.477) (-7.710,-2.737) (-15.272,-9.442) 40.154  23.2129  
49     -2.79251 -20.06067 -20.16935  15.18397 -12.47921 -27.37091     (-2.172,-12.479) (-7.690,-2.705) (-15.272,-9.482) 40.1425  23.2148  
50     -2.78980 -20.04842 -20.15238  15.15476 -12.48192 -27.34978     (-2.221,-12.482) (-7.670,-2.673) (-15.272,-9.522) 40.131  23.2166  
51     -2.78710 -20.03618 -20.13541  15.12554 -12.48462 -27.32865     (-2.270,-12.485) (-7.651,-2.641) (-15.272,-9.562) 40.1196  23.2185  
52     -2.78439 -20.02394 -20.11844  15.09633 -12.48732 -27.30752     (-2.319,-12.487) (-7.631,-2.609) (-15.272,-9.602) 40.1084  23.2203  
53     -2.78169 -20.01170 -20.10146  15.06711 -12.49003 -27.28639     (-2.368,-12.490) (-7.611,-2.577) (-15.272,-9.642) 40.0972  23.2222  
54     -2.77899 -19.99945 -20.08449  15.03790 -12.49273 -27.26526     (-2.416,-12.493) (-7.592,-2.545) (-15.272,-9.682) 40.0862  23.2241  
55     -2.77628 -19.98721 -20.06752  15.00868 -12.49544 -27.24414     (-2.465,-12.495) (-7.572,-2.513) (-15.272,-9.722) 40.0752  23.2259  
56     -2.77358 -19.97497 -20.05054  14.97947 -12.49814 -27.22301     (-2.514,-12.498) (-7.552,-2.481) (-15.272,-9.762) 40.0643  23.2278  
57     -2.77087 -19.96273 -20.03357  14.95025 -12.50084 -27.20188     (-2.563,-12.501) (-7.533,-2.449) (-15.272,-9.802) 40.0536  23.2296  
58     -2.76817 -19.95049 -20.01660  14.92103 -12.50355 -27.18075     (-2.612,-12.504) (-7.513,-2.417) (-15.272,-9.842) 40.0429  23.2315  
59     -2.76547 -19.93824 -19.99962  14.89182 -12.50625 -27.15962     (-2.661,-12.506) (-7.493,-2.386) (-15.272,-9.882) 40.0323  23.2334  
60     -2.76276 -19.92600 -19.98265  14.86260 -12.50896 -27.13849     (-2.710,-12.509) (-7.474,-2.354) (-15.272,-9.922) 40.0219  23.2352  
61     -2.76006 -19.91376 -19.96568  14.83339 -12.51166 -27.11736     (-2.759,-12.512) (-7.454,-2.322) (-15.272,-9.962) 40.0115  23.2371  
62     -2.75735 -19.90152 -19.94871  14.80417 -12.51436 -27.09623     (-2.808,-12.514) (-7.434,-2.290) (-15.272,-10.002) 40.0012  23.2389  
63     -2.75465 -19.88927 -19.93173  14.77496 -12.51707 -27.07510     (-2.856,-12.517) (-7.415,-2.258) (-15.272,-10.042) 39.9911  23.2408  
64     -2.75195 -19.87703 -19.91476  14.74574 -12.51977 -27.05397     (-2.905,-12.520) (-7.395,-2.226) (-15.272,-10.082) 39.981  23.2427  
65     -2.74924 -19.86479 -19.89779  14.71653 -12.52248 -27.03284     (-2.954,-12.522) (-7.375,-2.194) (-15.272,-10.122) 39.971  23.2445  
66     -2.74654 -19.85255 -19.88081  14.68731 -12.52518 -27.01171     (-3.003,-12.525) (-7.356,-2.162) (-15.272,-10.162) 39.9612  23.2464  
67     -2.74383 -19.84031 -19.86384  14.65810 -12.52788 -26.99058     (-3.052,-12.528) (-7.336,-2.130) (-15.272,-10.202) 39.9514  23.2483  
68     -2.74113 -19.82806 -19.84687  14.62888 -12.53059 -26.96946     (-3.101,-12.531) (-7.316,-2.098) (-15.272,-10.242) 39.9417  23.2501  
69     -2.73843 -19.81582 -19.82989  14.59967 -12.53329 -26.94833     (-3.150,-12.533) (-7.297,-2.066) (-15.272,-10.282) 39.9322  23.252  
70     -2.73572 -19.80358 -19.81292  14.57045 -12.53600 -26.92720     (-3.199,-12.536) (-7.277,-2.034) (-15.272,-10.322) 39.9227  23.2538  
71     -2.73302 -19.79134 -19.79595  14.54124 -12.53870 -26.90607     (-3.248,-12.539) (-7.257,-2.003) (-15.272,-10.362) 39.9133  23.2557  
72     -2.73032 -19.77909 -19.77898  14.51202 -12.54140 -26.88494     (-3.296,-12.541) (-7.238,-1.971) (-15.272,-10.402) 39.9041  23.2576  
73     -2.72761 -19.76685 -19.76200  14.48281 -12.54411 -26.86381     (-3.345,-12.544) (-7.218,-1.939) (-15.272,-10.442) 39.8949  23.2595  
74     -2.72491 -19.75461 -19.74503  14.45359 -12.54681 -26.84268     (-3.394,-12.547) (-7.198,-1.907) (-15.272,-10.482) 39.8859  23.2613  
75     -2.72220 -19.74237 -19.72806  14.42438 -12.54951 -26.82155     (-3.443,-12.550) (-7.179,-1.875) (-15.272,-10.522) 39.8769  23.2632  
76     -2.71950 -19.73013 -19.71108  14.39516 -12.55222 -26.80042     (-3.492,-12.552) (-7.159,-1.843) (-15.272,-10.562) 39.868  23.2651  
77     -2.71680 -19.71788 -19.69411  14.36595 -12.55492 -26.77929     (-3.541,-12.555) (-7.139,-1.811) (-15.272,-10.602) 39.8593  23.2669  
78     -2.71409 -19.70564 -19.67714  14.33673 -12.55763 -26.75816     (-3.590,-12.558) (-7.120,-1.779) (-15.272,-10.642) 39.8506  23.2688  
79     -2.71139 -19.69340 -19.66016  14.30751 -12.56033 -26.73703     (-3.639,-12.560) (-7.100,-1.747) (-15.272,-10.682) 39.842  23.2707  
80     -2.70868 -19.68116 -19.64319  14.27830 -12.56303 -26.71590     (-3.688,-12.563) (-7.080,-1.715) (-15.272,-10.722) 39.8336  23.2726  
81     -2.70598 -19.66891 -19.62622  14.24908 -12.56574 -26.69478     (-3.736,-12.566) (-7.060,-1.683) (-15.272,-10.762) 39.8252  23.2744  
82     -2.70328 -19.65667 -19.60925  14.21987 -12.56844 -26.67365     (-3.785,-12.568) (-7.041,-1.651) (-15.272,-10.802) 39.817  23.2763  
83     -2.70057 -19.64443 -19.59227  14.19065 -12.57115 -26.65252     (-3.834,-12.571) (-7.021,-1.620) (-15.272,-10.842) 39.8088  23.2782  
84     -2.69787 -19.63219 -19.57530  14.16144 -12.57385 -26.63139     (-3.883,-12.574) (-7.001,-1.588) (-15.272,-10.882) 39.8008  23.2801  
85     -2.69516 -19.61995 -19.55833  14.13222 -12.57655 -26.61026     (-3.932,-12.577) (-6.982,-1.556) (-15.272,-10.922) 39.7928  23.2819  
86     -2.69246 -19.60770 -19.54135  14.10301 -12.57926 -26.58913     (-3.981,-12.579) (-6.962,-1.524) (-15.272,-10.962) 39.785  23.2838  
87     -2.68976 -19.59546 -19.52438  14.07379 -12.58196 -26.56800     (-4.030,-12.582) (-6.942,-1.492) (-15.272,-11.002) 39.7772  23.2857  
88     -2.68705 -19.58322 -19.50741  14.04458 -12.58467 -26.54687     (-4.079,-12.585) (-6.923,-1.460) (-15.272,-11.042) 39.7696  23.2876  
89     -2.68435 -19.57098 -19.49043  14.01536 -12.58737 -26.52574     (-4.128,-12.587) (-6.903,-1.428) (-15.272,-11.082) 39.762  23.2895  
90     -2.68164 -19.55873 -19.47346  13.98615 -12.59007 -26.50461     (-4.177,-12.590) (-6.883,-1.396) (-15.272,-11.122) 39.7546  23.2913  
91     -2.67894 -19.54649 -19.45649  13.95693 -12.59278 -26.48348     (-4.225,-12.593) (-6.864,-1.364) (-15.272,-11.162) 39.7472  23.2932  
92     -2.67624 -19.53425 -19.43952  13.92772 -12.59548 -26.46235     (-4.274,-12.595) (-6.844,-1.332) (-15.272,-11.202) 39.74  23.2951  
93     -2.67353 -19.52201 -19.42254  13.89850 -12.59819 -26.44122     (-4.323,-12.598) (-6.824,-1.300) (-15.272,-11.242) 39.7328  23.297  
94     -2.67083 -19.50976 -19.40557  13.86929 -12.60089 -26.42010     (-4.372,-12.601) (-6.805,-1.268) (-15.272,-11.282) 39.7258  23.2989  
95     -2.66813 -19.49752 -19.38860  13.84007 -12.60359 -26.39897     (-4.421,-12.604) (-6.785,-1.236) (-15.272,-11.322) 39.7189  23.3008  
96     -2.66542 -19.48528 -19.37162  13.81086 -12.60630 -26.37784     (-4.470,-12.606) (-6.765,-1.205) (-15.272,-11.362) 39.712  23.3026  
97     -2.66272 -19.47304 -19.35465  13.78164 -12.60900 -26.35671     (-4.519,-12.609) (-6.746,-1.173) (-15.272,-11.402) 39.7053  23.3045  
98     -2.66001 -19.46080 -19.33768  13.75243 -12.61171 -26.33558     (-4.568,-12.612) (-6.726,-1.141) (-15.272,-11.442) 39.6987  23.3064  
99     -2.65731 -19.44855 -19.32070  13.72321 -12.61441 -26.31445     (-4.617,-12.614) (-6.706,-1.109) (-15.272,-11.482) 39.6921  23.3083  
100     -2.65461 -19.43631 -19.30373  13.69399 -12.61711 -26.29332     (-4.665,-12.617) (-6.687,-1.077) (-15.272,-11.522) 39.6857  23.3102  
101     -2.65190 -19.42407 -19.28676  13.66478 -12.61982 -26.27219     (-4.714,-12.620) (-6.667,-1.045) (-15.272,-11.562) 39.6794  23.3121  
102     -2.64920 -19.41183 -19.26979  13.63556 -12.62252 -26.25106     (-4.763,-12.623) (-6.647,-1.013) (-15.272,-11.602) 39.6732  23.314  
103     -2.64649 -19.39958 -19.25281  13.60635 -12.62522 -26.22993     (-4.812,-12.625) (-6.628,-0.981) (-15.272,-11.642) 39.6671  23.3159  
104     -2.64379 -19.38734 -19.23584  13.57713 -12.62793 -26.20880     (-4.861,-12.628) (-6.608,-0.949) (-15.272,-11.682) 39.661  23.3177  
105     -2.64109 -19.37510 -19.21887  13.54792 -12.63063 -26.18767     (-4.910,-12.631) (-6.588,-0.917) (-15.272,-11.722) 39.6551  23.3196  
106     -2.63838 -19.36286 -19.20189  13.51870 -12.63334 -26.16654     (-4.959,-12.633) (-6.569,-0.885) (-15.272,-11.762) 39.6493  23.3215  
107     -2.63568 -19.35062 -19.18492  13.48949 -12.63604 -26.14542     (-5.008,-12.636) (-6.549,-0.853) (-15.272,-11.802) 39.6436  23.3234  
108     -2.63297 -19.33837 -19.16795  13.46027 -12.63874 -26.12429     (-5.057,-12.639) (-6.529,-0.822) (-15.272,-11.842) 39.638  23.3253  
109     -2.63027 -19.32613 -19.15098  13.43106 -12.64145 -26.10316     (-5.105,-12.641) (-6.510,-0.790) (-15.272,-11.882) 39.6325  23.3272  
110     -2.62757 -19.31389 -19.13400  13.40184 -12.64415 -26.08203     (-5.154,-12.644) (-6.490,-0.758) (-15.272,-11.922) 39.6271  23.3291  
111     -2.62486 -19.30165 -19.11703  13.37263 -12.64686 -26.06090     (-5.203,-12.647) (-6.470,-0.726) (-15.272,-11.963) 39.6218  23.331  
112     -2.62216 -19.28940 -19.10006  13.34341 -12.64956 -26.03977     (-5.252,-12.650) (-6.450,-0.694) (-15.272,-12.003) 39.6166  23.3329  
113     -2.61945 -19.27716 -19.08308  13.31420 -12.65226 -26.01864     (-5.301,-12.652) (-6.431,-0.662) (-15.272,-12.043) 39.6115  23.3348  
114     -2.61675 -19.26492 -19.06611  13.28498 -12.65497 -25.99751     (-5.350,-12.655) (-6.411,-0.630) (-15.272,-12.083) 39.6065  23.3367  
115     -2.61405 -19.25268 -19.04914  13.25577 -12.65767 -25.97638     (-5.399,-12.658) (-6.391,-0.598) (-15.272,-12.123) 39.6016  23.3386  
116     -2.61134 -19.24044 -19.03216  13.22655 -12.66038 -25.95525     (-5.448,-12.660) (-6.372,-0.566) (-15.272,-12.163) 39.5968  23.3405  
117     -2.60864 -19.22819 -19.01519  13.19734 -12.66308 -25.93412     (-5.497,-12.663) (-6.352,-0.534) (-15.272,-12.203) 39.5921  23.3424  
118     -2.60593 -19.21595 -18.99822  13.16812 -12.66578 -25.91299     (-5.545,-12.666) (-6.332,-0.502) (-15.272,-12.243) 39.5876  23.3443  
119     -2.60323 -19.20371 -18.98125  13.13891 -12.66849 -25.89186     (-5.594,-12.668) (-6.313,-0.470) (-15.272,-12.283) 39.5831  23.3462  
120     -2.60053 -19.19147 -18.96427  13.10969 -12.67119 -25.87074     (-5.643,-12.671) (-6.293,-0.438) (-15.272,-12.323) 39.5787  23.3481  
121     -2.59782 -19.17922 -18.94730  13.08047 -12.67390 -25.84961     (-5.692,-12.674) (-6.273,-0.407) (-15.272,-12.363) 39.5744  23.35  
122     -2.59512 -19.16698 -18.93033  13.05126 -12.67660 -25.82848     (-5.741,-12.677) (-6.254,-0.375) (-15.272,-12.403) 39.5703  23.3519  
123     -2.59242 -19.15474 -18.91335  13.02204 -12.67930 -25.80735     (-5.790,-12.679) (-6.234,-0.343) (-15.272,-12.443) 39.5662  23.3538  
124     -2.58971 -19.14250 -18.89638  12.99283 -12.68201 -25.78622     (-5.839,-12.682) (-6.214,-0.311) (-15.272,-12.483) 39.5623  23.3557  
125     -2.58701 -19.13026 -18.87941  12.96361 -12.68471 -25.76509     (-5.888,-12.685) (-6.195,-0.279) (-15.272,-12.523) 39.5584  23.3576  
126     -2.58430 -19.11801 -18.86243  12.93440 -12.68742 -25.74396     (-5.937,-12.687) (-6.175,-0.247) (-15.272,-12.563) 39.5546  23.3595  
127     -2.58160 -19.10577 -18.84546  12.90518 -12.69012 -25.72283     (-5.986,-12.690) (-6.155,-0.215) (-15.272,-12.603) 39.551  23.3614  
128     -2.57890 -19.09353 -18.82849  12.87597 -12.69282 -25.70170     (-6.034,-12.693) (-6.136,-0.183) (-15.272,-12.643) 39.5474  23.3633  
129     -2.57619 -19.08129 -18.81152  12.84675 -12.69553 -25.68057     (-6.083,-12.696) (-6.116,-0.151) (-15.272,-12.683) 39.544  23.3652  
130     -2.57349 -19.06904 -18.79454  12.81754 -12.69823 -25.65944     (-6.132,-12.698) (-6.096,-0.119) (-15.272,-12.723) 39.5406  23.3672  
131     -2.57078 -19.05680 -18.77757  12.78832 -12.70093 -25.63831     (-6.181,-12.701) (-6.077,-0.087) (-15.272,-12.763) 39.5374  23.3691  
132     -2.56808 -19.04456 -18.76060  12.75911 -12.70364 -25.61718     (-6.230,-12.704) (-6.057,-0.055) (-15.272,-12.803) 39.5343  23.371  
133     -2.56538 -19.03232 -18.74362  12.72989 -12.70634 -25.59606     (-6.279,-12.706) (-6.037,-0.024) (-15.272,-12.843) 39.5312  23.3729  
134     -2.56267 -19.02007 -18.72665  12.70068 -12.70905 -25.57493     (-15.263,-12.701) (-6.026,-0.008) (-6.319,-12.874) 39.5283  23.3748  
135     -2.55997 -19.00783 -18.70968  12.67146 -12.71175 -25.55380     (-15.231,-12.671) (-6.038,-0.040) (-6.336,-12.882) 39.5255  23.3767  
136     -2.55726 -18.99559 -18.69270  12.64225 -12.71445 -25.53267     (-15.200,-12.642) (-6.050,-0.072) (-6.353,-12.890) 39.5228  23.3786  
137     -2.55456 -18.98335 -18.67573  12.61303 -12.71716 -25.51154     (-15.168,-12.613) (-6.063,-0.104) (-6.370,-12.899) 39.5201  23.3805  
138     -2.55186 -18.97111 -18.65876  12.58382 -12.71986 -25.49041     (-15.136,-12.584) (-6.075,-0.136) (-6.387,-12.907) 39.5176  23.3825  
139     -2.54915 -18.95886 -18.64179  12.55460 -12.72257 -25.46928     (-15.104,-12.555) (-6.087,-0.168) (-6.404,-12.915) 39.5152  23.3844  
140     -2.54645 -18.94662 -18.62481  12.52539 -12.72527 -25.44815     (-15.072,-12.525) (-6.099,-0.200) (-6.421,-12.923) 39.5129  23.3863  
141     -2.54374 -18.93438 -18.60784  12.49617 -12.72797 -25.42702     (-15.040,-12.496) (-6.112,-0.232) (-6.438,-12.931) 39.5107  23.3882  
142     -2.54104 -18.92214 -18.59087  12.46696 -12.73068 -25.40589     (-15.008,-12.467) (-6.124,-0.264) (-6.455,-12.939) 39.5086  23.3901  
143     -2.53834 -18.90989 -18.57389  12.43774 -12.73338 -25.38476     (-14.976,-12.438) (-6.136,-0.296) (-6.472,-12.947) 39.5066  23.392  
