Fol_2018-05-14.12_58_30.32_31.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -33.69772 -44.23824   4.89960   4.85445  -7.35917  -7.07910     (-2.630,-7.529) (-22.100,-2.225) (-4.729,-21.269) 35.2167  32.3219  
1    -33.66662 -44.21608   4.88996   4.84205  -7.35403  -7.09331     (-2.591,-7.481) (-22.161,-2.251) (-4.763,-21.296) 35.302  32.3174  
2    -33.63552 -44.19392   4.88032   4.82966  -7.34889  -7.10751     (-2.552,-7.432) (-22.222,-2.278) (-4.797,-21.323) 35.3874  32.3129  
3    -33.60442 -44.17176   4.87068   4.81726  -7.34375  -7.12172     (-2.513,-7.383) (-22.283,-2.304) (-4.831,-21.350) 35.4729  32.3084  
4    -33.57332 -44.14960   4.86104   4.80486  -7.33861  -7.13592     (-2.474,-7.335) (-22.344,-2.331) (-4.865,-21.377) 35.5585  32.3039  
5    -33.54222 -44.12744   4.85140   4.79247  -7.33347  -7.15012     (-2.435,-7.286) (-22.405,-2.358) (-4.899,-21.405) 35.6441  32.2994  
6    -33.51112 -44.10528   4.84176   4.78007  -7.32834  -7.16433     (-2.396,-7.238) (-22.466,-2.384) (-4.933,-21.432) 35.7299  32.295  
7    -33.48002 -44.08312   4.83213   4.76767  -7.32320  -7.17853     (-2.357,-7.189) (-22.527,-2.411) (-4.966,-21.459) 35.8157  32.2905  
8    -33.44893 -44.06096   4.82249   4.75528  -7.31806  -7.19274     (-2.318,-7.140) (-22.588,-2.437) (-5.000,-21.486) 35.9017  32.286  
9    -33.41783 -44.03880   4.81285   4.74288  -7.31292  -7.20694     (-2.279,-7.092) (-22.649,-2.464) (-5.034,-21.513) 35.9877  32.2815  
10    -33.38673 -44.01664   4.80321   4.73049  -7.30778  -7.22114     (-2.240,-7.043) (-22.709,-2.491) (-5.068,-21.540) 36.0738  32.2771  
11    -33.35563 -43.99448   4.79357   4.71809  -7.30264  -7.23535     (-2.201,-6.994) (-22.770,-2.517) (-5.102,-21.568) 36.16  32.2726  
