Fol_2018-05-05.12_26_10.2_13.txt     Output is probe cell, reduced cell, NCDist distance between
55    -3391.26629 -1994.71189 -2250.90717 -911.28513 694.95063 -2027.32576     (-1555.957,-216.335) (-2689.663,-694.951) (-2696.316,-1332.375) 1047.92
56    -3352.53757 -1994.10706 -2250.90717 -930.95190 675.28386 -1987.99221     (-1575.623,-255.668) (-2669.391,-675.284) (-2677.254,-1312.708) 1027.78
57    -3313.80886 -1993.50223 -2250.90717 -950.61868 655.61708 -1948.65867     (-1595.290,-295.002) (-2649.119,-655.617) (-2658.192,-1293.042) 1010.69
58    -3275.08014 -1992.89740 -2250.90717 -970.28545 635.95031 -1909.32512     (-1614.957,-334.335) (-2628.848,-635.950) (-2639.130,-1273.375) 996.796
59    -3236.35143 -1992.29257 -2250.90717 -989.95222 616.28354 -1869.99158     (-1634.624,-373.669) (-2608.576,-616.284) (-2620.068,-1253.708) 986.247
60    -3197.62271 -1991.68774 -2250.90717 -1009.61899 596.61677 -1830.65803     (-1654.290,-413.002) (-2588.305,-596.617) (-2601.006,-1234.041) 979.147
61    -3158.89400 -1991.08291 -2250.90717 -1029.28577 576.94999 -1791.32449     (-1673.957,-452.336) (-2568.033,-576.950) (-2581.944,-1214.374) 975.57
62    -3120.16528 -1990.47808 -2250.90717 -1048.95254 557.28322 -1751.99094     (-1693.624,-491.669) (-2547.761,-557.283) (-2562.882,-1194.708) 975.555
63    -3081.43657 -1989.87325 -2250.90717 -1068.61931 537.61645 -1712.65740     (-1713.291,-531.003) (-2527.490,-537.616) (-2543.820,-1175.041) 979.103
64    -3042.70785 -1989.26842 -2250.90717 -1088.28609 517.94967 -1673.32385     (-1732.957,-570.336) (-2507.218,-517.950) (-2524.758,-1155.374) 986.175
65    -3003.97914 -1988.66359 -2250.90717 -1107.95286 498.28290 -1633.99030     (-1752.624,-609.670) (-2486.946,-498.283) (-2505.696,-1135.707) 996.696
66    -2965.25042 -1988.05876 -2250.90717 -1127.61963 478.61613 -1594.65676     (-1772.291,-649.004) (-2466.675,-478.616) (-2486.634,-1116.041) 1010.56
67    -2926.52171 -1987.45392 -2250.90717 -1147.28640 458.94936 -1555.32321     (-1791.958,-688.337) (-2446.403,-458.949) (-2467.572,-1096.374) 1027.63
68    -2887.79299 -1986.84909 -2250.90717 -1166.95318 439.28258 -1515.98967     (-1811.625,-727.671) (-2426.132,-439.283) (-2448.510,-1076.707) 1047.75
69    -2849.06428 -1986.24426 -2250.90717 -1186.61995 419.61581 -1476.65612     (-1831.291,-767.004) (-2405.860,-419.616) (-2429.448,-1057.040) 1070.74
70    -2810.33556 -1985.63943 -2250.90717 -1206.28672 399.94904 -1437.32258     (-1850.958,-806.338) (-2385.588,-399.949) (-2410.387,-1037.374) 1096.43
71    -2771.60685 -1985.03460 -2250.90717 -1225.95350 380.28226 -1397.98903     (-1870.625,-845.671) (-2365.317,-380.282) (-2391.325,-1017.707) 1124.64
72    -2732.87813 -1984.42977 -2250.90717 -1245.62027 360.61549 -1358.65548     (-1890.292,-885.005) (-2345.045,-360.615) (-2372.263,-998.040) 1155.17
73    -2694.14941 -1983.82494 -2250.90717 -1265.28704 340.94872 -1319.32194     (-1909.958,-924.338) (-2324.774,-340.949) (-2353.201,-978.373) 1186.39
74    -2655.42070 -1983.22011 -2250.90717 -1284.95381 321.28195 -1279.98839     (-1929.625,-963.672) (-2304.502,-321.282) (-2334.139,-958.706) 1140.54
75    -2616.69198 -1982.61528 -2250.90717 -1304.62059 301.61517 -1240.65485     (-1949.292,-1003.005) (-2284.230,-301.615) (-2315.077,-939.040) 1095.95
76    -2577.96327 -1982.01045 -2250.90717 -1324.28736 281.94840 -1201.32130     (-1968.959,-1042.339) (-2263.959,-281.948) (-2296.015,-919.373) 1052.79
77    -2539.23455 -1981.40562 -2250.90717 -1343.95413 262.28163 -1161.98776     (-1988.626,-1081.673) (-2243.687,-262.282) (-2276.953,-899.706) 1011.22
78    -2500.50584 -1980.80079 -2250.90717 -1363.62091 242.61486 -1122.65421     (-2008.292,-1121.006) (-2223.416,-242.615) (-2257.891,-880.039) 971.456
79    -2461.77712 -1980.19596 -2250.90717 -1383.28768 222.94808 -1083.32066     (-2027.959,-1160.340) (-2203.144,-222.948) (-2238.829,-860.373) 933.733
80    -2423.04841 -1979.59113 -2250.90717 -1402.95445 203.28131 -1043.98712     (-2047.626,-1199.673) (-2182.872,-203.281) (-2219.767,-840.706) 898.305
81    -2384.31969 -1978.98630 -2250.90717 -1422.62122 183.61454 -1004.65357     (-2067.293,-1239.007) (-2162.601,-183.615) (-2200.705,-821.039) 865.454
82    -2345.59098 -1978.38147 -2250.90717 -1442.28800 163.94776 -965.32003     (-2086.959,-1278.340) (-2142.329,-163.948) (-2181.643,-801.372) 835.482
83    -2306.86226 -1977.77664 -2250.90717 -1461.95477 144.28099 -925.98648     (-2106.626,-1317.674) (-2122.058,-144.281) (-2162.581,-781.705) 808.712
84    -2268.13355 -1977.17181 -2250.90717 -1481.62154 124.61422 -886.65294     (-2126.293,-1357.007) (-2101.786,-124.614) (-2143.519,-762.039) 776.657
85    -2229.40483 -1976.56698 -2250.90717 -1501.28832 104.94745 -847.31939     (-2145.960,-1396.341) (-2081.514,-104.947) (-2124.457,-742.372) 742.072
86    -2190.67612 -1975.96214 -2250.90717 -1520.95509  85.28067 -807.98585     (-2165.626,-1435.674) (-2061.243,-85.281) (-2105.395,-722.705) 710.71
87    -2151.94740 -1975.35731 -2250.90717 -1540.62186  65.61390 -768.65230     (-2185.293,-1475.008) (-2040.971,-65.614) (-2086.334,-703.038) 674.727
88    -2113.21869 -1974.75248 -2250.90717 -1560.28863  45.94713 -729.31875     (-2204.960,-1514.342) (-2020.700,-45.947) (-2067.272,-683.372) 623.147
89    -2074.48997 -1974.14765 -2250.90717 -1579.95541  26.28035 -689.98521     (-2224.627,-1553.675) (-2000.428,-26.280) (-2048.210,-663.705) 573.002
90    -2035.76126 -1973.54282 -2250.90717 -1599.62218   6.61358 -650.65166     (-2244.294,-1593.009) (-1980.156,-6.614) (-2029.148,-644.038) 524.704
91    -1997.03254 -1972.93799 -2250.90717 -1619.28895 -13.05319 -611.31812     (-1997.033,-1619.289) (-1972.938,-13.053) (-2250.907,-611.318) 480.631
92    -1958.30383 -1972.33316 -2250.90717 -1638.95572 -32.71996 -571.98457     (-1958.304,-1638.956) (-1972.333,-32.720) (-2250.907,-571.985) 432.698
93    -1919.57511 -1971.72833 -2250.90717 -1658.62250 -52.38674 -532.65103     (-1919.575,-1658.622) (-1971.728,-52.387) (-2250.907,-532.651) 370.884
94    -1880.84640 -1971.12350 -2250.90717 -1678.28927 -72.05351 -493.31748     (-1880.846,-1678.289) (-1971.124,-72.054) (-2250.907,-493.317) 309.07
95    -1842.11768 -1970.51867 -2250.90717 -1697.95604 -91.72028 -453.98393     (-1842.118,-1697.956) (-1970.519,-91.720) (-2250.907,-453.984) 247.256
96    -1803.38897 -1969.91384 -2250.90717 -1717.62282 -111.38706 -414.65039     (-1803.389,-1717.623) (-1969.914,-111.387) (-2250.907,-414.650) 185.442
97    -1764.66025 -1969.30901 -2250.90717 -1737.28959 -131.05383 -375.31684     (-1764.660,-1737.290) (-1969.309,-131.054) (-2250.907,-375.317) 123.628
98    -1725.93154 -1968.70418 -2250.90717 -1756.95636 -150.72060 -335.98330     (-1725.932,-1756.956) (-1968.704,-150.721) (-2250.907,-335.983) 61.814
99    -1687.20282 -1968.09935 -2250.90717 -1776.62313 -170.38737 -296.64975     (-1687.203,-1776.623) (-1968.099,-170.387) (-2250.907,-296.650) 0
