Fol_2018-05-14.13_09_54.74_73.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -38.88196  -4.67926   8.84522 -46.87113 -12.54190  -2.83005     (-33.391,-3.697) (-5.149,-0.469) (-33.733,-7.040) 29.4014  22.9665  
1    -38.87646  -4.67973   8.80260 -46.82792 -12.52982  -2.83426     (-33.507,-3.727) (-5.075,-0.396) (-33.801,-7.118) 29.4345  23.0773  
2    -38.87096  -4.68020   8.75998 -46.78470 -12.51774  -2.83847     (-33.623,-3.758) (-5.002,-0.322) (-33.869,-7.197) 29.4696  23.1904  
3    -38.86547  -4.68067   8.71736 -46.74148 -12.50565  -2.84269     (-33.739,-3.788) (-4.929,-0.248) (-33.936,-7.275) 29.5068  23.3057  
4    -38.85997  -4.68114   8.67474 -46.69826 -12.49357  -2.84690     (-33.855,-3.819) (-4.856,-0.175) (-34.004,-7.353) 29.5462  23.4231  
5    -38.85447  -4.68161   8.63212 -46.65505 -12.48148  -2.85112     (-33.971,-3.849) (-4.783,-0.101) (-34.072,-7.432) 29.5876  23.5428  
6    -38.84898  -4.68208   8.58949 -46.61183 -12.46940  -2.85533     (-34.087,-3.880) (-4.710,-0.028) (-34.139,-7.510) 29.6312  23.6645  
7    -38.84348  -4.68255   8.54687 -46.56861 -12.45731  -2.85955     (-34.161,-3.864) (-4.683,-0.046) (-34.157,-7.542) 29.6768  23.7883  
8    -38.83798  -4.68302   8.50425 -46.52539 -12.44523  -2.86376     (-34.155,-3.821) (-4.683,-0.120) (-34.200,-7.547) 29.4603  23.9142  
9    -38.83249  -4.68349   8.46163 -46.48218 -12.43314  -2.86797     (-34.149,-3.778) (-4.683,-0.193) (-34.242,-7.551) 29.241  24.0421  
10    -38.82699  -4.68396   8.41901 -46.43896 -12.42106  -2.87219     (-34.143,-3.735) (-4.684,-0.267) (-34.285,-7.556) 29.0221  24.172  
11    -38.82149  -4.68443   8.37639 -46.39574 -12.40897  -2.87640     (-34.137,-3.692) (-4.684,-0.341) (-34.327,-7.561) 28.8038  24.3039  
12    -38.81599  -4.68490   8.33377 -46.35252 -12.39689  -2.88062     (-34.131,-3.649) (-4.685,-0.414) (-34.370,-7.566) 28.5861  24.4376  
13    -38.81050  -4.68537   8.29115 -46.30931 -12.38480  -2.88483     (-34.125,-3.606) (-4.685,-0.488) (-34.412,-7.570) 28.3689  24.5733  
14    -38.80500  -4.68584   8.24852 -46.26609 -12.37272  -2.88904     (-34.119,-3.563) (-4.686,-0.562) (-34.455,-7.575) 28.1523  24.7108  
15    -38.79950  -4.68631   8.20590 -46.22287 -12.36063  -2.89326     (-34.113,-3.520) (-4.686,-0.635) (-34.497,-7.580) 27.9363  24.8502  
16    -38.79401  -4.68678   8.16328 -46.17965 -12.34855  -2.89747     (-34.107,-3.477) (-4.687,-0.709) (-34.540,-7.584) 27.7209  24.9913  
17    -38.78851  -4.68725   8.12066 -46.13643 -12.33646  -2.90169     (-34.101,-3.433) (-4.687,-0.782) (-34.582,-7.589) 27.5061  25.1342  
18    -38.78301  -4.68772   8.07804 -46.09322 -12.32438  -2.90590     (-34.095,-3.390) (-4.688,-0.856) (-34.625,-7.594) 27.292  25.2789  
19    -38.77752  -4.68819   8.03542 -46.05000 -12.31230  -2.91012     (-34.089,-3.347) (-4.688,-0.930) (-34.667,-7.598) 27.0785  25.4252  
20    -38.77202  -4.68866   7.99280 -46.00678 -12.30021  -2.91433     (-34.083,-3.304) (-4.689,-1.003) (-34.710,-7.603) 26.8656  25.5732  
21    -38.76652  -4.68913   7.95017 -45.96356 -12.28813  -2.91854     (-34.077,-3.261) (-4.689,-1.077) (-34.752,-7.608) 26.6535  25.7229  
22    -38.76103  -4.68960   7.90755 -45.92035 -12.27604  -2.92276     (-34.071,-3.218) (-4.690,-1.151) (-34.795,-7.612) 26.4421  25.8742  
23    -38.75553  -4.69007   7.86493 -45.87713 -12.26396  -2.92697     (-34.065,-3.175) (-4.690,-1.224) (-34.837,-7.617) 26.2313  26.027  
24    -38.75003  -4.69053   7.82231 -45.83391 -12.25187  -2.93119     (-34.059,-3.132) (-4.691,-1.298) (-34.880,-7.622) 26.0213  26.0213  
25    -38.74454  -4.69100   7.77969 -45.79069 -12.23979  -2.93540     (-34.054,-3.089) (-4.691,-1.371) (-34.922,-7.626) 25.8121  25.8121  
26    -38.73904  -4.69147   7.73707 -45.74748 -12.22770  -2.93961     (-34.048,-3.046) (-4.691,-1.445) (-34.965,-7.631) 25.6036  25.6036  
27    -38.73354  -4.69194   7.69445 -45.70426 -12.21562  -2.94383     (-34.042,-3.003) (-4.692,-1.519) (-35.007,-7.636) 25.3959  25.3959  
28    -38.72805  -4.69241   7.65183 -45.66104 -12.20353  -2.94804     (-34.036,-2.959) (-4.692,-1.592) (-35.050,-7.640) 25.189  25.189  
29    -38.72255  -4.69288   7.60920 -45.61782 -12.19145  -2.95226     (-34.030,-2.916) (-4.693,-1.666) (-35.092,-7.645) 24.9829  24.9829  
30    -38.71705  -4.69335   7.56658 -45.57460 -12.17936  -2.95647     (-34.024,-2.873) (-4.693,-1.740) (-35.135,-7.650) 24.7777  24.7777  
31    -38.71156  -4.69382   7.52396 -45.53139 -12.16728  -2.96069     (-34.018,-2.830) (-4.694,-1.813) (-35.177,-7.655) 24.5734  24.5734  
32    -38.70606  -4.69429   7.48134 -45.48817 -12.15519  -2.96490     (-34.012,-2.787) (-4.694,-1.887) (-35.220,-7.659) 24.3699  24.3699  
33    -38.70056  -4.69476   7.43872 -45.44495 -12.14311  -2.96911     (-34.006,-2.744) (-4.695,-1.960) (-35.262,-7.664) 24.1674  24.1674  
34    -38.69507  -4.69523   7.39610 -45.40173 -12.13102  -2.97333     (-34.000,-2.701) (-4.695,-2.034) (-35.305,-7.669) 23.9658  23.9658  
35    -38.68957  -4.69570   7.35348 -45.35852 -12.11894  -2.97754     (-33.994,-2.658) (-4.696,-2.108) (-35.347,-7.673) 23.7651  23.7651  
