Fol_2018-05-05.11_42_16.1_10.txt     Output is probe cell, reduced cell, NCDist distance between
30    -16.34369 -27.26320 -50.53340  -0.15277   1.44323 -13.53837     (-50.381,-1.290) (-13.610,-0.153) (-27.416,-10.805) 14.1049
31    -16.63151 -26.90920 -50.53340  -0.18585   1.41014 -13.47220     (-50.348,-1.224) (-13.997,-0.186) (-27.095,-10.838) 14.613
32    -16.91933 -26.55521 -50.53340  -0.21894   1.37705 -13.40602     (-50.314,-1.158) (-14.384,-0.219) (-26.774,-10.871) 15.1211
33    -17.20716 -26.20121 -50.53340  -0.25203   1.34396 -13.33984     (-50.281,-1.092) (-14.771,-0.252) (-26.453,-10.904) 15.6295
34    -17.49498 -25.84721 -50.53340  -0.28512   1.31087 -13.27366     (-50.248,-1.026) (-15.158,-0.285) (-26.132,-10.937) 16.1379
35    -17.78280 -25.49321 -50.53340  -0.31821   1.27778 -13.20749     (-50.215,-0.960) (-15.545,-0.318) (-25.811,-10.970) 16.6465
36    -18.07062 -25.13921 -50.53340  -0.35130   1.24469 -13.14131     (-50.182,-0.893) (-15.933,-0.351) (-25.491,-11.003) 17.1551
37    -18.35844 -24.78521 -50.53340  -0.38439   1.21161 -13.07513     (-50.149,-0.827) (-16.320,-0.384) (-25.170,-11.036) 17.6639
38    -18.64626 -24.43121 -50.53340  -0.41748   1.17852 -13.00895     (-50.116,-0.761) (-16.707,-0.417) (-24.849,-11.069) 18.1728
39    -18.93409 -24.07721 -50.53340  -0.45056   1.14543 -12.94278     (-50.083,-0.695) (-17.094,-0.451) (-24.528,-11.102) 18.6817
40    -19.22191 -23.72321 -50.53340  -0.48365   1.11234 -12.87660     (-50.050,-0.629) (-17.481,-0.484) (-24.207,-11.136) 19.1907
41    -19.50973 -23.36921 -50.53340  -0.51674   1.07925 -12.81042     (-50.017,-0.563) (-17.868,-0.517) (-23.886,-11.169) 19.6998
42    -19.79755 -23.01521 -50.53340  -0.54983   1.04616 -12.74424     (-49.984,-0.496) (-18.255,-0.550) (-23.565,-11.202) 20.209
43    -20.08537 -22.66121 -50.53340  -0.58292   1.01307 -12.67807     (-49.950,-0.430) (-18.642,-0.583) (-23.244,-11.235) 20.7182
44    -20.37319 -22.30722 -50.53340  -0.61601   0.97998 -12.61189     (-49.917,-0.364) (-19.029,-0.616) (-22.923,-11.268) 21.2275
45    -20.66102 -21.95322 -50.53340  -0.64910   0.94690 -12.54571     (-49.884,-0.298) (-19.416,-0.649) (-22.602,-11.301) 21.7368
46    -20.94884 -21.59922 -50.53340  -0.68219   0.91381 -12.47953     (-49.851,-0.232) (-19.803,-0.682) (-22.281,-11.334) 22.2454
47    -21.23666 -21.24522 -50.53340  -0.71527   0.88072 -12.41336     (-49.818,-0.165) (-20.190,-0.715) (-21.960,-11.367) 22.7382
48    -21.52448 -20.89122 -50.53340  -0.74836   0.84763 -12.34718     (-49.785,-0.099) (-20.578,-0.748) (-21.640,-11.400) 23.2318
49    -21.81230 -20.53722 -50.53340  -0.78145   0.81454 -12.28100     (-49.752,-0.033) (-20.965,-0.781) (-21.319,-11.433) 23.726
50    -22.10012 -20.18322 -50.53340  -0.81454   0.78145 -12.21482     (-49.752,-0.033) (-20.965,-0.781) (-21.319,-11.433) 23.726
51    -22.38795 -19.82922 -50.53340  -0.84763   0.74836 -12.14865     (-49.785,-0.099) (-20.578,-0.748) (-21.640,-11.400) 23.2318
52    -22.67577 -19.47522 -50.53340  -0.88072   0.71527 -12.08247     (-49.818,-0.165) (-20.190,-0.715) (-21.960,-11.367) 22.7382
53    -22.96359 -19.12122 -50.53340  -0.91381   0.68219 -12.01629     (-49.851,-0.232) (-19.803,-0.682) (-22.281,-11.334) 22.2454
54    -23.25141 -18.76722 -50.53340  -0.94690   0.64910 -11.95011     (-49.884,-0.298) (-19.416,-0.649) (-22.602,-11.301) 21.7368
55    -23.53923 -18.41323 -50.53340  -0.97998   0.61601 -11.88394     (-49.917,-0.364) (-19.029,-0.616) (-22.923,-11.268) 21.2275
56    -23.82705 -18.05923 -50.53340  -1.01307   0.58292 -11.81776     (-49.950,-0.430) (-18.642,-0.583) (-23.244,-11.235) 20.7182
57    -24.11487 -17.70523 -50.53340  -1.04616   0.54983 -11.75158     (-49.984,-0.496) (-18.255,-0.550) (-23.565,-11.202) 20.209
58    -24.40270 -17.35123 -50.53340  -1.07925   0.51674 -11.68540     (-50.017,-0.563) (-17.868,-0.517) (-23.886,-11.169) 19.6998
59    -24.69052 -16.99723 -50.53340  -1.11234   0.48365 -11.61923     (-50.050,-0.629) (-17.481,-0.484) (-24.207,-11.136) 19.1907
60    -24.97834 -16.64323 -50.53340  -1.14543   0.45056 -11.55305     (-50.083,-0.695) (-17.094,-0.451) (-24.528,-11.102) 18.6817
61    -25.26616 -16.28923 -50.53340  -1.17852   0.41748 -11.48687     (-50.116,-0.761) (-16.707,-0.417) (-24.849,-11.069) 18.1728
62    -25.55398 -15.93523 -50.53340  -1.21161   0.38439 -11.42069     (-50.149,-0.827) (-16.320,-0.384) (-25.170,-11.036) 17.6639
63    -25.84180 -15.58123 -50.53340  -1.24469   0.35130 -11.35452     (-50.182,-0.893) (-15.933,-0.351) (-25.491,-11.003) 17.1551
64    -26.12963 -15.22723 -50.53340  -1.27778   0.31821 -11.28834     (-50.215,-0.960) (-15.545,-0.318) (-25.811,-10.970) 16.6465
65    -26.41745 -14.87323 -50.53340  -1.31087   0.28512 -11.22216     (-50.248,-1.026) (-15.158,-0.285) (-26.132,-10.937) 16.1379
66    -26.70527 -14.51924 -50.53340  -1.34396   0.25203 -11.15598     (-50.281,-1.092) (-14.771,-0.252) (-26.453,-10.904) 15.6295
67    -26.99309 -14.16524 -50.53340  -1.37705   0.21894 -11.08981     (-50.314,-1.158) (-14.384,-0.219) (-26.774,-10.871) 15.1211
68    -27.28091 -13.81124 -50.53340  -1.41014   0.18585 -11.02363     (-50.348,-1.224) (-13.997,-0.186) (-27.095,-10.838) 14.613
69    -27.56873 -13.45724 -50.53340  -1.44323   0.15277 -10.95745     (-50.381,-1.290) (-13.610,-0.153) (-27.416,-10.805) 14.1049
70    -27.85656 -13.10324 -50.53340  -1.47632   0.11968 -10.89127     (-50.414,-1.357) (-13.223,-0.120) (-27.737,-10.772) 13.5971
71    -28.14438 -12.74924 -50.53340  -1.50940   0.08659 -10.82510     (-50.447,-1.423) (-12.836,-0.087) (-28.058,-10.739) 13.0895
72    -28.43220 -12.39524 -50.53340  -1.54249   0.05350 -10.75892     (-50.480,-1.489) (-12.449,-0.053) (-28.379,-10.705) 12.5821
73    -28.72002 -12.04124 -50.53340  -1.57558   0.02041 -10.69274     (-50.513,-1.555) (-12.062,-0.020) (-28.700,-10.672) 12.0749
74    -29.00784 -11.68724 -50.53340  -1.60867  -0.01268 -10.62656     (-29.008,-1.609) (-11.687,-0.013) (-50.533,-10.627) 11.5846
75    -29.29566 -11.33324 -50.53340  -1.64176  -0.04577 -10.56039     (-29.296,-1.642) (-11.333,-0.046) (-50.533,-10.560) 11.1212
76    -29.58349 -10.97924 -50.53340  -1.67485  -0.07886 -10.49421     (-29.583,-1.675) (-10.979,-0.079) (-50.533,-10.494) 10.6579
77    -29.87131 -10.62525 -50.53340  -1.70794  -0.11194 -10.42803     (-29.871,-1.708) (-10.625,-0.112) (-50.533,-10.428) 10.1945
78    -30.15913 -10.27125 -50.53340  -1.74103  -0.14503 -10.36185     (-30.159,-1.741) (-10.271,-0.145) (-50.533,-10.362) 9.73109
79    -30.44695  -9.91725 -50.53340  -1.77411  -0.17812 -10.29568     (-30.447,-1.774) (-9.917,-0.178) (-50.533,-10.296) 9.2677
80    -30.73477  -9.56325 -50.53340  -1.80720  -0.21121 -10.22950     (-30.735,-1.807) (-9.563,-0.211) (-50.533,-10.229) 8.80432
81    -31.02259  -9.20925 -50.53340  -1.84029  -0.24430 -10.16332     (-31.023,-1.840) (-9.209,-0.244) (-50.533,-10.163) 8.34093
82    -31.31041  -8.85525 -50.53340  -1.87338  -0.27739 -10.09714     (-31.310,-1.873) (-8.855,-0.277) (-50.533,-10.097) 7.87755
83    -31.59824  -8.50125 -50.53340  -1.90647  -0.31048 -10.03097     (-31.598,-1.906) (-8.501,-0.310) (-50.533,-10.031) 7.41416
84    -31.88606  -8.14725 -50.53340  -1.93956  -0.34357  -9.96479     (-31.886,-1.940) (-8.147,-0.344) (-50.533,-9.965) 6.95078
85    -32.17388  -7.79325 -50.53340  -1.97265  -0.37665  -9.89861     (-32.174,-1.973) (-7.793,-0.377) (-50.533,-9.899) 6.48739
86    -32.46170  -7.43925 -50.53340  -2.00574  -0.40974  -9.83243     (-32.462,-2.006) (-7.439,-0.410) (-50.533,-9.832) 6.02401
87    -32.74952  -7.08525 -50.53340  -2.03882  -0.44283  -9.76626     (-32.750,-2.039) (-7.085,-0.443) (-50.533,-9.766) 5.56062
88    -33.03734  -6.73126 -50.53340  -2.07191  -0.47592  -9.70008     (-33.037,-2.072) (-6.731,-0.476) (-50.533,-9.700) 5.09724
89    -33.32517  -6.37726 -50.53340  -2.10500  -0.50901  -9.63390     (-33.325,-2.105) (-6.377,-0.509) (-50.533,-9.634) 4.63385
90    -33.61299  -6.02326 -50.53340  -2.13809  -0.54210  -9.56772     (-33.613,-2.138) (-6.023,-0.542) (-50.533,-9.568) 4.17047
91    -33.90081  -5.66926 -50.53340  -2.17118  -0.57519  -9.50155     (-33.901,-2.171) (-5.669,-0.575) (-50.533,-9.502) 3.70708
92    -34.18863  -5.31526 -50.53340  -2.20427  -0.60828  -9.43537     (-34.189,-2.204) (-5.315,-0.608) (-50.533,-9.435) 3.2437
93    -34.47645  -4.96126 -50.53340  -2.23736  -0.64136  -9.36919     (-34.476,-2.237) (-4.961,-0.641) (-50.533,-9.369) 2.78031
94    -34.76427  -4.60726 -50.53340  -2.27045  -0.67445  -9.30301     (-34.764,-2.270) (-4.607,-0.674) (-50.533,-9.303) 2.31693
95    -35.05210  -4.25326 -50.53340  -2.30353  -0.70754  -9.23684     (-35.052,-2.304) (-4.253,-0.708) (-50.533,-9.237) 1.85354
96    -35.33992  -3.89926 -50.53340  -2.33662  -0.74063  -9.17066     (-35.340,-2.337) (-3.899,-0.741) (-50.533,-9.171) 1.39016
97    -35.62774  -3.54526 -50.53340  -2.36971  -0.77372  -9.10448     (-35.628,-2.370) (-3.545,-0.774) (-50.533,-9.104) 0.92677
98    -35.91556  -3.19126 -50.53340  -2.40280  -0.80681  -9.03830     (-35.916,-2.403) (-3.191,-0.807) (-50.533,-9.038) 0.463385
99    -36.20338  -2.83726 -50.53340  -2.43589  -0.83990  -8.97213     (-36.203,-2.436) (-2.837,-0.840) (-50.533,-8.972) 0
