Fol_2018-05-06.16_50_12.1_4.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      0.17099 -40.27720 -51.15872  -2.37309   4.23328 -12.26341     (-4.310,-4.404) (-31.982,-4.233) (-1.860,-38.117) 0  0  2.6974e-06  0  
1      0.12573 -40.19341 -50.66075  -2.39361   4.14776 -12.52455     (-4.869,-4.273) (-32.286,-4.148) (-1.754,-37.966) 0.680612  0.64564  1.10924  0.680612  
2      0.08047 -40.10961 -50.16279  -2.41413   4.06224 -12.78570     (-5.427,-4.143) (-32.590,-4.062) (-1.648,-37.815) 1.36122  1.29128  2.21849  1.36122  
3      0.03521 -40.02582 -49.66482  -2.43464   3.97671 -13.04685     (-5.986,-4.012) (-32.895,-3.977) (-1.542,-37.664) 2.04183  1.93692  3.32773  2.04183  
4     -0.01005 -39.94202 -49.16686  -2.45516   3.89119 -13.30799     (-6.545,-3.881) (-33.199,-3.891) (-1.436,-37.513) 2.72245  2.58256  4.43697  2.72245  
5     -0.05531 -39.85823 -48.66889  -2.47568   3.80567 -13.56914     (-7.103,-3.750) (-33.503,-3.806) (-1.330,-37.362) 3.40306  3.2282  5.54621  3.40306  
6     -0.10057 -39.77444 -48.17093  -2.49619   3.72015 -13.83029     (-7.662,-3.620) (-33.808,-3.720) (-1.224,-37.212) 4.08367  3.87384  6.65546  4.08367  
7     -0.14583 -39.69064 -47.67296  -2.51671   3.63463 -14.09143     (-8.221,-3.489) (-34.112,-3.635) (-1.118,-37.061) 4.76428  4.51948  7.7647  4.76428  
8     -0.19109 -39.60685 -47.17500  -2.53723   3.54911 -14.35258     (-8.780,-3.358) (-34.416,-3.549) (-1.012,-36.910) 5.44489  5.16512  8.87394  5.44489  
9     -0.23635 -39.52305 -46.67703  -2.55774   3.46359 -14.61373     (-9.338,-3.227) (-34.720,-3.464) (-0.906,-36.759) 6.1255  5.81076  9.98318  6.1255  
10     -0.28161 -39.43926 -46.17907  -2.57826   3.37807 -14.87487     (-9.897,-3.096) (-35.025,-3.378) (-0.800,-36.608) 6.80612  6.4564  11.0924  6.80612  
11     -0.32687 -39.35546 -45.68110  -2.59878   3.29255 -15.13602     (-10.456,-2.966) (-35.329,-3.293) (-0.694,-36.457) 7.48673  7.10204  12.2017  7.48673  
12     -0.37213 -39.27167 -45.18314  -2.61929   3.20703 -15.39716     (-11.015,-2.835) (-35.633,-3.207) (-0.588,-36.306) 8.16734  7.74768  13.3109  8.16734  
13     -0.41739 -39.18788 -44.68517  -2.63981   3.12151 -15.65831     (-11.573,-2.704) (-35.938,-3.122) (-0.482,-36.155) 8.84795  8.39332  14.4202  8.84795  
14     -0.46265 -39.10408 -44.18721  -2.66033   3.03599 -15.91946     (-12.132,-2.573) (-36.242,-3.036) (-0.376,-36.005) 9.52856  9.03896  15.5294  9.52856  
15     -0.50791 -39.02029 -43.68924  -2.68085   2.95047 -16.18060     (-12.691,-2.443) (-36.546,-2.950) (-0.270,-35.854) 10.2092  9.6846  16.6386  10.2092  
16     -0.55317 -38.93649 -43.19128  -2.70136   2.86495 -16.44175     (-13.250,-2.312) (-36.851,-2.865) (-0.164,-35.703) 10.7008  10.3302  17.6765  10.8316  
17     -0.59843 -38.85270 -42.69331  -2.72188   2.77942 -16.70290     (-13.808,-2.181) (-37.155,-2.779) (-0.058,-35.552) 11.1389  10.9759  18.4955  11.2748  
18     -0.64369 -38.76891 -42.19535  -2.74240   2.69390 -16.96404     (-14.319,-37.411) (-2.002,-2.645) (-0.048,-35.450) 11.4509  11.6215  19.2986  0.698227  
19     -0.68895 -38.68511 -41.69738  -2.76291   2.60838 -17.22519     (-14.771,-37.609) (-1.765,-2.454) (-0.155,-35.405) 11.8128  12.2672  20.066  4.81078  
20     -0.73421 -38.60132 -41.19942  -2.78343   2.52286 -17.48634     (-15.224,-37.807) (-1.528,-2.262) (-0.261,-35.360) 12.1927  12.9128  20.8462  6.89023  
21     -0.77947 -38.51752 -40.70145  -2.80395   2.43734 -17.74748     (-15.677,-38.006) (-1.291,-2.071) (-0.367,-35.315) 12.5889  13.5584  21.6379  8.51513  
