Fol_2018-05-14.09_12_46.1_5.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     11.98150 -50.91656 -50.07836   3.53056  -3.36324 -11.16733     (-7.637,-30.149) (-0.167,-29.646) (-8.451,-3.196) 0  0  
1     11.96186 -50.86576 -50.03670   3.49685  -3.38955 -11.15936     (-7.663,-30.224) (-0.107,-29.610) (-8.465,-3.282) 0.137172  0.137172  
2     11.94222 -50.81496 -49.99503   3.46313  -3.41586 -11.15138     (-7.688,-30.299) (-0.047,-29.574) (-8.479,-3.369) 0.274344  0.274344  
3     11.92258 -50.76416 -49.95336   3.42942  -3.44216 -11.14340     (-3.442,-30.361) (-0.013,-29.550) (-8.480,-7.701) 0.389911  6.16209  
4     11.90295 -50.71336 -49.91169   3.39571  -3.46847 -11.13542     (-3.468,-30.376) (-0.073,-29.574) (-8.434,-7.667) 0.435356  6.11804  
5     11.88331 -50.66256 -49.87002   3.36199  -3.49478 -11.12744     (-3.495,-30.391) (-0.133,-29.598) (-8.389,-7.633) 0.493744  6.07506  
6     11.86367 -50.61176 -49.82835   3.32828  -3.52109 -11.11946     (-3.521,-30.406) (-0.193,-29.622) (-8.343,-7.598) 0.561049  6.03315  
7     11.84403 -50.56096 -49.78668   3.29457  -3.54740 -11.11148     (-3.547,-30.420) (-0.253,-29.646) (-8.297,-7.564) 0.634439  5.99235  
8     11.82440 -50.51016 -49.74501   3.26085  -3.57371 -11.10350     (-3.574,-30.435) (-0.313,-29.670) (-8.251,-7.530) 0.712036  5.95268  
9     11.80476 -50.45936 -49.70334   3.22714  -3.60002 -11.09552     (-3.600,-30.450) (-0.373,-29.694) (-8.205,-7.496) 0.792604  5.91415  
10     11.78512 -50.40856 -49.66167   3.19342  -3.62633 -11.08754     (-3.626,-30.465) (-0.433,-29.718) (-8.159,-7.461) 0.875324  5.8768  
11     11.76548 -50.35776 -49.62000   3.15971  -3.65264 -11.07956     (-3.653,-30.479) (-0.493,-29.742) (-8.113,-7.427) 0.95964  5.84065  
12     11.74584 -50.30696 -49.57834   3.12600  -3.67895 -11.07158     (-3.679,-30.494) (-0.553,-29.766) (-8.067,-7.393) 1.04516  5.80571  
13     11.72621 -50.25616 -49.53667   3.09228  -3.70525 -11.06360     (-3.705,-30.509) (-0.613,-29.790) (-8.021,-7.358) 1.13162  5.77201  
14     11.70657 -50.20536 -49.49500   3.05857  -3.73156 -11.05562     (-3.732,-30.524) (-0.673,-29.813) (-7.975,-7.324) 1.21882  5.73957  
15     11.68693 -50.15456 -49.45333   3.02486  -3.75787 -11.04764     (-3.758,-30.539) (-0.733,-29.837) (-7.929,-7.290) 1.3066  5.70841  
16     11.66729 -50.10376 -49.41166   2.99114  -3.78418 -11.03966     (-3.784,-30.553) (-0.793,-29.861) (-7.883,-7.255) 1.39487  5.67855  
17     11.64765 -50.05296 -49.36999   2.95743  -3.81049 -11.03168     (-3.810,-30.568) (-0.853,-29.885) (-7.837,-7.221) 1.48352  5.65003  
18     11.62802 -50.00216 -49.32832   2.92371  -3.83680 -11.02371     (-3.837,-30.583) (-0.913,-29.909) (-7.791,-7.187) 1.5725  5.62284  
