Fol_2018-05-05.11_58_40.14_13.txt     Output is probe cell, reduced cell, NCDist distance between
0    -15.41433  18.18213   4.35403 -31.71948 -41.42021 -50.42261     (-0.471,-0.619) (-1.355,-10.238) (-1.869,-0.803) 0
1    -15.26339  17.98478   4.29117 -31.40533 -41.10524 -49.92140     (-0.274,-0.050) (-5.386,-11.490) (-0.015,-3.469) 4.38915
2    -15.11245  17.78743   4.22831 -31.09118 -40.79026 -49.42020     (-0.225,-5.211) (-1.260,-0.363) (-11.308,-3.501) 4.15363
3    -14.96150  17.59008   4.16545 -30.77703 -40.47529 -48.91899     (-0.740,-5.309) (-2.167,-0.453) (-10.823,-3.260) 4.21452
4    -14.81056  17.39273   4.10260 -30.46288 -40.16032 -48.41778     (-1.254,-5.407) (-3.073,-0.542) (-10.338,-3.018) 4.5898
5    -14.65961  17.19538   4.03974 -30.14873 -39.84535 -47.91658     (-1.768,-5.506) (-3.979,-0.632) (-9.854,-2.776) 5.14832
6    -14.50867  16.99803   3.97688 -29.83458 -39.53037 -47.41537     (-2.283,-5.604) (-4.886,-0.721) (-9.369,-2.534) 5.79893
7    -14.35773  16.80068   3.91403 -29.52043 -39.21540 -46.91416     (-2.797,-5.702) (-5.792,-0.811) (-8.884,-2.292) 6.59882
8    -14.20678  16.60333   3.85117 -29.20628 -38.90043 -46.41296     (-3.311,-5.801) (-6.698,-0.900) (-8.399,-2.051) 7.49828
9    -14.05584  16.40598   3.78831 -28.89213 -38.58545 -45.91175     (-3.826,-5.899) (-7.605,-0.990) (-7.914,-1.809) 8.42956
10    -13.90489  16.20863   3.72546 -28.57798 -38.27048 -45.41054     (-4.340,-5.998) (-8.511,-1.079) (-7.429,-1.567) 8.38131
11    -13.75395  16.01128   3.66260 -28.26383 -37.95551 -44.90934     (-4.854,-6.096) (-9.417,-1.169) (-6.944,-1.325) 8.1957
12    -13.60301  15.81393   3.59974 -27.94968 -37.64054 -44.40813     (-5.368,-6.194) (-10.324,-1.258) (-6.459,-1.084) 8.15114
13    -13.45206  15.61658   3.53688 -27.63553 -37.32556 -43.90692     (-5.883,-6.293) (-11.230,-1.348) (-5.974,-0.842) 8.2769
14    -13.30112  15.41923   3.47403 -27.32138 -37.01059 -43.40571     (-6.397,-6.391) (-12.136,-1.437) (-5.489,-0.600) 8.56549
15    -13.15017  15.22188   3.41117 -27.00723 -36.69562 -42.90451     (-6.911,-6.489) (-13.043,-1.526) (-5.004,-0.358) 8.91184
