Fol_2018-05-05.09_53_40.1_22.txt     Output is probe cell, reduced cell, NCDist distance between
0    103.86517 -98.69533 -123.51299 -124.48805 -292.83731 -309.74761     (-200.713,-223.183) (-5.170,-24.818) (-183.802,-98.695) 0
1    100.78863 -97.75063 -124.12197 -125.48497 -290.13004 -307.61577     (-203.789,-223.236) (-3.038,-26.371) (-186.303,-97.751) 4.85536
2     97.71208 -96.80593 -124.73095 -126.48190 -287.42277 -305.48393     (-206.866,-223.288) (-0.906,-27.925) (-188.805,-96.806) 9.71073
3     94.63554 -95.86123 -125.33993 -127.47882 -284.71550 -303.35209     (-94.636,-222.114) (-1.226,-30.704) (-190.080,-208.717) 14.0233
4     91.55900 -94.91653 -125.94892 -128.47574 -282.00823 -301.22025     (-91.559,-220.035) (-3.358,-34.390) (-190.449,-209.661) 18.6935
5     88.48245 -93.97182 -126.55790 -129.47266 -279.30096 -299.08841     (-88.482,-217.955) (-5.489,-38.075) (-190.819,-210.606) 23.8355
6     85.40591 -93.02712 -127.16688 -130.46959 -276.59369 -296.95656     (-85.406,-215.875) (-7.621,-41.761) (-191.188,-211.551) 29.2012
7     82.32937 -92.08242 -127.77587 -131.46651 -273.88642 -294.82472     (-82.329,-213.796) (-9.753,-45.446) (-191.557,-212.495) 34.6869
8     79.25282 -91.13772 -128.38485 -132.46343 -271.17915 -292.69288     (-79.253,-211.716) (-11.885,-49.132) (-191.926,-213.440) 40.2436
9     76.17628 -90.19302 -128.99383 -133.46036 -268.47188 -290.56104     (-76.176,-209.637) (-14.017,-52.818) (-192.296,-214.385) 45.8454
10     73.09974 -89.24831 -129.60282 -134.45728 -265.76461 -288.42920     (-73.100,-207.557) (-16.149,-56.503) (-192.665,-215.329) 51.4777
11     70.02319 -88.30361 -130.21180 -135.45420 -263.05734 -286.29736     (-70.023,-205.477) (-18.280,-60.189) (-193.034,-216.274) 57.1314
12     66.94665 -87.35891 -130.82078 -136.45112 -260.35007 -284.16552     (-66.947,-203.398) (-20.412,-63.874) (-193.403,-217.219) 62.8008
13     63.87011 -86.41421 -131.42976 -137.44805 -257.64281 -282.03368     (-63.870,-201.318) (-22.544,-67.560) (-193.773,-218.164) 68.4819
