Fol_2018-05-05.09_47_58.1_12.txt     Output is probe cell, reduced cell, NCDist distance between
0     76.67013 -42.47414 -103.72784 -133.54900 -269.23124 -347.19687     (-236.331,-176.023) (-34.196,-61.254) (-158.365,-42.474) 0
1     73.50850 -42.39052 -104.27973 -133.97803 -267.13046 -344.11887     (-239.492,-176.369) (-31.118,-61.889) (-162.504,-42.391) 6.09346
2     70.34688 -42.30690 -104.83162 -134.40706 -265.02967 -341.04086     (-242.654,-176.714) (-28.040,-62.525) (-166.643,-42.307) 12.1869
3     67.18525 -42.22328 -105.38351 -134.83609 -262.92889 -337.96285     (-245.816,-177.059) (-24.962,-63.160) (-170.782,-42.223) 18.2804
4     64.02363 -42.13967 -105.93540 -135.26512 -260.82811 -334.88485     (-248.977,-177.405) (-21.884,-63.796) (-174.921,-42.140) 24.3738
5     60.86200 -42.05605 -106.48729 -135.69416 -258.72732 -331.80684     (-252.139,-177.750) (-18.806,-64.431) (-179.059,-42.056) 30.4673
6     57.70037 -41.97243 -107.03919 -136.12319 -256.62654 -328.72883     (-255.301,-178.096) (-15.728,-65.067) (-183.198,-41.972) 36.5608
7     54.53875 -41.88881 -107.59108 -136.55222 -254.52576 -325.65082     (-258.462,-178.441) (-12.650,-65.702) (-187.337,-41.889) 42.6542
8     51.37712 -41.80519 -108.14297 -136.98125 -252.42497 -322.57282     (-261.624,-178.786) (-9.572,-66.338) (-191.476,-41.805) 48.7477
9     48.21550 -41.72158 -108.69486 -137.41028 -250.32419 -319.49481     (-264.785,-179.132) (-6.494,-66.973) (-195.615,-41.722) 54.8411
10     45.05387 -41.63796 -109.24675 -137.83931 -248.22341 -316.41680     (-267.947,-179.477) (-3.416,-67.609) (-199.754,-41.638) 58.8574
11     41.89225 -41.55434 -109.79865 -138.26835 -246.12262 -313.33879     (-271.109,-179.823) (-0.338,-68.244) (-203.892,-41.554) 60.7366
12     38.73062 -41.47072 -110.35054 -138.69738 -244.02184 -310.26079     (-38.731,-177.428) (-2.740,-71.620) (-205.291,-271.530) 59.7491
13     35.56900 -41.38711 -110.90243 -139.12641 -241.92106 -307.18278     (-35.569,-174.695) (-5.818,-75.333) (-206.352,-271.614) 59.0139
14     32.40737 -41.30349 -111.45432 -139.55544 -239.82027 -304.10477     (-32.407,-171.963) (-8.896,-79.047) (-207.413,-271.697) 58.9834
15     29.24575 -41.21987 -112.00621 -139.98447 -237.71949 -301.02676     (-29.246,-169.230) (-11.974,-82.760) (-208.474,-271.781) 59.6587
16     26.08412 -41.13625 -112.55810 -140.41350 -235.61871 -297.94876     (-26.084,-166.498) (-15.052,-86.474) (-209.535,-271.865) 61.0163
17     22.92250 -41.05264 -113.11000 -140.84254 -233.51792 -294.87075     (-22.922,-163.765) (-18.130,-90.187) (-210.595,-271.948) 63.0123
18     19.76087 -40.96902 -113.66189 -141.27157 -231.41714 -291.79274     (-19.761,-161.032) (-21.208,-93.901) (-211.656,-272.032) 65.4054
19     16.59925 -40.88540 -114.21378 -141.70060 -229.31636 -288.71473     (-16.599,-158.300) (-24.286,-97.615) (-212.717,-272.115) 67.7463
20     13.43762 -40.80178 -114.76567 -142.12963 -227.21557 -285.63673     (-13.438,-155.567) (-27.364,-101.328) (-213.778,-272.199) 70.6043
21     10.27600 -40.71817 -115.31756 -142.55866 -225.11479 -282.55872     (-10.276,-152.835) (-30.442,-105.042) (-214.839,-272.283) 73.9195
22      7.11437 -40.63455 -115.86946 -142.98769 -223.01401 -279.48071     (-7.114,-150.102) (-33.520,-108.755) (-215.900,-272.366) 77.6334
23      3.95275 -40.55093 -116.42135 -143.41673 -220.91322 -276.40270     (-3.953,-147.369) (-36.598,-112.469) (-216.960,-272.450) 81.6916
24      0.79112 -40.46731 -116.97324 -143.84576 -218.81244 -273.32470     (-0.791,-144.637) (-39.676,-116.182) (-218.021,-272.534) 86.0453
25     -2.37050 -40.38369 -117.52513 -144.27479 -216.71166 -270.24669     (-2.371,-144.275) (-40.384,-216.712) (-117.525,-270.247) 88.4163
26     -5.53213 -40.30008 -118.07702 -144.70382 -214.61088 -267.16868     (-5.532,-144.704) (-40.300,-214.611) (-118.077,-267.169) 85.1909
27     -8.69375 -40.21646 -118.62891 -145.13285 -212.51009 -264.09067     (-8.694,-145.133) (-40.216,-212.510) (-118.629,-264.091) 82.1357
28    -11.85538 -40.13284 -119.18081 -145.56188 -210.40931 -261.01267     (-11.855,-145.562) (-40.133,-210.409) (-119.181,-261.013) 79.2706
29    -15.01700 -40.04922 -119.73270 -145.99092 -208.30853 -257.93466     (-15.017,-145.991) (-40.049,-208.309) (-119.733,-257.935) 76.6169
30    -18.17863 -39.96561 -120.28459 -146.41995 -206.20774 -254.85665     (-18.179,-146.420) (-39.966,-206.208) (-120.285,-254.857) 74.1971
31    -21.34025 -39.88199 -120.83648 -146.84898 -204.10696 -251.77864     (-21.340,-146.849) (-39.882,-204.107) (-120.836,-251.779) 72.035
32    -24.50188 -39.79837 -121.38837 -147.27801 -202.00618 -248.70064     (-24.502,-147.278) (-39.798,-202.006) (-121.388,-248.701) 70.1543
33    -27.66350 -39.71475 -121.94027 -147.70704 -199.90539 -245.62263     (-27.664,-147.707) (-39.715,-199.905) (-121.940,-245.623) 68.5782
34    -30.82513 -39.63114 -122.49216 -148.13607 -197.80461 -242.54462     (-30.825,-148.136) (-39.631,-197.805) (-122.492,-242.545) 67.3281
35    -33.98675 -39.54752 -123.04405 -148.56511 -195.70383 -239.46661     (-33.987,-148.565) (-39.548,-195.704) (-123.044,-239.467) 66.4223
36    -37.14838 -39.46390 -123.59594 -148.99414 -193.60304 -236.38861     (-37.148,-148.994) (-39.464,-193.603) (-123.596,-236.389) 65.8752
37    -40.31000 -39.38028 -124.14783 -149.42317 -191.50226 -233.31060     (-40.310,-149.423) (-39.380,-191.502) (-124.148,-233.311) 65.6956
