Fol_2018-05-14.17_22_56.1_2.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     -5.75449 -47.37657 -42.51679  -3.38829 -11.07954   1.70583     (-45.671,-1.682) (-4.049,-9.374) (-44.223,-1.706) 0  1.3487e-06  
1     -6.15768 -46.93891 -42.53402  -3.37106 -11.06231   1.67137     (-45.268,-1.700) (-4.486,-9.391) (-44.205,-1.671) 0.596814  0.596814  
2     -6.56087 -46.50126 -42.55125  -3.35383 -11.04508   1.63691     (-44.864,-1.717) (-4.924,-9.408) (-44.188,-1.637) 1.19363  1.19363  
3     -6.96407 -46.06360 -42.56848  -3.33660 -11.02785   1.60245     (-44.461,-1.734) (-5.362,-9.425) (-44.171,-1.602) 1.79044  1.79044  
4     -7.36726 -45.62595 -42.58572  -3.31937 -11.01062   1.56799     (-44.058,-1.751) (-5.799,-9.443) (-44.154,-1.568) 2.32661  2.32661  
5     -7.77046 -45.18829 -42.60295  -3.30214 -10.99338   1.53352     (-43.655,-1.769) (-6.237,-9.460) (-44.136,-1.534) 2.73835  2.73835  
6     -8.17365 -44.75063 -42.62018  -3.28491 -10.97615   1.49906     (-43.252,-1.786) (-6.675,-9.477) (-44.119,-1.499) 3.20879  3.20879  
7     -8.57685 -44.31298 -42.63741  -3.26768 -10.95892   1.46460     (-42.848,-1.803) (-7.112,-9.494) (-44.102,-1.465) 3.71571  3.71571  
8     -8.98004 -43.87532 -42.65464  -3.25044 -10.94169   1.43014     (-42.445,-1.820) (-7.550,-9.512) (-44.085,-1.430) 4.24606  4.24606  
9     -9.38324 -43.43767 -42.67187  -3.23321 -10.92446   1.39568     (-42.042,-1.838) (-7.988,-9.529) (-44.068,-1.396) 4.79207  4.79207  
10     -9.78643 -43.00001 -42.68910  -3.21598 -10.90723   1.36122     (-41.639,-1.855) (-8.425,-9.546) (-44.050,-1.361) 5.34895  5.34895  
11    -10.18962 -42.56236 -42.70633  -3.19875 -10.89000   1.32676     (-41.236,-1.872) (-8.863,-9.563) (-44.033,-1.327) 5.91362  5.91362  
12    -10.59282 -42.12470 -42.72356  -3.18152 -10.87277   1.29230     (-40.832,-1.889) (-9.301,-9.580) (-44.016,-1.292) 6.48405  6.48405  
13    -10.99601 -41.68705 -42.74079  -3.16429 -10.85554   1.25783     (-40.429,-1.906) (-9.738,-9.598) (-43.999,-1.258) 7.05885  7.05885  
14    -11.39921 -41.24939 -42.75802  -3.14706 -10.83831   1.22337     (-40.026,-1.924) (-10.176,-9.615) (-43.981,-1.223) 7.63702  7.63702  
15    -11.80240 -40.81173 -42.77525  -3.12983 -10.82108   1.18891     (-39.623,-1.941) (-10.613,-9.632) (-43.964,-1.189) 8.21786  8.21786  
16    -12.20560 -40.37408 -42.79248  -3.11260 -10.80385   1.15445     (-39.220,-1.958) (-11.051,-9.649) (-43.947,-1.154) 8.80084  8.80084  
17    -12.60879 -39.93642 -42.80971  -3.09537 -10.78662   1.11999     (-38.816,-1.975) (-11.489,-9.667) (-43.930,-1.120) 9.38556  9.38556  
18    -13.01199 -39.49877 -42.82694  -3.07814 -10.76939   1.08553     (-38.413,-1.993) (-11.926,-9.684) (-43.912,-1.086) 9.97171  9.97171  
19    -13.41518 -39.06111 -42.84417  -3.06091 -10.75216   1.05107     (-38.010,-2.010) (-12.364,-9.701) (-43.895,-1.051) 10.5591  10.5591  
20    -13.81838 -38.62346 -42.86141  -3.04368 -10.73493   1.01661     (-37.607,-2.027) (-12.802,-9.718) (-43.878,-1.017) 11.1474  11.1474  
21    -14.22157 -38.18580 -42.87864  -3.02645 -10.71769   0.98214     (-37.204,-2.044) (-13.239,-9.736) (-43.861,-0.982) 11.7366  11.7366  
22    -14.62476 -37.74814 -42.89587  -3.00922 -10.70046   0.94768     (-36.800,-2.062) (-13.677,-9.753) (-43.844,-0.948) 12.3265  12.3265  
23    -15.02796 -37.31049 -42.91310  -2.99199 -10.68323   0.91322     (-36.397,-2.079) (-14.115,-9.770) (-43.826,-0.913) 12.9171  12.9171  
24    -15.43115 -36.87283 -42.93033  -2.97475 -10.66600   0.87876     (-35.994,-2.096) (-14.552,-9.787) (-43.809,-0.879) 13.5082  13.5082  
25    -15.83435 -36.43518 -42.94756  -2.95752 -10.64877   0.84430     (-35.591,-2.113) (-14.990,-9.804) (-43.792,-0.844) 14.0998  14.0998  
26    -16.23754 -35.99752 -42.96479  -2.94029 -10.63154   0.80984     (-35.188,-2.130) (-15.428,-9.822) (-43.775,-0.810) 14.6919  14.6919  
27    -16.64074 -35.55987 -42.98202  -2.92306 -10.61431   0.77538     (-34.784,-2.148) (-15.865,-9.839) (-43.757,-0.775) 15.2842  15.2842  
28    -17.04393 -35.12221 -42.99925  -2.90583 -10.59708   0.74092     (-34.381,-2.165) (-16.303,-9.856) (-43.740,-0.741) 15.877  15.877  
29    -17.44713 -34.68455 -43.01648  -2.88860 -10.57985   0.70646     (-33.978,-2.182) (-16.741,-9.873) (-43.723,-0.706) 16.47  16.47  
30    -17.85032 -34.24690 -43.03371  -2.87137 -10.56262   0.67199     (-33.575,-2.199) (-17.178,-9.891) (-43.706,-0.672) 17.0633  17.0633  
31    -18.25351 -33.80924 -43.05094  -2.85414 -10.54539   0.63753     (-33.172,-2.217) (-17.616,-9.908) (-43.688,-0.638) 17.6568  17.6568  
32    -18.65671 -33.37159 -43.06817  -2.83691 -10.52816   0.60307     (-32.769,-2.234) (-18.054,-9.925) (-43.671,-0.603) 18.2505  18.2505  
33    -19.05990 -32.93393 -43.08540  -2.81968 -10.51093   0.56861     (-32.365,-2.251) (-18.491,-9.942) (-43.654,-0.569) 18.8445  18.8445  
34    -19.46310 -32.49628 -43.10263  -2.80245 -10.49370   0.53415     (-31.962,-2.268) (-18.929,-9.960) (-43.637,-0.534) 19.4386  19.4386  
35    -19.86629 -32.05862 -43.11986  -2.78522 -10.47647   0.49969     (-31.559,-2.286) (-19.367,-9.977) (-43.620,-0.500) 20.0328  20.0328  
36    -20.26949 -31.62096 -43.13710  -2.76799 -10.45924   0.46523     (-31.156,-2.303) (-19.804,-9.994) (-43.602,-0.465) 20.6273  20.6273  
37    -20.67268 -31.18331 -43.15433  -2.75076 -10.44201   0.43077     (-30.753,-2.320) (-20.242,-10.011) (-43.585,-0.431) 21.2218  21.2218  
38    -21.07588 -30.74565 -43.17156  -2.73353 -10.42477   0.39630     (-30.349,-2.337) (-20.680,-10.028) (-43.568,-0.396) 21.8165  21.8165  
39    -21.47907 -30.30800 -43.18879  -2.71630 -10.40754   0.36184     (-29.946,-2.354) (-21.117,-10.046) (-43.551,-0.362) 22.4113  22.4113  
40    -21.88226 -29.87034 -43.20602  -2.69907 -10.39031   0.32738     (-29.543,-2.372) (-21.555,-10.063) (-43.533,-0.327) 23.0062  23.0062  
41    -22.28546 -29.43269 -43.22325  -2.68183 -10.37308   0.29292     (-29.140,-2.389) (-21.993,-10.080) (-43.516,-0.293) 23.6011  23.6011  
42    -22.68865 -28.99503 -43.24048  -2.66460 -10.35585   0.25846     (-28.737,-2.406) (-22.430,-10.097) (-43.499,-0.258) 24.1962  24.1962  
43    -23.09185 -28.55737 -43.25771  -2.64737 -10.33862   0.22400     (-28.333,-2.423) (-22.868,-10.115) (-43.482,-0.224) 24.7914  24.7914  
44    -23.49504 -28.11972 -43.27494  -2.63014 -10.32139   0.18954     (-27.930,-2.441) (-23.306,-10.132) (-43.464,-0.190) 25.3866  25.3866  
45    -23.89824 -27.68206 -43.29217  -2.61291 -10.30416   0.15508     (-27.527,-2.458) (-23.743,-10.149) (-43.447,-0.155) 25.9819  25.9819  
46    -24.30143 -27.24441 -43.30940  -2.59568 -10.28693   0.12061     (-27.124,-2.475) (-24.181,-10.166) (-43.430,-0.121) 26.5773  26.5773  
47    -24.70463 -26.80675 -43.32663  -2.57845 -10.26970   0.08615     (-26.721,-2.492) (-24.618,-10.184) (-43.413,-0.086) 27.1728  27.1728  
48    -25.10782 -26.36910 -43.34386  -2.56122 -10.25247   0.05169     (-26.317,-2.510) (-25.056,-10.201) (-43.396,-0.052) 27.7683  27.7683  
49    -25.51101 -25.93144 -43.36109  -2.54399 -10.23524   0.01723     (-25.914,-2.527) (-25.494,-10.218) (-43.378,-0.017) 28.3638  28.3638  
50    -25.91421 -25.49378 -43.37832  -2.52676 -10.21801  -0.01723     (-25.914,-2.527) (-25.494,-10.218) (-43.378,-0.017) 28.3638  28.3638  
51    -26.31740 -25.05613 -43.39555  -2.50953 -10.20078  -0.05169     (-26.317,-2.510) (-25.056,-10.201) (-43.396,-0.052) 27.7683  27.7683  
52    -26.72060 -24.61847 -43.41278  -2.49230 -10.18355  -0.08615     (-26.721,-2.492) (-24.618,-10.184) (-43.413,-0.086) 27.1728  27.1728  
53    -27.12379 -24.18082 -43.43002  -2.47507 -10.16632  -0.12061     (-27.124,-2.475) (-24.181,-10.166) (-43.430,-0.121) 26.5773  26.5773  
