Fol_2018-05-14.17_24_31.1_61.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      3.23622 -45.43051 -46.10859   0.39094   2.40601  -7.33217     (-2.129,-30.290) (-0.668,-6.310) (-31.750,-1.738) 0  0  
1      3.18202 -44.97836 -45.96356   0.08103   2.31797  -7.27567     (-2.318,-31.498) (-0.160,-5.500) (-32.646,-2.399) 1.90969  1.90969  
2      3.12782 -44.52621 -45.81852  -0.22888   2.22993  -7.21917     (-2.230,-32.039) (-0.987,-5.358) (-32.873,-2.001) 2.32472  2.32472  
3      3.07363 -44.07406 -45.67349  -0.53879   2.14189  -7.16266     (-2.142,-32.579) (-1.815,-5.216) (-33.101,-1.603) 3.09691  3.09691  
4      3.01943 -43.62191 -45.52846  -0.84871   2.05385  -7.10616     (-2.054,-33.119) (-2.642,-5.073) (-33.328,-1.205) 4.02573  4.02573  
5      2.96523 -43.16976 -45.38343  -1.15862   1.96581  -7.04965     (-1.966,-33.659) (-3.469,-4.931) (-33.556,-0.807) 5.02507  5.02507  
6      2.91104 -42.71761 -45.23839  -1.46853   1.87777  -6.99315     (-1.878,-34.199) (-4.297,-4.789) (-33.783,-0.409) 5.70085  6.05458  
7      2.85684 -42.26546 -45.09336  -1.77845   1.78973  -6.93664     (-1.790,-34.739) (-5.124,-4.647) (-34.010,-0.011) 6.39999  7.0633  
8      2.80265 -41.81332 -44.94833  -2.08836   1.70169  -6.88014     (-5.565,-34.893) (-1.315,-4.118) (-34.625,-0.387) 6.95001  6.95001  
9      2.74845 -41.36117 -44.80330  -2.39827   1.61365  -6.82364     (-5.995,-35.035) (-0.829,-3.577) (-35.250,-0.785) 7.62263  7.62263  
10      2.69425 -40.90902 -44.65826  -2.70818   1.52561  -6.76713     (-6.424,-35.177) (-0.343,-3.037) (-35.876,-1.183) 8.39469  8.39469  
11      2.64006 -40.45687 -44.51323  -3.01810   1.43757  -6.71063     (-1.438,-35.177) (-0.143,-2.640) (-36.358,-6.711) 8.96167  9.1312  
12      2.58586 -40.00472 -44.36820  -3.32801   1.34953  -6.65412     (-1.350,-34.833) (-0.629,-2.586) (-36.497,-6.654) 8.90763  9.04508  
13      2.53166 -39.55257 -44.22317  -3.63792   1.26149  -6.59762     (-1.261,-34.489) (-1.115,-2.532) (-36.637,-6.598) 8.89693  8.9638  
14      2.47747 -39.10042 -44.07814  -3.94783   1.17345  -6.54112     (-1.173,-34.145) (-1.601,-2.477) (-36.776,-6.541) 8.92531  8.92531  
15      2.42327 -38.64827 -43.93310  -4.25775   1.08541  -6.48461     (-1.085,-33.802) (-2.087,-2.423) (-36.916,-6.485) 8.93018  8.93018  
16      2.36908 -38.19612 -43.78807  -4.56766   0.99737  -6.42811     (-0.997,-33.458) (-2.573,-2.369) (-37.055,-6.428) 8.97833  8.97833  
17      2.31488 -37.74397 -43.64304  -4.87757   0.90933  -6.37160     (-0.909,-33.114) (-3.059,-2.315) (-37.195,-6.372) 9.06907  9.06907  
18      2.26068 -37.29182 -43.49801  -5.18749   0.82129  -6.31510     (-0.821,-32.770) (-3.545,-2.261) (-37.334,-6.315) 9.20114  9.20114  
19      2.20649 -36.83967 -43.35297  -5.49740   0.73325  -6.25860     (-0.733,-32.427) (-4.031,-2.206) (-37.474,-6.259) 9.3728  9.3728  
20      2.15229 -36.38753 -43.20794  -5.80731   0.64521  -6.20209     (-0.645,-32.083) (-4.517,-2.152) (-37.613,-6.202) 9.58191  9.58191  
21      2.09809 -35.93538 -43.06291  -6.11722   0.55717  -6.14559     (-0.557,-31.739) (-5.003,-2.098) (-37.752,-6.146) 9.8261  9.8261  
22      2.04390 -35.48323 -42.91788  -6.42714   0.46913  -6.08908     (-0.469,-31.395) (-5.489,-2.044) (-37.892,-6.089) 10.1028  10.1028  
23      1.98970 -35.03108 -42.77284  -6.73705   0.38109  -6.03258     (-0.381,-31.052) (-5.975,-1.990) (-38.031,-6.033) 10.4094  10.4094  
24      1.93551 -34.57893 -42.62781  -7.04696   0.29305  -5.97607     (-0.293,-30.708) (-6.461,-1.936) (-38.171,-5.976) 10.7434  10.7434  
25      1.88131 -34.12678 -42.48278  -7.35687   0.20501  -5.91957     (-0.205,-30.364) (-6.947,-1.881) (-38.310,-5.920) 11.0819  11.1024  
26      1.82711 -33.67463 -42.33775  -7.66679   0.11696  -5.86307     (-0.117,-30.020) (-7.433,-1.827) (-38.450,-5.863) 11.3804  11.4838  
27      1.77292 -33.22248 -42.19271  -7.97670   0.02892  -5.80656     (-0.029,-29.677) (-7.919,-1.773) (-38.589,-5.807) 11.7044  11.8857  
28      1.71872 -32.77033 -42.04768  -8.28661  -0.05912  -5.75006     (-0.059,-29.392) (-8.346,-38.669) (-1.660,-5.691) 11.9784  11.9784  
29      1.66453 -32.31818 -41.90265  -8.59653  -0.14716  -5.69355     (-0.147,-29.136) (-8.744,-38.721) (-1.517,-5.546) 12.2349  12.2349  
30      1.61033 -31.86603 -41.75762  -8.90644  -0.23520  -5.63705     (-0.235,-28.881) (-9.142,-38.772) (-1.375,-5.402) 12.5082  12.5082  
31      1.55613 -31.41389 -41.61258  -9.21635  -0.32324  -5.58055     (-0.323,-28.625) (-9.540,-38.824) (-1.233,-5.257) 12.7971  12.7971  
32      1.50194 -30.96174 -41.46755  -9.52626  -0.41128  -5.52404     (-0.411,-28.369) (-9.938,-38.875) (-1.091,-5.113) 13.1007  13.1007  
33      1.44774 -30.50959 -41.32252  -9.83618  -0.49932  -5.46754     (-0.499,-28.113) (-10.335,-38.926) (-0.948,-4.968) 13.418  13.418  
34      1.39354 -30.05744 -41.17749 -10.14609  -0.58736  -5.41103     (-0.587,-27.858) (-10.733,-38.978) (-0.806,-4.824) 13.748  13.748  
35      1.33935 -29.60529 -41.03246 -10.45600  -0.67540  -5.35453     (-0.675,-27.602) (-11.131,-39.029) (-0.664,-4.679) 14.0898  14.0898  
36      1.28515 -29.15314 -40.88742 -10.76591  -0.76344  -5.29803     (-0.763,-27.346) (-11.529,-39.081) (-0.522,-4.535) 14.4425  14.4425  
37      1.23096 -28.70099 -40.74239 -11.07583  -0.85148  -5.24152     (-0.851,-27.091) (-11.927,-39.132) (-0.379,-4.390) 14.8055  14.8055  
38      1.17676 -28.24884 -40.59736 -11.38574  -0.93952  -5.18502     (-0.940,-26.835) (-12.325,-39.183) (-0.237,-4.245) 15.1779  15.1779  
39      1.12256 -27.79669 -40.45233 -11.69565  -1.02756  -5.12851     (-1.028,-26.579) (-12.723,-39.235) (-0.095,-4.101) 15.5591  15.5591  
40      1.06837 -27.34454 -40.30729 -12.00557  -1.11560  -5.07201     (-1.068,-13.074) (-26.276,-39.239) (-0.047,-4.004) 15.9172  31.7186     glitch
41      1.01417 -26.89239 -40.16226 -12.31548  -1.20364  -5.01550     (-1.014,-13.330) (-25.878,-39.148) (-0.189,-4.001) 16.222  31.2242  
42      0.95997 -26.44024 -40.01723 -12.62539  -1.29168  -4.95900     (-0.960,-13.585) (-25.480,-39.057) (-0.332,-3.999) 16.5366  30.7301  
43      0.90578 -25.98810 -39.87220 -12.93530  -1.37972  -4.90250     (-0.906,-13.841) (-25.082,-38.966) (-0.474,-3.997) 16.8604  30.2363  
44      0.85158 -25.53595 -39.72716 -13.24522  -1.46776  -4.84599     (-0.852,-14.097) (-24.684,-38.876) (-0.616,-3.994) 17.193  29.743  
45      0.79739 -25.08380 -39.58213 -13.55513  -1.55580  -4.78949     (-0.797,-14.353) (-24.286,-38.785) (-0.758,-3.992) 17.5339  29.25  
46      0.74319 -24.63165 -39.43710 -13.86504  -1.64384  -4.73298     (-0.743,-14.608) (-23.888,-38.694) (-0.901,-3.990) 17.8825  28.7575  
47      0.68899 -24.17950 -39.29207 -14.17495  -1.73188  -4.67648     (-0.689,-14.864) (-23.491,-38.603) (-1.043,-3.987) 18.2384  28.2654  
