Fol_2018-05-05.09_49_04.1_14.txt     Output is probe cell, reduced cell, NCDist distance between
30     21.30437 -23.01119 -48.21753 -200.76435 -183.46618 -176.57621     (-21.304,-222.069) (-1.707,-26.913) (-162.162,-155.272) 87.5208
31     20.21184 -24.26576 -49.75251 -200.46888 -180.83868 -174.22911     (-20.212,-220.681) (-4.054,-29.541) (-160.627,-154.017) 88.3268
32     19.11931 -25.52033 -51.28748 -200.17340 -178.21117 -171.88200     (-19.119,-219.293) (-6.401,-32.168) (-159.092,-152.763) 89.3231
33     18.02677 -26.77491 -52.82245 -199.87793 -175.58367 -169.53490     (-18.027,-217.905) (-8.748,-34.796) (-157.557,-151.508) 87.3463
34     16.93424 -28.02948 -54.35743 -199.58245 -172.95616 -167.18779     (-16.934,-216.517) (-11.095,-37.423) (-156.022,-150.254) 85.5514
35     15.84171 -29.28405 -55.89240 -199.28698 -170.32866 -164.84069     (-15.842,-215.129) (-13.442,-40.051) (-154.487,-148.999) 83.9503
36     14.74918 -30.53862 -57.42737 -198.99150 -167.70115 -162.49358     (-14.749,-213.741) (-15.789,-42.678) (-152.952,-147.744) 82.5541
37     13.65665 -31.79320 -58.96235 -198.69603 -165.07365 -160.14648     (-13.657,-212.353) (-18.137,-45.306) (-151.417,-146.490) 81.3735
38     12.56412 -33.04777 -60.49732 -198.40055 -162.44614 -157.79938     (-12.564,-210.965) (-20.484,-47.933) (-149.882,-145.235) 80.4178
39     11.47158 -34.30234 -62.03229 -198.10508 -159.81864 -155.45227     (-11.472,-209.577) (-22.831,-50.561) (-148.347,-143.981) 79.6952
40     10.37905 -35.55692 -63.56727 -197.80960 -157.19113 -153.10517     (-10.379,-208.189) (-25.178,-53.188) (-146.812,-142.726) 79.2122
41      9.28652 -36.81149 -65.10224 -197.51413 -154.56363 -150.75806     (-9.287,-206.801) (-27.525,-55.816) (-145.277,-141.472) 78.973
42      8.19399 -38.06606 -66.63721 -197.21865 -151.93612 -148.41096     (-8.194,-205.413) (-29.872,-58.443) (-143.742,-140.217) 78.9798
43      7.10146 -39.32063 -68.17218 -196.92318 -149.30862 -146.06385     (-7.101,-204.025) (-32.219,-61.071) (-142.207,-138.962) 79.2327
44      6.00892 -40.57521 -69.70716 -196.62770 -146.68111 -143.71675     (-6.009,-202.637) (-34.566,-63.698) (-140.672,-137.708) 79.7293
45      4.91639 -41.82978 -71.24213 -196.33223 -144.05361 -141.36964     (-4.916,-201.249) (-36.913,-66.326) (-139.137,-136.453) 80.4651
46      3.82386 -43.08435 -72.77710 -196.03676 -141.42610 -139.02254     (-3.824,-199.861) (-39.260,-68.953) (-137.602,-135.199) 81.4335
47      2.73133 -44.33892 -74.31208 -195.74128 -138.79860 -136.67543     (-2.731,-198.473) (-41.608,-71.581) (-136.067,-133.944) 82.6265
48      1.63880 -45.59350 -75.84705 -195.44581 -136.17109 -134.32833     (-1.639,-197.085) (-43.955,-74.208) (-134.532,-132.690) 84.0344
49      0.54627 -46.84807 -77.38202 -195.15033 -133.54359 -131.98122     (-0.546,-195.697) (-46.302,-76.836) (-132.997,-131.435) 85.6466
50     -0.54627 -48.10264 -78.91700 -194.85486 -130.91608 -129.63412     (-0.546,-194.855) (-48.103,-130.916) (-78.917,-129.634) 73.7344
51     -1.63880 -49.35722 -80.45197 -194.55938 -128.28858 -127.28702     (-1.639,-194.559) (-49.357,-128.289) (-80.452,-127.287) 75.0168
52     -2.73133 -50.61179 -81.98694 -194.26391 -125.66107 -124.93991     (-2.731,-194.264) (-50.612,-125.661) (-81.987,-124.940) 76.5082
53     -3.82386 -51.86636 -83.52192 -193.96843 -123.03357 -122.59281     (-3.824,-193.968) (-51.866,-123.034) (-83.522,-122.593) 78.1969
54     -4.91639 -53.12093 -85.05689 -193.67296 -120.40606 -120.24570     (-4.916,-193.673) (-53.121,-120.406) (-85.057,-120.246) 80.0702
55     -6.00892 -54.37551 -86.59186 -193.37748 -117.77856 -117.89860     (-6.009,-193.377) (-54.376,-117.779) (-86.592,-117.899) 82.1157
56     -7.10146 -55.63008 -88.12684 -193.08201 -115.15105 -115.55149     (-7.101,-193.082) (-55.630,-115.151) (-88.127,-115.551) 84.3206
57     -8.19399 -56.88465 -89.66181 -192.78653 -112.52355 -113.20439     (-8.194,-192.787) (-56.885,-112.524) (-89.662,-113.204) 86.6729
58     -9.28652 -58.13922 -91.19678 -192.49106 -109.89604 -110.85728     (-9.287,-192.491) (-58.139,-109.896) (-91.197,-110.857) 89.161
59    -10.37905 -59.39380 -92.73175 -192.19558 -107.26854 -108.51018     (-10.379,-192.196) (-59.394,-107.269) (-92.732,-108.510) 91.7737
60    -11.47158 -60.64837 -94.26673 -191.90011 -104.64103 -106.16307     (-11.472,-191.900) (-60.648,-104.641) (-94.267,-106.163) 94.5007
61    -12.56412 -61.90294 -95.80170 -191.60464 -102.01353 -103.81597     (-12.564,-191.605) (-61.903,-102.014) (-95.802,-103.816) 97.3324
62    -13.65665 -63.15752 -97.33667 -191.30916 -99.38602 -101.46887     (-13.657,-191.309) (-63.158,-99.386) (-97.337,-101.469) 100.26
63    -14.74918 -64.41209 -98.87165 -191.01369 -96.75852 -99.12176     (-14.749,-191.014) (-64.412,-96.759) (-98.872,-99.122) 103.275
64    -15.84171 -65.66666 -100.40662 -190.71821 -94.13101 -96.77466     (-15.842,-190.718) (-65.667,-94.131) (-100.407,-96.775) 106.371
65    -16.93424 -66.92123 -101.94159 -190.42274 -91.50351 -94.42755     (-16.934,-190.423) (-66.921,-91.504) (-101.942,-94.428) 109.54
66    -18.02677 -68.17581 -103.47657 -190.12726 -88.87600 -92.08045     (-18.027,-190.127) (-68.176,-88.876) (-103.477,-92.080) 112.776
67    -19.11931 -69.43038 -105.01154 -189.83179 -86.24850 -89.73334     (-19.119,-189.832) (-69.430,-86.248) (-105.012,-89.733) 116.074
68    -20.21184 -70.68495 -106.54651 -189.53631 -83.62099 -87.38624     (-20.212,-189.536) (-70.685,-83.621) (-106.547,-87.386) 118.905
69    -21.30437 -71.93953 -108.08149 -189.24084 -80.99349 -85.03913     (-21.304,-189.241) (-71.940,-80.993) (-108.081,-85.039) 116.783
70    -22.39690 -73.19410 -109.61646 -188.94536 -78.36598 -82.69203     (-22.397,-188.945) (-73.194,-78.366) (-109.616,-82.692) 114.777
71    -23.48943 -74.44867 -111.15143 -188.64989 -75.73848 -80.34492     (-23.489,-188.650) (-74.449,-75.738) (-111.151,-80.345) 112.89
72    -24.58197 -75.70324 -112.68641 -188.35441 -73.11097 -77.99782     (-24.582,-188.354) (-75.703,-73.111) (-112.686,-77.998) 111.13
73    -25.67450 -76.95782 -114.22138 -188.05894 -70.48347 -75.65071     (-25.674,-188.059) (-76.958,-70.483) (-114.221,-75.651) 108.839
74    -26.76703 -78.21239 -115.75635 -187.76346 -67.85596 -73.30361     (-26.767,-187.763) (-78.212,-67.856) (-115.756,-73.304) 104.952
75    -27.85956 -79.46696 -117.29133 -187.46799 -65.22846 -70.95651     (-27.860,-187.468) (-79.467,-65.228) (-117.291,-70.957) 100.753
76    -28.95209 -80.72153 -118.82630 -187.17252 -62.60095 -68.60940     (-28.952,-187.173) (-80.722,-62.601) (-118.826,-68.609) 96.5554
77    -30.04462 -81.97611 -120.36127 -186.87704 -59.97345 -66.26230     (-30.045,-186.877) (-81.976,-59.973) (-120.361,-66.262) 92.3573
78    -31.13716 -83.23068 -121.89624 -186.58157 -57.34594 -63.91519     (-31.137,-186.582) (-83.231,-57.346) (-121.896,-63.915) 88.1593
79    -32.22969 -84.48525 -123.43122 -186.28609 -54.71844 -61.56809     (-32.230,-186.286) (-84.485,-54.718) (-123.431,-61.568) 83.9612
80    -33.32222 -85.73983 -124.96619 -185.99062 -52.09093 -59.22098     (-33.322,-185.991) (-85.740,-52.091) (-124.966,-59.221) 79.7631
81    -34.41475 -86.99440 -126.50116 -185.69514 -49.46343 -56.87388     (-34.415,-185.695) (-86.994,-49.463) (-126.501,-56.874) 75.5651
82    -35.50728 -88.24897 -128.03614 -185.39967 -46.83592 -54.52677     (-35.507,-185.400) (-88.249,-46.836) (-128.036,-54.527) 71.367
83    -36.59982 -89.50354 -129.57111 -185.10419 -44.20842 -52.17967     (-36.600,-185.104) (-89.504,-44.208) (-129.571,-52.180) 67.169
84    -37.69235 -90.75812 -131.10608 -184.80872 -41.58091 -49.83256     (-37.692,-184.809) (-90.758,-41.581) (-131.106,-49.833) 62.9709
85    -38.78488 -92.01269 -132.64106 -184.51324 -38.95341 -47.48546     (-38.785,-184.513) (-92.013,-38.953) (-132.641,-47.485) 58.7728
86    -39.87741 -93.26726 -134.17603 -184.21777 -36.32590 -45.13836     (-39.877,-184.218) (-93.267,-36.326) (-134.176,-45.138) 54.5748
87    -40.96994 -94.52184 -135.71100 -183.92229 -33.69840 -42.79125     (-40.970,-183.922) (-94.522,-33.698) (-135.711,-42.791) 50.3767
88    -42.06247 -95.77641 -137.24598 -183.62682 -31.07089 -40.44415     (-42.062,-183.627) (-95.776,-31.071) (-137.246,-40.444) 46.1787
89    -43.15501 -97.03098 -138.78095 -183.33135 -28.44339 -38.09704     (-43.155,-183.331) (-97.031,-28.443) (-138.781,-38.097) 41.9806
90    -44.24754 -98.28555 -140.31592 -183.03587 -25.81588 -35.74994     (-44.248,-183.036) (-98.286,-25.816) (-140.316,-35.750) 37.7825
91    -45.34007 -99.54013 -141.85090 -182.74040 -23.18838 -33.40283     (-45.340,-182.740) (-99.540,-23.188) (-141.851,-33.403) 33.5845
92    -46.43260 -100.79470 -143.38587 -182.44492 -20.56087 -31.05573     (-46.433,-182.445) (-100.795,-20.561) (-143.386,-31.056) 29.3864
93    -47.52513 -102.04927 -144.92084 -182.14945 -17.93337 -28.70862     (-47.525,-182.149) (-102.049,-17.933) (-144.921,-28.709) 25.1884
94    -48.61767 -103.30384 -146.45581 -181.85397 -15.30586 -26.36152     (-48.618,-181.854) (-103.304,-15.306) (-146.456,-26.362) 20.9903
95    -49.71020 -104.55842 -147.99079 -181.55850 -12.67836 -24.01441     (-49.710,-181.558) (-104.558,-12.678) (-147.991,-24.014) 16.7922
96    -50.80273 -105.81299 -149.52576 -181.26302 -10.05085 -21.66731     (-50.803,-181.263) (-105.813,-10.051) (-149.526,-21.667) 12.5942
97    -51.89526 -107.06756 -151.06073 -180.96755  -7.42335 -19.32020     (-51.895,-180.968) (-107.068,-7.423) (-151.061,-19.320) 8.39612
98    -52.98779 -108.32214 -152.59571 -180.67207  -4.79585 -16.97310     (-52.988,-180.672) (-108.322,-4.796) (-152.596,-16.973) 4.19806
99    -54.08032 -109.57671 -154.13068 -180.37660  -2.16834 -14.62600     (-54.080,-180.377) (-109.577,-2.168) (-154.131,-14.626) 0
