Fol_2018-05-14.13_14_27.91_90.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -47.60293 -13.28018   4.79971 -12.56896 -22.55738  13.86864     (-0.711,-1.300) (-7.769,-7.389) (-32.435,-12.569) 17.5907  16.2988  
1    -47.55599 -13.27466   4.76244 -12.55768 -22.54220  13.84217     (-0.717,-1.284) (-7.795,-7.416) (-32.429,-12.558) 17.5848  16.2975  
2    -47.50905 -13.26915   4.72516 -12.54640 -22.52701  13.81571     (-0.723,-1.269) (-7.821,-7.442) (-32.424,-12.546) 17.579  16.2963  
3    -47.46211 -13.26363   4.68789 -12.53512 -22.51183  13.78924     (-0.729,-1.254) (-7.847,-7.468) (-32.419,-12.535) 17.5733  16.2951  
4    -47.41517 -13.25811   4.65062 -12.52384 -22.49665  13.76278     (-0.734,-1.239) (-7.873,-7.495) (-32.413,-12.524) 17.5676  16.294  
5    -47.36823 -13.25260   4.61335 -12.51255 -22.48146  13.73632     (-0.740,-1.224) (-7.899,-7.521) (-32.408,-12.513) 17.5619  16.2929  
6    -47.32129 -13.24708   4.57608 -12.50127 -22.46628  13.70985     (-0.746,-1.209) (-7.925,-7.548) (-32.403,-12.501) 17.5564  16.2919  
7    -47.27436 -13.24157   4.53881 -12.48999 -22.45109  13.68339     (-0.752,-1.193) (-7.951,-7.574) (-32.398,-12.490) 17.5508  16.291  
8    -47.22742 -13.23605   4.50153 -12.47871 -22.43591  13.65692     (-0.757,-1.178) (-7.977,-7.601) (-32.392,-12.479) 17.5454  16.2901  
9    -47.18048 -13.23053   4.46426 -12.46743 -22.42073  13.63046     (-0.763,-1.163) (-8.003,-7.627) (-32.387,-12.467) 17.5399  16.2893  
10    -47.13354 -13.22502   4.42699 -12.45615 -22.40554  13.60400     (-0.769,-1.148) (-8.029,-7.654) (-32.382,-12.456) 17.5346  16.2885  
11    -47.08660 -13.21950   4.38972 -12.44487 -22.39036  13.57753     (-0.775,-1.133) (-8.055,-7.680) (-32.376,-12.445) 17.5293  16.2878  
12    -47.03966 -13.21398   4.35245 -12.43359 -22.37518  13.55107     (-0.780,-1.117) (-8.081,-7.707) (-32.371,-12.434) 17.524  16.2872  
13    -46.99272 -13.20847   4.31518 -12.42231 -22.35999  13.52460     (-0.786,-1.102) (-8.107,-7.733) (-32.366,-12.422) 17.5188  16.2866  
14    -46.94579 -13.20295   4.27790 -12.41103 -22.34481  13.49814     (-0.792,-1.087) (-8.133,-7.760) (-32.361,-12.411) 17.5137  16.2861  
15    -46.89885 -13.19743   4.24063 -12.39975 -22.32963  13.47168     (-0.798,-1.072) (-8.159,-7.786) (-32.355,-12.400) 18.2368  20.683  
16    -46.85191 -13.19192   4.20336 -12.38847 -22.31444  13.44521     (-0.803,-1.057) (-8.185,-7.812) (-32.350,-12.388) 18.2206  20.6881  
17    -46.80497 -13.18640   4.16609 -12.37719 -22.29926  13.41875     (-0.809,-1.042) (-8.211,-7.839) (-32.345,-12.377) 18.2044  20.6933  
18    -46.75803 -13.18088   4.12882 -12.36591 -22.28408  13.39228     (-0.815,-1.026) (-8.237,-7.865) (-32.339,-12.366) 18.1882  20.6986  
19    -46.71109 -13.17537   4.09155 -12.35463 -22.26889  13.36582     (-0.821,-1.011) (-8.263,-7.892) (-32.334,-12.355) 18.1721  20.7039  
20    -46.66415 -13.16985   4.05428 -12.34335 -22.25371  13.33935     (-0.827,-0.996) (-8.289,-7.918) (-32.329,-12.343) 18.1561  20.7092  
21    -46.61721 -13.16434   4.01700 -12.33207 -22.23853  13.31289     (-0.832,-0.981) (-8.315,-7.945) (-32.323,-12.332) 18.1401  20.7146  
22    -46.57028 -13.15882   3.97973 -12.32079 -22.22334  13.28643     (-0.838,-0.966) (-8.341,-7.971) (-32.318,-12.321) 18.1241  20.7201  
23    -46.52334 -13.15330   3.94246 -12.30950 -22.20816  13.25996     (-0.844,-0.950) (-8.367,-7.998) (-32.313,-12.310) 18.1082  20.7256  
24    -46.47640 -13.14779   3.90519 -12.29822 -22.19298  13.23350     (-0.850,-0.935) (-8.393,-8.024) (-32.308,-12.298) 18.0923  20.7311  
25    -46.42946 -13.14227   3.86792 -12.28694 -22.17779  13.20703     (-0.855,-0.920) (-8.419,-8.051) (-32.302,-12.287) 18.0764  20.7367  
26    -46.38252 -13.13675   3.83065 -12.27566 -22.16261  13.18057     (-0.861,-0.905) (-8.445,-8.077) (-32.297,-12.276) 18.0606  20.7424  
27    -46.33558 -13.13124   3.79337 -12.26438 -22.14742  13.15411     (-0.867,-0.890) (-8.471,-8.104) (-32.292,-12.264) 18.0449  20.7481  
28    -46.28864 -13.12572   3.75610 -12.25310 -22.13224  13.12764     (-0.873,-0.875) (-8.497,-8.130) (-32.286,-12.253) 18.0292  20.7539  
29    -46.24171 -13.12020   3.71883 -12.24182 -22.11706  13.10118     (-0.878,-0.859) (-8.523,-8.157) (-32.281,-12.242) 18.0135  20.7597  
30    -46.19477 -13.11469   3.68156 -12.23054 -22.10187  13.07471     (-0.884,-0.844) (-8.549,-8.183) (-32.276,-12.231) 17.9979  20.7655  
31    -46.14783 -13.10917   3.64429 -12.21926 -22.08669  13.04825     (-0.890,-0.829) (-8.575,-8.209) (-32.271,-12.219) 17.9823  20.7714  
32    -46.10089 -13.10365   3.60702 -12.20798 -22.07151  13.02179     (-0.896,-0.814) (-8.601,-8.236) (-32.265,-12.208) 17.9668  20.7774  
33    -46.05395 -13.09814   3.56974 -12.19670 -22.05632  12.99532     (-0.901,-0.799) (-8.627,-8.262) (-32.260,-12.197) 17.9513  20.7834  
34    -46.00701 -13.09262   3.53247 -12.18542 -22.04114  12.96886     (-0.907,-0.783) (-8.653,-8.289) (-32.255,-12.185) 17.9359  20.7894  
35    -45.96007 -13.08711   3.49520 -12.17414 -22.02596  12.94239     (-0.913,-0.768) (-8.679,-8.315) (-32.249,-12.174) 17.9205  20.7955  
36    -45.91314 -13.08159   3.45793 -12.16286 -22.01077  12.91593     (-0.919,-0.753) (-8.705,-8.342) (-32.244,-12.163) 17.9052  20.8017  
37    -45.86620 -13.07607   3.42066 -12.15158 -21.99559  12.88947     (-0.924,-0.738) (-8.731,-8.368) (-32.239,-12.152) 17.8899  20.8079  
38    -45.81926 -13.07056   3.38339 -12.14030 -21.98041  12.86300     (-0.930,-0.723) (-8.757,-8.395) (-32.234,-12.140) 17.8747  20.8141  
39    -45.77232 -13.06504   3.34612 -12.12902 -21.96522  12.83654     (-0.936,-0.708) (-8.783,-8.421) (-32.228,-12.129) 17.8595  20.8204  
40    -45.72538 -13.05952   3.30884 -12.11774 -21.95004  12.81007     (-0.942,-0.692) (-8.809,-8.448) (-32.223,-12.118) 17.8443  20.8267  
41    -45.67844 -13.05401   3.27157 -12.10645 -21.93486  12.78361     (-0.948,-0.677) (-8.835,-8.474) (-32.218,-12.106) 17.8292  20.8331  
42    -45.63150 -13.04849   3.23430 -12.09517 -21.91967  12.75715     (-0.953,-0.662) (-8.861,-8.501) (-32.212,-12.095) 17.8141  20.8396  
43    -45.58456 -13.04297   3.19703 -12.08389 -21.90449  12.73068     (-0.959,-0.647) (-8.887,-8.527) (-32.207,-12.084) 17.7991  20.8461  
44    -45.53763 -13.03746   3.15976 -12.07261 -21.88931  12.70422     (-0.965,-0.632) (-8.913,-8.553) (-32.202,-12.073) 17.7842  20.8526  
45    -45.49069 -13.03194   3.12249 -12.06133 -21.87412  12.67775     (-0.971,-0.616) (-8.939,-8.580) (-32.197,-12.061) 17.7692  20.8592  
46    -45.44375 -13.02642   3.08521 -12.05005 -21.85894  12.65129     (-0.976,-0.601) (-8.965,-8.606) (-32.191,-12.050) 17.7544  20.8658  
47    -45.39681 -13.02091   3.04794 -12.03877 -21.84375  12.62483     (-0.982,-0.586) (-8.991,-8.633) (-32.186,-12.039) 17.7395  20.8725  
48    -45.34987 -13.01539   3.01067 -12.02749 -21.82857  12.59836     (-0.988,-0.571) (-9.017,-8.659) (-32.181,-12.027) 17.7248  20.8793  
49    -45.30293 -13.00987   2.97340 -12.01621 -21.81339  12.57190     (-0.994,-0.556) (-9.043,-8.686) (-32.175,-12.016) 17.71  20.886  
50    -45.25599 -13.00436   2.93613 -12.00493 -21.79820  12.54543     (-0.999,-0.541) (-9.069,-8.712) (-32.170,-12.005) 17.6954  20.8929  
51    -45.20906 -12.99884   2.89886 -11.99365 -21.78302  12.51897     (-1.005,-0.525) (-9.095,-8.739) (-32.165,-11.994) 17.6807  20.8997  
52    -45.16212 -12.99333   2.86158 -11.98237 -21.76784  12.49251     (-1.011,-0.510) (-9.121,-8.765) (-32.159,-11.982) 17.6661  20.9067  
53    -45.11518 -12.98781   2.82431 -11.97109 -21.75265  12.46604     (-1.017,-0.495) (-9.147,-8.792) (-32.154,-11.971) 17.6516  20.9137  
54    -45.06824 -12.98229   2.78704 -11.95981 -21.73747  12.43958     (-1.022,-0.480) (-9.173,-8.818) (-32.149,-11.960) 17.6371  20.9207  
55    -45.02130 -12.97678   2.74977 -11.94853 -21.72229  12.41311     (-1.028,-0.465) (-9.199,-8.845) (-32.144,-11.949) 17.6227  20.9278  
56    -44.97436 -12.97126   2.71250 -11.93725 -21.70710  12.38665     (-1.034,-0.449) (-9.225,-8.871) (-32.138,-11.937) 17.6083  20.9349  
57    -44.92742 -12.96574   2.67523 -11.92597 -21.69192  12.36018     (-1.040,-0.434) (-9.251,-8.898) (-32.133,-11.926) 17.5939  20.942  
58    -44.88049 -12.96023   2.63795 -11.91469 -21.67674  12.33372     (-1.046,-0.419) (-9.277,-8.924) (-32.128,-11.915) 17.5796  20.9493  
59    -44.83355 -12.95471   2.60068 -11.90340 -21.66155  12.30726     (-1.051,-0.404) (-9.303,-8.950) (-32.122,-11.903) 17.5654  20.9565  
60    -44.78661 -12.94919   2.56341 -11.89212 -21.64637  12.28079     (-1.057,-0.389) (-9.329,-8.977) (-32.117,-11.892) 17.5512  20.9639  
61    -44.73967 -12.94368   2.52614 -11.88084 -21.63119  12.25433     (-1.063,-0.373) (-9.355,-9.003) (-32.112,-11.881) 17.537  20.9712  
62    -44.69273 -12.93816   2.48887 -11.86956 -21.61600  12.22786     (-1.069,-0.358) (-9.381,-9.030) (-32.107,-11.870) 17.5229  20.9786  
63    -44.64579 -12.93264   2.45160 -11.85828 -21.60082  12.20140     (-1.074,-0.343) (-9.407,-9.056) (-32.101,-11.858) 17.5089  20.9861  
64    -44.59885 -12.92713   2.41433 -11.84700 -21.58564  12.17494     (-1.080,-0.328) (-9.433,-9.083) (-32.096,-11.847) 17.4949  20.9936  
65    -44.55191 -12.92161   2.37705 -11.83572 -21.57045  12.14847     (-1.086,-0.313) (-9.459,-9.109) (-32.091,-11.836) 17.4809  21.0011  
66    -44.50498 -12.91610   2.33978 -11.82444 -21.55527  12.12201     (-1.092,-0.298) (-9.485,-9.136) (-32.085,-11.824) 17.467  21.0088  
67    -44.45804 -12.91058   2.30251 -11.81316 -21.54008  12.09554     (-1.097,-0.282) (-9.511,-9.162) (-32.080,-11.813) 17.4532  21.0164  
68    -44.41110 -12.90506   2.26524 -11.80188 -21.52490  12.06908     (-1.103,-0.267) (-9.537,-9.189) (-32.075,-11.802) 17.4394  21.0241  
69    -44.36416 -12.89955   2.22797 -11.79060 -21.50972  12.04262     (-1.109,-0.252) (-9.563,-9.215) (-32.070,-11.791) 17.4256  21.0318  
70    -44.31722 -12.89403   2.19070 -11.77932 -21.49453  12.01615     (-1.115,-0.237) (-9.589,-9.242) (-32.064,-11.779) 17.4119  21.0396  
71    -44.27028 -12.88851   2.15342 -11.76804 -21.47935  11.98969     (-1.120,-0.222) (-9.615,-9.268) (-32.059,-11.768) 17.3983  21.0475  
72    -44.22334 -12.88300   2.11615 -11.75676 -21.46417  11.96322     (-1.126,-0.206) (-9.641,-9.294) (-32.054,-11.757) 17.3847  21.0554  
73    -44.17641 -12.87748   2.07888 -11.74548 -21.44898  11.93676     (-1.132,-0.191) (-9.667,-9.321) (-32.048,-11.745) 17.3711  21.0633  
74    -44.12947 -12.87196   2.04161 -11.73420 -21.43380  11.91030     (-1.138,-0.176) (-9.693,-9.347) (-32.043,-11.734) 17.3576  21.0713  
75    -44.08253 -12.86645   2.00434 -11.72292 -21.41862  11.88383     (-1.144,-0.161) (-9.719,-9.374) (-32.038,-11.723) 17.3442  21.0793  
76    -44.03559 -12.86093   1.96707 -11.71163 -21.40343  11.85737     (-1.149,-0.146) (-9.745,-9.400) (-32.032,-11.712) 17.3308  21.0874  
77    -43.98865 -12.85541   1.92979 -11.70035 -21.38825  11.83090     (-1.155,-0.131) (-9.771,-9.427) (-32.027,-11.700) 17.3174  21.0955  
78    -43.94171 -12.84990   1.89252 -11.68907 -21.37307  11.80444     (-1.161,-0.115) (-9.797,-9.453) (-32.022,-11.689) 17.3041  21.1037  
79    -43.89477 -12.84438   1.85525 -11.67779 -21.35788  11.77798     (-1.167,-0.100) (-9.823,-9.480) (-32.017,-11.678) 17.2909  21.1119  
80    -43.84783 -12.83886   1.81798 -11.66651 -21.34270  11.75151     (-1.172,-0.085) (-9.849,-9.506) (-32.011,-11.667) 17.2777  21.1202  
81    -43.80090 -12.83335   1.78071 -11.65523 -21.32752  11.72505     (-1.178,-0.070) (-9.875,-9.533) (-32.006,-11.655) 17.2645  21.1285  
82    -43.75396 -12.82783   1.74344 -11.64395 -21.31233  11.69858     (-1.184,-0.055) (-9.901,-9.559) (-32.001,-11.644) 17.2514  21.1369  
83    -43.70702 -12.82232   1.70617 -11.63267 -21.29715  11.67212     (-1.190,-0.039) (-9.927,-9.586) (-31.995,-11.633) 17.2384  21.1453  
