Fol_2018-05-05.09_44_42.1_6.txt     Output is probe cell, reduced cell, NCDist distance between
0    113.22825 -110.53041 -88.23969 -222.69662 -342.57332 -281.14872     (-204.357,-310.936) (-22.291,-24.989) (-88.240,-142.932) 0
1    110.02032 -109.63910 -88.23969 -223.58793 -339.36539 -279.75259     (-207.564,-311.828) (-21.399,-21.781) (-88.240,-147.952) 6.88245
2    106.81239 -108.74779 -88.23969 -224.47924 -336.15747 -278.35646     (-210.772,-312.719) (-20.508,-18.573) (-88.240,-152.971) 13.7649
3    103.60447 -107.85648 -88.23969 -225.37055 -332.94954 -276.96033     (-213.980,-313.610) (-19.617,-15.365) (-88.240,-157.991) 20.6473
4    100.39654 -106.96517 -88.23969 -226.26186 -329.74161 -275.56420     (-217.188,-314.502) (-18.725,-12.157) (-88.240,-163.011) 27.5298
5     97.18861 -106.07386 -88.23969 -227.15317 -326.53369 -274.16807     (-220.396,-315.393) (-17.834,-8.949) (-88.240,-168.031) 34.4122
6     93.98069 -105.18255 -88.23969 -228.04448 -323.32576 -272.77194     (-223.604,-316.284) (-16.943,-5.741) (-88.240,-173.050) 41.2947
7     90.77276 -104.29124 -88.23969 -228.93579 -320.11783 -271.37581     (-226.812,-317.175) (-16.052,-2.533) (-88.240,-178.070) 48.1771
8     87.56483 -103.39993 -88.23969 -229.82710 -316.90991 -269.97968     (-87.565,-317.392) (-15.835,-0.675) (-229.345,-182.415) 54.0902
9     84.35691 -102.50862 -88.23969 -230.71841 -313.70198 -268.58355     (-84.357,-315.075) (-18.152,-3.883) (-229.345,-184.227) 56.6796
10     81.14898 -101.61731 -88.23969 -231.60972 -310.49405 -267.18742     (-81.149,-312.759) (-20.468,-7.091) (-229.345,-186.038) 59.7378
11     77.94105 -100.72600 -88.23969 -232.50103 -307.28612 -265.79129     (-77.941,-310.442) (-22.785,-10.299) (-229.345,-187.850) 63.1967
12     74.73312 -99.83469 -88.23969 -233.39234 -304.07820 -264.39516     (-74.733,-308.125) (-25.102,-13.507) (-229.345,-189.662) 66.9943
