Fol_2018-05-06.16_49_41.1_3.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     11.66884 -52.42616 -50.47419   2.80544  -6.71722  -9.15555     (-6.717,-35.806) (-3.912,-33.854) (-4.952,-2.438) 0  0  0  0  
1     11.48312 -51.93612 -50.01437   2.41543  -6.99133  -9.08770     (-6.991,-35.961) (-4.576,-34.039) (-4.492,-2.096) 0.950384  1.68333  1.50425  0.950384  
2     11.29740 -51.44607 -49.55454   2.02542  -7.26543  -9.01985     (-7.265,-36.117) (-5.240,-34.225) (-4.032,-1.754) 1.90077  3.36666  3.0085  1.90077  
3     11.11168 -50.95603 -49.09472   1.63541  -7.53954  -8.95200     (-7.540,-36.272) (-5.904,-34.411) (-3.572,-1.412) 2.85115  5.04999  4.51276  2.85115  
4     10.92597 -50.46598 -48.63489   1.24540  -7.81365  -8.88415     (-7.814,-36.428) (-6.568,-34.597) (-3.112,-1.071) 3.80154  6.73332  6.01701  3.80154  
5     10.74025 -49.97594 -48.17507   0.85538  -8.08775  -8.81630     (-8.088,-36.583) (-7.232,-34.782) (-2.652,-0.729) 4.75192  8.41665  7.52126  4.75192  
6     10.55453 -49.48590 -47.71525   0.46537  -8.36186  -8.74845     (-8.362,-36.739) (-7.896,-34.968) (-2.193,-0.387) 5.7023  10.1  9.02551  5.7023  
7     10.36881 -48.99585 -47.25542   0.07536  -8.63597  -8.68060     (-8.636,-36.894) (-8.561,-35.154) (-1.733,-0.045) 6.65269  11.5319  10.5298  6.65269  
8     10.18309 -48.50581 -46.79560  -0.31465  -8.91007  -8.61275     (-36.752,-8.927) (-8.613,-35.042) (-0.297,-1.570) 6.73122  12.2312  10.745  6.73122  
9      9.99738 -48.01576 -46.33577  -0.70466  -9.18418  -8.54490     (-36.566,-9.250) (-8.545,-34.886) (-0.639,-1.452) 6.70838  12.4762  10.807  6.70838  
10      9.81166 -47.52572 -45.87595  -1.09467  -9.45828  -8.47705     (-36.379,-9.572) (-8.477,-34.730) (-0.981,-1.335) 6.72994  12.7911  10.9267  6.72994  
11      9.62594 -47.03567 -45.41613  -1.48469  -9.73239  -8.40920     (-36.193,-9.894) (-8.409,-34.573) (-1.323,-1.217) 6.79549  13.1708  11.1024  6.79549  
12      9.44022 -46.54563 -44.95630  -1.87470 -10.00650  -8.34135     (-36.007,-10.216) (-8.341,-34.417) (-1.665,-1.099) 6.90377  13.6099  11.3314  6.90377  
13      9.25451 -46.05559 -44.49648  -2.26471 -10.28060  -8.27349     (-35.820,-10.538) (-8.273,-34.261) (-2.007,-0.981) 7.05281  14.1028  11.6106  7.05281  
14      9.06879 -45.56554 -44.03665  -2.65472 -10.55471  -8.20564     (-35.634,-10.860) (-8.206,-34.105) (-2.349,-0.863) 7.2401  14.6442  11.9364  7.2401  
15      8.88307 -45.07550 -43.57683  -3.04473 -10.82882  -8.13779     (-35.447,-11.183) (-8.138,-33.948) (-2.691,-0.745) 7.46276  15.2289  12.3051  7.46276  
16      8.69735 -44.58545 -43.11701  -3.43474 -11.10292  -8.06994     (-35.261,-11.505) (-8.070,-33.792) (-3.033,-0.627) 7.71773  15.852  12.7131  7.71773  
17      8.51163 -44.09541 -42.65718  -3.82476 -11.37703  -8.00209     (-35.074,-11.827) (-8.002,-33.636) (-3.375,-0.510) 8.00191  16.5092  13.1566  8.00191  
18      8.32592 -43.60537 -42.19736  -4.21477 -11.65113  -7.93424     (-34.888,-12.149) (-7.934,-33.480) (-3.717,-0.392) 8.31232  17.1967  13.6322  8.31232  
19      8.14020 -43.11532 -41.73753  -4.60478 -11.92524  -7.86639     (-34.701,-12.471) (-7.866,-33.324) (-4.059,-0.274) 8.64613  17.9109  14.1367  8.64613  
20      7.95448 -42.62528 -41.27771  -4.99479 -12.19935  -7.79854     (-34.515,-12.793) (-7.799,-33.167) (-4.401,-0.156) 9.00074  18.6487  14.667  9.00074  
