Fol_2018-05-05.09_54_14.1_23.txt     Output is probe cell, reduced cell, NCDist distance between
0     54.37025 -38.91263 -73.32224 -123.01706 -328.73623 -284.76516     (-214.937,-161.930) (-15.458,-34.410) (-258.908,-38.913) 0
1     51.64997 -38.67571 -75.19685 -123.41012 -325.76323 -282.28180     (-217.658,-162.086) (-12.974,-36.521) (-261.139,-38.676) 4.80435
2     48.92969 -38.43879 -77.07146 -123.80317 -322.79024 -279.79844     (-220.378,-162.242) (-10.491,-38.633) (-263.370,-38.439) 9.6087
3     46.20942 -38.20187 -78.94607 -124.19623 -319.81724 -277.31508     (-223.098,-162.398) (-8.008,-40.744) (-265.600,-38.202) 14.4131
4     43.48914 -37.96495 -80.82067 -124.58929 -316.84424 -274.83172     (-225.818,-162.554) (-5.524,-42.856) (-267.831,-37.965) 19.2174
5     40.76886 -37.72803 -82.69528 -124.98234 -313.87125 -272.34837     (-228.539,-162.710) (-3.041,-44.967) (-270.062,-37.728) 24.0218
6     38.04858 -37.49111 -84.56989 -125.37540 -310.89825 -269.86501     (-231.259,-162.867) (-0.557,-47.079) (-272.292,-37.491) 28.8261
7     35.32830 -37.25419 -86.44449 -125.76846 -307.92526 -267.38165     (-35.328,-161.097) (-1.926,-51.116) (-272.597,-232.053) 32.7899
8     32.60803 -37.01727 -88.31910 -126.16151 -304.95226 -264.89829     (-32.608,-158.770) (-4.409,-55.711) (-272.344,-232.290) 37.146
9     29.88775 -36.78035 -90.19371 -126.55457 -301.97926 -262.41493     (-29.888,-156.442) (-6.893,-60.306) (-272.092,-232.527) 42.0109
10     27.16747 -36.54343 -92.06832 -126.94763 -299.00627 -259.93157     (-27.167,-154.115) (-9.376,-64.901) (-271.839,-232.764) 47.2274
11     24.44719 -36.30651 -93.94292 -127.34069 -296.03327 -257.44821     (-24.447,-151.788) (-11.859,-69.496) (-271.586,-233.001) 52.6914
12     21.72691 -36.06959 -95.81753 -127.73374 -293.06028 -254.96485     (-21.727,-149.461) (-14.343,-74.091) (-271.333,-233.238) 58.3332
